context: Water. response:	Earth.
context: Water.\Earth. response:	Fire.
context: Water.\Earth.\Fire. response:	Air.
context: Water.\Earth.\Fire.\Air. response:	Long ago, the four nations lived together in harmony.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony. response:	Then, everything changed when the Fire Nation attacked.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked. response:	Only the Avatar, master of all four elements, could stop them.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them. response:	But when the world needed him most, he vanished.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished. response:	A hundred years passed, and my brother and I discovered the new Avatar...
context: Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar... response:	And although his airbending skills are great.
context: Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great. response:	He has a lot to learn before he's ready to save anyone.
context: Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone. response:	But I believe Aang can save the world.
context: Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world. response:	Nice try, Pupil Sangok.
context: Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Nice try, Pupil Sangok. response:	A couple of more years and you might be ready to fight a sea sponge.
context: Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Nice try, Pupil Sangok.\A couple of more years and you might be ready to fight a sea sponge. response:	Would anyone care for a rematch with Katara?
context: But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Nice try, Pupil Sangok.\A couple of more years and you might be ready to fight a sea sponge.\Would anyone care for a rematch with Katara? response:	Katara, you have advanced more quickly than any student I have ever trained.
context: A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Nice try, Pupil Sangok.\A couple of more years and you might be ready to fight a sea sponge.\Would anyone care for a rematch with Katara?\Katara, you have advanced more quickly than any student I have ever trained. response:	You have proven that with fierce determination,...
context: And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Nice try, Pupil Sangok.\A couple of more years and you might be ready to fight a sea sponge.\Would anyone care for a rematch with Katara?\Katara, you have advanced more quickly than any student I have ever trained.\You have proven that with fierce determination,... response:	Raw talent alone is not enough.
context: He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Nice try, Pupil Sangok.\A couple of more years and you might be ready to fight a sea sponge.\Would anyone care for a rematch with Katara?\Katara, you have advanced more quickly than any student I have ever trained.\You have proven that with fierce determination,...\Raw talent alone is not enough. response:	Pupil Aang!
context: But I believe Aang can save the world.\Nice try, Pupil Sangok.\A couple of more years and you might be ready to fight a sea sponge.\Would anyone care for a rematch with Katara?\Katara, you have advanced more quickly than any student I have ever trained.\You have proven that with fierce determination,...\Raw talent alone is not enough.\Pupil Aang! response:	Yes, Master Pakku?
context: Nice try, Pupil Sangok.\A couple of more years and you might be ready to fight a sea sponge.\Would anyone care for a rematch with Katara?\Katara, you have advanced more quickly than any student I have ever trained.\You have proven that with fierce determination,...\Raw talent alone is not enough.\Pupil Aang!\Yes, Master Pakku? response:	Care to step into the sparring circle?
context: A couple of more years and you might be ready to fight a sea sponge.\Would anyone care for a rematch with Katara?\Katara, you have advanced more quickly than any student I have ever trained.\You have proven that with fierce determination,...\Raw talent alone is not enough.\Pupil Aang!\Yes, Master Pakku?\Care to step into the sparring circle? response:	I figure since you've found time to play with house pets...
context: Would anyone care for a rematch with Katara?\Katara, you have advanced more quickly than any student I have ever trained.\You have proven that with fierce determination,...\Raw talent alone is not enough.\Pupil Aang!\Yes, Master Pakku?\Care to step into the sparring circle?\I figure since you've found time to play with house pets... response:	I wouldn't say mastered, but check this out!
context: Katara, you have advanced more quickly than any student I have ever trained.\You have proven that with fierce determination,...\Raw talent alone is not enough.\Pupil Aang!\Yes, Master Pakku?\Care to step into the sparring circle?\I figure since you've found time to play with house pets...\I wouldn't say mastered, but check this out! response:	So they don't have palaces in the Southern Tribe?
context: You have proven that with fierce determination,...\Raw talent alone is not enough.\Pupil Aang!\Yes, Master Pakku?\Care to step into the sparring circle?\I figure since you've found time to play with house pets...\I wouldn't say mastered, but check this out!\So they don't have palaces in the Southern Tribe? response:	Are you kidding? I grew up in a block of ice. It's not exactly a cultural hub.
context: Raw talent alone is not enough.\Pupil Aang!\Yes, Master Pakku?\Care to step into the sparring circle?\I figure since you've found time to play with house pets...\I wouldn't say mastered, but check this out!\So they don't have palaces in the Southern Tribe?\Are you kidding? I grew up in a block of ice. It's not exactly a cultural hub. response:	Sokka, this is wrong.
context: Pupil Aang!\Yes, Master Pakku?\Care to step into the sparring circle?\I figure since you've found time to play with house pets...\I wouldn't say mastered, but check this out!\So they don't have palaces in the Southern Tribe?\Are you kidding? I grew up in a block of ice. It's not exactly a cultural hub.\Sokka, this is wrong. response:	What's wrong? We're taking a walk!
context: Yes, Master Pakku?\Care to step into the sparring circle?\I figure since you've found time to play with house pets...\I wouldn't say mastered, but check this out!\So they don't have palaces in the Southern Tribe?\Are you kidding? I grew up in a block of ice. It's not exactly a cultural hub.\Sokka, this is wrong.\What's wrong? We're taking a walk! response:	I'm engaged. It just... feels...
context: Care to step into the sparring circle?\I figure since you've found time to play with house pets...\I wouldn't say mastered, but check this out!\So they don't have palaces in the Southern Tribe?\Are you kidding? I grew up in a block of ice. It's not exactly a cultural hub.\Sokka, this is wrong.\What's wrong? We're taking a walk!\I'm engaged. It just... feels... response:	I know what you need! You need to meet my good friend Appa!
context: I figure since you've found time to play with house pets...\I wouldn't say mastered, but check this out!\So they don't have palaces in the Southern Tribe?\Are you kidding? I grew up in a block of ice. It's not exactly a cultural hub.\Sokka, this is wrong.\What's wrong? We're taking a walk!\I'm engaged. It just... feels...\I know what you need! You need to meet my good friend Appa! response:	Who?
context: I wouldn't say mastered, but check this out!\So they don't have palaces in the Southern Tribe?\Are you kidding? I grew up in a block of ice. It's not exactly a cultural hub.\Sokka, this is wrong.\What's wrong? We're taking a walk!\I'm engaged. It just... feels...\I know what you need! You need to meet my good friend Appa!\Who? response:	Appa and I go way back. Don't we boy?
context: So they don't have palaces in the Southern Tribe?\Are you kidding? I grew up in a block of ice. It's not exactly a cultural hub.\Sokka, this is wrong.\What's wrong? We're taking a walk!\I'm engaged. It just... feels...\I know what you need! You need to meet my good friend Appa!\Who?\Appa and I go way back. Don't we boy? response:	Ahh! Easy!
context: Are you kidding? I grew up in a block of ice. It's not exactly a cultural hub.\Sokka, this is wrong.\What's wrong? We're taking a walk!\I'm engaged. It just... feels...\I know what you need! You need to meet my good friend Appa!\Who?\Appa and I go way back. Don't we boy?\Ahh! Easy! response:	Down boy! Ahh! No! Up!
context: Sokka, this is wrong.\What's wrong? We're taking a walk!\I'm engaged. It just... feels...\I know what you need! You need to meet my good friend Appa!\Who?\Appa and I go way back. Don't we boy?\Ahh! Easy!\Down boy! Ahh! No! Up! response:	Looks like you haven't been giving Appa enough attention.
context: What's wrong? We're taking a walk!\I'm engaged. It just... feels...\I know what you need! You need to meet my good friend Appa!\Who?\Appa and I go way back. Don't we boy?\Ahh! Easy!\Down boy! Ahh! No! Up!\Looks like you haven't been giving Appa enough attention. response:	So how does this work?
context: I'm engaged. It just... feels...\I know what you need! You need to meet my good friend Appa!\Who?\Appa and I go way back. Don't we boy?\Ahh! Easy!\Down boy! Ahh! No! Up!\Looks like you haven't been giving Appa enough attention.\So how does this work? response:	You hangin' on tight?
