context: Water. response:	Earth.
context: Water.\Earth. response:	Fire.
context: Water.\Earth.\Fire. response:	Air.
context: Water.\Earth.\Fire.\Air. response:	Long ago, the four nations lived together in harmony.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony. response:	Then, everything changed when the Fire Nation attacked.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked. response:	Only the Avatar, master of all four elements, could stop them.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them. response:	But when the world needed him most, he vanished.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished. response:	A hundred years passed, and my brother and I discovered the new Avatar...
context: Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar... response:	And although his airbending skills are great.
context: Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great. response:	He has a lot to learn before he's ready to save anyone.
context: Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone. response:	But I believe Aang can save the world.
context: Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world. response:	Let's go Appa! Come on, boy!
context: Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Let's go Appa! Come on, boy! response:	Look, I'm sorry, but Katara and Sokka aren't coming to the Fire Nation with us.
context: Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Let's go Appa! Come on, boy!\Look, I'm sorry, but Katara and Sokka aren't coming to the Fire Nation with us. response:	If they got hurt, I'd never forgive myself.
context: But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Let's go Appa! Come on, boy!\Look, I'm sorry, but Katara and Sokka aren't coming to the Fire Nation with us.\If they got hurt, I'd never forgive myself. response:	So get your big butt off the ground and let's go!
context: A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Let's go Appa! Come on, boy!\Look, I'm sorry, but Katara and Sokka aren't coming to the Fire Nation with us.\If they got hurt, I'd never forgive myself.\So get your big butt off the ground and let's go! response:	I think his big butt is trying to tell you something.
context: And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Let's go Appa! Come on, boy!\Look, I'm sorry, but Katara and Sokka aren't coming to the Fire Nation with us.\If they got hurt, I'd never forgive myself.\So get your big butt off the ground and let's go!\I think his big butt is trying to tell you something. response:	Please don't go, Aang.
context: He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Let's go Appa! Come on, boy!\Look, I'm sorry, but Katara and Sokka aren't coming to the Fire Nation with us.\If they got hurt, I'd never forgive myself.\So get your big butt off the ground and let's go!\I think his big butt is trying to tell you something.\Please don't go, Aang. response:	The world can't afford to lose you to the Fire Nation. Neither can I.
context: But I believe Aang can save the world.\Let's go Appa! Come on, boy!\Look, I'm sorry, but Katara and Sokka aren't coming to the Fire Nation with us.\If they got hurt, I'd never forgive myself.\So get your big butt off the ground and let's go!\I think his big butt is trying to tell you something.\Please don't go, Aang.\The world can't afford to lose you to the Fire Nation. Neither can I. response:	But I have to talk to Avatar Roku to find out what my vision means.
context: Let's go Appa! Come on, boy!\Look, I'm sorry, but Katara and Sokka aren't coming to the Fire Nation with us.\If they got hurt, I'd never forgive myself.\So get your big butt off the ground and let's go!\I think his big butt is trying to tell you something.\Please don't go, Aang.\The world can't afford to lose you to the Fire Nation. Neither can I.\But I have to talk to Avatar Roku to find out what my vision means. response:	I need to get to the Fire Temple before the sun sets on the Solstice. That's today.
context: Look, I'm sorry, but Katara and Sokka aren't coming to the Fire Nation with us.\If they got hurt, I'd never forgive myself.\So get your big butt off the ground and let's go!\I think his big butt is trying to tell you something.\Please don't go, Aang.\The world can't afford to lose you to the Fire Nation. Neither can I.\But I have to talk to Avatar Roku to find out what my vision means.\I need to get to the Fire Temple before the sun sets on the Solstice. That's today. response:	We're not letting you go into the Fire Nation, Aang.
context: If they got hurt, I'd never forgive myself.\So get your big butt off the ground and let's go!\I think his big butt is trying to tell you something.\Please don't go, Aang.\The world can't afford to lose you to the Fire Nation. Neither can I.\But I have to talk to Avatar Roku to find out what my vision means.\I need to get to the Fire Temple before the sun sets on the Solstice. That's today.\We're not letting you go into the Fire Nation, Aang. response:	At least not without your friends. We got your back.
context: So get your big butt off the ground and let's go!\I think his big butt is trying to tell you something.\Please don't go, Aang.\The world can't afford to lose you to the Fire Nation. Neither can I.\But I have to talk to Avatar Roku to find out what my vision means.\I need to get to the Fire Temple before the sun sets on the Solstice. That's today.\We're not letting you go into the Fire Nation, Aang.\At least not without your friends. We got your back. response:	It's a long journey to the Crescent Island.
context: I think his big butt is trying to tell you something.\Please don't go, Aang.\The world can't afford to lose you to the Fire Nation. Neither can I.\But I have to talk to Avatar Roku to find out what my vision means.\I need to get to the Fire Temple before the sun sets on the Solstice. That's today.\We're not letting you go into the Fire Nation, Aang.\At least not without your friends. We got your back.\It's a long journey to the Crescent Island. response:	You'll have to fly fast to have any chance of making it before sundown.
context: Please don't go, Aang.\The world can't afford to lose you to the Fire Nation. Neither can I.\But I have to talk to Avatar Roku to find out what my vision means.\I need to get to the Fire Temple before the sun sets on the Solstice. That's today.\We're not letting you go into the Fire Nation, Aang.\At least not without your friends. We got your back.\It's a long journey to the Crescent Island.\You'll have to fly fast to have any chance of making it before sundown. response:	Good luck.
context: The world can't afford to lose you to the Fire Nation. Neither can I.\But I have to talk to Avatar Roku to find out what my vision means.\I need to get to the Fire Temple before the sun sets on the Solstice. That's today.\We're not letting you go into the Fire Nation, Aang.\At least not without your friends. We got your back.\It's a long journey to the Crescent Island.\You'll have to fly fast to have any chance of making it before sundown.\Good luck. response:	Thank you, for your...
context: But I have to talk to Avatar Roku to find out what my vision means.\I need to get to the Fire Temple before the sun sets on the Solstice. That's today.\We're not letting you go into the Fire Nation, Aang.\At least not without your friends. We got your back.\It's a long journey to the Crescent Island.\You'll have to fly fast to have any chance of making it before sundown.\Good luck.\Thank you, for your... response:	Go!
context: I need to get to the Fire Temple before the sun sets on the Solstice. That's today.\We're not letting you go into the Fire Nation, Aang.\At least not without your friends. We got your back.\It's a long journey to the Crescent Island.\You'll have to fly fast to have any chance of making it before sundown.\Good luck.\Thank you, for your...\Go! response:	Having trouble sleeping? Seen the Avatar lately?
context: We're not letting you go into the Fire Nation, Aang.\At least not without your friends. We got your back.\It's a long journey to the Crescent Island.\You'll have to fly fast to have any chance of making it before sundown.\Good luck.\Thank you, for your...\Go!\Having trouble sleeping? Seen the Avatar lately? response:	Come on, boy! We've got a long way to go! Faster!
context: At least not without your friends. We got your back.\It's a long journey to the Crescent Island.\You'll have to fly fast to have any chance of making it before sundown.\Good luck.\Thank you, for your...\Go!\Having trouble sleeping? Seen the Avatar lately?\Come on, boy! We've got a long way to go! Faster! response:	Sailing into Fire Nation waters...
context: It's a long journey to the Crescent Island.\You'll have to fly fast to have any chance of making it before sundown.\Good luck.\Thank you, for your...\Go!\Having trouble sleeping? Seen the Avatar lately?\Come on, boy! We've got a long way to go! Faster!\Sailing into Fire Nation waters... response:	I have no choice, Uncle.
context: You'll have to fly fast to have any chance of making it before sundown.\Good luck.\Thank you, for your...\Go!\Having trouble sleeping? Seen the Avatar lately?\Come on, boy! We've got a long way to go! Faster!\Sailing into Fire Nation waters...\I have no choice, Uncle. response:	Have you completely forgotten that the Fire Lord banished you?!?!?
