context: OP response:	ED
context: OP\ED response:	Log on to www.ruri-subs.com or visit us at
context: OP\ED\Log on to www.ruri-subs.com or visit us at response:	Fansubbed by Ruri Subs
context: OP\ED\Log on to www.ruri-subs.com or visit us at\Fansubbed by Ruri Subs response:	Once again, Millhi accepted my challenge for war.
context: OP\ED\Log on to www.ruri-subs.com or visit us at\Fansubbed by Ruri Subs\Once again, Millhi accepted my challenge for war. response:	It'll be the normal, typical kind of battle.
context: OP\ED\Log on to www.ruri-subs.com or visit us at\Fansubbed by Ruri Subs\Once again, Millhi accepted my challenge for war.\It'll be the normal, typical kind of battle. response:	There won't be a problem.
context: OP\ED\Log on to www.ruri-subs.com or visit us at\Fansubbed by Ruri Subs\Once again, Millhi accepted my challenge for war.\It'll be the normal, typical kind of battle.\There won't be a problem. response:	I'll definitely protect my people
context: OP\ED\Log on to www.ruri-subs.com or visit us at\Fansubbed by Ruri Subs\Once again, Millhi accepted my challenge for war.\It'll be the normal, typical kind of battle.\There won't be a problem.\I'll definitely protect my people response:	and everyone's future!
context: ED\Log on to www.ruri-subs.com or visit us at\Fansubbed by Ruri Subs\Once again, Millhi accepted my challenge for war.\It'll be the normal, typical kind of battle.\There won't be a problem.\I'll definitely protect my people\and everyone's future! response:	Let's do it, Granveil! Lend me your power!
context: Log on to www.ruri-subs.com or visit us at\Fansubbed by Ruri Subs\Once again, Millhi accepted my challenge for war.\It'll be the normal, typical kind of battle.\There won't be a problem.\I'll definitely protect my people\and everyone's future!\Let's do it, Granveil! Lend me your power! response:	Grana Fortress's Defense Strategy
context: Fansubbed by Ruri Subs\Once again, Millhi accepted my challenge for war.\It'll be the normal, typical kind of battle.\There won't be a problem.\I'll definitely protect my people\and everyone's future!\Let's do it, Granveil! Lend me your power!\Grana Fortress's Defense Strategy response:	Princess Leo,
context: Once again, Millhi accepted my challenge for war.\It'll be the normal, typical kind of battle.\There won't be a problem.\I'll definitely protect my people\and everyone's future!\Let's do it, Granveil! Lend me your power!\Grana Fortress's Defense Strategy\Princess Leo, response:	I sincerely apologize. Sister Biore and her soldiers have failed their mission.
context: It'll be the normal, typical kind of battle.\There won't be a problem.\I'll definitely protect my people\and everyone's future!\Let's do it, Granveil! Lend me your power!\Grana Fortress's Defense Strategy\Princess Leo,\I sincerely apologize. Sister Biore and her soldiers have failed their mission. response:	It seems they're being held captive at the Fortress of Sreize right now.
context: There won't be a problem.\I'll definitely protect my people\and everyone's future!\Let's do it, Granveil! Lend me your power!\Grana Fortress's Defense Strategy\Princess Leo,\I sincerely apologize. Sister Biore and her soldiers have failed their mission.\It seems they're being held captive at the Fortress of Sreize right now. response:	I see. Then where's Gaul?
context: I'll definitely protect my people\and everyone's future!\Let's do it, Granveil! Lend me your power!\Grana Fortress's Defense Strategy\Princess Leo,\I sincerely apologize. Sister Biore and her soldiers have failed their mission.\It seems they're being held captive at the Fortress of Sreize right now.\I see. Then where's Gaul? response:	According to your orders, he is at the Fortress of Sreize, together with General Godwin and Genoise.
context: and everyone's future!\Let's do it, Granveil! Lend me your power!\Grana Fortress's Defense Strategy\Princess Leo,\I sincerely apologize. Sister Biore and her soldiers have failed their mission.\It seems they're being held captive at the Fortress of Sreize right now.\I see. Then where's Gaul?\According to your orders, he is at the Fortress of Sreize, together with General Godwin and Genoise. response:	But it seems that Prince Gaul and the others are not very enthusiastic about this battle.
context: Let's do it, Granveil! Lend me your power!\Grana Fortress's Defense Strategy\Princess Leo,\I sincerely apologize. Sister Biore and her soldiers have failed their mission.\It seems they're being held captive at the Fortress of Sreize right now.\I see. Then where's Gaul?\According to your orders, he is at the Fortress of Sreize, together with General Godwin and Genoise.\But it seems that Prince Gaul and the others are not very enthusiastic about this battle. response:	It doesn't matter.
context: Grana Fortress's Defense Strategy\Princess Leo,\I sincerely apologize. Sister Biore and her soldiers have failed their mission.\It seems they're being held captive at the Fortress of Sreize right now.\I see. Then where's Gaul?\According to your orders, he is at the Fortress of Sreize, together with General Godwin and Genoise.\But it seems that Prince Gaul and the others are not very enthusiastic about this battle.\It doesn't matter. response:	So long as they're able to enjoy it to the fullest with the people and the soldiers, it's good enough.
context: Princess Leo,\I sincerely apologize. Sister Biore and her soldiers have failed their mission.\It seems they're being held captive at the Fortress of Sreize right now.\I see. Then where's Gaul?\According to your orders, he is at the Fortress of Sreize, together with General Godwin and Genoise.\But it seems that Prince Gaul and the others are not very enthusiastic about this battle.\It doesn't matter.\So long as they're able to enjoy it to the fullest with the people and the soldiers, it's good enough. response:	I'll win this alone!
context: I sincerely apologize. Sister Biore and her soldiers have failed their mission.\It seems they're being held captive at the Fortress of Sreize right now.\I see. Then where's Gaul?\According to your orders, he is at the Fortress of Sreize, together with General Godwin and Genoise.\But it seems that Prince Gaul and the others are not very enthusiastic about this battle.\It doesn't matter.\So long as they're able to enjoy it to the fullest with the people and the soldiers, it's good enough.\I'll win this alone! response:	There isn't a motive for this battle,
context: It seems they're being held captive at the Fortress of Sreize right now.\I see. Then where's Gaul?\According to your orders, he is at the Fortress of Sreize, together with General Godwin and Genoise.\But it seems that Prince Gaul and the others are not very enthusiastic about this battle.\It doesn't matter.\So long as they're able to enjoy it to the fullest with the people and the soldiers, it's good enough.\I'll win this alone!\There isn't a motive for this battle, response:	but we've been ordered to attack the fortress and fight the good fight!
context: I see. Then where's Gaul?\According to your orders, he is at the Fortress of Sreize, together with General Godwin and Genoise.\But it seems that Prince Gaul and the others are not very enthusiastic about this battle.\It doesn't matter.\So long as they're able to enjoy it to the fullest with the people and the soldiers, it's good enough.\I'll win this alone!\There isn't a motive for this battle,\but we've been ordered to attack the fortress and fight the good fight! response:	That's right!
context: According to your orders, he is at the Fortress of Sreize, together with General Godwin and Genoise.\But it seems that Prince Gaul and the others are not very enthusiastic about this battle.\It doesn't matter.\So long as they're able to enjoy it to the fullest with the people and the soldiers, it's good enough.\I'll win this alone!\There isn't a motive for this battle,\but we've been ordered to attack the fortress and fight the good fight!\That's right! response:	Godwin, sorry to involve you in such a boring task.
context: But it seems that Prince Gaul and the others are not very enthusiastic about this battle.\It doesn't matter.\So long as they're able to enjoy it to the fullest with the people and the soldiers, it's good enough.\I'll win this alone!\There isn't a motive for this battle,\but we've been ordered to attack the fortress and fight the good fight!\That's right!\Godwin, sorry to involve you in such a boring task. response:	It's okay. I've nothing to complain about, so long as I get to follow your Highness.
context: It doesn't matter.\So long as they're able to enjoy it to the fullest with the people and the soldiers, it's good enough.\I'll win this alone!\There isn't a motive for this battle,\but we've been ordered to attack the fortress and fight the good fight!\That's right!\Godwin, sorry to involve you in such a boring task.\It's okay. I've nothing to complain about, so long as I get to follow your Highness. response:	I see.
context: So long as they're able to enjoy it to the fullest with the people and the soldiers, it's good enough.\I'll win this alone!\There isn't a motive for this battle,\but we've been ordered to attack the fortress and fight the good fight!\That's right!\Godwin, sorry to involve you in such a boring task.\It's okay. I've nothing to complain about, so long as I get to follow your Highness.\I see. response:	Prince Gaul.
context: I'll win this alone!\There isn't a motive for this battle,\but we've been ordered to attack the fortress and fight the good fight!\That's right!\Godwin, sorry to involve you in such a boring task.\It's okay. I've nothing to complain about, so long as I get to follow your Highness.\I see.\Prince Gaul. response:	According to reports from the previous team, Princess Millhi isn't at the Fortress of Sreize.
context: There isn't a motive for this battle,\but we've been ordered to attack the fortress and fight the good fight!\That's right!\Godwin, sorry to involve you in such a boring task.\It's okay. I've nothing to complain about, so long as I get to follow your Highness.\I see.\Prince Gaul.\According to reports from the previous team, Princess Millhi isn't at the Fortress of Sreize. response:	Good. Then I'll be more at ease when taking the fortress.
context: but we've been ordered to attack the fortress and fight the good fight!\That's right!\Godwin, sorry to involve you in such a boring task.\It's okay. I've nothing to complain about, so long as I get to follow your Highness.\I see.\Prince Gaul.\According to reports from the previous team, Princess Millhi isn't at the Fortress of Sreize.\Good. Then I'll be more at ease when taking the fortress. response:	If we shy away from this battle, it'll stain our honor.
context: That's right!\Godwin, sorry to involve you in such a boring task.\It's okay. I've nothing to complain about, so long as I get to follow your Highness.\I see.\Prince Gaul.\According to reports from the previous team, Princess Millhi isn't at the Fortress of Sreize.\Good. Then I'll be more at ease when taking the fortress.\If we shy away from this battle, it'll stain our honor. response:	So let's fight our best and give them a flashy show!
context: Godwin, sorry to involve you in such a boring task.\It's okay. I've nothing to complain about, so long as I get to follow your Highness.\I see.\Prince Gaul.\According to reports from the previous team, Princess Millhi isn't at the Fortress of Sreize.\Good. Then I'll be more at ease when taking the fortress.\If we shy away from this battle, it'll stain our honor.\So let's fight our best and give them a flashy show! response:	Yeah!
context: It's okay. I've nothing to complain about, so long as I get to follow your Highness.\I see.\Prince Gaul.\According to reports from the previous team, Princess Millhi isn't at the Fortress of Sreize.\Good. Then I'll be more at ease when taking the fortress.\If we shy away from this battle, it'll stain our honor.\So let's fight our best and give them a flashy show!\Yeah! response:	This is the wetland area of Chapel Hill.
context: I see.\Prince Gaul.\According to reports from the previous team, Princess Millhi isn't at the Fortress of Sreize.\Good. Then I'll be more at ease when taking the fortress.\If we shy away from this battle, it'll stain our honor.\So let's fight our best and give them a flashy show!\Yeah!\This is the wetland area of Chapel Hill. response:	Thirty thousand people are finally going to decide their fate here.
context: Prince Gaul.\According to reports from the previous team, Princess Millhi isn't at the Fortress of Sreize.\Good. Then I'll be more at ease when taking the fortress.\If we shy away from this battle, it'll stain our honor.\So let's fight our best and give them a flashy show!\Yeah!\This is the wetland area of Chapel Hill.\Thirty thousand people are finally going to decide their fate here. response:	The ratio on the battlefield is 5100 to 4900.
context: According to reports from the previous team, Princess Millhi isn't at the Fortress of Sreize.\Good. Then I'll be more at ease when taking the fortress.\If we shy away from this battle, it'll stain our honor.\So let's fight our best and give them a flashy show!\Yeah!\This is the wetland area of Chapel Hill.\Thirty thousand people are finally going to decide their fate here.\The ratio on the battlefield is 5100 to 4900. response:	If it's about numbers, Biscotti's winning!
context: Good. Then I'll be more at ease when taking the fortress.\If we shy away from this battle, it'll stain our honor.\So let's fight our best and give them a flashy show!\Yeah!\This is the wetland area of Chapel Hill.\Thirty thousand people are finally going to decide their fate here.\The ratio on the battlefield is 5100 to 4900.\If it's about numbers, Biscotti's winning! response:	But it's still too early to judge!
context: If we shy away from this battle, it'll stain our honor.\So let's fight our best and give them a flashy show!\Yeah!\This is the wetland area of Chapel Hill.\Thirty thousand people are finally going to decide their fate here.\The ratio on the battlefield is 5100 to 4900.\If it's about numbers, Biscotti's winning!\But it's still too early to judge! response:	This is the route to the Fortress of Grana!
context: So let's fight our best and give them a flashy show!\Yeah!\This is the wetland area of Chapel Hill.\Thirty thousand people are finally going to decide their fate here.\The ratio on the battlefield is 5100 to 4900.\If it's about numbers, Biscotti's winning!\But it's still too early to judge!\This is the route to the Fortress of Grana! response:	Biscotti's Team Two has just entered the area surrounding the Fortress of Grana!
context: Yeah!\This is the wetland area of Chapel Hill.\Thirty thousand people are finally going to decide their fate here.\The ratio on the battlefield is 5100 to 4900.\If it's about numbers, Biscotti's winning!\But it's still too early to judge!\This is the route to the Fortress of Grana!\Biscotti's Team Two has just entered the area surrounding the Fortress of Grana! response:	Their light infantry is moving forward with shocking speed!
context: This is the wetland area of Chapel Hill.\Thirty thousand people are finally going to decide their fate here.\The ratio on the battlefield is 5100 to 4900.\If it's about numbers, Biscotti's winning!\But it's still too early to judge!\This is the route to the Fortress of Grana!\Biscotti's Team Two has just entered the area surrounding the Fortress of Grana!\Their light infantry is moving forward with shocking speed! response:	All right! As soon as we cut across this bridge, we'll arrive at their base camp!
context: Thirty thousand people are finally going to decide their fate here.\The ratio on the battlefield is 5100 to 4900.\If it's about numbers, Biscotti's winning!\But it's still too early to judge!\This is the route to the Fortress of Grana!\Biscotti's Team Two has just entered the area surrounding the Fortress of Grana!\Their light infantry is moving forward with shocking speed!\All right! As soon as we cut across this bridge, we'll arrive at their base camp! response:	Give me your best shot!
context: The ratio on the battlefield is 5100 to 4900.\If it's about numbers, Biscotti's winning!\But it's still too early to judge!\This is the route to the Fortress of Grana!\Biscotti's Team Two has just entered the area surrounding the Fortress of Grana!\Their light infantry is moving forward with shocking speed!\All right! As soon as we cut across this bridge, we'll arrive at their base camp!\Give me your best shot! response:	Attack!
context: If it's about numbers, Biscotti's winning!\But it's still too early to judge!\This is the route to the Fortress of Grana!\Biscotti's Team Two has just entered the area surrounding the Fortress of Grana!\Their light infantry is moving forward with shocking speed!\All right! As soon as we cut across this bridge, we'll arrive at their base camp!\Give me your best shot!\Attack! response:	Spring Plow! Ream Cultivation Beam!
context: But it's still too early to judge!\This is the route to the Fortress of Grana!\Biscotti's Team Two has just entered the area surrounding the Fortress of Grana!\Their light infantry is moving forward with shocking speed!\All right! As soon as we cut across this bridge, we'll arrive at their base camp!\Give me your best shot!\Attack!\Spring Plow! Ream Cultivation Beam! response:	Damn! It's impossible!
context: This is the route to the Fortress of Grana!\Biscotti's Team Two has just entered the area surrounding the Fortress of Grana!\Their light infantry is moving forward with shocking speed!\All right! As soon as we cut across this bridge, we'll arrive at their base camp!\Give me your best shot!\Attack!\Spring Plow! Ream Cultivation Beam!\Damn! It's impossible! response:	We're retreating! Retreat!
context: Biscotti's Team Two has just entered the area surrounding the Fortress of Grana!\Their light infantry is moving forward with shocking speed!\All right! As soon as we cut across this bridge, we'll arrive at their base camp!\Give me your best shot!\Attack!\Spring Plow! Ream Cultivation Beam!\Damn! It's impossible!\We're retreating! Retreat! response:	Lady d'Arquien!
context: Their light infantry is moving forward with shocking speed!\All right! As soon as we cut across this bridge, we'll arrive at their base camp!\Give me your best shot!\Attack!\Spring Plow! Ream Cultivation Beam!\Damn! It's impossible!\We're retreating! Retreat!\Lady d'Arquien! response:	The Leader of the Knights has given orders!
context: All right! As soon as we cut across this bridge, we'll arrive at their base camp!\Give me your best shot!\Attack!\Spring Plow! Ream Cultivation Beam!\Damn! It's impossible!\We're retreating! Retreat!\Lady d'Arquien!\The Leader of the Knights has given orders! response:	Oh.
context: Give me your best shot!\Attack!\Spring Plow! Ream Cultivation Beam!\Damn! It's impossible!\We're retreating! Retreat!\Lady d'Arquien!\The Leader of the Knights has given orders!\Oh. response:	He requests that Lady d'Arquien and Panettone's Team Three
context: Attack!\Spring Plow! Ream Cultivation Beam!\Damn! It's impossible!\We're retreating! Retreat!\Lady d'Arquien!\The Leader of the Knights has given orders!\Oh.\He requests that Lady d'Arquien and Panettone's Team Three response:	move forward to assist Team Two at the front.
context: Spring Plow! Ream Cultivation Beam!\Damn! It's impossible!\We're retreating! Retreat!\Lady d'Arquien!\The Leader of the Knights has given orders!\Oh.\He requests that Lady d'Arquien and Panettone's Team Three\move forward to assist Team Two at the front. response:	All right, many thanks.
context: Damn! It's impossible!\We're retreating! Retreat!\Lady d'Arquien!\The Leader of the Knights has given orders!\Oh.\He requests that Lady d'Arquien and Panettone's Team Three\move forward to assist Team Two at the front.\All right, many thanks. response:	The enemy lines are stretched thin everywhere.
context: We're retreating! Retreat!\Lady d'Arquien!\The Leader of the Knights has given orders!\Oh.\He requests that Lady d'Arquien and Panettone's Team Three\move forward to assist Team Two at the front.\All right, many thanks.\The enemy lines are stretched thin everywhere. response:	We should be able to quickly cut across them.
context: Lady d'Arquien!\The Leader of the Knights has given orders!\Oh.\He requests that Lady d'Arquien and Panettone's Team Three\move forward to assist Team Two at the front.\All right, many thanks.\The enemy lines are stretched thin everywhere.\We should be able to quickly cut across them. response:	Yukikaze and Biscotti's Team Three, follow me!
