context: nakushita yakusoku wa hoshi ni response:	Send the lost promises to the stars
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars response:	omoide wa tokenai
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai response:	My memories won't fade away
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away response:	yotsuba no clover sagashinagara kimi no kao
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao response:	I steal a glance at you as we look for four-leaf clovers,
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers, response:	chirari nusumi mite wa me o sorasu
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu response:	But then divert my eyes
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes response:	yasashii ame wa furu watashitachi no ue ni
context: Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni response:	The gentle rain falls above our heads
context: omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads response:	surechigau hito no kazu dake dramatic ni naru no
context: My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no response:	as it becomes as dramatic as the number of people passing by
context: yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by response:	kowareta taisetsu na mono to
context: I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to response:	I wonder if we'll ever be able to
context: chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to response:	itsuka mata aeru hi ga kurukashira
context: But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira response:	reunite with those precious things that were broken
context: yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken response:	nokoshita kizuato ga kienai
context: The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai response:	The scars that were left behind won't go away
context: surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away response:	sorezore no basho made
context: as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made response:	Now we must depart
context: kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart response:	mou ikanakucha
context: I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha response:	To our own separate ways
context: itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways response:	I thought for sure that I heard a faint voice calling my name.
context: reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\I thought for sure that I heard a faint voice calling my name. response:	I wake up in the morning to find a guy sleeping next to me.
context: nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\I thought for sure that I heard a faint voice calling my name.\I wake up in the morning to find a guy sleeping next to me. response:	Depressing.
context: The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\I thought for sure that I heard a faint voice calling my name.\I wake up in the morning to find a guy sleeping next to me.\Depressing. response:	My youth is way too depressing...
context: sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\I thought for sure that I heard a faint voice calling my name.\I wake up in the morning to find a guy sleeping next to me.\Depressing.\My youth is way too depressing... response:	Could it be that I've hit rock bottom?
context: Now we must depart\mou ikanakucha\To our own separate ways\I thought for sure that I heard a faint voice calling my name.\I wake up in the morning to find a guy sleeping next to me.\Depressing.\My youth is way too depressing...\Could it be that I've hit rock bottom? response:	Oh, good morning.
context: mou ikanakucha\To our own separate ways\I thought for sure that I heard a faint voice calling my name.\I wake up in the morning to find a guy sleeping next to me.\Depressing.\My youth is way too depressing...\Could it be that I've hit rock bottom?\Oh, good morning. response:	Are you leaving for work already?
context: To our own separate ways\I thought for sure that I heard a faint voice calling my name.\I wake up in the morning to find a guy sleeping next to me.\Depressing.\My youth is way too depressing...\Could it be that I've hit rock bottom?\Oh, good morning.\Are you leaving for work already? response:	Don't worry about me, you can chill in here for a while longer.
context: I thought for sure that I heard a faint voice calling my name.\I wake up in the morning to find a guy sleeping next to me.\Depressing.\My youth is way too depressing...\Could it be that I've hit rock bottom?\Oh, good morning.\Are you leaving for work already?\Don't worry about me, you can chill in here for a while longer. response:	Oh, please leave the key in the usual place, and don't forget to turn off the AC.
context: I wake up in the morning to find a guy sleeping next to me.\Depressing.\My youth is way too depressing...\Could it be that I've hit rock bottom?\Oh, good morning.\Are you leaving for work already?\Don't worry about me, you can chill in here for a while longer.\Oh, please leave the key in the usual place, and don't forget to turn off the AC. response:	Are you working late again today?
context: Depressing.\My youth is way too depressing...\Could it be that I've hit rock bottom?\Oh, good morning.\Are you leaving for work already?\Don't worry about me, you can chill in here for a while longer.\Oh, please leave the key in the usual place, and don't forget to turn off the AC.\Are you working late again today? response:	Probably.
context: My youth is way too depressing...\Could it be that I've hit rock bottom?\Oh, good morning.\Are you leaving for work already?\Don't worry about me, you can chill in here for a while longer.\Oh, please leave the key in the usual place, and don't forget to turn off the AC.\Are you working late again today?\Probably. response:	You can come in on your own and cool off if you want.
context: Could it be that I've hit rock bottom?\Oh, good morning.\Are you leaving for work already?\Don't worry about me, you can chill in here for a while longer.\Oh, please leave the key in the usual place, and don't forget to turn off the AC.\Are you working late again today?\Probably.\You can come in on your own and cool off if you want. response:	Have a good day then.
context: Oh, good morning.\Are you leaving for work already?\Don't worry about me, you can chill in here for a while longer.\Oh, please leave the key in the usual place, and don't forget to turn off the AC.\Are you working late again today?\Probably.\You can come in on your own and cool off if you want.\Have a good day then. response:	Even thought it's just a simple morning conversation...
context: Are you leaving for work already?\Don't worry about me, you can chill in here for a while longer.\Oh, please leave the key in the usual place, and don't forget to turn off the AC.\Are you working late again today?\Probably.\You can come in on your own and cool off if you want.\Have a good day then.\Even thought it's just a simple morning conversation... response:	Why does the simple fact that I'm having that conversation with a guy make things so depressing?
context: Don't worry about me, you can chill in here for a while longer.\Oh, please leave the key in the usual place, and don't forget to turn off the AC.\Are you working late again today?\Probably.\You can come in on your own and cool off if you want.\Have a good day then.\Even thought it's just a simple morning conversation...\Why does the simple fact that I'm having that conversation with a guy make things so depressing? response:	And in the end, it's just Takemoto and me that are left in the apartment...
context: Oh, please leave the key in the usual place, and don't forget to turn off the AC.\Are you working late again today?\Probably.\You can come in on your own and cool off if you want.\Have a good day then.\Even thought it's just a simple morning conversation...\Why does the simple fact that I'm having that conversation with a guy make things so depressing?\And in the end, it's just Takemoto and me that are left in the apartment... response:	All right, it's finished.
context: Are you working late again today?\Probably.\You can come in on your own and cool off if you want.\Have a good day then.\Even thought it's just a simple morning conversation...\Why does the simple fact that I'm having that conversation with a guy make things so depressing?\And in the end, it's just Takemoto and me that are left in the apartment...\All right, it's finished. response:	Hey, can you open it up over there?
context: Probably.\You can come in on your own and cool off if you want.\Have a good day then.\Even thought it's just a simple morning conversation...\Why does the simple fact that I'm having that conversation with a guy make things so depressing?\And in the end, it's just Takemoto and me that are left in the apartment...\All right, it's finished.\Hey, can you open it up over there? response:	Okay!
context: You can come in on your own and cool off if you want.\Have a good day then.\Even thought it's just a simple morning conversation...\Why does the simple fact that I'm having that conversation with a guy make things so depressing?\And in the end, it's just Takemoto and me that are left in the apartment...\All right, it's finished.\Hey, can you open it up over there?\Okay! response:	Wow!
context: Have a good day then.\Even thought it's just a simple morning conversation...\Why does the simple fact that I'm having that conversation with a guy make things so depressing?\And in the end, it's just Takemoto and me that are left in the apartment...\All right, it's finished.\Hey, can you open it up over there?\Okay!\Wow! response:	Thank you for the food!
context: Even thought it's just a simple morning conversation...\Why does the simple fact that I'm having that conversation with a guy make things so depressing?\And in the end, it's just Takemoto and me that are left in the apartment...\All right, it's finished.\Hey, can you open it up over there?\Okay!\Wow!\Thank you for the food! response:	Wow, this is good.
context: Why does the simple fact that I'm having that conversation with a guy make things so depressing?\And in the end, it's just Takemoto and me that are left in the apartment...\All right, it's finished.\Hey, can you open it up over there?\Okay!\Wow!\Thank you for the food!\Wow, this is good. response:	Hasegawa-senpai's homemade soba sure is good!
context: And in the end, it's just Takemoto and me that are left in the apartment...\All right, it's finished.\Hey, can you open it up over there?\Okay!\Wow!\Thank you for the food!\Wow, this is good.\Hasegawa-senpai's homemade soba sure is good! response:	That guy's really working hard.
context: All right, it's finished.\Hey, can you open it up over there?\Okay!\Wow!\Thank you for the food!\Wow, this is good.\Hasegawa-senpai's homemade soba sure is good!\That guy's really working hard. response:	Although he was depressed when he couldn't find a job...
context: Hey, can you open it up over there?\Okay!\Wow!\Thank you for the food!\Wow, this is good.\Hasegawa-senpai's homemade soba sure is good!\That guy's really working hard.\Although he was depressed when he couldn't find a job... response:	He's prospered ever since he decided to carry on his family's business.
context: Okay!\Wow!\Thank you for the food!\Wow, this is good.\Hasegawa-senpai's homemade soba sure is good!\That guy's really working hard.\Although he was depressed when he couldn't find a job...\He's prospered ever since he decided to carry on his family's business. response:	I was surprised. He's already in travel brochures and guidebooks for Shizuoka.
context: Wow!\Thank you for the food!\Wow, this is good.\Hasegawa-senpai's homemade soba sure is good!\That guy's really working hard.\Although he was depressed when he couldn't find a job...\He's prospered ever since he decided to carry on his family's business.\I was surprised. He's already in travel brochures and guidebooks for Shizuoka. response:	Fresh and delicious soba that you have with bowls
context: Thank you for the food!\Wow, this is good.\Hasegawa-senpai's homemade soba sure is good!\That guy's really working hard.\Although he was depressed when he couldn't find a job...\He's prospered ever since he decided to carry on his family's business.\I was surprised. He's already in travel brochures and guidebooks for Shizuoka.\Fresh and delicious soba that you have with bowls response:	hand-crafted by the fourth generation
context: Wow, this is good.\Hasegawa-senpai's homemade soba sure is good!\That guy's really working hard.\Although he was depressed when he couldn't find a job...\He's prospered ever since he decided to carry on his family's business.\I was surprised. He's already in travel brochures and guidebooks for Shizuoka.\Fresh and delicious soba that you have with bowls\hand-crafted by the fourth generation response:	Have some freshly made soba with hand-crafted bowls.
context: Hasegawa-senpai's homemade soba sure is good!\That guy's really working hard.\Although he was depressed when he couldn't find a job...\He's prospered ever since he decided to carry on his family's business.\I was surprised. He's already in travel brochures and guidebooks for Shizuoka.\Fresh and delicious soba that you have with bowls\hand-crafted by the fourth generation\Have some freshly made soba with hand-crafted bowls. response:	Tasty Stores
context: That guy's really working hard.\Although he was depressed when he couldn't find a job...\He's prospered ever since he decided to carry on his family's business.\I was surprised. He's already in travel brochures and guidebooks for Shizuoka.\Fresh and delicious soba that you have with bowls\hand-crafted by the fourth generation\Have some freshly made soba with hand-crafted bowls.\Tasty Stores response:	Fourth Generation Hasegawa Issai-san (24 years old)
context: Although he was depressed when he couldn't find a job...\He's prospered ever since he decided to carry on his family's business.\I was surprised. He's already in travel brochures and guidebooks for Shizuoka.\Fresh and delicious soba that you have with bowls\hand-crafted by the fourth generation\Have some freshly made soba with hand-crafted bowls.\Tasty Stores\Fourth Generation Hasegawa Issai-san (24 years old) response:	Soba Shop
context: He's prospered ever since he decided to carry on his family's business.\I was surprised. He's already in travel brochures and guidebooks for Shizuoka.\Fresh and delicious soba that you have with bowls\hand-crafted by the fourth generation\Have some freshly made soba with hand-crafted bowls.\Tasty Stores\Fourth Generation Hasegawa Issai-san (24 years old)\Soba Shop response:	Hasegawa
context: I was surprised. He's already in travel brochures and guidebooks for Shizuoka.\Fresh and delicious soba that you have with bowls\hand-crafted by the fourth generation\Have some freshly made soba with hand-crafted bowls.\Tasty Stores\Fourth Generation Hasegawa Issai-san (24 years old)\Soba Shop\Hasegawa response:	Hasegawa Noodle Factory
context: Fresh and delicious soba that you have with bowls\hand-crafted by the fourth generation\Have some freshly made soba with hand-crafted bowls.\Tasty Stores\Fourth Generation Hasegawa Issai-san (24 years old)\Soba Shop\Hasegawa\Hasegawa Noodle Factory response:	Noodle
context: hand-crafted by the fourth generation\Have some freshly made soba with hand-crafted bowls.\Tasty Stores\Fourth Generation Hasegawa Issai-san (24 years old)\Soba Shop\Hasegawa\Hasegawa Noodle Factory\Noodle response:	Soba Shop Hasegawa
context: Have some freshly made soba with hand-crafted bowls.\Tasty Stores\Fourth Generation Hasegawa Issai-san (24 years old)\Soba Shop\Hasegawa\Hasegawa Noodle Factory\Noodle\Soba Shop Hasegawa response:	Soba Restaurant
context: Tasty Stores\Fourth Generation Hasegawa Issai-san (24 years old)\Soba Shop\Hasegawa\Hasegawa Noodle Factory\Noodle\Soba Shop Hasegawa\Soba Restaurant response:	Hasegawa
