context: Piercing through the Macro sky, response:	a thunderbolt strikes the Earth
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth response:	To awaken us, the young mankind,
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind, response:	the Light struck
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck response:	Macross! Macross!
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross! response:	The brave youths who arise
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise response:	and fight to protect their loved ones
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones response:	Will set out on their journey as the war rages on
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on response:	Will you love me tomorrow?
context: a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on\Will you love me tomorrow? response:	Slicing through the darkness they fly toward
context: To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on\Will you love me tomorrow?\Slicing through the darkness they fly toward response:	That blue planet that shines in the distance
context: the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance response:	Macross! Macross!
context: Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross! response:	Macross!
context: The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross! response:	Both Shao Pai Long, the fantasy kung-fu movie made aboard the Macross,
context: and fight to protect their loved ones\Will set out on their journey as the war rages on\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\Both Shao Pai Long, the fantasy kung-fu movie made aboard the Macross, response:	and footage from the collapse of the Omni-Directional Barrier
context: Will set out on their journey as the war rages on\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\Both Shao Pai Long, the fantasy kung-fu movie made aboard the Macross,\and footage from the collapse of the Omni-Directional Barrier response:	have been sent to the Zentradi's main Bodol fleet.
context: Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\Both Shao Pai Long, the fantasy kung-fu movie made aboard the Macross,\and footage from the collapse of the Omni-Directional Barrier\have been sent to the Zentradi's main Bodol fleet. response:	Seeing these things sends a shock through Bodolzaa.
context: Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\Both Shao Pai Long, the fantasy kung-fu movie made aboard the Macross,\and footage from the collapse of the Omni-Directional Barrier\have been sent to the Zentradi's main Bodol fleet.\Seeing these things sends a shock through Bodolzaa. response:	Shao Pai Long!
context: That blue planet that shines in the distance\Macross! Macross!\Macross!\Both Shao Pai Long, the fantasy kung-fu movie made aboard the Macross,\and footage from the collapse of the Omni-Directional Barrier\have been sent to the Zentradi's main Bodol fleet.\Seeing these things sends a shock through Bodolzaa.\Shao Pai Long! response:	Shao Pai Long!
context: Macross! Macross!\Macross!\Both Shao Pai Long, the fantasy kung-fu movie made aboard the Macross,\and footage from the collapse of the Omni-Directional Barrier\have been sent to the Zentradi's main Bodol fleet.\Seeing these things sends a shock through Bodolzaa.\Shao Pai Long!\Shao Pai Long! response:	To save a diseased city, he has returned
context: Macross!\Both Shao Pai Long, the fantasy kung-fu movie made aboard the Macross,\and footage from the collapse of the Omni-Directional Barrier\have been sent to the Zentradi's main Bodol fleet.\Seeing these things sends a shock through Bodolzaa.\Shao Pai Long!\Shao Pai Long!\To save a diseased city, he has returned response:	These are the miclones?
context: Both Shao Pai Long, the fantasy kung-fu movie made aboard the Macross,\and footage from the collapse of the Omni-Directional Barrier\have been sent to the Zentradi's main Bodol fleet.\Seeing these things sends a shock through Bodolzaa.\Shao Pai Long!\Shao Pai Long!\To save a diseased city, he has returned\These are the miclones? response:	Evil's slayer! Slayer! Slayer...
context: and footage from the collapse of the Omni-Directional Barrier\have been sent to the Zentradi's main Bodol fleet.\Seeing these things sends a shock through Bodolzaa.\Shao Pai Long!\Shao Pai Long!\To save a diseased city, he has returned\These are the miclones?\Evil's slayer! Slayer! Slayer... response:	And they possess weapons this powerful?!
context: have been sent to the Zentradi's main Bodol fleet.\Seeing these things sends a shock through Bodolzaa.\Shao Pai Long!\Shao Pai Long!\To save a diseased city, he has returned\These are the miclones?\Evil's slayer! Slayer! Slayer...\And they possess weapons this powerful?! response:	I don't believe it.
context: Seeing these things sends a shock through Bodolzaa.\Shao Pai Long!\Shao Pai Long!\To save a diseased city, he has returned\These are the miclones?\Evil's slayer! Slayer! Slayer...\And they possess weapons this powerful?!\I don't believe it. response:	If this is true, they are beings to be feared!
context: Shao Pai Long!\Shao Pai Long!\To save a diseased city, he has returned\These are the miclones?\Evil's slayer! Slayer! Slayer...\And they possess weapons this powerful?!\I don't believe it.\If this is true, they are beings to be feared! response:	LOVE CONCERT
context: Shao Pai Long!\To save a diseased city, he has returned\These are the miclones?\Evil's slayer! Slayer! Slayer...\And they possess weapons this powerful?!\I don't believe it.\If this is true, they are beings to be feared!\LOVE CONCERT response:	Zero-g love, zero-g love!
context: To save a diseased city, he has returned\These are the miclones?\Evil's slayer! Slayer! Slayer...\And they possess weapons this powerful?!\I don't believe it.\If this is true, they are beings to be feared!\LOVE CONCERT\Zero-g love, zero-g love! response:	Zero-g love, zero-g love!
context: These are the miclones?\Evil's slayer! Slayer! Slayer...\And they possess weapons this powerful?!\I don't believe it.\If this is true, they are beings to be feared!\LOVE CONCERT\Zero-g love, zero-g love!\Zero-g love, zero-g love! response:	With him after school, on my way home
context: Evil's slayer! Slayer! Slayer...\And they possess weapons this powerful?!\I don't believe it.\If this is true, they are beings to be feared!\LOVE CONCERT\Zero-g love, zero-g love!\Zero-g love, zero-g love!\With him after school, on my way home response:	At the corner of that same old intersection
context: And they possess weapons this powerful?!\I don't believe it.\If this is true, they are beings to be feared!\LOVE CONCERT\Zero-g love, zero-g love!\Zero-g love, zero-g love!\With him after school, on my way home\At the corner of that same old intersection response:	This is called song? It feels good!
context: I don't believe it.\If this is true, they are beings to be feared!\LOVE CONCERT\Zero-g love, zero-g love!\Zero-g love, zero-g love!\With him after school, on my way home\At the corner of that same old intersection\This is called song? It feels good! response:	But is it true that the real one is aboard the Macross?
context: If this is true, they are beings to be feared!\LOVE CONCERT\Zero-g love, zero-g love!\Zero-g love, zero-g love!\With him after school, on my way home\At the corner of that same old intersection\This is called song? It feels good!\But is it true that the real one is aboard the Macross? response:	He made sure no one else was around
context: LOVE CONCERT\Zero-g love, zero-g love!\Zero-g love, zero-g love!\With him after school, on my way home\At the corner of that same old intersection\This is called song? It feels good!\But is it true that the real one is aboard the Macross?\He made sure no one else was around response:	It's true.
context: Zero-g love, zero-g love!\Zero-g love, zero-g love!\With him after school, on my way home\At the corner of that same old intersection\This is called song? It feels good!\But is it true that the real one is aboard the Macross?\He made sure no one else was around\It's true. response:	And watching the real one sing in person makes you feel even better!
context: Zero-g love, zero-g love!\With him after school, on my way home\At the corner of that same old intersection\This is called song? It feels good!\But is it true that the real one is aboard the Macross?\He made sure no one else was around\It's true.\And watching the real one sing in person makes you feel even better! response:	Wow, song sure is great.
context: With him after school, on my way home\At the corner of that same old intersection\This is called song? It feels good!\But is it true that the real one is aboard the Macross?\He made sure no one else was around\It's true.\And watching the real one sing in person makes you feel even better!\Wow, song sure is great. response:	Then without warning, he kissed me
context: At the corner of that same old intersection\This is called song? It feels good!\But is it true that the real one is aboard the Macross?\He made sure no one else was around\It's true.\And watching the real one sing in person makes you feel even better!\Wow, song sure is great.\Then without warning, he kissed me response:	And I was so angry, I led him to think,
context: This is called song? It feels good!\But is it true that the real one is aboard the Macross?\He made sure no one else was around\It's true.\And watching the real one sing in person makes you feel even better!\Wow, song sure is great.\Then without warning, he kissed me\And I was so angry, I led him to think, response:	What are you doing? You're gonna break it!
context: But is it true that the real one is aboard the Macross?\He made sure no one else was around\It's true.\And watching the real one sing in person makes you feel even better!\Wow, song sure is great.\Then without warning, he kissed me\And I was so angry, I led him to think,\What are you doing? You're gonna break it! response:	Just watch.
context: He made sure no one else was around\It's true.\And watching the real one sing in person makes you feel even better!\Wow, song sure is great.\Then without warning, he kissed me\And I was so angry, I led him to think,\What are you doing? You're gonna break it!\Just watch. response:	If you push this down, it will play another song.
context: It's true.\And watching the real one sing in person makes you feel even better!\Wow, song sure is great.\Then without warning, he kissed me\And I was so angry, I led him to think,\What are you doing? You're gonna break it!\Just watch.\If you push this down, it will play another song. response:	ANOTHER song?
context: And watching the real one sing in person makes you feel even better!\Wow, song sure is great.\Then without warning, he kissed me\And I was so angry, I led him to think,\What are you doing? You're gonna break it!\Just watch.\If you push this down, it will play another song.\ANOTHER song? response:	You mean there's more than one song?!
context: Wow, song sure is great.\Then without warning, he kissed me\And I was so angry, I led him to think,\What are you doing? You're gonna break it!\Just watch.\If you push this down, it will play another song.\ANOTHER song?\You mean there's more than one song?! response:	Whoosh, whoosh! Whoosh, whoosh!
context: Then without warning, he kissed me\And I was so angry, I led him to think,\What are you doing? You're gonna break it!\Just watch.\If you push this down, it will play another song.\ANOTHER song?\You mean there's more than one song?!\Whoosh, whoosh! Whoosh, whoosh! response:	My boyfriend is a pilot
context: And I was so angry, I led him to think,\What are you doing? You're gonna break it!\Just watch.\If you push this down, it will play another song.\ANOTHER song?\You mean there's more than one song?!\Whoosh, whoosh! Whoosh, whoosh!\My boyfriend is a pilot response:	Shining, making a rapid descent
context: What are you doing? You're gonna break it!\Just watch.\If you push this down, it will play another song.\ANOTHER song?\You mean there's more than one song?!\Whoosh, whoosh! Whoosh, whoosh!\My boyfriend is a pilot\Shining, making a rapid descent response:	Then BOOM! he...
context: Just watch.\If you push this down, it will play another song.\ANOTHER song?\You mean there's more than one song?!\Whoosh, whoosh! Whoosh, whoosh!\My boyfriend is a pilot\Shining, making a rapid descent\Then BOOM! he... response:	Song? What's that?
context: If you push this down, it will play another song.\ANOTHER song?\You mean there's more than one song?!\Whoosh, whoosh! Whoosh, whoosh!\My boyfriend is a pilot\Shining, making a rapid descent\Then BOOM! he...\Song? What's that? response:	If you listen to it, it makes you feel really great!
context: ANOTHER song?\You mean there's more than one song?!\Whoosh, whoosh! Whoosh, whoosh!\My boyfriend is a pilot\Shining, making a rapid descent\Then BOOM! he...\Song? What's that?\If you listen to it, it makes you feel really great! response:	I've never felt so good before!
context: You mean there's more than one song?!\Whoosh, whoosh! Whoosh, whoosh!\My boyfriend is a pilot\Shining, making a rapid descent\Then BOOM! he...\Song? What's that?\If you listen to it, it makes you feel really great!\I've never felt so good before! response:	Well, where is it?
context: Whoosh, whoosh! Whoosh, whoosh!\My boyfriend is a pilot\Shining, making a rapid descent\Then BOOM! he...\Song? What's that?\If you listen to it, it makes you feel really great!\I've never felt so good before!\Well, where is it? response:	Warera Nantes has it. Come on!
context: My boyfriend is a pilot\Shining, making a rapid descent\Then BOOM! he...\Song? What's that?\If you listen to it, it makes you feel really great!\I've never felt so good before!\Well, where is it?\Warera Nantes has it. Come on! response:	A disturbance aboard Britai's ship?
context: Shining, making a rapid descent\Then BOOM! he...\Song? What's that?\If you listen to it, it makes you feel really great!\I've never felt so good before!\Well, where is it?\Warera Nantes has it. Come on!\A disturbance aboard Britai's ship? response:	Yeah, those three spies he sent aboard the Macross
context: Then BOOM! he...\Song? What's that?\If you listen to it, it makes you feel really great!\I've never felt so good before!\Well, where is it?\Warera Nantes has it. Come on!\A disturbance aboard Britai's ship?\Yeah, those three spies he sent aboard the Macross response:	brought a bunch of strange things back with them,
context: Song? What's that?\If you listen to it, it makes you feel really great!\I've never felt so good before!\Well, where is it?\Warera Nantes has it. Come on!\A disturbance aboard Britai's ship?\Yeah, those three spies he sent aboard the Macross\brought a bunch of strange things back with them, response:	and it's causing a lot of commotion among the men.
context: If you listen to it, it makes you feel really great!\I've never felt so good before!\Well, where is it?\Warera Nantes has it. Come on!\A disturbance aboard Britai's ship?\Yeah, those three spies he sent aboard the Macross\brought a bunch of strange things back with them,\and it's causing a lot of commotion among the men. response:	So that's all this is about?
context: I've never felt so good before!\Well, where is it?\Warera Nantes has it. Come on!\A disturbance aboard Britai's ship?\Yeah, those three spies he sent aboard the Macross\brought a bunch of strange things back with them,\and it's causing a lot of commotion among the men.\So that's all this is about? response:	Not just that.
context: Well, where is it?\Warera Nantes has it. Come on!\A disturbance aboard Britai's ship?\Yeah, those three spies he sent aboard the Macross\brought a bunch of strange things back with them,\and it's causing a lot of commotion among the men.\So that's all this is about?\Not just that. response:	Some of these guys are saying they'd like to surrender and live on the Macross.
context: Warera Nantes has it. Come on!\A disturbance aboard Britai's ship?\Yeah, those three spies he sent aboard the Macross\brought a bunch of strange things back with them,\and it's causing a lot of commotion among the men.\So that's all this is about?\Not just that.\Some of these guys are saying they'd like to surrender and live on the Macross. response:	Surrender? To the enemy?!
context: A disturbance aboard Britai's ship?\Yeah, those three spies he sent aboard the Macross\brought a bunch of strange things back with them,\and it's causing a lot of commotion among the men.\So that's all this is about?\Not just that.\Some of these guys are saying they'd like to surrender and live on the Macross.\Surrender? To the enemy?! response:	And it's not just one or two of them either.
