context: Water. response:	Earth.
context: Water.\Earth. response:	Fire.
context: Water.\Earth.\Fire. response:	Air.
context: Water.\Earth.\Fire.\Air. response:	Long ago, the four nations lived together in harmony.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony. response:	Then, everything changed when the Fire Nation attacked.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked. response:	Only the Avatar, master of all four elements, could stop them.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them. response:	But when the world needed him most, he vanished.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished. response:	A hundred years passed, and my brother and I discovered the new Avatar...
context: Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar... response:	And although his airbending skills are great.
context: Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great. response:	He has a lot to learn before he's ready to save anyone.
context: Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone. response:	But I believe Aang can save the world.
context: Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world. response:	Um... aren't you forgetting the tarp?
context: Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Um... aren't you forgetting the tarp? response:	Right... got it.
context: Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Um... aren't you forgetting the tarp?\Right... got it. response:	Sokka, you're supposed to put the tarp on top of the tent.
context: But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Um... aren't you forgetting the tarp?\Right... got it.\Sokka, you're supposed to put the tarp on top of the tent. response:	You know, so we don't get rained on.
context: A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Um... aren't you forgetting the tarp?\Right... got it.\Sokka, you're supposed to put the tarp on top of the tent.\You know, so we don't get rained on. response:	Ordinarily you'd be right, but seeing how it's the dry season, you're not.
context: And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Um... aren't you forgetting the tarp?\Right... got it.\Sokka, you're supposed to put the tarp on top of the tent.\You know, so we don't get rained on.\Ordinarily you'd be right, but seeing how it's the dry season, you're not. response:	Besides, that tarp makes a pretty warm blanket.
context: He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Um... aren't you forgetting the tarp?\Right... got it.\Sokka, you're supposed to put the tarp on top of the tent.\You know, so we don't get rained on.\Ordinarily you'd be right, but seeing how it's the dry season, you're not.\Besides, that tarp makes a pretty warm blanket. response:	But what if it does rain?
context: But I believe Aang can save the world.\Um... aren't you forgetting the tarp?\Right... got it.\Sokka, you're supposed to put the tarp on top of the tent.\You know, so we don't get rained on.\Ordinarily you'd be right, but seeing how it's the dry season, you're not.\Besides, that tarp makes a pretty warm blanket.\But what if it does rain? response:	But what if it doesn't? Then I would have put the tarp up for nothing.
context: Um... aren't you forgetting the tarp?\Right... got it.\Sokka, you're supposed to put the tarp on top of the tent.\You know, so we don't get rained on.\Ordinarily you'd be right, but seeing how it's the dry season, you're not.\Besides, that tarp makes a pretty warm blanket.\But what if it does rain?\But what if it doesn't? Then I would have put the tarp up for nothing. response:	You're infuriating!
context: Right... got it.\Sokka, you're supposed to put the tarp on top of the tent.\You know, so we don't get rained on.\Ordinarily you'd be right, but seeing how it's the dry season, you're not.\Besides, that tarp makes a pretty warm blanket.\But what if it does rain?\But what if it doesn't? Then I would have put the tarp up for nothing.\You're infuriating! response:	Katara, why don't you worry about gathering the firewood...
context: Sokka, you're supposed to put the tarp on top of the tent.\You know, so we don't get rained on.\Ordinarily you'd be right, but seeing how it's the dry season, you're not.\Besides, that tarp makes a pretty warm blanket.\But what if it does rain?\But what if it doesn't? Then I would have put the tarp up for nothing.\You're infuriating!\Katara, why don't you worry about gathering the firewood... response:	Well if you don't like my firewood... have it!
context: You know, so we don't get rained on.\Ordinarily you'd be right, but seeing how it's the dry season, you're not.\Besides, that tarp makes a pretty warm blanket.\But what if it does rain?\But what if it doesn't? Then I would have put the tarp up for nothing.\You're infuriating!\Katara, why don't you worry about gathering the firewood...\Well if you don't like my firewood... have it! response:	Fine by me! If you're not going to do your job... urg!
context: Ordinarily you'd be right, but seeing how it's the dry season, you're not.\Besides, that tarp makes a pretty warm blanket.\But what if it does rain?\But what if it doesn't? Then I would have put the tarp up for nothing.\You're infuriating!\Katara, why don't you worry about gathering the firewood...\Well if you don't like my firewood... have it!\Fine by me! If you're not going to do your job... urg! response:	Okay, I got the grub if you guys got the...
context: Besides, that tarp makes a pretty warm blanket.\But what if it does rain?\But what if it doesn't? Then I would have put the tarp up for nothing.\You're infuriating!\Katara, why don't you worry about gathering the firewood...\Well if you don't like my firewood... have it!\Fine by me! If you're not going to do your job... urg!\Okay, I got the grub if you guys got the... response:	Hey, where's the campfire? And what happened to the tent?
context: But what if it does rain?\But what if it doesn't? Then I would have put the tarp up for nothing.\You're infuriating!\Katara, why don't you worry about gathering the firewood...\Well if you don't like my firewood... have it!\Fine by me! If you're not going to do your job... urg!\Okay, I got the grub if you guys got the...\Hey, where's the campfire? And what happened to the tent? response:	Why don't you ask Miss Know It All? Queen of the Twigs!
context: But what if it doesn't? Then I would have put the tarp up for nothing.\You're infuriating!\Katara, why don't you worry about gathering the firewood...\Well if you don't like my firewood... have it!\Fine by me! If you're not going to do your job... urg!\Okay, I got the grub if you guys got the...\Hey, where's the campfire? And what happened to the tent?\Why don't you ask Miss Know It All? Queen of the Twigs! response:	Oh yeah? Well you're Mister Lazy Bum, King of the... Tents!
context: You're infuriating!\Katara, why don't you worry about gathering the firewood...\Well if you don't like my firewood... have it!\Fine by me! If you're not going to do your job... urg!\Okay, I got the grub if you guys got the...\Hey, where's the campfire? And what happened to the tent?\Why don't you ask Miss Know It All? Queen of the Twigs!\Oh yeah? Well you're Mister Lazy Bum, King of the... Tents! response:	Okay, listen guys. Harsh words won't solve problems, action will.
context: Katara, why don't you worry about gathering the firewood...\Well if you don't like my firewood... have it!\Fine by me! If you're not going to do your job... urg!\Okay, I got the grub if you guys got the...\Hey, where's the campfire? And what happened to the tent?\Why don't you ask Miss Know It All? Queen of the Twigs!\Oh yeah? Well you're Mister Lazy Bum, King of the... Tents!\Okay, listen guys. Harsh words won't solve problems, action will. response:	Why don't you just switch jobs?
context: Well if you don't like my firewood... have it!\Fine by me! If you're not going to do your job... urg!\Okay, I got the grub if you guys got the...\Hey, where's the campfire? And what happened to the tent?\Why don't you ask Miss Know It All? Queen of the Twigs!\Oh yeah? Well you're Mister Lazy Bum, King of the... Tents!\Okay, listen guys. Harsh words won't solve problems, action will.\Why don't you just switch jobs? response:	- Sounds good. - Whatever.
context: Fine by me! If you're not going to do your job... urg!\Okay, I got the grub if you guys got the...\Hey, where's the campfire? And what happened to the tent?\Why don't you ask Miss Know It All? Queen of the Twigs!\Oh yeah? Well you're Mister Lazy Bum, King of the... Tents!\Okay, listen guys. Harsh words won't solve problems, action will.\Why don't you just switch jobs?\- Sounds good. - Whatever. response:	You see that? Settling feuds and making peace. All in a days work for the Avatar.
context: Okay, I got the grub if you guys got the...\Hey, where's the campfire? And what happened to the tent?\Why don't you ask Miss Know It All? Queen of the Twigs!\Oh yeah? Well you're Mister Lazy Bum, King of the... Tents!\Okay, listen guys. Harsh words won't solve problems, action will.\Why don't you just switch jobs?\- Sounds good. - Whatever.\You see that? Settling feuds and making peace. All in a days work for the Avatar. response:	Come on Momo, that's fair. Appa's got five stomachs.
