context: Water. response:	Earth.
context: Water.\Earth. response:	Fire.
context: Water.\Earth.\Fire. response:	Air.
context: Water.\Earth.\Fire.\Air. response:	Long ago, the four nations lived together in harmony.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony. response:	Then, everything changed when the Fire Nation attacked.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked. response:	Only the Avatar, master of all four elements, could stop them.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them. response:	But when the world needed him most, he vanished.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished. response:	A hundred years passed, and my brother and I discovered the new Avatar...
context: Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar... response:	And although his airbending skills are great.
context: Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great. response:	He has a lot to learn before he's ready to save anyone.
context: Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone. response:	But I believe Aang can save the world.
context: Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world. response:	Great, you're back! What's for dinner?
context: Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Great, you're back! What's for dinner? response:	We've got a few options.
context: Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Great, you're back! What's for dinner?\We've got a few options. response:	First, round nuts and some kind of oval shaped nuts,...
context: But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Great, you're back! What's for dinner?\We've got a few options.\First, round nuts and some kind of oval shaped nuts,... response:	Dig in!
context: A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Great, you're back! What's for dinner?\We've got a few options.\First, round nuts and some kind of oval shaped nuts,...\Dig in! response:	Seriously, what else ya got?
context: And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Great, you're back! What's for dinner?\We've got a few options.\First, round nuts and some kind of oval shaped nuts,...\Dig in!\Seriously, what else ya got? response:	What was that!?
context: He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Great, you're back! What's for dinner?\We've got a few options.\First, round nuts and some kind of oval shaped nuts,...\Dig in!\Seriously, what else ya got?\What was that!? response:	It's coming from over there!
context: But I believe Aang can save the world.\Great, you're back! What's for dinner?\We've got a few options.\First, round nuts and some kind of oval shaped nuts,...\Dig in!\Seriously, what else ya got?\What was that!?\It's coming from over there! response:	Shouldn't we run away from huge booms... not toward them?
context: Great, you're back! What's for dinner?\We've got a few options.\First, round nuts and some kind of oval shaped nuts,...\Dig in!\Seriously, what else ya got?\What was that!?\It's coming from over there!\Shouldn't we run away from huge booms... not toward them? response:	An earthbender!
context: We've got a few options.\First, round nuts and some kind of oval shaped nuts,...\Dig in!\Seriously, what else ya got?\What was that!?\It's coming from over there!\Shouldn't we run away from huge booms... not toward them?\An earthbender! response:	Let's go meet him!
context: First, round nuts and some kind of oval shaped nuts,...\Dig in!\Seriously, what else ya got?\What was that!?\It's coming from over there!\Shouldn't we run away from huge booms... not toward them?\An earthbender!\Let's go meet him! response:	He looks dangerous, so we better approach cautiously.
context: Dig in!\Seriously, what else ya got?\What was that!?\It's coming from over there!\Shouldn't we run away from huge booms... not toward them?\An earthbender!\Let's go meet him!\He looks dangerous, so we better approach cautiously. response:	Hello there, I'm Katara! What's your name?
context: Seriously, what else ya got?\What was that!?\It's coming from over there!\Shouldn't we run away from huge booms... not toward them?\An earthbender!\Let's go meet him!\He looks dangerous, so we better approach cautiously.\Hello there, I'm Katara! What's your name? response:	Nice to meet you!
context: What was that!?\It's coming from over there!\Shouldn't we run away from huge booms... not toward them?\An earthbender!\Let's go meet him!\He looks dangerous, so we better approach cautiously.\Hello there, I'm Katara! What's your name?\Nice to meet you! response:	We just wanted to say hi.
context: It's coming from over there!\Shouldn't we run away from huge booms... not toward them?\An earthbender!\Let's go meet him!\He looks dangerous, so we better approach cautiously.\Hello there, I'm Katara! What's your name?\Nice to meet you!\We just wanted to say hi. response:	Hey, that guy's gotta be running somewhere,...
context: Shouldn't we run away from huge booms... not toward them?\An earthbender!\Let's go meet him!\He looks dangerous, so we better approach cautiously.\Hello there, I'm Katara! What's your name?\Nice to meet you!\We just wanted to say hi.\Hey, that guy's gotta be running somewhere,... response:	Which means no nuts for dinner!
context: An earthbender!\Let's go meet him!\He looks dangerous, so we better approach cautiously.\Hello there, I'm Katara! What's your name?\Nice to meet you!\We just wanted to say hi.\Hey, that guy's gotta be running somewhere,...\Which means no nuts for dinner! response:	Hey! I worked hard to get those nuts! Yeh, I hate'em too.
context: Let's go meet him!\He looks dangerous, so we better approach cautiously.\Hello there, I'm Katara! What's your name?\Nice to meet you!\We just wanted to say hi.\Hey, that guy's gotta be running somewhere,...\Which means no nuts for dinner!\Hey! I worked hard to get those nuts! Yeh, I hate'em too. response:	Great hat. I'll trade you some nuts for it.
context: He looks dangerous, so we better approach cautiously.\Hello there, I'm Katara! What's your name?\Nice to meet you!\We just wanted to say hi.\Hey, that guy's gotta be running somewhere,...\Which means no nuts for dinner!\Hey! I worked hard to get those nuts! Yeh, I hate'em too.\Great hat. I'll trade you some nuts for it. response:	Hey!
context: Hello there, I'm Katara! What's your name?\Nice to meet you!\We just wanted to say hi.\Hey, that guy's gotta be running somewhere,...\Which means no nuts for dinner!\Hey! I worked hard to get those nuts! Yeh, I hate'em too.\Great hat. I'll trade you some nuts for it.\Hey! response:	Hi, mom.
context: Nice to meet you!\We just wanted to say hi.\Hey, that guy's gotta be running somewhere,...\Which means no nuts for dinner!\Hey! I worked hard to get those nuts! Yeh, I hate'em too.\Great hat. I'll trade you some nuts for it.\Hey!\Hi, mom. response:	Where have you been, Haru? You're late! Get started on your chores.
context: We just wanted to say hi.\Hey, that guy's gotta be running somewhere,...\Which means no nuts for dinner!\Hey! I worked hard to get those nuts! Yeh, I hate'em too.\Great hat. I'll trade you some nuts for it.\Hey!\Hi, mom.\Where have you been, Haru? You're late! Get started on your chores. response:	Hey, you're that kid! Why did you run away before?
context: Hey, that guy's gotta be running somewhere,...\Which means no nuts for dinner!\Hey! I worked hard to get those nuts! Yeh, I hate'em too.\Great hat. I'll trade you some nuts for it.\Hey!\Hi, mom.\Where have you been, Haru? You're late! Get started on your chores.\Hey, you're that kid! Why did you run away before? response:	Uh, you must have me confused with some other kid.
context: Which means no nuts for dinner!\Hey! I worked hard to get those nuts! Yeh, I hate'em too.\Great hat. I'll trade you some nuts for it.\Hey!\Hi, mom.\Where have you been, Haru? You're late! Get started on your chores.\Hey, you're that kid! Why did you run away before?\Uh, you must have me confused with some other kid. response:	No she doesn't, we saw you earthbending.
context: Hey! I worked hard to get those nuts! Yeh, I hate'em too.\Great hat. I'll trade you some nuts for it.\Hey!\Hi, mom.\Where have you been, Haru? You're late! Get started on your chores.\Hey, you're that kid! Why did you run away before?\Uh, you must have me confused with some other kid.\No she doesn't, we saw you earthbending. response:	They saw you doing what?
context: Great hat. I'll trade you some nuts for it.\Hey!\Hi, mom.\Where have you been, Haru? You're late! Get started on your chores.\Hey, you're that kid! Why did you run away before?\Uh, you must have me confused with some other kid.\No she doesn't, we saw you earthbending.\They saw you doing what? response:	They're crazy, mom, I mean, look at how they're dressed!
