context: nakushita yakusoku wa hoshi ni response:	Send the lost promises to the stars
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars response:	omoide wa tokenai
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai response:	My memories won't fade away
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away response:	yotsuba no clover sagashinagara kimi no kao
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao response:	I steal a glance at you as we look for four-leaf clovers,
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers, response:	chirari nusumi mite wa me o sorasu
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu response:	But then divert my eyes
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes response:	yasashii ame wa furu watashitachi no ue ni
context: Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni response:	The gentle rain falls above our heads
context: omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads response:	surechigau hito no kazu dake dramatic ni naru no
context: My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no response:	as it becomes as dramatic as the number of people passing by
context: yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by response:	kowareta taisetsu na mono to
context: I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to response:	I wonder if we'll ever be able to
context: chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to response:	itsuka mata aeru hi ga kurukashira
context: But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira response:	reunite with those precious things that were broken
context: yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken response:	nokoshita kizuato ga kienai
context: The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai response:	The scars that were left behind won't go away
context: surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away response:	sorezore no basho made
context: as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made response:	Now we must depart
context: kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart response:	mou ikanakucha
context: I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha response:	To our own separate ways
context: itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways response:	December 29th.
context: reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\December 29th. response:	We got on the waterbus and went on a short trip.
context: nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\December 29th.\We got on the waterbus and went on a short trip. response:	The school festival, exams, submitting assignments, and working during Christmas...
context: The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\December 29th.\We got on the waterbus and went on a short trip.\The school festival, exams, submitting assignments, and working during Christmas... response:	37th Hamabi Festival
context: sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\December 29th.\We got on the waterbus and went on a short trip.\The school festival, exams, submitting assignments, and working during Christmas...\37th Hamabi Festival response:	Travel Agency
context: Now we must depart\mou ikanakucha\To our own separate ways\December 29th.\We got on the waterbus and went on a short trip.\The school festival, exams, submitting assignments, and working during Christmas...\37th Hamabi Festival\Travel Agency response:	Central Avenue Shopping District
context: mou ikanakucha\To our own separate ways\December 29th.\We got on the waterbus and went on a short trip.\The school festival, exams, submitting assignments, and working during Christmas...\37th Hamabi Festival\Travel Agency\Central Avenue Shopping District response:	After getting through the busy period from October until now, we all wanted to get out into the open.
context: To our own separate ways\December 29th.\We got on the waterbus and went on a short trip.\The school festival, exams, submitting assignments, and working during Christmas...\37th Hamabi Festival\Travel Agency\Central Avenue Shopping District\After getting through the busy period from October until now, we all wanted to get out into the open. response:	It's so c-c-c-cold!
context: December 29th.\We got on the waterbus and went on a short trip.\The school festival, exams, submitting assignments, and working during Christmas...\37th Hamabi Festival\Travel Agency\Central Avenue Shopping District\After getting through the busy period from October until now, we all wanted to get out into the open.\It's so c-c-c-cold! response:	Whose idea was it to ride on this thing?
context: We got on the waterbus and went on a short trip.\The school festival, exams, submitting assignments, and working during Christmas...\37th Hamabi Festival\Travel Agency\Central Avenue Shopping District\After getting through the busy period from October until now, we all wanted to get out into the open.\It's so c-c-c-cold!\Whose idea was it to ride on this thing? response:	My ears are gonna fall off!
context: The school festival, exams, submitting assignments, and working during Christmas...\37th Hamabi Festival\Travel Agency\Central Avenue Shopping District\After getting through the busy period from October until now, we all wanted to get out into the open.\It's so c-c-c-cold!\Whose idea was it to ride on this thing?\My ears are gonna fall off! response:	It's so cold!
context: 37th Hamabi Festival\Travel Agency\Central Avenue Shopping District\After getting through the busy period from October until now, we all wanted to get out into the open.\It's so c-c-c-cold!\Whose idea was it to ride on this thing?\My ears are gonna fall off!\It's so cold! response:	My grandma told me that it was fun to ride when she came to the city from the country.
context: Travel Agency\Central Avenue Shopping District\After getting through the busy period from October until now, we all wanted to get out into the open.\It's so c-c-c-cold!\Whose idea was it to ride on this thing?\My ears are gonna fall off!\It's so cold!\My grandma told me that it was fun to ride when she came to the city from the country. response:	But... sorry. She did that during spring.
context: Central Avenue Shopping District\After getting through the busy period from October until now, we all wanted to get out into the open.\It's so c-c-c-cold!\Whose idea was it to ride on this thing?\My ears are gonna fall off!\It's so cold!\My grandma told me that it was fun to ride when she came to the city from the country.\But... sorry. She did that during spring. response:	Well, since we came all this way...
context: After getting through the busy period from October until now, we all wanted to get out into the open.\It's so c-c-c-cold!\Whose idea was it to ride on this thing?\My ears are gonna fall off!\It's so cold!\My grandma told me that it was fun to ride when she came to the city from the country.\But... sorry. She did that during spring.\Well, since we came all this way... response:	Things like this are sometimes fun, too.
context: It's so c-c-c-cold!\Whose idea was it to ride on this thing?\My ears are gonna fall off!\It's so cold!\My grandma told me that it was fun to ride when she came to the city from the country.\But... sorry. She did that during spring.\Well, since we came all this way...\Things like this are sometimes fun, too. response:	Let's see...
context: Whose idea was it to ride on this thing?\My ears are gonna fall off!\It's so cold!\My grandma told me that it was fun to ride when she came to the city from the country.\But... sorry. She did that during spring.\Well, since we came all this way...\Things like this are sometimes fun, too.\Let's see... response:	Hama-machi
context: My ears are gonna fall off!\It's so cold!\My grandma told me that it was fun to ride when she came to the city from the country.\But... sorry. She did that during spring.\Well, since we came all this way...\Things like this are sometimes fun, too.\Let's see...\Hama-machi response:	Ryougoku
context: It's so cold!\My grandma told me that it was fun to ride when she came to the city from the country.\But... sorry. She did that during spring.\Well, since we came all this way...\Things like this are sometimes fun, too.\Let's see...\Hama-machi\Ryougoku response:	Hamarikyuu
context: My grandma told me that it was fun to ride when she came to the city from the country.\But... sorry. She did that during spring.\Well, since we came all this way...\Things like this are sometimes fun, too.\Let's see...\Hama-machi\Ryougoku\Hamarikyuu response:	This boat departs from Ryougoku, goes under the Rainbow Bridge, circles around Odaiba...
context: But... sorry. She did that during spring.\Well, since we came all this way...\Things like this are sometimes fun, too.\Let's see...\Hama-machi\Ryougoku\Hamarikyuu\This boat departs from Ryougoku, goes under the Rainbow Bridge, circles around Odaiba... response:	Odaiba Seaside Park
context: Well, since we came all this way...\Things like this are sometimes fun, too.\Let's see...\Hama-machi\Ryougoku\Hamarikyuu\This boat departs from Ryougoku, goes under the Rainbow Bridge, circles around Odaiba...\Odaiba Seaside Park response:	Tokyo Big Site
context: Things like this are sometimes fun, too.\Let's see...\Hama-machi\Ryougoku\Hamarikyuu\This boat departs from Ryougoku, goes under the Rainbow Bridge, circles around Odaiba...\Odaiba Seaside Park\Tokyo Big Site response:	Kasai
context: Let's see...\Hama-machi\Ryougoku\Hamarikyuu\This boat departs from Ryougoku, goes under the Rainbow Bridge, circles around Odaiba...\Odaiba Seaside Park\Tokyo Big Site\Kasai response:	So it's about two hours.
context: Hama-machi\Ryougoku\Hamarikyuu\This boat departs from Ryougoku, goes under the Rainbow Bridge, circles around Odaiba...\Odaiba Seaside Park\Tokyo Big Site\Kasai\So it's about two hours. response:	The Sumida River sure has a lot of bridges over it!
context: Ryougoku\Hamarikyuu\This boat departs from Ryougoku, goes under the Rainbow Bridge, circles around Odaiba...\Odaiba Seaside Park\Tokyo Big Site\Kasai\So it's about two hours.\The Sumida River sure has a lot of bridges over it! response:	Oh, that one's really low!
context: Hamarikyuu\This boat departs from Ryougoku, goes under the Rainbow Bridge, circles around Odaiba...\Odaiba Seaside Park\Tokyo Big Site\Kasai\So it's about two hours.\The Sumida River sure has a lot of bridges over it!\Oh, that one's really low! response:	Can we really go under it?
context: This boat departs from Ryougoku, goes under the Rainbow Bridge, circles around Odaiba...\Odaiba Seaside Park\Tokyo Big Site\Kasai\So it's about two hours.\The Sumida River sure has a lot of bridges over it!\Oh, that one's really low!\Can we really go under it? response:	Huh?
context: Odaiba Seaside Park\Tokyo Big Site\Kasai\So it's about two hours.\The Sumida River sure has a lot of bridges over it!\Oh, that one's really low!\Can we really go under it?\Huh? response:	I'm cold!
context: Tokyo Big Site\Kasai\So it's about two hours.\The Sumida River sure has a lot of bridges over it!\Oh, that one's really low!\Can we really go under it?\Huh?\I'm cold! response:	Screw the view! Let's eat!
context: Kasai\So it's about two hours.\The Sumida River sure has a lot of bridges over it!\Oh, that one's really low!\Can we really go under it?\Huh?\I'm cold!\Screw the view! Let's eat! response:	I'm gonna freeze to death if I don't raise my blood sugar!
context: So it's about two hours.\The Sumida River sure has a lot of bridges over it!\Oh, that one's really low!\Can we really go under it?\Huh?\I'm cold!\Screw the view! Let's eat!\I'm gonna freeze to death if I don't raise my blood sugar! response:	Yay!
context: The Sumida River sure has a lot of bridges over it!\Oh, that one's really low!\Can we really go under it?\Huh?\I'm cold!\Screw the view! Let's eat!\I'm gonna freeze to death if I don't raise my blood sugar!\Yay! response:	Sauce katsu!
context: Oh, that one's really low!\Can we really go under it?\Huh?\I'm cold!\Screw the view! Let's eat!\I'm gonna freeze to death if I don't raise my blood sugar!\Yay!\Sauce katsu! response:	katsu: anything fried with bread crumbs.
context: Can we really go under it?\Huh?\I'm cold!\Screw the view! Let's eat!\I'm gonna freeze to death if I don't raise my blood sugar!\Yay!\Sauce katsu!\katsu: anything fried with bread crumbs. response:	Beef sausage!
context: Huh?\I'm cold!\Screw the view! Let's eat!\I'm gonna freeze to death if I don't raise my blood sugar!\Yay!\Sauce katsu!\katsu: anything fried with bread crumbs.\Beef sausage! response:	Riceballs!
context: I'm cold!\Screw the view! Let's eat!\I'm gonna freeze to death if I don't raise my blood sugar!\Yay!\Sauce katsu!\katsu: anything fried with bread crumbs.\Beef sausage!\Riceballs! response:	Kabukiage!
context: Screw the view! Let's eat!\I'm gonna freeze to death if I don't raise my blood sugar!\Yay!\Sauce katsu!\katsu: anything fried with bread crumbs.\Beef sausage!\Riceballs!\Kabukiage! response:	kabukiage: a soy sauce-flavored rice cracker.
context: I'm gonna freeze to death if I don't raise my blood sugar!\Yay!\Sauce katsu!\katsu: anything fried with bread crumbs.\Beef sausage!\Riceballs!\Kabukiage!\kabukiage: a soy sauce-flavored rice cracker. response:	Crunchy pickled plums!
context: Yay!\Sauce katsu!\katsu: anything fried with bread crumbs.\Beef sausage!\Riceballs!\Kabukiage!\kabukiage: a soy sauce-flavored rice cracker.\Crunchy pickled plums! response:	Itadakimasu!
context: Sauce katsu!\katsu: anything fried with bread crumbs.\Beef sausage!\Riceballs!\Kabukiage!\kabukiage: a soy sauce-flavored rice cracker.\Crunchy pickled plums!\Itadakimasu! response:	That's a huge pile.
context: katsu: anything fried with bread crumbs.\Beef sausage!\Riceballs!\Kabukiage!\kabukiage: a soy sauce-flavored rice cracker.\Crunchy pickled plums!\Itadakimasu!\That's a huge pile. response:	This is breakfast, right?
context: Beef sausage!\Riceballs!\Kabukiage!\kabukiage: a soy sauce-flavored rice cracker.\Crunchy pickled plums!\Itadakimasu!\That's a huge pile.\This is breakfast, right? response:	And I wondered why they were taking so long in the convenience store...
context: Riceballs!\Kabukiage!\kabukiage: a soy sauce-flavored rice cracker.\Crunchy pickled plums!\Itadakimasu!\That's a huge pile.\This is breakfast, right?\And I wondered why they were taking so long in the convenience store... response:	So they were buying all this.
context: Kabukiage!\kabukiage: a soy sauce-flavored rice cracker.\Crunchy pickled plums!\Itadakimasu!\That's a huge pile.\This is breakfast, right?\And I wondered why they were taking so long in the convenience store...\So they were buying all this. response:	Hey, now...
