context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	The sixth round of the first stage of the Royal Knights Selection Exam...
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The sixth round of the first stage of the Royal Knights Selection Exam... response:	Steel Creation Magic: Full Metal Fortress!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The sixth round of the first stage of the Royal Knights Selection Exam...\Steel Creation Magic: Full Metal Fortress! response:	Lightning Magic: Thunderbolt Destruction!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The sixth round of the first stage of the Royal Knights Selection Exam...\Steel Creation Magic: Full Metal Fortress!\Lightning Magic: Thunderbolt Destruction! response:	Wing Magic...
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The sixth round of the first stage of the Royal Knights Selection Exam...\Steel Creation Magic: Full Metal Fortress!\Lightning Magic: Thunderbolt Destruction!\Wing Magic... response:	Angel Flapping!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The sixth round of the first stage of the Royal Knights Selection Exam...\Steel Creation Magic: Full Metal Fortress!\Lightning Magic: Thunderbolt Destruction!\Wing Magic...\Angel Flapping! response:	Go, Luck!
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The sixth round of the first stage of the Royal Knights Selection Exam...\Steel Creation Magic: Full Metal Fortress!\Lightning Magic: Thunderbolt Destruction!\Wing Magic...\Angel Flapping!\Go, Luck! response:	This is so much fun!
context: He was called the Wizard King, and he became a legend.\The sixth round of the first stage of the Royal Knights Selection Exam...\Steel Creation Magic: Full Metal Fortress!\Lightning Magic: Thunderbolt Destruction!\Wing Magic...\Angel Flapping!\Go, Luck!\This is so much fun! response:	More...
context: The sixth round of the first stage of the Royal Knights Selection Exam...\Steel Creation Magic: Full Metal Fortress!\Lightning Magic: Thunderbolt Destruction!\Wing Magic...\Angel Flapping!\Go, Luck!\This is so much fun!\More... response:	Let's play some more!
context: Steel Creation Magic: Full Metal Fortress!\Lightning Magic: Thunderbolt Destruction!\Wing Magic...\Angel Flapping!\Go, Luck!\This is so much fun!\More...\Let's play some more! response:	Luck shows an extraordinary amount of growth and teamwork,
context: Lightning Magic: Thunderbolt Destruction!\Wing Magic...\Angel Flapping!\Go, Luck!\This is so much fun!\More...\Let's play some more!\Luck shows an extraordinary amount of growth and teamwork, response:	giving K Team their victory.
context: Wing Magic...\Angel Flapping!\Go, Luck!\This is so much fun!\More...\Let's play some more!\Luck shows an extraordinary amount of growth and teamwork,\giving K Team their victory. response:	In the eighth and final round of the first stage...
context: Angel Flapping!\Go, Luck!\This is so much fun!\More...\Let's play some more!\Luck shows an extraordinary amount of growth and teamwork,\giving K Team their victory.\In the eighth and final round of the first stage... response:	Time for Yuno and Noelle's team!
context: Go, Luck!\This is so much fun!\More...\Let's play some more!\Luck shows an extraordinary amount of growth and teamwork,\giving K Team their victory.\In the eighth and final round of the first stage...\Time for Yuno and Noelle's team! response:	Solid...
context: This is so much fun!\More...\Let's play some more!\Luck shows an extraordinary amount of growth and teamwork,\giving K Team their victory.\In the eighth and final round of the first stage...\Time for Yuno and Noelle's team!\Solid... response:	A House of Silva battle between Noelle and Solid...
context: More...\Let's play some more!\Luck shows an extraordinary amount of growth and teamwork,\giving K Team their victory.\In the eighth and final round of the first stage...\Time for Yuno and Noelle's team!\Solid...\A House of Silva battle between Noelle and Solid... response:	And a battle between Yuno, who is favored by Vangeance,
context: Let's play some more!\Luck shows an extraordinary amount of growth and teamwork,\giving K Team their victory.\In the eighth and final round of the first stage...\Time for Yuno and Noelle's team!\Solid...\A House of Silva battle between Noelle and Solid...\And a battle between Yuno, who is favored by Vangeance, response:	and Alecdora, who resents him over that fact. Two battles filled with bad blood.
context: Luck shows an extraordinary amount of growth and teamwork,\giving K Team their victory.\In the eighth and final round of the first stage...\Time for Yuno and Noelle's team!\Solid...\A House of Silva battle between Noelle and Solid...\And a battle between Yuno, who is favored by Vangeance,\and Alecdora, who resents him over that fact. Two battles filled with bad blood. response:	I'm the one who will make Master Vangeance's dream come true!
context: giving K Team their victory.\In the eighth and final round of the first stage...\Time for Yuno and Noelle's team!\Solid...\A House of Silva battle between Noelle and Solid...\And a battle between Yuno, who is favored by Vangeance,\and Alecdora, who resents him over that fact. Two battles filled with bad blood.\I'm the one who will make Master Vangeance's dream come true! response:	Wind Magic: Towering Tornado!
context: In the eighth and final round of the first stage...\Time for Yuno and Noelle's team!\Solid...\A House of Silva battle between Noelle and Solid...\And a battle between Yuno, who is favored by Vangeance,\and Alecdora, who resents him over that fact. Two battles filled with bad blood.\I'm the one who will make Master Vangeance's dream come true!\Wind Magic: Towering Tornado! response:	I don't know anything about other people's dreams.
context: Time for Yuno and Noelle's team!\Solid...\A House of Silva battle between Noelle and Solid...\And a battle between Yuno, who is favored by Vangeance,\and Alecdora, who resents him over that fact. Two battles filled with bad blood.\I'm the one who will make Master Vangeance's dream come true!\Wind Magic: Towering Tornado!\I don't know anything about other people's dreams. response:	The only dreams I see are my own.
context: Solid...\A House of Silva battle between Noelle and Solid...\And a battle between Yuno, who is favored by Vangeance,\and Alecdora, who resents him over that fact. Two battles filled with bad blood.\I'm the one who will make Master Vangeance's dream come true!\Wind Magic: Towering Tornado!\I don't know anything about other people's dreams.\The only dreams I see are my own. response:	Sea Dragon's Roar!
context: A House of Silva battle between Noelle and Solid...\And a battle between Yuno, who is favored by Vangeance,\and Alecdora, who resents him over that fact. Two battles filled with bad blood.\I'm the one who will make Master Vangeance's dream come true!\Wind Magic: Towering Tornado!\I don't know anything about other people's dreams.\The only dreams I see are my own.\Sea Dragon's Roar! response:	The crystal has been destroyed! P Team wins!
context: And a battle between Yuno, who is favored by Vangeance,\and Alecdora, who resents him over that fact. Two battles filled with bad blood.\I'm the one who will make Master Vangeance's dream come true!\Wind Magic: Towering Tornado!\I don't know anything about other people's dreams.\The only dreams I see are my own.\Sea Dragon's Roar!\The crystal has been destroyed! P Team wins! response:	I'm not weak anymore!
context: and Alecdora, who resents him over that fact. Two battles filled with bad blood.\I'm the one who will make Master Vangeance's dream come true!\Wind Magic: Towering Tornado!\I don't know anything about other people's dreams.\The only dreams I see are my own.\Sea Dragon's Roar!\The crystal has been destroyed! P Team wins!\I'm not weak anymore! response:	Peasant Trap
context: I'm the one who will make Master Vangeance's dream come true!\Wind Magic: Towering Tornado!\I don't know anything about other people's dreams.\The only dreams I see are my own.\Sea Dragon's Roar!\The crystal has been destroyed! P Team wins!\I'm not weak anymore!\Peasant Trap response:	Impossible...
context: Wind Magic: Towering Tornado!\I don't know anything about other people's dreams.\The only dreams I see are my own.\Sea Dragon's Roar!\The crystal has been destroyed! P Team wins!\I'm not weak anymore!\Peasant Trap\Impossible... response:	Im...possible...
context: I don't know anything about other people's dreams.\The only dreams I see are my own.\Sea Dragon's Roar!\The crystal has been destroyed! P Team wins!\I'm not weak anymore!\Peasant Trap\Impossible...\Im...possible... response:	My ultimate spell was so easily...
context: The only dreams I see are my own.\Sea Dragon's Roar!\The crystal has been destroyed! P Team wins!\I'm not weak anymore!\Peasant Trap\Impossible...\Im...possible...\My ultimate spell was so easily... response:	He didn't even use his spirit magic. He wasn't even serious.
context: Sea Dragon's Roar!\The crystal has been destroyed! P Team wins!\I'm not weak anymore!\Peasant Trap\Impossible...\Im...possible...\My ultimate spell was so easily...\He didn't even use his spirit magic. He wasn't even serious. response:	I will be the one to make Master Vangeance's dreams come true.
context: The crystal has been destroyed! P Team wins!\I'm not weak anymore!\Peasant Trap\Impossible...\Im...possible...\My ultimate spell was so easily...\He didn't even use his spirit magic. He wasn't even serious.\I will be the one to make Master Vangeance's dreams come true. response:	Once you elites trip up,
context: I'm not weak anymore!\Peasant Trap\Impossible...\Im...possible...\My ultimate spell was so easily...\He didn't even use his spirit magic. He wasn't even serious.\I will be the one to make Master Vangeance's dreams come true.\Once you elites trip up, response:	you're so weak.
context: Peasant Trap\Impossible...\Im...possible...\My ultimate spell was so easily...\He didn't even use his spirit magic. He wasn't even serious.\I will be the one to make Master Vangeance's dreams come true.\Once you elites trip up,\you're so weak. response:	Yes! Great job winning, Yuno!
context: Impossible...\Im...possible...\My ultimate spell was so easily...\He didn't even use his spirit magic. He wasn't even serious.\I will be the one to make Master Vangeance's dreams come true.\Once you elites trip up,\you're so weak.\Yes! Great job winning, Yuno! response:	You too, weed.
context: Im...possible...\My ultimate spell was so easily...\He didn't even use his spirit magic. He wasn't even serious.\I will be the one to make Master Vangeance's dreams come true.\Once you elites trip up,\you're so weak.\Yes! Great job winning, Yuno!\You too, weed. response:	Who are you calling a weed?!
context: My ultimate spell was so easily...\He didn't even use his spirit magic. He wasn't even serious.\I will be the one to make Master Vangeance's dreams come true.\Once you elites trip up,\you're so weak.\Yes! Great job winning, Yuno!\You too, weed.\Who are you calling a weed?! response:	Great job, Yuno!
context: He didn't even use his spirit magic. He wasn't even serious.\I will be the one to make Master Vangeance's dreams come true.\Once you elites trip up,\you're so weak.\Yes! Great job winning, Yuno!\You too, weed.\Who are you calling a weed?!\Great job, Yuno! response:	Y-You were so cool!
context: I will be the one to make Master Vangeance's dreams come true.\Once you elites trip up,\you're so weak.\Yes! Great job winning, Yuno!\You too, weed.\Who are you calling a weed?!\Great job, Yuno!\Y-You were so cool! response:	Here's your usual after-battle dessert.
context: Once you elites trip up,\you're so weak.\Yes! Great job winning, Yuno!\You too, weed.\Who are you calling a weed?!\Great job, Yuno!\Y-You were so cool!\Here's your usual after-battle dessert. response:	Replenishing my energy is important.
context: you're so weak.\Yes! Great job winning, Yuno!\You too, weed.\Who are you calling a weed?!\Great job, Yuno!\Y-You were so cool!\Here's your usual after-battle dessert.\Replenishing my energy is important. response:	Thanks. I'll be sure to savor it.
context: Yes! Great job winning, Yuno!\You too, weed.\Who are you calling a weed?!\Great job, Yuno!\Y-You were so cool!\Here's your usual after-battle dessert.\Replenishing my energy is important.\Thanks. I'll be sure to savor it. response:	Thanks! I'll be sure to savor it!
context: You too, weed.\Who are you calling a weed?!\Great job, Yuno!\Y-You were so cool!\Here's your usual after-battle dessert.\Replenishing my energy is important.\Thanks. I'll be sure to savor it.\Thanks! I'll be sure to savor it! response:	It's good.
context: Who are you calling a weed?!\Great job, Yuno!\Y-You were so cool!\Here's your usual after-battle dessert.\Replenishing my energy is important.\Thanks. I'll be sure to savor it.\Thanks! I'll be sure to savor it!\It's good. response:	La...
context: Great job, Yuno!\Y-You were so cool!\Here's your usual after-battle dessert.\Replenishing my energy is important.\Thanks. I'll be sure to savor it.\Thanks! I'll be sure to savor it!\It's good.\La... response:	You okay, Miz Charmy?!
context: Y-You were so cool!\Here's your usual after-battle dessert.\Replenishing my energy is important.\Thanks. I'll be sure to savor it.\Thanks! I'll be sure to savor it!\It's good.\La...\You okay, Miz Charmy?! response:	La...
context: Here's your usual after-battle dessert.\Replenishing my energy is important.\Thanks. I'll be sure to savor it.\Thanks! I'll be sure to savor it!\It's good.\La...\You okay, Miz Charmy?!\La... response:	What the heck?! Who do you think you are, you fivehead?!
context: Replenishing my energy is important.\Thanks. I'll be sure to savor it.\Thanks! I'll be sure to savor it!\It's good.\La...\You okay, Miz Charmy?!\La...\What the heck?! Who do you think you are, you fivehead?! response:	I'll suffocate you by stuffing my scales into your nostrils!
context: Thanks. I'll be sure to savor it.\Thanks! I'll be sure to savor it!\It's good.\La...\You okay, Miz Charmy?!\La...\What the heck?! Who do you think you are, you fivehead?!\I'll suffocate you by stuffing my scales into your nostrils! response:	Take that, and that, and that!
context: Thanks! I'll be sure to savor it!\It's good.\La...\You okay, Miz Charmy?!\La...\What the heck?! Who do you think you are, you fivehead?!\I'll suffocate you by stuffing my scales into your nostrils!\Take that, and that, and that! response:	She'll be fine.
context: It's good.\La...\You okay, Miz Charmy?!\La...\What the heck?! Who do you think you are, you fivehead?!\I'll suffocate you by stuffing my scales into your nostrils!\Take that, and that, and that!\She'll be fine. response:	That was fantastic, Noelle.
context: La...\You okay, Miz Charmy?!\La...\What the heck?! Who do you think you are, you fivehead?!\I'll suffocate you by stuffing my scales into your nostrils!\Take that, and that, and that!\She'll be fine.\That was fantastic, Noelle. response:	I didn't know you were that amazing.
context: You okay, Miz Charmy?!\La...\What the heck?! Who do you think you are, you fivehead?!\I'll suffocate you by stuffing my scales into your nostrils!\Take that, and that, and that!\She'll be fine.\That was fantastic, Noelle.\I didn't know you were that amazing. response:	You're totally different when you're using your mushrooms.
context: La...\What the heck?! Who do you think you are, you fivehead?!\I'll suffocate you by stuffing my scales into your nostrils!\Take that, and that, and that!\She'll be fine.\That was fantastic, Noelle.\I didn't know you were that amazing.\You're totally different when you're using your mushrooms. response:	But...
context: What the heck?! Who do you think you are, you fivehead?!\I'll suffocate you by stuffing my scales into your nostrils!\Take that, and that, and that!\She'll be fine.\That was fantastic, Noelle.\I didn't know you were that amazing.\You're totally different when you're using your mushrooms.\But... response:	I heard Solid's remarks before the match.
context: I'll suffocate you by stuffing my scales into your nostrils!\Take that, and that, and that!\She'll be fine.\That was fantastic, Noelle.\I didn't know you were that amazing.\You're totally different when you're using your mushrooms.\But...\I heard Solid's remarks before the match. response:	A big brother should never say such things to his little sister.
context: Take that, and that, and that!\She'll be fine.\That was fantastic, Noelle.\I didn't know you were that amazing.\You're totally different when you're using your mushrooms.\But...\I heard Solid's remarks before the match.\A big brother should never say such things to his little sister. response:	Big brothers exist to protect the younger, weaker siblings born after them.
context: She'll be fine.\That was fantastic, Noelle.\I didn't know you were that amazing.\You're totally different when you're using your mushrooms.\But...\I heard Solid's remarks before the match.\A big brother should never say such things to his little sister.\Big brothers exist to protect the younger, weaker siblings born after them. response:	And yet you've only said hurtful things to her!
context: That was fantastic, Noelle.\I didn't know you were that amazing.\You're totally different when you're using your mushrooms.\But...\I heard Solid's remarks before the match.\A big brother should never say such things to his little sister.\Big brothers exist to protect the younger, weaker siblings born after them.\And yet you've only said hurtful things to her! response:	Get him, Noelle! Thrash your brother!
context: I didn't know you were that amazing.\You're totally different when you're using your mushrooms.\But...\I heard Solid's remarks before the match.\A big brother should never say such things to his little sister.\Big brothers exist to protect the younger, weaker siblings born after them.\And yet you've only said hurtful things to her!\Get him, Noelle! Thrash your brother! response:	Well, you know... Thanks for earlier.
context: You're totally different when you're using your mushrooms.\But...\I heard Solid's remarks before the match.\A big brother should never say such things to his little sister.\Big brothers exist to protect the younger, weaker siblings born after them.\And yet you've only said hurtful things to her!\Get him, Noelle! Thrash your brother!\Well, you know... Thanks for earlier. response:	You did a great job.
context: But...\I heard Solid's remarks before the match.\A big brother should never say such things to his little sister.\Big brothers exist to protect the younger, weaker siblings born after them.\And yet you've only said hurtful things to her!\Get him, Noelle! Thrash your brother!\Well, you know... Thanks for earlier.\You did a great job. response:	Hey, what do you think you're doing?! I'm royalty, you know!
context: I heard Solid's remarks before the match.\A big brother should never say such things to his little sister.\Big brothers exist to protect the younger, weaker siblings born after them.\And yet you've only said hurtful things to her!\Get him, Noelle! Thrash your brother!\Well, you know... Thanks for earlier.\You did a great job.\Hey, what do you think you're doing?! I'm royalty, you know! response:	Let's do our best in the next match, too.
context: A big brother should never say such things to his little sister.\Big brothers exist to protect the younger, weaker siblings born after them.\And yet you've only said hurtful things to her!\Get him, Noelle! Thrash your brother!\Well, you know... Thanks for earlier.\You did a great job.\Hey, what do you think you're doing?! I'm royalty, you know!\Let's do our best in the next match, too. response:	Thanks to my Mana Skin training, I have much better control over my mana.
context: Big brothers exist to protect the younger, weaker siblings born after them.\And yet you've only said hurtful things to her!\Get him, Noelle! Thrash your brother!\Well, you know... Thanks for earlier.\You did a great job.\Hey, what do you think you're doing?! I'm royalty, you know!\Let's do our best in the next match, too.\Thanks to my Mana Skin training, I have much better control over my mana. response:	I'm going to keep this up and be selected as one of the Royal Knights!
context: And yet you've only said hurtful things to her!\Get him, Noelle! Thrash your brother!\Well, you know... Thanks for earlier.\You did a great job.\Hey, what do you think you're doing?! I'm royalty, you know!\Let's do our best in the next match, too.\Thanks to my Mana Skin training, I have much better control over my mana.\I'm going to keep this up and be selected as one of the Royal Knights! response:	Wow, so many excellent matches.
context: Get him, Noelle! Thrash your brother!\Well, you know... Thanks for earlier.\You did a great job.\Hey, what do you think you're doing?! I'm royalty, you know!\Let's do our best in the next match, too.\Thanks to my Mana Skin training, I have much better control over my mana.\I'm going to keep this up and be selected as one of the Royal Knights!\Wow, so many excellent matches. response:	I can't wait until the next one!
context: Well, you know... Thanks for earlier.\You did a great job.\Hey, what do you think you're doing?! I'm royalty, you know!\Let's do our best in the next match, too.\Thanks to my Mana Skin training, I have much better control over my mana.\I'm going to keep this up and be selected as one of the Royal Knights!\Wow, so many excellent matches.\I can't wait until the next one! response:	Entertain me more.
context: You did a great job.\Hey, what do you think you're doing?! I'm royalty, you know!\Let's do our best in the next match, too.\Thanks to my Mana Skin training, I have much better control over my mana.\I'm going to keep this up and be selected as one of the Royal Knights!\Wow, so many excellent matches.\I can't wait until the next one!\Entertain me more. response:	To think both of the peasants who humiliated me made it through the first stage...
context: Hey, what do you think you're doing?! I'm royalty, you know!\Let's do our best in the next match, too.\Thanks to my Mana Skin training, I have much better control over my mana.\I'm going to keep this up and be selected as one of the Royal Knights!\Wow, so many excellent matches.\I can't wait until the next one!\Entertain me more.\To think both of the peasants who humiliated me made it through the first stage... response:	Hurry up and lose already.
context: Let's do our best in the next match, too.\Thanks to my Mana Skin training, I have much better control over my mana.\I'm going to keep this up and be selected as one of the Royal Knights!\Wow, so many excellent matches.\I can't wait until the next one!\Entertain me more.\To think both of the peasants who humiliated me made it through the first stage...\Hurry up and lose already. response:	Why don't we jump right into stage two?
context: Thanks to my Mana Skin training, I have much better control over my mana.\I'm going to keep this up and be selected as one of the Royal Knights!\Wow, so many excellent matches.\I can't wait until the next one!\Entertain me more.\To think both of the peasants who humiliated me made it through the first stage...\Hurry up and lose already.\Why don't we jump right into stage two? response:	But before that...
context: I'm going to keep this up and be selected as one of the Royal Knights!\Wow, so many excellent matches.\I can't wait until the next one!\Entertain me more.\To think both of the peasants who humiliated me made it through the first stage...\Hurry up and lose already.\Why don't we jump right into stage two?\But before that... response:	I'm counting on you guys.
context: Wow, so many excellent matches.\I can't wait until the next one!\Entertain me more.\To think both of the peasants who humiliated me made it through the first stage...\Hurry up and lose already.\Why don't we jump right into stage two?\But before that...\I'm counting on you guys. response:	Yes, sir!
context: I can't wait until the next one!\Entertain me more.\To think both of the peasants who humiliated me made it through the first stage...\Hurry up and lose already.\Why don't we jump right into stage two?\But before that...\I'm counting on you guys.\Yes, sir! response:	The stage is changing!
context: Entertain me more.\To think both of the peasants who humiliated me made it through the first stage...\Hurry up and lose already.\Why don't we jump right into stage two?\But before that...\I'm counting on you guys.\Yes, sir!\The stage is changing! response:	Holy crap!
context: To think both of the peasants who humiliated me made it through the first stage...\Hurry up and lose already.\Why don't we jump right into stage two?\But before that...\I'm counting on you guys.\Yes, sir!\The stage is changing!\Holy crap! response:	It's easier to judge your abilities when
context: Hurry up and lose already.\Why don't we jump right into stage two?\But before that...\I'm counting on you guys.\Yes, sir!\The stage is changing!\Holy crap!\It's easier to judge your abilities when response:	you're forced to fight in a variety of situations.
