context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	How'd you like that? Some lowly commoners just won.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\How'd you like that? Some lowly commoners just won. response:	How'd you like that, damn it?!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\How'd you like that? Some lowly commoners just won.\How'd you like that, damn it?! response:	Asta!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\How'd you like that? Some lowly commoners just won.\How'd you like that, damn it?!\Asta! response:	Honestly, he's so ridiculous.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\How'd you like that? Some lowly commoners just won.\How'd you like that, damn it?!\Asta!\Honestly, he's so ridiculous. response:	You finally awake, you jerk?
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\How'd you like that? Some lowly commoners just won.\How'd you like that, damn it?!\Asta!\Honestly, he's so ridiculous.\You finally awake, you jerk? response:	So my magic is sealed.
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\How'd you like that? Some lowly commoners just won.\How'd you like that, damn it?!\Asta!\Honestly, he's so ridiculous.\You finally awake, you jerk?\So my magic is sealed. response:	You're going to spill everything to the Magic Knights,
context: He was called the Wizard King, and he became a legend.\How'd you like that? Some lowly commoners just won.\How'd you like that, damn it?!\Asta!\Honestly, he's so ridiculous.\You finally awake, you jerk?\So my magic is sealed.\You're going to spill everything to the Magic Knights, response:	including who you guys are and what your motives are!
context: How'd you like that? Some lowly commoners just won.\How'd you like that, damn it?!\Asta!\Honestly, he's so ridiculous.\You finally awake, you jerk?\So my magic is sealed.\You're going to spill everything to the Magic Knights,\including who you guys are and what your motives are! response:	I refuse.
context: How'd you like that, damn it?!\Asta!\Honestly, he's so ridiculous.\You finally awake, you jerk?\So my magic is sealed.\You're going to spill everything to the Magic Knights,\including who you guys are and what your motives are!\I refuse. response:	It appears the end has come.
context: Asta!\Honestly, he's so ridiculous.\You finally awake, you jerk?\So my magic is sealed.\You're going to spill everything to the Magic Knights,\including who you guys are and what your motives are!\I refuse.\It appears the end has come. response:	Ice Magic: Ice Burial.
context: Honestly, he's so ridiculous.\You finally awake, you jerk?\So my magic is sealed.\You're going to spill everything to the Magic Knights,\including who you guys are and what your motives are!\I refuse.\It appears the end has come.\Ice Magic: Ice Burial. response:	Talk about resolve.
context: You finally awake, you jerk?\So my magic is sealed.\You're going to spill everything to the Magic Knights,\including who you guys are and what your motives are!\I refuse.\It appears the end has come.\Ice Magic: Ice Burial.\Talk about resolve. response:	You idiot!
context: So my magic is sealed.\You're going to spill everything to the Magic Knights,\including who you guys are and what your motives are!\I refuse.\It appears the end has come.\Ice Magic: Ice Burial.\Talk about resolve.\You idiot! response:	What do...
context: You're going to spill everything to the Magic Knights,\including who you guys are and what your motives are!\I refuse.\It appears the end has come.\Ice Magic: Ice Burial.\Talk about resolve.\You idiot!\What do... response:	What do you think life is?!
context: including who you guys are and what your motives are!\I refuse.\It appears the end has come.\Ice Magic: Ice Burial.\Talk about resolve.\You idiot!\What do...\What do you think life is?! response:	What Happened on a Certain Day in the Castle Town
context: I refuse.\It appears the end has come.\Ice Magic: Ice Burial.\Talk about resolve.\You idiot!\What do...\What do you think life is?!\What Happened on a Certain Day in the Castle Town response:	Grey words can't make anything happen
context: It appears the end has come.\Ice Magic: Ice Burial.\Talk about resolve.\You idiot!\What do...\What do you think life is?!\What Happened on a Certain Day in the Castle Town\Grey words can't make anything happen response:	I know, yeah I know
context: Ice Magic: Ice Burial.\Talk about resolve.\You idiot!\What do...\What do you think life is?!\What Happened on a Certain Day in the Castle Town\Grey words can't make anything happen\I know, yeah I know response:	Wishing to fly freely across the sky
context: Talk about resolve.\You idiot!\What do...\What do you think life is?!\What Happened on a Certain Day in the Castle Town\Grey words can't make anything happen\I know, yeah I know\Wishing to fly freely across the sky response:	I dreamed it all my life
context: You idiot!\What do...\What do you think life is?!\What Happened on a Certain Day in the Castle Town\Grey words can't make anything happen\I know, yeah I know\Wishing to fly freely across the sky\I dreamed it all my life response:	Step by step I go, though it's a doubtful world
context: What do...\What do you think life is?!\What Happened on a Certain Day in the Castle Town\Grey words can't make anything happen\I know, yeah I know\Wishing to fly freely across the sky\I dreamed it all my life\Step by step I go, though it's a doubtful world response:	Don't care how much I fall
context: What do you think life is?!\What Happened on a Certain Day in the Castle Town\Grey words can't make anything happen\I know, yeah I know\Wishing to fly freely across the sky\I dreamed it all my life\Step by step I go, though it's a doubtful world\Don't care how much I fall response:	Instinct is my guide, I never give up
context: What Happened on a Certain Day in the Castle Town\Grey words can't make anything happen\I know, yeah I know\Wishing to fly freely across the sky\I dreamed it all my life\Step by step I go, though it's a doubtful world\Don't care how much I fall\Instinct is my guide, I never give up response:	To faraway future, I burst out running
context: Grey words can't make anything happen\I know, yeah I know\Wishing to fly freely across the sky\I dreamed it all my life\Step by step I go, though it's a doubtful world\Don't care how much I fall\Instinct is my guide, I never give up\To faraway future, I burst out running response:	Go beyond even the unseen fears
context: I know, yeah I know\Wishing to fly freely across the sky\I dreamed it all my life\Step by step I go, though it's a doubtful world\Don't care how much I fall\Instinct is my guide, I never give up\To faraway future, I burst out running\Go beyond even the unseen fears response:	The vision I had, so I can be myself
context: Wishing to fly freely across the sky\I dreamed it all my life\Step by step I go, though it's a doubtful world\Don't care how much I fall\Instinct is my guide, I never give up\To faraway future, I burst out running\Go beyond even the unseen fears\The vision I had, so I can be myself response:	Someday I will write the next page
context: I dreamed it all my life\Step by step I go, though it's a doubtful world\Don't care how much I fall\Instinct is my guide, I never give up\To faraway future, I burst out running\Go beyond even the unseen fears\The vision I had, so I can be myself\Someday I will write the next page response:	You are my hope
context: Step by step I go, though it's a doubtful world\Don't care how much I fall\Instinct is my guide, I never give up\To faraway future, I burst out running\Go beyond even the unseen fears\The vision I had, so I can be myself\Someday I will write the next page\You are my hope response:	Like that page from someday
context: Don't care how much I fall\Instinct is my guide, I never give up\To faraway future, I burst out running\Go beyond even the unseen fears\The vision I had, so I can be myself\Someday I will write the next page\You are my hope\Like that page from someday response:	I was able to meet you
context: Instinct is my guide, I never give up\To faraway future, I burst out running\Go beyond even the unseen fears\The vision I had, so I can be myself\Someday I will write the next page\You are my hope\Like that page from someday\I was able to meet you response:	I call this a miracle
context: To faraway future, I burst out running\Go beyond even the unseen fears\The vision I had, so I can be myself\Someday I will write the next page\You are my hope\Like that page from someday\I was able to meet you\I call this a miracle response:	Sounds like you guys went through hell!
context: Go beyond even the unseen fears\The vision I had, so I can be myself\Someday I will write the next page\You are my hope\Like that page from someday\I was able to meet you\I call this a miracle\Sounds like you guys went through hell! response:	Why does he sound so happy about that?
context: The vision I had, so I can be myself\Someday I will write the next page\You are my hope\Like that page from someday\I was able to meet you\I call this a miracle\Sounds like you guys went through hell!\Why does he sound so happy about that? response:	Someone even died.
context: Someday I will write the next page\You are my hope\Like that page from someday\I was able to meet you\I call this a miracle\Sounds like you guys went through hell!\Why does he sound so happy about that?\Someone even died. response:	Hey, Captain, I don't think this is a laughing matter.
context: You are my hope\Like that page from someday\I was able to meet you\I call this a miracle\Sounds like you guys went through hell!\Why does he sound so happy about that?\Someone even died.\Hey, Captain, I don't think this is a laughing matter. response:	Being depressed isn't going to bring Old Man Seihi back. Right?
context: Like that page from someday\I was able to meet you\I call this a miracle\Sounds like you guys went through hell!\Why does he sound so happy about that?\Someone even died.\Hey, Captain, I don't think this is a laughing matter.\Being depressed isn't going to bring Old Man Seihi back. Right? response:	Yes, sir! It's just as you say, sir.
context: I was able to meet you\I call this a miracle\Sounds like you guys went through hell!\Why does he sound so happy about that?\Someone even died.\Hey, Captain, I don't think this is a laughing matter.\Being depressed isn't going to bring Old Man Seihi back. Right?\Yes, sir! It's just as you say, sir. response:	Old Man Seihi liked to see everyone happy and energetic.
context: I call this a miracle\Sounds like you guys went through hell!\Why does he sound so happy about that?\Someone even died.\Hey, Captain, I don't think this is a laughing matter.\Being depressed isn't going to bring Old Man Seihi back. Right?\Yes, sir! It's just as you say, sir.\Old Man Seihi liked to see everyone happy and energetic. response:	Come on. You guys should be laughing, too.
context: Sounds like you guys went through hell!\Why does he sound so happy about that?\Someone even died.\Hey, Captain, I don't think this is a laughing matter.\Being depressed isn't going to bring Old Man Seihi back. Right?\Yes, sir! It's just as you say, sir.\Old Man Seihi liked to see everyone happy and energetic.\Come on. You guys should be laughing, too. response:	Come on!
context: Why does he sound so happy about that?\Someone even died.\Hey, Captain, I don't think this is a laughing matter.\Being depressed isn't going to bring Old Man Seihi back. Right?\Yes, sir! It's just as you say, sir.\Old Man Seihi liked to see everyone happy and energetic.\Come on. You guys should be laughing, too.\Come on! response:	Louder!
context: Someone even died.\Hey, Captain, I don't think this is a laughing matter.\Being depressed isn't going to bring Old Man Seihi back. Right?\Yes, sir! It's just as you say, sir.\Old Man Seihi liked to see everyone happy and energetic.\Come on. You guys should be laughing, too.\Come on!\Louder! response:	You, too, Lady Noe!
context: Hey, Captain, I don't think this is a laughing matter.\Being depressed isn't going to bring Old Man Seihi back. Right?\Yes, sir! It's just as you say, sir.\Old Man Seihi liked to see everyone happy and energetic.\Come on. You guys should be laughing, too.\Come on!\Louder!\You, too, Lady Noe! response:	That's how it should be.
context: Being depressed isn't going to bring Old Man Seihi back. Right?\Yes, sir! It's just as you say, sir.\Old Man Seihi liked to see everyone happy and energetic.\Come on. You guys should be laughing, too.\Come on!\Louder!\You, too, Lady Noe!\That's how it should be. response:	What happened to Old Man Seihi really is a shame,
context: Yes, sir! It's just as you say, sir.\Old Man Seihi liked to see everyone happy and energetic.\Come on. You guys should be laughing, too.\Come on!\Louder!\You, too, Lady Noe!\That's how it should be.\What happened to Old Man Seihi really is a shame, response:	but you three were able to protect the villagers.
context: Old Man Seihi liked to see everyone happy and energetic.\Come on. You guys should be laughing, too.\Come on!\Louder!\You, too, Lady Noe!\That's how it should be.\What happened to Old Man Seihi really is a shame,\but you three were able to protect the villagers. response:	Be proud of that.
context: Come on. You guys should be laughing, too.\Come on!\Louder!\You, too, Lady Noe!\That's how it should be.\What happened to Old Man Seihi really is a shame,\but you three were able to protect the villagers.\Be proud of that. response:	Well done. Great job, you idiots.
context: Come on!\Louder!\You, too, Lady Noe!\That's how it should be.\What happened to Old Man Seihi really is a shame,\but you three were able to protect the villagers.\Be proud of that.\Well done. Great job, you idiots. response:	Yes, sir!
context: Louder!\You, too, Lady Noe!\That's how it should be.\What happened to Old Man Seihi really is a shame,\but you three were able to protect the villagers.\Be proud of that.\Well done. Great job, you idiots.\Yes, sir! response:	Thanks.
context: You, too, Lady Noe!\That's how it should be.\What happened to Old Man Seihi really is a shame,\but you three were able to protect the villagers.\Be proud of that.\Well done. Great job, you idiots.\Yes, sir!\Thanks. response:	What's that?
context: That's how it should be.\What happened to Old Man Seihi really is a shame,\but you three were able to protect the villagers.\Be proud of that.\Well done. Great job, you idiots.\Yes, sir!\Thanks.\What's that? response:	You moron! You don't even know the Magic Knights' salute?!
context: What happened to Old Man Seihi really is a shame,\but you three were able to protect the villagers.\Be proud of that.\Well done. Great job, you idiots.\Yes, sir!\Thanks.\What's that?\You moron! You don't even know the Magic Knights' salute?! response:	Take a good look!
context: but you three were able to protect the villagers.\Be proud of that.\Well done. Great job, you idiots.\Yes, sir!\Thanks.\What's that?\You moron! You don't even know the Magic Knights' salute?!\Take a good look! response:	These fingers symbolize the clover.
context: Be proud of that.\Well done. Great job, you idiots.\Yes, sir!\Thanks.\What's that?\You moron! You don't even know the Magic Knights' salute?!\Take a good look!\These fingers symbolize the clover. response:	Go on, give it a try.
context: Well done. Great job, you idiots.\Yes, sir!\Thanks.\What's that?\You moron! You don't even know the Magic Knights' salute?!\Take a good look!\These fingers symbolize the clover.\Go on, give it a try. response:	Yes, sir!
context: Yes, sir!\Thanks.\What's that?\You moron! You don't even know the Magic Knights' salute?!\Take a good look!\These fingers symbolize the clover.\Go on, give it a try.\Yes, sir! response:	Well done!
context: Thanks.\What's that?\You moron! You don't even know the Magic Knights' salute?!\Take a good look!\These fingers symbolize the clover.\Go on, give it a try.\Yes, sir!\Well done! response:	We're back.
context: What's that?\You moron! You don't even know the Magic Knights' salute?!\Take a good look!\These fingers symbolize the clover.\Go on, give it a try.\Yes, sir!\Well done!\We're back. response:	Great job, you three.
context: You moron! You don't even know the Magic Knights' salute?!\Take a good look!\These fingers symbolize the clover.\Go on, give it a try.\Yes, sir!\Well done!\We're back.\Great job, you three. response:	Miss Vanessa! Finral!
context: Take a good look!\These fingers symbolize the clover.\Go on, give it a try.\Yes, sir!\Well done!\We're back.\Great job, you three.\Miss Vanessa! Finral! response:	Captain, we went to the Magic Investigation Department.
context: These fingers symbolize the clover.\Go on, give it a try.\Yes, sir!\Well done!\We're back.\Great job, you three.\Miss Vanessa! Finral!\Captain, we went to the Magic Investigation Department. response:	Good. Did you find anything out?
context: Go on, give it a try.\Yes, sir!\Well done!\We're back.\Great job, you three.\Miss Vanessa! Finral!\Captain, we went to the Magic Investigation Department.\Good. Did you find anything out? response:	Who the heck's behind all this?!
context: Yes, sir!\Well done!\We're back.\Great job, you three.\Miss Vanessa! Finral!\Captain, we went to the Magic Investigation Department.\Good. Did you find anything out?\Who the heck's behind all this?! response:	I'll find their hideout and raid it!
context: Well done!\We're back.\Great job, you three.\Miss Vanessa! Finral!\Captain, we went to the Magic Investigation Department.\Good. Did you find anything out?\Who the heck's behind all this?!\I'll find their hideout and raid it! response:	I'll beat the crap out of the guy who got away, too!
context: We're back.\Great job, you three.\Miss Vanessa! Finral!\Captain, we went to the Magic Investigation Department.\Good. Did you find anything out?\Who the heck's behind all this?!\I'll find their hideout and raid it!\I'll beat the crap out of the guy who got away, too! response:	Well, you see,
context: Great job, you three.\Miss Vanessa! Finral!\Captain, we went to the Magic Investigation Department.\Good. Did you find anything out?\Who the heck's behind all this?!\I'll find their hideout and raid it!\I'll beat the crap out of the guy who got away, too!\Well, you see, response:	they investigated the item he left behind,
context: Miss Vanessa! Finral!\Captain, we went to the Magic Investigation Department.\Good. Did you find anything out?\Who the heck's behind all this?!\I'll find their hideout and raid it!\I'll beat the crap out of the guy who got away, too!\Well, you see,\they investigated the item he left behind, response:	but still don't have a clue.
context: Captain, we went to the Magic Investigation Department.\Good. Did you find anything out?\Who the heck's behind all this?!\I'll find their hideout and raid it!\I'll beat the crap out of the guy who got away, too!\Well, you see,\they investigated the item he left behind,\but still don't have a clue. response:	How useless can they be?
context: Good. Did you find anything out?\Who the heck's behind all this?!\I'll find their hideout and raid it!\I'll beat the crap out of the guy who got away, too!\Well, you see,\they investigated the item he left behind,\but still don't have a clue.\How useless can they be? response:	You fools!
context: Who the heck's behind all this?!\I'll find their hideout and raid it!\I'll beat the crap out of the guy who got away, too!\Well, you see,\they investigated the item he left behind,\but still don't have a clue.\How useless can they be?\You fools! response:	Stop breaking stuff!
context: I'll find their hideout and raid it!\I'll beat the crap out of the guy who got away, too!\Well, you see,\they investigated the item he left behind,\but still don't have a clue.\How useless can they be?\You fools!\Stop breaking stuff! response:	Sorry!
context: I'll beat the crap out of the guy who got away, too!\Well, you see,\they investigated the item he left behind,\but still don't have a clue.\How useless can they be?\You fools!\Stop breaking stuff!\Sorry! response:	But that pocket watch is pretty nice.
context: Well, you see,\they investigated the item he left behind,\but still don't have a clue.\How useless can they be?\You fools!\Stop breaking stuff!\Sorry!\But that pocket watch is pretty nice. response:	Yes, and from what you said about how they were acting,
context: they investigated the item he left behind,\but still don't have a clue.\How useless can they be?\You fools!\Stop breaking stuff!\Sorry!\But that pocket watch is pretty nice.\Yes, and from what you said about how they were acting, response:	they were all of very high status.
context: but still don't have a clue.\How useless can they be?\You fools!\Stop breaking stuff!\Sorry!\But that pocket watch is pretty nice.\Yes, and from what you said about how they were acting,\they were all of very high status. response:	So they're royalty or nobles.
context: How useless can they be?\You fools!\Stop breaking stuff!\Sorry!\But that pocket watch is pretty nice.\Yes, and from what you said about how they were acting,\they were all of very high status.\So they're royalty or nobles. response:	Oh, who's this little guy? He's adorable.
context: You fools!\Stop breaking stuff!\Sorry!\But that pocket watch is pretty nice.\Yes, and from what you said about how they were acting,\they were all of very high status.\So they're royalty or nobles.\Oh, who's this little guy? He's adorable. response:	How's it adorable?!
context: Stop breaking stuff!\Sorry!\But that pocket watch is pretty nice.\Yes, and from what you said about how they were acting,\they were all of very high status.\So they're royalty or nobles.\Oh, who's this little guy? He's adorable.\How's it adorable?! response:	I-It is adorable!
context: Sorry!\But that pocket watch is pretty nice.\Yes, and from what you said about how they were acting,\they were all of very high status.\So they're royalty or nobles.\Oh, who's this little guy? He's adorable.\How's it adorable?!\I-It is adorable! response:	Ow, ow, ow, ow, ow!
context: But that pocket watch is pretty nice.\Yes, and from what you said about how they were acting,\they were all of very high status.\So they're royalty or nobles.\Oh, who's this little guy? He's adorable.\How's it adorable?!\I-It is adorable!\Ow, ow, ow, ow, ow! response:	Why, you little!
context: Yes, and from what you said about how they were acting,\they were all of very high status.\So they're royalty or nobles.\Oh, who's this little guy? He's adorable.\How's it adorable?!\I-It is adorable!\Ow, ow, ow, ow, ow!\Why, you little! response:	Hey, come here.
context: they were all of very high status.\So they're royalty or nobles.\Oh, who's this little guy? He's adorable.\How's it adorable?!\I-It is adorable!\Ow, ow, ow, ow, ow!\Why, you little!\Hey, come here. response:	You ugly little bird! I'll turn you into fried chicken!
context: So they're royalty or nobles.\Oh, who's this little guy? He's adorable.\How's it adorable?!\I-It is adorable!\Ow, ow, ow, ow, ow!\Why, you little!\Hey, come here.\You ugly little bird! I'll turn you into fried chicken! response:	I won't let you turn him into fried chicken!
context: Oh, who's this little guy? He's adorable.\How's it adorable?!\I-It is adorable!\Ow, ow, ow, ow, ow!\Why, you little!\Hey, come here.\You ugly little bird! I'll turn you into fried chicken!\I won't let you turn him into fried chicken! response:	Say your prayers!
context: How's it adorable?!\I-It is adorable!\Ow, ow, ow, ow, ow!\Why, you little!\Hey, come here.\You ugly little bird! I'll turn you into fried chicken!\I won't let you turn him into fried chicken!\Say your prayers! response:	Don't you dare!
context: I-It is adorable!\Ow, ow, ow, ow, ow!\Why, you little!\Hey, come here.\You ugly little bird! I'll turn you into fried chicken!\I won't let you turn him into fried chicken!\Say your prayers!\Don't you dare! response:	Are you two trying to break the building?!
context: Ow, ow, ow, ow, ow!\Why, you little!\Hey, come here.\You ugly little bird! I'll turn you into fried chicken!\I won't let you turn him into fried chicken!\Say your prayers!\Don't you dare!\Are you two trying to break the building?! response:	We're sorry!
context: Why, you little!\Hey, come here.\You ugly little bird! I'll turn you into fried chicken!\I won't let you turn him into fried chicken!\Say your prayers!\Don't you dare!\Are you two trying to break the building?!\We're sorry! response:	You're the one breaking everything, though.
context: Hey, come here.\You ugly little bird! I'll turn you into fried chicken!\I won't let you turn him into fried chicken!\Say your prayers!\Don't you dare!\Are you two trying to break the building?!\We're sorry!\You're the one breaking everything, though. response:	All right, listen up.
context: You ugly little bird! I'll turn you into fried chicken!\I won't let you turn him into fried chicken!\Say your prayers!\Don't you dare!\Are you two trying to break the building?!\We're sorry!\You're the one breaking everything, though.\All right, listen up. response:	It doesn't matter if the ones behind this are royalty or nobility.
context: I won't let you turn him into fried chicken!\Say your prayers!\Don't you dare!\Are you two trying to break the building?!\We're sorry!\You're the one breaking everything, though.\All right, listen up.\It doesn't matter if the ones behind this are royalty or nobility. response:	We're going to let the Investigation Department
context: Say your prayers!\Don't you dare!\Are you two trying to break the building?!\We're sorry!\You're the one breaking everything, though.\All right, listen up.\It doesn't matter if the ones behind this are royalty or nobility.\We're going to let the Investigation Department response:	take care of this, and we'll wait for their report.
context: Don't you dare!\Are you two trying to break the building?!\We're sorry!\You're the one breaking everything, though.\All right, listen up.\It doesn't matter if the ones behind this are royalty or nobility.\We're going to let the Investigation Department\take care of this, and we'll wait for their report. response:	More importantly, I've got some good news.
context: Are you two trying to break the building?!\We're sorry!\You're the one breaking everything, though.\All right, listen up.\It doesn't matter if the ones behind this are royalty or nobility.\We're going to let the Investigation Department\take care of this, and we'll wait for their report.\More importantly, I've got some good news. response:	Good news?
context: We're sorry!\You're the one breaking everything, though.\All right, listen up.\It doesn't matter if the ones behind this are royalty or nobility.\We're going to let the Investigation Department\take care of this, and we'll wait for their report.\More importantly, I've got some good news.\Good news? response:	Wanna hear it?
context: You're the one breaking everything, though.\All right, listen up.\It doesn't matter if the ones behind this are royalty or nobility.\We're going to let the Investigation Department\take care of this, and we'll wait for their report.\More importantly, I've got some good news.\Good news?\Wanna hear it? response:	Of course!
context: All right, listen up.\It doesn't matter if the ones behind this are royalty or nobility.\We're going to let the Investigation Department\take care of this, and we'll wait for their report.\More importantly, I've got some good news.\Good news?\Wanna hear it?\Of course! response:	Your actions have been acknowledged by the Wizard King himself!
context: It doesn't matter if the ones behind this are royalty or nobility.\We're going to let the Investigation Department\take care of this, and we'll wait for their report.\More importantly, I've got some good news.\Good news?\Wanna hear it?\Of course!\Your actions have been acknowledged by the Wizard King himself! response:	The Wizard King?!
context: We're going to let the Investigation Department\take care of this, and we'll wait for their report.\More importantly, I've got some good news.\Good news?\Wanna hear it?\Of course!\Your actions have been acknowledged by the Wizard King himself!\The Wizard King?! response:	You've been given a star!
context: take care of this, and we'll wait for their report.\More importantly, I've got some good news.\Good news?\Wanna hear it?\Of course!\Your actions have been acknowledged by the Wizard King himself!\The Wizard King?!\You've been given a star! response:	Whoa, seriously?!
