context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	Asta and Yuno arrived at the royal capital of the Clover Kingdom.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Asta and Yuno arrived at the royal capital of the Clover Kingdom. response:	Everyone in the kingdom dreams of becoming a Magic Knight.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Asta and Yuno arrived at the royal capital of the Clover Kingdom.\Everyone in the kingdom dreams of becoming a Magic Knight. response:	The Magic Knights Entrance Exam was about to begin.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Asta and Yuno arrived at the royal capital of the Clover Kingdom.\Everyone in the kingdom dreams of becoming a Magic Knight.\The Magic Knights Entrance Exam was about to begin. response:	The Magic Knights Entrance Exam
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Asta and Yuno arrived at the royal capital of the Clover Kingdom.\Everyone in the kingdom dreams of becoming a Magic Knight.\The Magic Knights Entrance Exam was about to begin.\The Magic Knights Entrance Exam response:	Grey words can't make anything happen
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Asta and Yuno arrived at the royal capital of the Clover Kingdom.\Everyone in the kingdom dreams of becoming a Magic Knight.\The Magic Knights Entrance Exam was about to begin.\The Magic Knights Entrance Exam\Grey words can't make anything happen response:	I know, yeah I know
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Asta and Yuno arrived at the royal capital of the Clover Kingdom.\Everyone in the kingdom dreams of becoming a Magic Knight.\The Magic Knights Entrance Exam was about to begin.\The Magic Knights Entrance Exam\Grey words can't make anything happen\I know, yeah I know response:	Wishing to fly freely across the sky
context: He was called the Wizard King, and he became a legend.\Asta and Yuno arrived at the royal capital of the Clover Kingdom.\Everyone in the kingdom dreams of becoming a Magic Knight.\The Magic Knights Entrance Exam was about to begin.\The Magic Knights Entrance Exam\Grey words can't make anything happen\I know, yeah I know\Wishing to fly freely across the sky response:	I dreamed it all my life
context: Asta and Yuno arrived at the royal capital of the Clover Kingdom.\Everyone in the kingdom dreams of becoming a Magic Knight.\The Magic Knights Entrance Exam was about to begin.\The Magic Knights Entrance Exam\Grey words can't make anything happen\I know, yeah I know\Wishing to fly freely across the sky\I dreamed it all my life response:	Step by step I go, though it's a doubtful world
context: Everyone in the kingdom dreams of becoming a Magic Knight.\The Magic Knights Entrance Exam was about to begin.\The Magic Knights Entrance Exam\Grey words can't make anything happen\I know, yeah I know\Wishing to fly freely across the sky\I dreamed it all my life\Step by step I go, though it's a doubtful world response:	Don't care how much I fall
context: The Magic Knights Entrance Exam was about to begin.\The Magic Knights Entrance Exam\Grey words can't make anything happen\I know, yeah I know\Wishing to fly freely across the sky\I dreamed it all my life\Step by step I go, though it's a doubtful world\Don't care how much I fall response:	Instinct is my guide, I never give up
context: The Magic Knights Entrance Exam\Grey words can't make anything happen\I know, yeah I know\Wishing to fly freely across the sky\I dreamed it all my life\Step by step I go, though it's a doubtful world\Don't care how much I fall\Instinct is my guide, I never give up response:	To faraway future, I burst out running
context: Grey words can't make anything happen\I know, yeah I know\Wishing to fly freely across the sky\I dreamed it all my life\Step by step I go, though it's a doubtful world\Don't care how much I fall\Instinct is my guide, I never give up\To faraway future, I burst out running response:	Go beyond even the unseen fears
context: I know, yeah I know\Wishing to fly freely across the sky\I dreamed it all my life\Step by step I go, though it's a doubtful world\Don't care how much I fall\Instinct is my guide, I never give up\To faraway future, I burst out running\Go beyond even the unseen fears response:	The vision I had, so I can be myself
context: Wishing to fly freely across the sky\I dreamed it all my life\Step by step I go, though it's a doubtful world\Don't care how much I fall\Instinct is my guide, I never give up\To faraway future, I burst out running\Go beyond even the unseen fears\The vision I had, so I can be myself response:	Someday I will write the next page
context: I dreamed it all my life\Step by step I go, though it's a doubtful world\Don't care how much I fall\Instinct is my guide, I never give up\To faraway future, I burst out running\Go beyond even the unseen fears\The vision I had, so I can be myself\Someday I will write the next page response:	You are my hope
context: Step by step I go, though it's a doubtful world\Don't care how much I fall\Instinct is my guide, I never give up\To faraway future, I burst out running\Go beyond even the unseen fears\The vision I had, so I can be myself\Someday I will write the next page\You are my hope response:	Like that page from someday
context: Don't care how much I fall\Instinct is my guide, I never give up\To faraway future, I burst out running\Go beyond even the unseen fears\The vision I had, so I can be myself\Someday I will write the next page\You are my hope\Like that page from someday response:	I was able to meet you
context: Instinct is my guide, I never give up\To faraway future, I burst out running\Go beyond even the unseen fears\The vision I had, so I can be myself\Someday I will write the next page\You are my hope\Like that page from someday\I was able to meet you response:	I call this a miracle
context: To faraway future, I burst out running\Go beyond even the unseen fears\The vision I had, so I can be myself\Someday I will write the next page\You are my hope\Like that page from someday\I was able to meet you\I call this a miracle response:	The Clover Kingdom
context: Go beyond even the unseen fears\The vision I had, so I can be myself\Someday I will write the next page\You are my hope\Like that page from someday\I was able to meet you\I call this a miracle\The Clover Kingdom response:	Castle Town Kikka
context: The vision I had, so I can be myself\Someday I will write the next page\You are my hope\Like that page from someday\I was able to meet you\I call this a miracle\The Clover Kingdom\Castle Town Kikka response:	Whoa, this is awesome!
context: Someday I will write the next page\You are my hope\Like that page from someday\I was able to meet you\I call this a miracle\The Clover Kingdom\Castle Town Kikka\Whoa, this is awesome! response:	Awesome!
context: You are my hope\Like that page from someday\I was able to meet you\I call this a miracle\The Clover Kingdom\Castle Town Kikka\Whoa, this is awesome!\Awesome! response:	They're fresh!
context: Like that page from someday\I was able to meet you\I call this a miracle\The Clover Kingdom\Castle Town Kikka\Whoa, this is awesome!\Awesome!\They're fresh! response:	One sec. It's almost done roasting.
context: I was able to meet you\I call this a miracle\The Clover Kingdom\Castle Town Kikka\Whoa, this is awesome!\Awesome!\They're fresh!\One sec. It's almost done roasting. response:	That looks so good!
context: I call this a miracle\The Clover Kingdom\Castle Town Kikka\Whoa, this is awesome!\Awesome!\They're fresh!\One sec. It's almost done roasting.\That looks so good! response:	Wow! They have so many different kinds of staves and items!
context: The Clover Kingdom\Castle Town Kikka\Whoa, this is awesome!\Awesome!\They're fresh!\One sec. It's almost done roasting.\That looks so good!\Wow! They have so many different kinds of staves and items! response:	But they're so expensive!
context: Castle Town Kikka\Whoa, this is awesome!\Awesome!\They're fresh!\One sec. It's almost done roasting.\That looks so good!\Wow! They have so many different kinds of staves and items!\But they're so expensive! response:	It's so different from our village.
context: Whoa, this is awesome!\Awesome!\They're fresh!\One sec. It's almost done roasting.\That looks so good!\Wow! They have so many different kinds of staves and items!\But they're so expensive!\It's so different from our village. response:	Is that where the Wizard King is?
context: Awesome!\They're fresh!\One sec. It's almost done roasting.\That looks so good!\Wow! They have so many different kinds of staves and items!\But they're so expensive!\It's so different from our village.\Is that where the Wizard King is? response:	And probably the king, too.
context: They're fresh!\One sec. It's almost done roasting.\That looks so good!\Wow! They have so many different kinds of staves and items!\But they're so expensive!\It's so different from our village.\Is that where the Wizard King is?\And probably the king, too. response:	So that means that'll be my castle someday.
context: One sec. It's almost done roasting.\That looks so good!\Wow! They have so many different kinds of staves and items!\But they're so expensive!\It's so different from our village.\Is that where the Wizard King is?\And probably the king, too.\So that means that'll be my castle someday. response:	You mean mine.
context: That looks so good!\Wow! They have so many different kinds of staves and items!\But they're so expensive!\It's so different from our village.\Is that where the Wizard King is?\And probably the king, too.\So that means that'll be my castle someday.\You mean mine. response:	Don't worry. I'll let you live there, too.
context: Wow! They have so many different kinds of staves and items!\But they're so expensive!\It's so different from our village.\Is that where the Wizard King is?\And probably the king, too.\So that means that'll be my castle someday.\You mean mine.\Don't worry. I'll let you live there, too. response:	That's my line.
context: But they're so expensive!\It's so different from our village.\Is that where the Wizard King is?\And probably the king, too.\So that means that'll be my castle someday.\You mean mine.\Don't worry. I'll let you live there, too.\That's my line. response:	There, there. Don't cry. Let's hurry back and get ready to open up the shop.
context: It's so different from our village.\Is that where the Wizard King is?\And probably the king, too.\So that means that'll be my castle someday.\You mean mine.\Don't worry. I'll let you live there, too.\That's my line.\There, there. Don't cry. Let's hurry back and get ready to open up the shop. response:	Reminds me of everyone back at the church.
context: Is that where the Wizard King is?\And probably the king, too.\So that means that'll be my castle someday.\You mean mine.\Don't worry. I'll let you live there, too.\That's my line.\There, there. Don't cry. Let's hurry back and get ready to open up the shop.\Reminds me of everyone back at the church. response:	I'm sure Sister and the others are lonely now that I'm gone.
context: And probably the king, too.\So that means that'll be my castle someday.\You mean mine.\Don't worry. I'll let you live there, too.\That's my line.\There, there. Don't cry. Let's hurry back and get ready to open up the shop.\Reminds me of everyone back at the church.\I'm sure Sister and the others are lonely now that I'm gone. response:	Not a chance.
context: So that means that'll be my castle someday.\You mean mine.\Don't worry. I'll let you live there, too.\That's my line.\There, there. Don't cry. Let's hurry back and get ready to open up the shop.\Reminds me of everyone back at the church.\I'm sure Sister and the others are lonely now that I'm gone.\Not a chance. response:	Hey, Yuno!
context: You mean mine.\Don't worry. I'll let you live there, too.\That's my line.\There, there. Don't cry. Let's hurry back and get ready to open up the shop.\Reminds me of everyone back at the church.\I'm sure Sister and the others are lonely now that I'm gone.\Not a chance.\Hey, Yuno! response:	Hey!
context: Don't worry. I'll let you live there, too.\That's my line.\There, there. Don't cry. Let's hurry back and get ready to open up the shop.\Reminds me of everyone back at the church.\I'm sure Sister and the others are lonely now that I'm gone.\Not a chance.\Hey, Yuno!\Hey! response:	Ah, it's so nice and quiet. What a relief to have Asta gone.
context: That's my line.\There, there. Don't cry. Let's hurry back and get ready to open up the shop.\Reminds me of everyone back at the church.\I'm sure Sister and the others are lonely now that I'm gone.\Not a chance.\Hey, Yuno!\Hey!\Ah, it's so nice and quiet. What a relief to have Asta gone. response:	Oh, there you go again.
context: There, there. Don't cry. Let's hurry back and get ready to open up the shop.\Reminds me of everyone back at the church.\I'm sure Sister and the others are lonely now that I'm gone.\Not a chance.\Hey, Yuno!\Hey!\Ah, it's so nice and quiet. What a relief to have Asta gone.\Oh, there you go again. response:	I-I really mean it!
context: Reminds me of everyone back at the church.\I'm sure Sister and the others are lonely now that I'm gone.\Not a chance.\Hey, Yuno!\Hey!\Ah, it's so nice and quiet. What a relief to have Asta gone.\Oh, there you go again.\I-I really mean it! response:	They've probably reached the royal capital by now.
context: I'm sure Sister and the others are lonely now that I'm gone.\Not a chance.\Hey, Yuno!\Hey!\Ah, it's so nice and quiet. What a relief to have Asta gone.\Oh, there you go again.\I-I really mean it!\They've probably reached the royal capital by now. response:	I hope the Magic Knights Exam goes well.
context: Not a chance.\Hey, Yuno!\Hey!\Ah, it's so nice and quiet. What a relief to have Asta gone.\Oh, there you go again.\I-I really mean it!\They've probably reached the royal capital by now.\I hope the Magic Knights Exam goes well. response:	Me, too.
context: Hey, Yuno!\Hey!\Ah, it's so nice and quiet. What a relief to have Asta gone.\Oh, there you go again.\I-I really mean it!\They've probably reached the royal capital by now.\I hope the Magic Knights Exam goes well.\Me, too. response:	Huh?
context: Hey!\Ah, it's so nice and quiet. What a relief to have Asta gone.\Oh, there you go again.\I-I really mean it!\They've probably reached the royal capital by now.\I hope the Magic Knights Exam goes well.\Me, too.\Huh? response:	N-Nothing!
context: Ah, it's so nice and quiet. What a relief to have Asta gone.\Oh, there you go again.\I-I really mean it!\They've probably reached the royal capital by now.\I hope the Magic Knights Exam goes well.\Me, too.\Huh?\N-Nothing! response:	Asta, Yuno...
context: Oh, there you go again.\I-I really mean it!\They've probably reached the royal capital by now.\I hope the Magic Knights Exam goes well.\Me, too.\Huh?\N-Nothing!\Asta, Yuno... response:	Do your best.
context: I-I really mean it!\They've probably reached the royal capital by now.\I hope the Magic Knights Exam goes well.\Me, too.\Huh?\N-Nothing!\Asta, Yuno...\Do your best. response:	So where do they hold the Entrance Exam, anyway?
context: They've probably reached the royal capital by now.\I hope the Magic Knights Exam goes well.\Me, too.\Huh?\N-Nothing!\Asta, Yuno...\Do your best.\So where do they hold the Entrance Exam, anyway? response:	Probably over there.
context: I hope the Magic Knights Exam goes well.\Me, too.\Huh?\N-Nothing!\Asta, Yuno...\Do your best.\So where do they hold the Entrance Exam, anyway?\Probably over there. response:	What is that?
context: Me, too.\Huh?\N-Nothing!\Asta, Yuno...\Do your best.\So where do they hold the Entrance Exam, anyway?\Probably over there.\What is that? response:	Grilled purple snake. It was super cheap.
context: Huh?\N-Nothing!\Asta, Yuno...\Do your best.\So where do they hold the Entrance Exam, anyway?\Probably over there.\What is that?\Grilled purple snake. It was super cheap. response:	Anyone want some grilled purple snakes
context: N-Nothing!\Asta, Yuno...\Do your best.\So where do they hold the Entrance Exam, anyway?\Probably over there.\What is that?\Grilled purple snake. It was super cheap.\Anyone want some grilled purple snakes response:	that I just happened to catch somewhere or other?
context: Asta, Yuno...\Do your best.\So where do they hold the Entrance Exam, anyway?\Probably over there.\What is that?\Grilled purple snake. It was super cheap.\Anyone want some grilled purple snakes\that I just happened to catch somewhere or other? response:	Want some?
context: Do your best.\So where do they hold the Entrance Exam, anyway?\Probably over there.\What is that?\Grilled purple snake. It was super cheap.\Anyone want some grilled purple snakes\that I just happened to catch somewhere or other?\Want some? response:	No.
context: So where do they hold the Entrance Exam, anyway?\Probably over there.\What is that?\Grilled purple snake. It was super cheap.\Anyone want some grilled purple snakes\that I just happened to catch somewhere or other?\Want some?\No. response:	It's super nutritious and will give you lots of energy!
context: Probably over there.\What is that?\Grilled purple snake. It was super cheap.\Anyone want some grilled purple snakes\that I just happened to catch somewhere or other?\Want some?\No.\It's super nutritious and will give you lots of energy! response:	Not a chance. Let's go. This way.
context: What is that?\Grilled purple snake. It was super cheap.\Anyone want some grilled purple snakes\that I just happened to catch somewhere or other?\Want some?\No.\It's super nutritious and will give you lots of energy!\Not a chance. Let's go. This way. response:	Do your best on the exam!
context: Grilled purple snake. It was super cheap.\Anyone want some grilled purple snakes\that I just happened to catch somewhere or other?\Want some?\No.\It's super nutritious and will give you lots of energy!\Not a chance. Let's go. This way.\Do your best on the exam! response:	You are the Clover Kingdom's hope!
context: Anyone want some grilled purple snakes\that I just happened to catch somewhere or other?\Want some?\No.\It's super nutritious and will give you lots of energy!\Not a chance. Let's go. This way.\Do your best on the exam!\You are the Clover Kingdom's hope! response:	The future of the kingdom is in your hands!
context: that I just happened to catch somewhere or other?\Want some?\No.\It's super nutritious and will give you lots of energy!\Not a chance. Let's go. This way.\Do your best on the exam!\You are the Clover Kingdom's hope!\The future of the kingdom is in your hands! response:	Stay focused!
context: Want some?\No.\It's super nutritious and will give you lots of energy!\Not a chance. Let's go. This way.\Do your best on the exam!\You are the Clover Kingdom's hope!\The future of the kingdom is in your hands!\Stay focused! response:	I'll do my best!
