context: Water. response:	Earth.
context: Water.\Earth. response:	Fire.
context: Water.\Earth.\Fire. response:	Air.
context: Water.\Earth.\Fire.\Air. response:	Long ago, the four nations lived together in harmony.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony. response:	Then, everything changed when the Fire Nation attacked.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked. response:	Only the Avatar, master of all four elements, could stop them.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them. response:	But when the world needed him most, he vanished.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished. response:	A hundred years passed, and my brother and I discovered the new Avatar...
context: Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar... response:	And although his airbending skills are great.
context: Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great. response:	He has a lot to learn before he's ready to save anyone.
context: Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone. response:	But I believe Aang can save the world.
context: Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world. response:	I can't believe I lost him.
context: Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\I can't believe I lost him. response:	You did everything you could...
context: Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\I can't believe I lost him.\You did everything you could... response:	Zuko can't have gotten far. We'll find him. Aang's gonna be fine.
context: But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\I can't believe I lost him.\You did everything you could...\Zuko can't have gotten far. We'll find him. Aang's gonna be fine. response:	Okay.
context: A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\I can't believe I lost him.\You did everything you could...\Zuko can't have gotten far. We'll find him. Aang's gonna be fine.\Okay. response:	It's all right. You stay here, Momo, in case Aang comes back.
context: And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\I can't believe I lost him.\You did everything you could...\Zuko can't have gotten far. We'll find him. Aang's gonna be fine.\Okay.\It's all right. You stay here, Momo, in case Aang comes back. response:	Yip! Yip!
context: He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\I can't believe I lost him.\You did everything you could...\Zuko can't have gotten far. We'll find him. Aang's gonna be fine.\Okay.\It's all right. You stay here, Momo, in case Aang comes back.\Yip! Yip! response:	Hello? I'm sorry to disturb you,...
context: But I believe Aang can save the world.\I can't believe I lost him.\You did everything you could...\Zuko can't have gotten far. We'll find him. Aang's gonna be fine.\Okay.\It's all right. You stay here, Momo, in case Aang comes back.\Yip! Yip!\Hello? I'm sorry to disturb you,... response:	Go... away.
context: I can't believe I lost him.\You did everything you could...\Zuko can't have gotten far. We'll find him. Aang's gonna be fine.\Okay.\It's all right. You stay here, Momo, in case Aang comes back.\Yip! Yip!\Hello? I'm sorry to disturb you,...\Go... away. response:	You're still here?
context: You did everything you could...\Zuko can't have gotten far. We'll find him. Aang's gonna be fine.\Okay.\It's all right. You stay here, Momo, in case Aang comes back.\Yip! Yip!\Hello? I'm sorry to disturb you,...\Go... away.\You're still here? response:	Yes! I need...
context: Zuko can't have gotten far. We'll find him. Aang's gonna be fine.\Okay.\It's all right. You stay here, Momo, in case Aang comes back.\Yip! Yip!\Hello? I'm sorry to disturb you,...\Go... away.\You're still here?\Yes! I need... response:	Perhaps that thing will help you? Chase it!
context: Okay.\It's all right. You stay here, Momo, in case Aang comes back.\Yip! Yip!\Hello? I'm sorry to disturb you,...\Go... away.\You're still here?\Yes! I need...\Perhaps that thing will help you? Chase it! response:	Finally!
context: It's all right. You stay here, Momo, in case Aang comes back.\Yip! Yip!\Hello? I'm sorry to disturb you,...\Go... away.\You're still here?\Yes! I need...\Perhaps that thing will help you? Chase it!\Finally! response:	Come back!
context: Yip! Yip!\Hello? I'm sorry to disturb you,...\Go... away.\You're still here?\Yes! I need...\Perhaps that thing will help you? Chase it!\Finally!\Come back! response:	Hello, Aang.
context: Hello? I'm sorry to disturb you,...\Go... away.\You're still here?\Yes! I need...\Perhaps that thing will help you? Chase it!\Finally!\Come back!\Hello, Aang. response:	Roku!
context: Go... away.\You're still here?\Yes! I need...\Perhaps that thing will help you? Chase it!\Finally!\Come back!\Hello, Aang.\Roku! response:	Shelter!
context: You're still here?\Yes! I need...\Perhaps that thing will help you? Chase it!\Finally!\Come back!\Hello, Aang.\Roku!\Shelter! response:	Roku, the Water Tribe is under attack. I need to find the Ocean and Moon spirits!
context: Yes! I need...\Perhaps that thing will help you? Chase it!\Finally!\Come back!\Hello, Aang.\Roku!\Shelter!\Roku, the Water Tribe is under attack. I need to find the Ocean and Moon spirits! response:	The Ocean and the Moon are ancient spirits.
context: Perhaps that thing will help you? Chase it!\Finally!\Come back!\Hello, Aang.\Roku!\Shelter!\Roku, the Water Tribe is under attack. I need to find the Ocean and Moon spirits!\The Ocean and the Moon are ancient spirits. response:	They crossed over from the Spirit World to the Mortal World very near the beginning.
context: Finally!\Come back!\Hello, Aang.\Roku!\Shelter!\Roku, the Water Tribe is under attack. I need to find the Ocean and Moon spirits!\The Ocean and the Moon are ancient spirits.\They crossed over from the Spirit World to the Mortal World very near the beginning. response:	There is only one spirit I know of who is old enough to remember.
context: Come back!\Hello, Aang.\Roku!\Shelter!\Roku, the Water Tribe is under attack. I need to find the Ocean and Moon spirits!\The Ocean and the Moon are ancient spirits.\They crossed over from the Spirit World to the Mortal World very near the beginning.\There is only one spirit I know of who is old enough to remember. response:	Who?
context: Hello, Aang.\Roku!\Shelter!\Roku, the Water Tribe is under attack. I need to find the Ocean and Moon spirits!\The Ocean and the Moon are ancient spirits.\They crossed over from the Spirit World to the Mortal World very near the beginning.\There is only one spirit I know of who is old enough to remember.\Who? response:	The spirit's name is Koh. But he is very dangerous. They call him... the Face Stealer.
context: Roku!\Shelter!\Roku, the Water Tribe is under attack. I need to find the Ocean and Moon spirits!\The Ocean and the Moon are ancient spirits.\They crossed over from the Spirit World to the Mortal World very near the beginning.\There is only one spirit I know of who is old enough to remember.\Who?\The spirit's name is Koh. But he is very dangerous. They call him... the Face Stealer. response:	When you speak with him you must be very careful to show no emotion at all...
context: Shelter!\Roku, the Water Tribe is under attack. I need to find the Ocean and Moon spirits!\The Ocean and the Moon are ancient spirits.\They crossed over from the Spirit World to the Mortal World very near the beginning.\There is only one spirit I know of who is old enough to remember.\Who?\The spirit's name is Koh. But he is very dangerous. They call him... the Face Stealer.\When you speak with him you must be very careful to show no emotion at all... response:	I finally have you. But I can't get you home because of this blizzard.
context: Roku, the Water Tribe is under attack. I need to find the Ocean and Moon spirits!\The Ocean and the Moon are ancient spirits.\They crossed over from the Spirit World to the Mortal World very near the beginning.\There is only one spirit I know of who is old enough to remember.\Who?\The spirit's name is Koh. But he is very dangerous. They call him... the Face Stealer.\When you speak with him you must be very careful to show no emotion at all...\I finally have you. But I can't get you home because of this blizzard. response:	There's always something. Not that you would understand.
context: The Ocean and the Moon are ancient spirits.\They crossed over from the Spirit World to the Mortal World very near the beginning.\There is only one spirit I know of who is old enough to remember.\Who?\The spirit's name is Koh. But he is very dangerous. They call him... the Face Stealer.\When you speak with him you must be very careful to show no emotion at all...\I finally have you. But I can't get you home because of this blizzard.\There's always something. Not that you would understand. response:	You're like my sister. Everything always... came easy to her.
