context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	The Magic Knights Entrance Exam.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Magic Knights Entrance Exam. response:	Asta and Yuno were able to get through its grueling selection process.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Magic Knights Entrance Exam.\Asta and Yuno were able to get through its grueling selection process. response:	Wind Magic: Towering Tornado.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Magic Knights Entrance Exam.\Asta and Yuno were able to get through its grueling selection process.\Wind Magic: Towering Tornado. response:	Number 164.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Magic Knights Entrance Exam.\Asta and Yuno were able to get through its grueling selection process.\Wind Magic: Towering Tornado.\Number 164. response:	What?
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Magic Knights Entrance Exam.\Asta and Yuno were able to get through its grueling selection process.\Wind Magic: Towering Tornado.\Number 164.\What? response:	Seriously?
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Magic Knights Entrance Exam.\Asta and Yuno were able to get through its grueling selection process.\Wind Magic: Towering Tornado.\Number 164.\What?\Seriously? response:	All of the captains...
context: He was called the Wizard King, and he became a legend.\The Magic Knights Entrance Exam.\Asta and Yuno were able to get through its grueling selection process.\Wind Magic: Towering Tornado.\Number 164.\What?\Seriously?\All of the captains... response:	Please allow me to join the Golden Dawn.
context: The Magic Knights Entrance Exam.\Asta and Yuno were able to get through its grueling selection process.\Wind Magic: Towering Tornado.\Number 164.\What?\Seriously?\All of the captains...\Please allow me to join the Golden Dawn. response:	Number 165...
context: Asta and Yuno were able to get through its grueling selection process.\Wind Magic: Towering Tornado.\Number 164.\What?\Seriously?\All of the captains...\Please allow me to join the Golden Dawn.\Number 165... response:	No offers.
context: Wind Magic: Towering Tornado.\Number 164.\What?\Seriously?\All of the captains...\Please allow me to join the Golden Dawn.\Number 165...\No offers. response:	Well, that's no surprise.
context: Number 164.\What?\Seriously?\All of the captains...\Please allow me to join the Golden Dawn.\Number 165...\No offers.\Well, that's no surprise. response:	And since you have no magical powers, no one wants you.
context: What?\Seriously?\All of the captains...\Please allow me to join the Golden Dawn.\Number 165...\No offers.\Well, that's no surprise.\And since you have no magical powers, no one wants you. response:	I'm still going to become the Wizard King someday!
context: Seriously?\All of the captains...\Please allow me to join the Golden Dawn.\Number 165...\No offers.\Well, that's no surprise.\And since you have no magical powers, no one wants you.\I'm still going to become the Wizard King someday! response:	You're funny, kid.
context: All of the captains...\Please allow me to join the Golden Dawn.\Number 165...\No offers.\Well, that's no surprise.\And since you have no magical powers, no one wants you.\I'm still going to become the Wizard King someday!\You're funny, kid. response:	Join my squad.
context: Please allow me to join the Golden Dawn.\Number 165...\No offers.\Well, that's no surprise.\And since you have no magical powers, no one wants you.\I'm still going to become the Wizard King someday!\You're funny, kid.\Join my squad. response:	Both Asta and Yuno successfully joined
context: Number 165...\No offers.\Well, that's no surprise.\And since you have no magical powers, no one wants you.\I'm still going to become the Wizard King someday!\You're funny, kid.\Join my squad.\Both Asta and Yuno successfully joined response:	the Magic Knights and took their first steps toward becoming the Wizard King.
context: No offers.\Well, that's no surprise.\And since you have no magical powers, no one wants you.\I'm still going to become the Wizard King someday!\You're funny, kid.\Join my squad.\Both Asta and Yuno successfully joined\the Magic Knights and took their first steps toward becoming the Wizard King. response:	I'm Asta from Hage Village! I'll be joining the Black Bulls tod
context: Well, that's no surprise.\And since you have no magical powers, no one wants you.\I'm still going to become the Wizard King someday!\You're funny, kid.\Join my squad.\Both Asta and Yuno successfully joined\the Magic Knights and took their first steps toward becoming the Wizard King.\I'm Asta from Hage Village! I'll be joining the Black Bulls tod response:	Oh, dear...
context: And since you have no magical powers, no one wants you.\I'm still going to become the Wizard King someday!\You're funny, kid.\Join my squad.\Both Asta and Yuno successfully joined\the Magic Knights and took their first steps toward becoming the Wizard King.\I'm Asta from Hage Village! I'll be joining the Black Bulls tod\Oh, dear... response:	The Black Bulls
context: I'm still going to become the Wizard King someday!\You're funny, kid.\Join my squad.\Both Asta and Yuno successfully joined\the Magic Knights and took their first steps toward becoming the Wizard King.\I'm Asta from Hage Village! I'll be joining the Black Bulls tod\Oh, dear...\The Black Bulls response:	Grey words can't make anything happen
context: You're funny, kid.\Join my squad.\Both Asta and Yuno successfully joined\the Magic Knights and took their first steps toward becoming the Wizard King.\I'm Asta from Hage Village! I'll be joining the Black Bulls tod\Oh, dear...\The Black Bulls\Grey words can't make anything happen response:	I know, yeah I know
context: Join my squad.\Both Asta and Yuno successfully joined\the Magic Knights and took their first steps toward becoming the Wizard King.\I'm Asta from Hage Village! I'll be joining the Black Bulls tod\Oh, dear...\The Black Bulls\Grey words can't make anything happen\I know, yeah I know response:	Wishing to fly freely across the sky
context: Both Asta and Yuno successfully joined\the Magic Knights and took their first steps toward becoming the Wizard King.\I'm Asta from Hage Village! I'll be joining the Black Bulls tod\Oh, dear...\The Black Bulls\Grey words can't make anything happen\I know, yeah I know\Wishing to fly freely across the sky response:	I dreamed it all my life
context: the Magic Knights and took their first steps toward becoming the Wizard King.\I'm Asta from Hage Village! I'll be joining the Black Bulls tod\Oh, dear...\The Black Bulls\Grey words can't make anything happen\I know, yeah I know\Wishing to fly freely across the sky\I dreamed it all my life response:	Step by step I go, though it's a doubtful world
context: I'm Asta from Hage Village! I'll be joining the Black Bulls tod\Oh, dear...\The Black Bulls\Grey words can't make anything happen\I know, yeah I know\Wishing to fly freely across the sky\I dreamed it all my life\Step by step I go, though it's a doubtful world response:	Don't care how much I fall
context: Oh, dear...\The Black Bulls\Grey words can't make anything happen\I know, yeah I know\Wishing to fly freely across the sky\I dreamed it all my life\Step by step I go, though it's a doubtful world\Don't care how much I fall response:	Instinct is my guide, I never give up
context: The Black Bulls\Grey words can't make anything happen\I know, yeah I know\Wishing to fly freely across the sky\I dreamed it all my life\Step by step I go, though it's a doubtful world\Don't care how much I fall\Instinct is my guide, I never give up response:	To faraway future, I burst out running
context: Grey words can't make anything happen\I know, yeah I know\Wishing to fly freely across the sky\I dreamed it all my life\Step by step I go, though it's a doubtful world\Don't care how much I fall\Instinct is my guide, I never give up\To faraway future, I burst out running response:	Go beyond even the unseen fears
context: I know, yeah I know\Wishing to fly freely across the sky\I dreamed it all my life\Step by step I go, though it's a doubtful world\Don't care how much I fall\Instinct is my guide, I never give up\To faraway future, I burst out running\Go beyond even the unseen fears response:	The vision I had, so I can be myself
context: Wishing to fly freely across the sky\I dreamed it all my life\Step by step I go, though it's a doubtful world\Don't care how much I fall\Instinct is my guide, I never give up\To faraway future, I burst out running\Go beyond even the unseen fears\The vision I had, so I can be myself response:	Someday I will write the next page
context: I dreamed it all my life\Step by step I go, though it's a doubtful world\Don't care how much I fall\Instinct is my guide, I never give up\To faraway future, I burst out running\Go beyond even the unseen fears\The vision I had, so I can be myself\Someday I will write the next page response:	You are my hope
context: Step by step I go, though it's a doubtful world\Don't care how much I fall\Instinct is my guide, I never give up\To faraway future, I burst out running\Go beyond even the unseen fears\The vision I had, so I can be myself\Someday I will write the next page\You are my hope response:	Like that page from someday
context: Don't care how much I fall\Instinct is my guide, I never give up\To faraway future, I burst out running\Go beyond even the unseen fears\The vision I had, so I can be myself\Someday I will write the next page\You are my hope\Like that page from someday response:	I was able to meet you
context: Instinct is my guide, I never give up\To faraway future, I burst out running\Go beyond even the unseen fears\The vision I had, so I can be myself\Someday I will write the next page\You are my hope\Like that page from someday\I was able to meet you response:	I call this a miracle
context: To faraway future, I burst out running\Go beyond even the unseen fears\The vision I had, so I can be myself\Someday I will write the next page\You are my hope\Like that page from someday\I was able to meet you\I call this a miracle response:	So you're our new member this year?
context: Go beyond even the unseen fears\The vision I had, so I can be myself\Someday I will write the next page\You are my hope\Like that page from someday\I was able to meet you\I call this a miracle\So you're our new member this year? response:	What's your name?
context: The vision I had, so I can be myself\Someday I will write the next page\You are my hope\Like that page from someday\I was able to meet you\I call this a miracle\So you're our new member this year?\What's your name? response:	It's Yuno.
context: Someday I will write the next page\You are my hope\Like that page from someday\I was able to meet you\I call this a miracle\So you're our new member this year?\What's your name?\It's Yuno. response:	Hmph.
context: You are my hope\Like that page from someday\I was able to meet you\I call this a miracle\So you're our new member this year?\What's your name?\It's Yuno.\Hmph. response:	I'm Klaus Lunettes.
context: Like that page from someday\I was able to meet you\I call this a miracle\So you're our new member this year?\What's your name?\It's Yuno.\Hmph.\I'm Klaus Lunettes. response:	You're neither a royal nor a noble,
context: I was able to meet you\I call this a miracle\So you're our new member this year?\What's your name?\It's Yuno.\Hmph.\I'm Klaus Lunettes.\You're neither a royal nor a noble, response:	but a peasant from the boonies, and he let you join our squad.
context: I call this a miracle\So you're our new member this year?\What's your name?\It's Yuno.\Hmph.\I'm Klaus Lunettes.\You're neither a royal nor a noble,\but a peasant from the boonies, and he let you join our squad. response:	What in the world is Captain Vangeance thinking?
context: So you're our new member this year?\What's your name?\It's Yuno.\Hmph.\I'm Klaus Lunettes.\You're neither a royal nor a noble,\but a peasant from the boonies, and he let you join our squad.\What in the world is Captain Vangeance thinking? response:	Don't get a big head just because all the captains raised their hands
context: What's your name?\It's Yuno.\Hmph.\I'm Klaus Lunettes.\You're neither a royal nor a noble,\but a peasant from the boonies, and he let you join our squad.\What in the world is Captain Vangeance thinking?\Don't get a big head just because all the captains raised their hands response:	for you at the exam.
context: It's Yuno.\Hmph.\I'm Klaus Lunettes.\You're neither a royal nor a noble,\but a peasant from the boonies, and he let you join our squad.\What in the world is Captain Vangeance thinking?\Don't get a big head just because all the captains raised their hands\for you at the exam. response:	You won't be accepted as a member of the Golden Dawn that easily.
context: Hmph.\I'm Klaus Lunettes.\You're neither a royal nor a noble,\but a peasant from the boonies, and he let you join our squad.\What in the world is Captain Vangeance thinking?\Don't get a big head just because all the captains raised their hands\for you at the exam.\You won't be accepted as a member of the Golden Dawn that easily. response:	I'll see to it that you accept me soon.
context: I'm Klaus Lunettes.\You're neither a royal nor a noble,\but a peasant from the boonies, and he let you join our squad.\What in the world is Captain Vangeance thinking?\Don't get a big head just because all the captains raised their hands\for you at the exam.\You won't be accepted as a member of the Golden Dawn that easily.\I'll see to it that you accept me soon. response:	That's some mouth you have.
context: You're neither a royal nor a noble,\but a peasant from the boonies, and he let you join our squad.\What in the world is Captain Vangeance thinking?\Don't get a big head just because all the captains raised their hands\for you at the exam.\You won't be accepted as a member of the Golden Dawn that easily.\I'll see to it that you accept me soon.\That's some mouth you have. response:	I'm not done yet!
context: but a peasant from the boonies, and he let you join our squad.\What in the world is Captain Vangeance thinking?\Don't get a big head just because all the captains raised their hands\for you at the exam.\You won't be accepted as a member of the Golden Dawn that easily.\I'll see to it that you accept me soon.\That's some mouth you have.\I'm not done yet! response:	Now I'm pissed! You'd better be prepared!
context: What in the world is Captain Vangeance thinking?\Don't get a big head just because all the captains raised their hands\for you at the exam.\You won't be accepted as a member of the Golden Dawn that easily.\I'll see to it that you accept me soon.\That's some mouth you have.\I'm not done yet!\Now I'm pissed! You'd better be prepared! response:	I'm not... but let's do this!
context: Don't get a big head just because all the captains raised their hands\for you at the exam.\You won't be accepted as a member of the Golden Dawn that easily.\I'll see to it that you accept me soon.\That's some mouth you have.\I'm not done yet!\Now I'm pissed! You'd better be prepared!\I'm not... but let's do this! response:	Die!
context: for you at the exam.\You won't be accepted as a member of the Golden Dawn that easily.\I'll see to it that you accept me soon.\That's some mouth you have.\I'm not done yet!\Now I'm pissed! You'd better be prepared!\I'm not... but let's do this!\Die! response:	Whee!
context: You won't be accepted as a member of the Golden Dawn that easily.\I'll see to it that you accept me soon.\That's some mouth you have.\I'm not done yet!\Now I'm pissed! You'd better be prepared!\I'm not... but let's do this!\Die!\Whee! response:	What's all the ruckus?
context: I'll see to it that you accept me soon.\That's some mouth you have.\I'm not done yet!\Now I'm pissed! You'd better be prepared!\I'm not... but let's do this!\Die!\Whee!\What's all the ruckus? response:	Ugh, I drank way too much. My head hurts.
context: That's some mouth you have.\I'm not done yet!\Now I'm pissed! You'd better be prepared!\I'm not... but let's do this!\Die!\Whee!\What's all the ruckus?\Ugh, I drank way too much. My head hurts. response:	You're as adorable as an angel again today, my little sister Marie.
context: I'm not done yet!\Now I'm pissed! You'd better be prepared!\I'm not... but let's do this!\Die!\Whee!\What's all the ruckus?\Ugh, I drank way too much. My head hurts.\You're as adorable as an angel again today, my little sister Marie. response:	Keep it down, you morons!
context: Now I'm pissed! You'd better be prepared!\I'm not... but let's do this!\Die!\Whee!\What's all the ruckus?\Ugh, I drank way too much. My head hurts.\You're as adorable as an angel again today, my little sister Marie.\Keep it down, you morons! response:	I see they're at it again.
context: I'm not... but let's do this!\Die!\Whee!\What's all the ruckus?\Ugh, I drank way too much. My head hurts.\You're as adorable as an angel again today, my little sister Marie.\Keep it down, you morons!\I see they're at it again. response:	They're at it again.
context: Die!\Whee!\What's all the ruckus?\Ugh, I drank way too much. My head hurts.\You're as adorable as an angel again today, my little sister Marie.\Keep it down, you morons!\I see they're at it again.\They're at it again. response:	Hey, that's dangerous!
context: Whee!\What's all the ruckus?\Ugh, I drank way too much. My head hurts.\You're as adorable as an angel again today, my little sister Marie.\Keep it down, you morons!\I see they're at it again.\They're at it again.\Hey, that's dangerous! response:	They're scary...
context: What's all the ruckus?\Ugh, I drank way too much. My head hurts.\You're as adorable as an angel again today, my little sister Marie.\Keep it down, you morons!\I see they're at it again.\They're at it again.\Hey, that's dangerous!\They're scary... response:	B-But starting today, I'm also a member of the Black Bulls.
context: Ugh, I drank way too much. My head hurts.\You're as adorable as an angel again today, my little sister Marie.\Keep it down, you morons!\I see they're at it again.\They're at it again.\Hey, that's dangerous!\They're scary...\B-But starting today, I'm also a member of the Black Bulls. response:	I'm Asta from Hage Village! It's a pleasure to meet all of you!
context: You're as adorable as an angel again today, my little sister Marie.\Keep it down, you morons!\I see they're at it again.\They're at it again.\Hey, that's dangerous!\They're scary...\B-But starting today, I'm also a member of the Black Bulls.\I'm Asta from Hage Village! It's a pleasure to meet all of you! response:	I'm gonna be the Wizard King!
context: Keep it down, you morons!\I see they're at it again.\They're at it again.\Hey, that's dangerous!\They're scary...\B-But starting today, I'm also a member of the Black Bulls.\I'm Asta from Hage Village! It's a pleasure to meet all of you!\I'm gonna be the Wizard King! response:	That pudding you were saving sure was delicious.
context: I see they're at it again.\They're at it again.\Hey, that's dangerous!\They're scary...\B-But starting today, I'm also a member of the Black Bulls.\I'm Asta from Hage Village! It's a pleasure to meet all of you!\I'm gonna be the Wizard King!\That pudding you were saving sure was delicious. response:	That's going to be your last supper!
context: They're at it again.\Hey, that's dangerous!\They're scary...\B-But starting today, I'm also a member of the Black Bulls.\I'm Asta from Hage Village! It's a pleasure to meet all of you!\I'm gonna be the Wizard King!\That pudding you were saving sure was delicious.\That's going to be your last supper! response:	That's enough, you two!
context: Hey, that's dangerous!\They're scary...\B-But starting today, I'm also a member of the Black Bulls.\I'm Asta from Hage Village! It's a pleasure to meet all of you!\I'm gonna be the Wizard King!\That pudding you were saving sure was delicious.\That's going to be your last supper!\That's enough, you two! response:	What if this ruckus you curs are causing wakes up my little sister, you dumbasses?!
context: They're scary...\B-But starting today, I'm also a member of the Black Bulls.\I'm Asta from Hage Village! It's a pleasure to meet all of you!\I'm gonna be the Wizard King!\That pudding you were saving sure was delicious.\That's going to be your last supper!\That's enough, you two!\What if this ruckus you curs are causing wakes up my little sister, you dumbasses?! response:	Oh, shut up, sister lover!
context: B-But starting today, I'm also a member of the Black Bulls.\I'm Asta from Hage Village! It's a pleasure to meet all of you!\I'm gonna be the Wizard King!\That pudding you were saving sure was delicious.\That's going to be your last supper!\That's enough, you two!\What if this ruckus you curs are causing wakes up my little sister, you dumbasses?!\Oh, shut up, sister lover! response:	I remember up to when I started a drinking contest with some old guy.
context: I'm Asta from Hage Village! It's a pleasure to meet all of you!\I'm gonna be the Wizard King!\That pudding you were saving sure was delicious.\That's going to be your last supper!\That's enough, you two!\What if this ruckus you curs are causing wakes up my little sister, you dumbasses?!\Oh, shut up, sister lover!\I remember up to when I started a drinking contest with some old guy. response:	Thanks!
context: I'm gonna be the Wizard King!\That pudding you were saving sure was delicious.\That's going to be your last supper!\That's enough, you two!\What if this ruckus you curs are causing wakes up my little sister, you dumbasses?!\Oh, shut up, sister lover!\I remember up to when I started a drinking contest with some old guy.\Thanks! response:	They're not listening at all!
context: That pudding you were saving sure was delicious.\That's going to be your last supper!\That's enough, you two!\What if this ruckus you curs are causing wakes up my little sister, you dumbasses?!\Oh, shut up, sister lover!\I remember up to when I started a drinking contest with some old guy.\Thanks!\They're not listening at all! response:	This is for my pudding!
context: That's going to be your last supper!\That's enough, you two!\What if this ruckus you curs are causing wakes up my little sister, you dumbasses?!\Oh, shut up, sister lover!\I remember up to when I started a drinking contest with some old guy.\Thanks!\They're not listening at all!\This is for my pudding! response:	Would you guys shut up? You're not helping my headache!
context: That's enough, you two!\What if this ruckus you curs are causing wakes up my little sister, you dumbasses?!\Oh, shut up, sister lover!\I remember up to when I started a drinking contest with some old guy.\Thanks!\They're not listening at all!\This is for my pudding!\Would you guys shut up? You're not helping my headache! response:	Shut up, you booze-swilling hussy!
context: What if this ruckus you curs are causing wakes up my little sister, you dumbasses?!\Oh, shut up, sister lover!\I remember up to when I started a drinking contest with some old guy.\Thanks!\They're not listening at all!\This is for my pudding!\Would you guys shut up? You're not helping my headache!\Shut up, you booze-swilling hussy! response:	What'd you call me?!
context: Oh, shut up, sister lover!\I remember up to when I started a drinking contest with some old guy.\Thanks!\They're not listening at all!\This is for my pudding!\Would you guys shut up? You're not helping my headache!\Shut up, you booze-swilling hussy!\What'd you call me?! response:	You virgin delinquent!
context: I remember up to when I started a drinking contest with some old guy.\Thanks!\They're not listening at all!\This is for my pudding!\Would you guys shut up? You're not helping my headache!\Shut up, you booze-swilling hussy!\What'd you call me?!\You virgin delinquent! response:	Wh-Wh-Wh-Wh-Who're you calling a virgin delinquent?!
context: Thanks!\They're not listening at all!\This is for my pudding!\Would you guys shut up? You're not helping my headache!\Shut up, you booze-swilling hussy!\What'd you call me?!\You virgin delinquent!\Wh-Wh-Wh-Wh-Who're you calling a virgin delinquent?! response:	Uh-oh! If you look away, I'm going to kill you.
context: They're not listening at all!\This is for my pudding!\Would you guys shut up? You're not helping my headache!\Shut up, you booze-swilling hussy!\What'd you call me?!\You virgin delinquent!\Wh-Wh-Wh-Wh-Who're you calling a virgin delinquent?!\Uh-oh! If you look away, I'm going to kill you. response:	Just try and kill me!
context: This is for my pudding!\Would you guys shut up? You're not helping my headache!\Shut up, you booze-swilling hussy!\What'd you call me?!\You virgin delinquent!\Wh-Wh-Wh-Wh-Who're you calling a virgin delinquent?!\Uh-oh! If you look away, I'm going to kill you.\Just try and kill me! response:	I told you guys to shut up!
context: Would you guys shut up? You're not helping my headache!\Shut up, you booze-swilling hussy!\What'd you call me?!\You virgin delinquent!\Wh-Wh-Wh-Wh-Who're you calling a virgin delinquent?!\Uh-oh! If you look away, I'm going to kill you.\Just try and kill me!\I told you guys to shut up! response:	In the name of my angelic sister, Marie, I will kill you all!
context: Shut up, you booze-swilling hussy!\What'd you call me?!\You virgin delinquent!\Wh-Wh-Wh-Wh-Who're you calling a virgin delinquent?!\Uh-oh! If you look away, I'm going to kill you.\Just try and kill me!\I told you guys to shut up!\In the name of my angelic sister, Marie, I will kill you all! response:	All of you...
context: What'd you call me?!\You virgin delinquent!\Wh-Wh-Wh-Wh-Who're you calling a virgin delinquent?!\Uh-oh! If you look away, I'm going to kill you.\Just try and kill me!\I told you guys to shut up!\In the name of my angelic sister, Marie, I will kill you all!\All of you... response:	Stop breaking everything!
context: You virgin delinquent!\Wh-Wh-Wh-Wh-Who're you calling a virgin delinquent?!\Uh-oh! If you look away, I'm going to kill you.\Just try and kill me!\I told you guys to shut up!\In the name of my angelic sister, Marie, I will kill you all!\All of you...\Stop breaking everything! response:	Yet he just destroyed the wall!
context: Wh-Wh-Wh-Wh-Who're you calling a virgin delinquent?!\Uh-oh! If you look away, I'm going to kill you.\Just try and kill me!\I told you guys to shut up!\In the name of my angelic sister, Marie, I will kill you all!\All of you...\Stop breaking everything!\Yet he just destroyed the wall! response:	Captain!
context: Uh-oh! If you look away, I'm going to kill you.\Just try and kill me!\I told you guys to shut up!\In the name of my angelic sister, Marie, I will kill you all!\All of you...\Stop breaking everything!\Yet he just destroyed the wall!\Captain! response:	Thanks for all your hard work, Mister Yami!
context: Just try and kill me!\I told you guys to shut up!\In the name of my angelic sister, Marie, I will kill you all!\All of you...\Stop breaking everything!\Yet he just destroyed the wall!\Captain!\Thanks for all your hard work, Mister Yami! response:	Captain, this is really good. I'll give you half. I'm giving you half!
