context: nakushita yakusoku wa hoshi ni response:	Send the lost promises to the stars
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars response:	omoide wa tokenai
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai response:	My memories won't fade away
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away response:	yotsuba no clover sagashinagara kimi no kao
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao response:	I steal a glance at you as we look for four-leaf clovers,
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers, response:	chirari nusumi mite wa me o sorasu
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu response:	But then divert my eyes
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes response:	yasashii ame wa furu watashitachi no ue ni
context: Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni response:	The gentle rain falls above our heads
context: omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads response:	surechigau hito no kazu dake dramatic ni naru no
context: My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no response:	as it becomes as dramatic as the number of people passing by
context: yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by response:	kowareta taisetsu na mono to
context: I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to response:	I wonder if we'll ever be able to
context: chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to response:	itsuka mata aeru hi ga kurukashira
context: But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira response:	reunite with those precious things that were broken
context: yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken response:	nokoshita kizuato ga kienai
context: The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai response:	The scars that were left behind won't go away
context: surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away response:	sorezore no basho made
context: as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made response:	Now we must depart
context: kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart response:	mou ikanakucha
context: I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha response:	To our own separate ways
context: itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways response:	8 more days until the Hamabi Festival
context: reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\8 more days until the Hamabi Festival response:	Melt the wax from inside with the torch.
context: nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\8 more days until the Hamabi Festival\Melt the wax from inside with the torch. response:	It cracked again.
context: The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\8 more days until the Hamabi Festival\Melt the wax from inside with the torch.\It cracked again. response:	Shuu-chan, how in the world should I...?
context: sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\8 more days until the Hamabi Festival\Melt the wax from inside with the torch.\It cracked again.\Shuu-chan, how in the world should I...? response:	Keeping the strength and speed the same, slide it down slowly like this.
context: Now we must depart\mou ikanakucha\To our own separate ways\8 more days until the Hamabi Festival\Melt the wax from inside with the torch.\It cracked again.\Shuu-chan, how in the world should I...?\Keeping the strength and speed the same, slide it down slowly like this. response:	Get it?
context: mou ikanakucha\To our own separate ways\8 more days until the Hamabi Festival\Melt the wax from inside with the torch.\It cracked again.\Shuu-chan, how in the world should I...?\Keeping the strength and speed the same, slide it down slowly like this.\Get it? response:	The monthly magazine The Handbook of Art?
context: To our own separate ways\8 more days until the Hamabi Festival\Melt the wax from inside with the torch.\It cracked again.\Shuu-chan, how in the world should I...?\Keeping the strength and speed the same, slide it down slowly like this.\Get it?\The monthly magazine The Handbook of Art? response:	That's right. It's a special edition on school festivals.
context: 8 more days until the Hamabi Festival\Melt the wax from inside with the torch.\It cracked again.\Shuu-chan, how in the world should I...?\Keeping the strength and speed the same, slide it down slowly like this.\Get it?\The monthly magazine The Handbook of Art?\That's right. It's a special edition on school festivals. response:	I've been asked to include your work in it again this year, Hanamoto-kun.
context: Melt the wax from inside with the torch.\It cracked again.\Shuu-chan, how in the world should I...?\Keeping the strength and speed the same, slide it down slowly like this.\Get it?\The monthly magazine The Handbook of Art?\That's right. It's a special edition on school festivals.\I've been asked to include your work in it again this year, Hanamoto-kun. response:	But that doesn't mean you should feel pressured.
context: It cracked again.\Shuu-chan, how in the world should I...?\Keeping the strength and speed the same, slide it down slowly like this.\Get it?\The monthly magazine The Handbook of Art?\That's right. It's a special edition on school festivals.\I've been asked to include your work in it again this year, Hanamoto-kun.\But that doesn't mean you should feel pressured. response:	Just relax and do what you always do.
context: Shuu-chan, how in the world should I...?\Keeping the strength and speed the same, slide it down slowly like this.\Get it?\The monthly magazine The Handbook of Art?\That's right. It's a special edition on school festivals.\I've been asked to include your work in it again this year, Hanamoto-kun.\But that doesn't mean you should feel pressured.\Just relax and do what you always do. response:	Okay? Just as you always do.
context: Keeping the strength and speed the same, slide it down slowly like this.\Get it?\The monthly magazine The Handbook of Art?\That's right. It's a special edition on school festivals.\I've been asked to include your work in it again this year, Hanamoto-kun.\But that doesn't mean you should feel pressured.\Just relax and do what you always do.\Okay? Just as you always do. response:	Shuu-chan...
context: Get it?\The monthly magazine The Handbook of Art?\That's right. It's a special edition on school festivals.\I've been asked to include your work in it again this year, Hanamoto-kun.\But that doesn't mean you should feel pressured.\Just relax and do what you always do.\Okay? Just as you always do.\Shuu-chan... response:	It's all right. I just have to do it like I always do.
context: The monthly magazine The Handbook of Art?\That's right. It's a special edition on school festivals.\I've been asked to include your work in it again this year, Hanamoto-kun.\But that doesn't mean you should feel pressured.\Just relax and do what you always do.\Okay? Just as you always do.\Shuu-chan...\It's all right. I just have to do it like I always do. response:	One more time... Just like always... Just like always...
context: That's right. It's a special edition on school festivals.\I've been asked to include your work in it again this year, Hanamoto-kun.\But that doesn't mean you should feel pressured.\Just relax and do what you always do.\Okay? Just as you always do.\Shuu-chan...\It's all right. I just have to do it like I always do.\One more time... Just like always... Just like always... response:	Well then, I'll take the trash out.
context: I've been asked to include your work in it again this year, Hanamoto-kun.\But that doesn't mean you should feel pressured.\Just relax and do what you always do.\Okay? Just as you always do.\Shuu-chan...\It's all right. I just have to do it like I always do.\One more time... Just like always... Just like always...\Well then, I'll take the trash out. response:	And I'll wash all the washrags, so please throw them all in the basket.
context: But that doesn't mean you should feel pressured.\Just relax and do what you always do.\Okay? Just as you always do.\Shuu-chan...\It's all right. I just have to do it like I always do.\One more time... Just like always... Just like always...\Well then, I'll take the trash out.\And I'll wash all the washrags, so please throw them all in the basket. response:	Oh, thank you, Yamada-kun!
context: Just relax and do what you always do.\Okay? Just as you always do.\Shuu-chan...\It's all right. I just have to do it like I always do.\One more time... Just like always... Just like always...\Well then, I'll take the trash out.\And I'll wash all the washrags, so please throw them all in the basket.\Oh, thank you, Yamada-kun! response:	Wow, it's cold!
context: Okay? Just as you always do.\Shuu-chan...\It's all right. I just have to do it like I always do.\One more time... Just like always... Just like always...\Well then, I'll take the trash out.\And I'll wash all the washrags, so please throw them all in the basket.\Oh, thank you, Yamada-kun!\Wow, it's cold! response:	As to be expected during the school festival everyone's working late.
context: Shuu-chan...\It's all right. I just have to do it like I always do.\One more time... Just like always... Just like always...\Well then, I'll take the trash out.\And I'll wash all the washrags, so please throw them all in the basket.\Oh, thank you, Yamada-kun!\Wow, it's cold!\As to be expected during the school festival everyone's working late. response:	Amidst the faint scent of the fragrant olives, an orange flame lights up.
context: It's all right. I just have to do it like I always do.\One more time... Just like always... Just like always...\Well then, I'll take the trash out.\And I'll wash all the washrags, so please throw them all in the basket.\Oh, thank you, Yamada-kun!\Wow, it's cold!\As to be expected during the school festival everyone's working late.\Amidst the faint scent of the fragrant olives, an orange flame lights up. response:	It's already the fifth time I'm seeing it.
context: One more time... Just like always... Just like always...\Well then, I'll take the trash out.\And I'll wash all the washrags, so please throw them all in the basket.\Oh, thank you, Yamada-kun!\Wow, it's cold!\As to be expected during the school festival everyone's working late.\Amidst the faint scent of the fragrant olives, an orange flame lights up.\It's already the fifth time I'm seeing it. response:	Until last year, he was somewhere around these lights.
context: Well then, I'll take the trash out.\And I'll wash all the washrags, so please throw them all in the basket.\Oh, thank you, Yamada-kun!\Wow, it's cold!\As to be expected during the school festival everyone's working late.\Amidst the faint scent of the fragrant olives, an orange flame lights up.\It's already the fifth time I'm seeing it.\Until last year, he was somewhere around these lights. response:	Sign: Hamabi Festival
context: And I'll wash all the washrags, so please throw them all in the basket.\Oh, thank you, Yamada-kun!\Wow, it's cold!\As to be expected during the school festival everyone's working late.\Amidst the faint scent of the fragrant olives, an orange flame lights up.\It's already the fifth time I'm seeing it.\Until last year, he was somewhere around these lights.\Sign: Hamabi Festival response:	I would make errands for myself and repeatedly walk by places where I might see him.
context: Oh, thank you, Yamada-kun!\Wow, it's cold!\As to be expected during the school festival everyone's working late.\Amidst the faint scent of the fragrant olives, an orange flame lights up.\It's already the fifth time I'm seeing it.\Until last year, he was somewhere around these lights.\Sign: Hamabi Festival\I would make errands for myself and repeatedly walk by places where I might see him. response:	I just wanted to see a little bit of him.
context: Wow, it's cold!\As to be expected during the school festival everyone's working late.\Amidst the faint scent of the fragrant olives, an orange flame lights up.\It's already the fifth time I'm seeing it.\Until last year, he was somewhere around these lights.\Sign: Hamabi Festival\I would make errands for myself and repeatedly walk by places where I might see him.\I just wanted to see a little bit of him. response:	I hoped to just hear his voice.
context: As to be expected during the school festival everyone's working late.\Amidst the faint scent of the fragrant olives, an orange flame lights up.\It's already the fifth time I'm seeing it.\Until last year, he was somewhere around these lights.\Sign: Hamabi Festival\I would make errands for myself and repeatedly walk by places where I might see him.\I just wanted to see a little bit of him.\I hoped to just hear his voice. response:	Is Hagu-chan here?
context: Amidst the faint scent of the fragrant olives, an orange flame lights up.\It's already the fifth time I'm seeing it.\Until last year, he was somewhere around these lights.\Sign: Hamabi Festival\I would make errands for myself and repeatedly walk by places where I might see him.\I just wanted to see a little bit of him.\I hoped to just hear his voice.\Is Hagu-chan here? response:	Hey, Yamada. It's been a while.
context: It's already the fifth time I'm seeing it.\Until last year, he was somewhere around these lights.\Sign: Hamabi Festival\I would make errands for myself and repeatedly walk by places where I might see him.\I just wanted to see a little bit of him.\I hoped to just hear his voice.\Is Hagu-chan here?\Hey, Yamada. It's been a while. response:	W-Why are you here?
context: Until last year, he was somewhere around these lights.\Sign: Hamabi Festival\I would make errands for myself and repeatedly walk by places where I might see him.\I just wanted to see a little bit of him.\I hoped to just hear his voice.\Is Hagu-chan here?\Hey, Yamada. It's been a while.\W-Why are you here? response:	Why?
context: Sign: Hamabi Festival\I would make errands for myself and repeatedly walk by places where I might see him.\I just wanted to see a little bit of him.\I hoped to just hear his voice.\Is Hagu-chan here?\Hey, Yamada. It's been a while.\W-Why are you here?\Why? response:	Well, I thought I'd visit before the school festival.
context: I would make errands for myself and repeatedly walk by places where I might see him.\I just wanted to see a little bit of him.\I hoped to just hear his voice.\Is Hagu-chan here?\Hey, Yamada. It's been a while.\W-Why are you here?\Why?\Well, I thought I'd visit before the school festival. response:	Look, Ayu! Roll cakes and steamed bread!
context: I just wanted to see a little bit of him.\I hoped to just hear his voice.\Is Hagu-chan here?\Hey, Yamada. It's been a while.\W-Why are you here?\Why?\Well, I thought I'd visit before the school festival.\Look, Ayu! Roll cakes and steamed bread! response:	The chocolate one is mine!
context: I hoped to just hear his voice.\Is Hagu-chan here?\Hey, Yamada. It's been a while.\W-Why are you here?\Why?\Well, I thought I'd visit before the school festival.\Look, Ayu! Roll cakes and steamed bread!\The chocolate one is mine! response:	Cute...
context: Is Hagu-chan here?\Hey, Yamada. It's been a while.\W-Why are you here?\Why?\Well, I thought I'd visit before the school festival.\Look, Ayu! Roll cakes and steamed bread!\The chocolate one is mine!\Cute... response:	Thief!
context: Hey, Yamada. It's been a while.\W-Why are you here?\Why?\Well, I thought I'd visit before the school festival.\Look, Ayu! Roll cakes and steamed bread!\The chocolate one is mine!\Cute...\Thief! response:	Hey, you two, don't fight!
context: W-Why are you here?\Why?\Well, I thought I'd visit before the school festival.\Look, Ayu! Roll cakes and steamed bread!\The chocolate one is mine!\Cute...\Thief!\Hey, you two, don't fight! response:	What? You glutton!
