context: Mom... Mom... response:	Miss Rize...
context: Mom... Mom...\Miss Rize... response:	Long time no see, Kaneki.
context: Mom... Mom...\Miss Rize...\Long time no see, Kaneki. response:	What happened? You've been through the wringer, haven't you?
context: Mom... Mom...\Miss Rize...\Long time no see, Kaneki.\What happened? You've been through the wringer, haven't you? response:	That's hilarious.
context: Mom... Mom...\Miss Rize...\Long time no see, Kaneki.\What happened? You've been through the wringer, haven't you?\That's hilarious. response:	The master is here.
context: Mom... Mom...\Miss Rize...\Long time no see, Kaneki.\What happened? You've been through the wringer, haven't you?\That's hilarious.\The master is here. response:	How far did you count?
context: Mom... Mom...\Miss Rize...\Long time no see, Kaneki.\What happened? You've been through the wringer, haven't you?\That's hilarious.\The master is here.\How far did you count? response:	Five hundred... fifty... nine...
context: Mom... Mom...\Miss Rize...\Long time no see, Kaneki.\What happened? You've been through the wringer, haven't you?\That's hilarious.\The master is here.\How far did you count?\Five hundred... fifty... nine... response:	-Five hundred... fifty... two... -I want to fill this bucket.
context: Miss Rize...\Long time no see, Kaneki.\What happened? You've been through the wringer, haven't you?\That's hilarious.\The master is here.\How far did you count?\Five hundred... fifty... nine...\-Five hundred... fifty... two... -I want to fill this bucket. response:	-Five hundred... thirty... -Yamori ordered me to count out loud backward by sevens from one thousand.
context: Long time no see, Kaneki.\What happened? You've been through the wringer, haven't you?\That's hilarious.\The master is here.\How far did you count?\Five hundred... fifty... nine...\-Five hundred... fifty... two... -I want to fill this bucket.\-Five hundred... thirty... -Yamori ordered me to count out loud backward by sevens from one thousand. response:	-eight... -This instruction, which I didn't understand at first,
context: What happened? You've been through the wringer, haven't you?\That's hilarious.\The master is here.\How far did you count?\Five hundred... fifty... nine...\-Five hundred... fifty... two... -I want to fill this bucket.\-Five hundred... thirty... -Yamori ordered me to count out loud backward by sevens from one thousand.\-eight... -This instruction, which I didn't understand at first, response:	-is something I now realize was to keep me as sane as possible.
context: That's hilarious.\The master is here.\How far did you count?\Five hundred... fifty... nine...\-Five hundred... fifty... two... -I want to fill this bucket.\-Five hundred... thirty... -Yamori ordered me to count out loud backward by sevens from one thousand.\-eight... -This instruction, which I didn't understand at first,\-is something I now realize was to keep me as sane as possible. response:	-Five hundred... thirty... one... -is something I now realize was to keep me as sane as possible.
context: The master is here.\How far did you count?\Five hundred... fifty... nine...\-Five hundred... fifty... two... -I want to fill this bucket.\-Five hundred... thirty... -Yamori ordered me to count out loud backward by sevens from one thousand.\-eight... -This instruction, which I didn't understand at first,\-is something I now realize was to keep me as sane as possible.\-Five hundred... thirty... one... -is something I now realize was to keep me as sane as possible. response:	-I was clinging to these numbers.
context: How far did you count?\Five hundred... fifty... nine...\-Five hundred... fifty... two... -I want to fill this bucket.\-Five hundred... thirty... -Yamori ordered me to count out loud backward by sevens from one thousand.\-eight... -This instruction, which I didn't understand at first,\-is something I now realize was to keep me as sane as possible.\-Five hundred... thirty... one... -is something I now realize was to keep me as sane as possible.\-I was clinging to these numbers. response:	-Five hundred... -I was clinging to these numbers.
context: Five hundred... fifty... nine...\-Five hundred... fifty... two... -I want to fill this bucket.\-Five hundred... thirty... -Yamori ordered me to count out loud backward by sevens from one thousand.\-eight... -This instruction, which I didn't understand at first,\-is something I now realize was to keep me as sane as possible.\-Five hundred... thirty... one... -is something I now realize was to keep me as sane as possible.\-I was clinging to these numbers.\-Five hundred... -I was clinging to these numbers. response:	-twenty... four... -Meanwhile, Yamori took my hands and feet...
context: -Five hundred... fifty... two... -I want to fill this bucket.\-Five hundred... thirty... -Yamori ordered me to count out loud backward by sevens from one thousand.\-eight... -This instruction, which I didn't understand at first,\-is something I now realize was to keep me as sane as possible.\-Five hundred... thirty... one... -is something I now realize was to keep me as sane as possible.\-I was clinging to these numbers.\-Five hundred... -I was clinging to these numbers.\-twenty... four... -Meanwhile, Yamori took my hands and feet... response:	again and again, and again, and again,
context: -Five hundred... thirty... -Yamori ordered me to count out loud backward by sevens from one thousand.\-eight... -This instruction, which I didn't understand at first,\-is something I now realize was to keep me as sane as possible.\-Five hundred... thirty... one... -is something I now realize was to keep me as sane as possible.\-I was clinging to these numbers.\-Five hundred... -I was clinging to these numbers.\-twenty... four... -Meanwhile, Yamori took my hands and feet...\again and again, and again, and again, response:	and again, and again, and again, and again, and again, and again,
context: -eight... -This instruction, which I didn't understand at first,\-is something I now realize was to keep me as sane as possible.\-Five hundred... thirty... one... -is something I now realize was to keep me as sane as possible.\-I was clinging to these numbers.\-Five hundred... -I was clinging to these numbers.\-twenty... four... -Meanwhile, Yamori took my hands and feet...\again and again, and again, and again,\and again, and again, and again, and again, and again, and again, response:	and AGAIN...
context: -is something I now realize was to keep me as sane as possible.\-Five hundred... thirty... one... -is something I now realize was to keep me as sane as possible.\-I was clinging to these numbers.\-Five hundred... -I was clinging to these numbers.\-twenty... four... -Meanwhile, Yamori took my hands and feet...\again and again, and again, and again,\and again, and again, and again, and again, and again, and again,\and AGAIN... response:	-Five hundred... -and again...
context: -Five hundred... thirty... one... -is something I now realize was to keep me as sane as possible.\-I was clinging to these numbers.\-Five hundred... -I was clinging to these numbers.\-twenty... four... -Meanwhile, Yamori took my hands and feet...\again and again, and again, and again,\and again, and again, and again, and again, and again, and again,\and AGAIN...\-Five hundred... -and again... response:	-ten... -Every time my fingers and toes grew back in,
context: -I was clinging to these numbers.\-Five hundred... -I was clinging to these numbers.\-twenty... four... -Meanwhile, Yamori took my hands and feet...\again and again, and again, and again,\and again, and again, and again, and again, and again, and again,\and AGAIN...\-Five hundred... -and again...\-ten... -Every time my fingers and toes grew back in, response:	-Five hundred... -I knew that I had become a monster.
context: -Five hundred... -I was clinging to these numbers.\-twenty... four... -Meanwhile, Yamori took my hands and feet...\again and again, and again, and again,\and again, and again, and again, and again, and again, and again,\and AGAIN...\-Five hundred... -and again...\-ten... -Every time my fingers and toes grew back in,\-Five hundred... -I knew that I had become a monster. response:	-three... -I knew that I had become a monster.
context: -twenty... four... -Meanwhile, Yamori took my hands and feet...\again and again, and again, and again,\and again, and again, and again, and again, and again, and again,\and AGAIN...\-Five hundred... -and again...\-ten... -Every time my fingers and toes grew back in,\-Five hundred... -I knew that I had become a monster.\-three... -I knew that I had become a monster. response:	Good morning.
context: again and again, and again, and again,\and again, and again, and again, and again, and again, and again,\and AGAIN...\-Five hundred... -and again...\-ten... -Every time my fingers and toes grew back in,\-Five hundred... -I knew that I had become a monster.\-three... -I knew that I had become a monster.\Good morning. response:	Miss Rize? You're alive?
context: and again, and again, and again, and again, and again, and again,\and AGAIN...\-Five hundred... -and again...\-ten... -Every time my fingers and toes grew back in,\-Five hundred... -I knew that I had become a monster.\-three... -I knew that I had become a monster.\Good morning.\Miss Rize? You're alive? response:	It doesn't really matter, does it?
context: and AGAIN...\-Five hundred... -and again...\-ten... -Every time my fingers and toes grew back in,\-Five hundred... -I knew that I had become a monster.\-three... -I knew that I had become a monster.\Good morning.\Miss Rize? You're alive?\It doesn't really matter, does it? response:	Tell me, Kaneki, what kind of person was your mother?
context: -Five hundred... -and again...\-ten... -Every time my fingers and toes grew back in,\-Five hundred... -I knew that I had become a monster.\-three... -I knew that I had become a monster.\Good morning.\Miss Rize? You're alive?\It doesn't really matter, does it?\Tell me, Kaneki, what kind of person was your mother? response:	You said Mom a moment ago.
context: -ten... -Every time my fingers and toes grew back in,\-Five hundred... -I knew that I had become a monster.\-three... -I knew that I had become a monster.\Good morning.\Miss Rize? You're alive?\It doesn't really matter, does it?\Tell me, Kaneki, what kind of person was your mother?\You said Mom a moment ago. response:	Is that her?
context: -Five hundred... -I knew that I had become a monster.\-three... -I knew that I had become a monster.\Good morning.\Miss Rize? You're alive?\It doesn't really matter, does it?\Tell me, Kaneki, what kind of person was your mother?\You said Mom a moment ago.\Is that her? response:	I'm home!
context: -three... -I knew that I had become a monster.\Good morning.\Miss Rize? You're alive?\It doesn't really matter, does it?\Tell me, Kaneki, what kind of person was your mother?\You said Mom a moment ago.\Is that her?\I'm home! response:	Is that you, Kaneki?
context: Good morning.\Miss Rize? You're alive?\It doesn't really matter, does it?\Tell me, Kaneki, what kind of person was your mother?\You said Mom a moment ago.\Is that her?\I'm home!\Is that you, Kaneki? response:	Hey, Mom...
context: Miss Rize? You're alive?\It doesn't really matter, does it?\Tell me, Kaneki, what kind of person was your mother?\You said Mom a moment ago.\Is that her?\I'm home!\Is that you, Kaneki?\Hey, Mom... response:	-You're adorable, aren't you? What are you doing?
context: It doesn't really matter, does it?\Tell me, Kaneki, what kind of person was your mother?\You said Mom a moment ago.\Is that her?\I'm home!\Is that you, Kaneki?\Hey, Mom...\-You're adorable, aren't you? What are you doing? response:	-How do you read this word? -You're adorable, aren't you? What are you doing?
context: Tell me, Kaneki, what kind of person was your mother?\You said Mom a moment ago.\Is that her?\I'm home!\Is that you, Kaneki?\Hey, Mom...\-You're adorable, aren't you? What are you doing?\-How do you read this word? -You're adorable, aren't you? What are you doing? response:	She would always take each kanji that I couldn't read,
context: You said Mom a moment ago.\Is that her?\I'm home!\Is that you, Kaneki?\Hey, Mom...\-You're adorable, aren't you? What are you doing?\-How do you read this word? -You're adorable, aren't you? What are you doing?\She would always take each kanji that I couldn't read, response:	and carefully write down the pronunciation next to it for me.
context: Is that her?\I'm home!\Is that you, Kaneki?\Hey, Mom...\-You're adorable, aren't you? What are you doing?\-How do you read this word? -You're adorable, aren't you? What are you doing?\She would always take each kanji that I couldn't read,\and carefully write down the pronunciation next to it for me. response:	Where is your mother going?
context: I'm home!\Is that you, Kaneki?\Hey, Mom...\-You're adorable, aren't you? What are you doing?\-How do you read this word? -You're adorable, aren't you? What are you doing?\She would always take each kanji that I couldn't read,\and carefully write down the pronunciation next to it for me.\Where is your mother going? response:	To work.
context: Is that you, Kaneki?\Hey, Mom...\-You're adorable, aren't you? What are you doing?\-How do you read this word? -You're adorable, aren't you? What are you doing?\She would always take each kanji that I couldn't read,\and carefully write down the pronunciation next to it for me.\Where is your mother going?\To work. response:	Where is this?
context: Hey, Mom...\-You're adorable, aren't you? What are you doing?\-How do you read this word? -You're adorable, aren't you? What are you doing?\She would always take each kanji that I couldn't read,\and carefully write down the pronunciation next to it for me.\Where is your mother going?\To work.\Where is this? response:	My dad's reading room.
context: -You're adorable, aren't you? What are you doing?\-How do you read this word? -You're adorable, aren't you? What are you doing?\She would always take each kanji that I couldn't read,\and carefully write down the pronunciation next to it for me.\Where is your mother going?\To work.\Where is this?\My dad's reading room. response:	What was he like?
context: -How do you read this word? -You're adorable, aren't you? What are you doing?\She would always take each kanji that I couldn't read,\and carefully write down the pronunciation next to it for me.\Where is your mother going?\To work.\Where is this?\My dad's reading room.\What was he like? response:	I don't know. He died before I can remember.
context: She would always take each kanji that I couldn't read,\and carefully write down the pronunciation next to it for me.\Where is your mother going?\To work.\Where is this?\My dad's reading room.\What was he like?\I don't know. He died before I can remember. response:	I just know that I came to love reading because of the books
context: and carefully write down the pronunciation next to it for me.\Where is your mother going?\To work.\Where is this?\My dad's reading room.\What was he like?\I don't know. He died before I can remember.\I just know that I came to love reading because of the books response:	that my dad left behind.
context: Where is your mother going?\To work.\Where is this?\My dad's reading room.\What was he like?\I don't know. He died before I can remember.\I just know that I came to love reading because of the books\that my dad left behind. response:	Weren't you lonesome, all by yourself?
context: To work.\Where is this?\My dad's reading room.\What was he like?\I don't know. He died before I can remember.\I just know that I came to love reading because of the books\that my dad left behind.\Weren't you lonesome, all by yourself? response:	Mm-mm. I had my dad's books, and my mom was very nice to me.
context: Where is this?\My dad's reading room.\What was he like?\I don't know. He died before I can remember.\I just know that I came to love reading because of the books\that my dad left behind.\Weren't you lonesome, all by yourself?\Mm-mm. I had my dad's books, and my mom was very nice to me. response:	She really was a terrific person.
context: My dad's reading room.\What was he like?\I don't know. He died before I can remember.\I just know that I came to love reading because of the books\that my dad left behind.\Weren't you lonesome, all by yourself?\Mm-mm. I had my dad's books, and my mom was very nice to me.\She really was a terrific person. response:	She went to work, and did all the housework,
context: What was he like?\I don't know. He died before I can remember.\I just know that I came to love reading because of the books\that my dad left behind.\Weren't you lonesome, all by yourself?\Mm-mm. I had my dad's books, and my mom was very nice to me.\She really was a terrific person.\She went to work, and did all the housework, response:	and never once scowled, or caused anyone any trouble,
context: I don't know. He died before I can remember.\I just know that I came to love reading because of the books\that my dad left behind.\Weren't you lonesome, all by yourself?\Mm-mm. I had my dad's books, and my mom was very nice to me.\She really was a terrific person.\She went to work, and did all the housework,\and never once scowled, or caused anyone any trouble, response:	and treated everyone equally kindly.
context: I just know that I came to love reading because of the books\that my dad left behind.\Weren't you lonesome, all by yourself?\Mm-mm. I had my dad's books, and my mom was very nice to me.\She really was a terrific person.\She went to work, and did all the housework,\and never once scowled, or caused anyone any trouble,\and treated everyone equally kindly. response:	My mom was my pride.
context: that my dad left behind.\Weren't you lonesome, all by yourself?\Mm-mm. I had my dad's books, and my mom was very nice to me.\She really was a terrific person.\She went to work, and did all the housework,\and never once scowled, or caused anyone any trouble,\and treated everyone equally kindly.\My mom was my pride. response:	Ken... it's okay to feel loss.
context: Weren't you lonesome, all by yourself?\Mm-mm. I had my dad's books, and my mom was very nice to me.\She really was a terrific person.\She went to work, and did all the housework,\and never once scowled, or caused anyone any trouble,\and treated everyone equally kindly.\My mom was my pride.\Ken... it's okay to feel loss. response:	Nice boys like you can be happy with just that.
context: Mm-mm. I had my dad's books, and my mom was very nice to me.\She really was a terrific person.\She went to work, and did all the housework,\and never once scowled, or caused anyone any trouble,\and treated everyone equally kindly.\My mom was my pride.\Ken... it's okay to feel loss.\Nice boys like you can be happy with just that. response:	Mm-hmm.
context: She really was a terrific person.\She went to work, and did all the housework,\and never once scowled, or caused anyone any trouble,\and treated everyone equally kindly.\My mom was my pride.\Ken... it's okay to feel loss.\Nice boys like you can be happy with just that.\Mm-hmm. response:	It's better to be hurt than to hurt others.
context: She went to work, and did all the housework,\and never once scowled, or caused anyone any trouble,\and treated everyone equally kindly.\My mom was my pride.\Ken... it's okay to feel loss.\Nice boys like you can be happy with just that.\Mm-hmm.\It's better to be hurt than to hurt others. response:	Nice people can be happy with just that.
context: and never once scowled, or caused anyone any trouble,\and treated everyone equally kindly.\My mom was my pride.\Ken... it's okay to feel loss.\Nice boys like you can be happy with just that.\Mm-hmm.\It's better to be hurt than to hurt others.\Nice people can be happy with just that. response:	That's what she taught me.
context: and treated everyone equally kindly.\My mom was my pride.\Ken... it's okay to feel loss.\Nice boys like you can be happy with just that.\Mm-hmm.\It's better to be hurt than to hurt others.\Nice people can be happy with just that.\That's what she taught me. response:	She was very nice and wonderful, huh?
context: My mom was my pride.\Ken... it's okay to feel loss.\Nice boys like you can be happy with just that.\Mm-hmm.\It's better to be hurt than to hurt others.\Nice people can be happy with just that.\That's what she taught me.\She was very nice and wonderful, huh? response:	Which is why you're going through all this.
context: Ken... it's okay to feel loss.\Nice boys like you can be happy with just that.\Mm-hmm.\It's better to be hurt than to hurt others.\Nice people can be happy with just that.\That's what she taught me.\She was very nice and wonderful, huh?\Which is why you're going through all this. response:	Kaneki, you're a fine one.
context: Nice boys like you can be happy with just that.\Mm-hmm.\It's better to be hurt than to hurt others.\Nice people can be happy with just that.\That's what she taught me.\She was very nice and wonderful, huh?\Which is why you're going through all this.\Kaneki, you're a fine one. response:	Do you know why I'm so particular... toward you?
context: Mm-hmm.\It's better to be hurt than to hurt others.\Nice people can be happy with just that.\That's what she taught me.\She was very nice and wonderful, huh?\Which is why you're going through all this.\Kaneki, you're a fine one.\Do you know why I'm so particular... toward you? response:	I don't know if you realize this or not,
context: It's better to be hurt than to hurt others.\Nice people can be happy with just that.\That's what she taught me.\She was very nice and wonderful, huh?\Which is why you're going through all this.\Kaneki, you're a fine one.\Do you know why I'm so particular... toward you?\I don't know if you realize this or not, response:	but your regenerative powers are extraordinary.
context: Nice people can be happy with just that.\That's what she taught me.\She was very nice and wonderful, huh?\Which is why you're going through all this.\Kaneki, you're a fine one.\Do you know why I'm so particular... toward you?\I don't know if you realize this or not,\but your regenerative powers are extraordinary. response:	All thanks to Kanou's experiment.
context: That's what she taught me.\She was very nice and wonderful, huh?\Which is why you're going through all this.\Kaneki, you're a fine one.\Do you know why I'm so particular... toward you?\I don't know if you realize this or not,\but your regenerative powers are extraordinary.\All thanks to Kanou's experiment. response:	He made you a ghoul using Rize.
context: She was very nice and wonderful, huh?\Which is why you're going through all this.\Kaneki, you're a fine one.\Do you know why I'm so particular... toward you?\I don't know if you realize this or not,\but your regenerative powers are extraordinary.\All thanks to Kanou's experiment.\He made you a ghoul using Rize. response:	One eye. Rize's scent. I'm talking about you, Kaneki.
context: Which is why you're going through all this.\Kaneki, you're a fine one.\Do you know why I'm so particular... toward you?\I don't know if you realize this or not,\but your regenerative powers are extraordinary.\All thanks to Kanou's experiment.\He made you a ghoul using Rize.\One eye. Rize's scent. I'm talking about you, Kaneki. response:	Do you know about the Chinese red-headed centipede?
context: Kaneki, you're a fine one.\Do you know why I'm so particular... toward you?\I don't know if you realize this or not,\but your regenerative powers are extraordinary.\All thanks to Kanou's experiment.\He made you a ghoul using Rize.\One eye. Rize's scent. I'm talking about you, Kaneki.\Do you know about the Chinese red-headed centipede? response:	I want to put this in your ear.
context: Do you know why I'm so particular... toward you?\I don't know if you realize this or not,\but your regenerative powers are extraordinary.\All thanks to Kanou's experiment.\He made you a ghoul using Rize.\One eye. Rize's scent. I'm talking about you, Kaneki.\Do you know about the Chinese red-headed centipede?\I want to put this in your ear. response:	You don't mind, do you?
context: I don't know if you realize this or not,\but your regenerative powers are extraordinary.\All thanks to Kanou's experiment.\He made you a ghoul using Rize.\One eye. Rize's scent. I'm talking about you, Kaneki.\Do you know about the Chinese red-headed centipede?\I want to put this in your ear.\You don't mind, do you? response:	N-No... Don't... Please... I beg you... No...! No...!
context: but your regenerative powers are extraordinary.\All thanks to Kanou's experiment.\He made you a ghoul using Rize.\One eye. Rize's scent. I'm talking about you, Kaneki.\Do you know about the Chinese red-headed centipede?\I want to put this in your ear.\You don't mind, do you?\N-No... Don't... Please... I beg you... No...! No...! response:	Don't! Don't!
context: All thanks to Kanou's experiment.\He made you a ghoul using Rize.\One eye. Rize's scent. I'm talking about you, Kaneki.\Do you know about the Chinese red-headed centipede?\I want to put this in your ear.\You don't mind, do you?\N-No... Don't... Please... I beg you... No...! No...!\Don't! Don't! response:	Oh, no! How fascinating!
context: He made you a ghoul using Rize.\One eye. Rize's scent. I'm talking about you, Kaneki.\Do you know about the Chinese red-headed centipede?\I want to put this in your ear.\You don't mind, do you?\N-No... Don't... Please... I beg you... No...! No...!\Don't! Don't!\Oh, no! How fascinating! response:	I want to kill you! I want to eat you!
context: One eye. Rize's scent. I'm talking about you, Kaneki.\Do you know about the Chinese red-headed centipede?\I want to put this in your ear.\You don't mind, do you?\N-No... Don't... Please... I beg you... No...! No...!\Don't! Don't!\Oh, no! How fascinating!\I want to kill you! I want to eat you! response:	Wanna kill you! Wanna kill you! Wanna kill you!
context: Do you know about the Chinese red-headed centipede?\I want to put this in your ear.\You don't mind, do you?\N-No... Don't... Please... I beg you... No...! No...!\Don't! Don't!\Oh, no! How fascinating!\I want to kill you! I want to eat you!\Wanna kill you! Wanna kill you! Wanna kill you! response:	Is it okay if I kill you now? Can I eat you now?
context: I want to put this in your ear.\You don't mind, do you?\N-No... Don't... Please... I beg you... No...! No...!\Don't! Don't!\Oh, no! How fascinating!\I want to kill you! I want to eat you!\Wanna kill you! Wanna kill you! Wanna kill you!\Is it okay if I kill you now? Can I eat you now? response:	You want me to kill you?!
context: You don't mind, do you?\N-No... Don't... Please... I beg you... No...! No...!\Don't! Don't!\Oh, no! How fascinating!\I want to kill you! I want to eat you!\Wanna kill you! Wanna kill you! Wanna kill you!\Is it okay if I kill you now? Can I eat you now?\You want me to kill you?! response:	You want me to eat you?!
context: N-No... Don't... Please... I beg you... No...! No...!\Don't! Don't!\Oh, no! How fascinating!\I want to kill you! I want to eat you!\Wanna kill you! Wanna kill you! Wanna kill you!\Is it okay if I kill you now? Can I eat you now?\You want me to kill you?!\You want me to eat you?! response:	Kill me... Kill me... Please, kill me...
context: Don't! Don't!\Oh, no! How fascinating!\I want to kill you! I want to eat you!\Wanna kill you! Wanna kill you! Wanna kill you!\Is it okay if I kill you now? Can I eat you now?\You want me to kill you?!\You want me to eat you?!\Kill me... Kill me... Please, kill me... response:	It's better to be hurt than to hurt others.
context: Oh, no! How fascinating!\I want to kill you! I want to eat you!\Wanna kill you! Wanna kill you! Wanna kill you!\Is it okay if I kill you now? Can I eat you now?\You want me to kill you?!\You want me to eat you?!\Kill me... Kill me... Please, kill me...\It's better to be hurt than to hurt others. response:	Have you really lived your life believing that?
context: I want to kill you! I want to eat you!\Wanna kill you! Wanna kill you! Wanna kill you!\Is it okay if I kill you now? Can I eat you now?\You want me to kill you?!\You want me to eat you?!\Kill me... Kill me... Please, kill me...\It's better to be hurt than to hurt others.\Have you really lived your life believing that? response:	That's what my mom taught me. So I...
context: Wanna kill you! Wanna kill you! Wanna kill you!\Is it okay if I kill you now? Can I eat you now?\You want me to kill you?!\You want me to eat you?!\Kill me... Kill me... Please, kill me...\It's better to be hurt than to hurt others.\Have you really lived your life believing that?\That's what my mom taught me. So I... response:	You obeyed what she told you to do. What is that?
context: Is it okay if I kill you now? Can I eat you now?\You want me to kill you?!\You want me to eat you?!\Kill me... Kill me... Please, kill me...\It's better to be hurt than to hurt others.\Have you really lived your life believing that?\That's what my mom taught me. So I...\You obeyed what she told you to do. What is that? response:	How dull.
context: You want me to kill you?!\You want me to eat you?!\Kill me... Kill me... Please, kill me...\It's better to be hurt than to hurt others.\Have you really lived your life believing that?\That's what my mom taught me. So I...\You obeyed what she told you to do. What is that?\How dull. response:	Don't you want him to go to hell?
context: You want me to eat you?!\Kill me... Kill me... Please, kill me...\It's better to be hurt than to hurt others.\Have you really lived your life believing that?\That's what my mom taught me. So I...\You obeyed what she told you to do. What is that?\How dull.\Don't you want him to go to hell? response:	Are you sure your mother was as nice and wonderful as you think?
context: Kill me... Kill me... Please, kill me...\It's better to be hurt than to hurt others.\Have you really lived your life believing that?\That's what my mom taught me. So I...\You obeyed what she told you to do. What is that?\How dull.\Don't you want him to go to hell?\Are you sure your mother was as nice and wonderful as you think? response:	What's that, there?
context: It's better to be hurt than to hurt others.\Have you really lived your life believing that?\That's what my mom taught me. So I...\You obeyed what she told you to do. What is that?\How dull.\Don't you want him to go to hell?\Are you sure your mother was as nice and wonderful as you think?\What's that, there? response:	An allowance.
context: Have you really lived your life believing that?\That's what my mom taught me. So I...\You obeyed what she told you to do. What is that?\How dull.\Don't you want him to go to hell?\Are you sure your mother was as nice and wonderful as you think?\What's that, there?\An allowance. response:	To whom?
context: That's what my mom taught me. So I...\You obeyed what she told you to do. What is that?\How dull.\Don't you want him to go to hell?\Are you sure your mother was as nice and wonderful as you think?\What's that, there?\An allowance.\To whom? response:	My mom's sister.
context: You obeyed what she told you to do. What is that?\How dull.\Don't you want him to go to hell?\Are you sure your mother was as nice and wonderful as you think?\What's that, there?\An allowance.\To whom?\My mom's sister. response:	She would always say she's struggling financially,
context: How dull.\Don't you want him to go to hell?\Are you sure your mother was as nice and wonderful as you think?\What's that, there?\An allowance.\To whom?\My mom's sister.\She would always say she's struggling financially, response:	and ask my mom for money.
context: Don't you want him to go to hell?\Are you sure your mother was as nice and wonderful as you think?\What's that, there?\An allowance.\To whom?\My mom's sister.\She would always say she's struggling financially,\and ask my mom for money. response:	Part-time work during the day, garbage collection by night,
context: Are you sure your mother was as nice and wonderful as you think?\What's that, there?\An allowance.\To whom?\My mom's sister.\She would always say she's struggling financially,\and ask my mom for money.\Part-time work during the day, garbage collection by night, response:	and work at home during her free time. Mom never stopped working.
context: What's that, there?\An allowance.\To whom?\My mom's sister.\She would always say she's struggling financially,\and ask my mom for money.\Part-time work during the day, garbage collection by night,\and work at home during her free time. Mom never stopped working. response:	Mom? Are you okay?
context: An allowance.\To whom?\My mom's sister.\She would always say she's struggling financially,\and ask my mom for money.\Part-time work during the day, garbage collection by night,\and work at home during her free time. Mom never stopped working.\Mom? Are you okay? response:	I'm fine.
context: To whom?\My mom's sister.\She would always say she's struggling financially,\and ask my mom for money.\Part-time work during the day, garbage collection by night,\and work at home during her free time. Mom never stopped working.\Mom? Are you okay?\I'm fine. response:	And then?
context: My mom's sister.\She would always say she's struggling financially,\and ask my mom for money.\Part-time work during the day, garbage collection by night,\and work at home during her free time. Mom never stopped working.\Mom? Are you okay?\I'm fine.\And then? response:	And then...
