context: I had lost my way during my journey. response:	Only my soul was wandering, while I stood still.
context: I had lost my way during my journey.\Only my soul was wandering, while I stood still. response:	But right now, I'm walking to a distant place.
context: I had lost my way during my journey.\Only my soul was wandering, while I stood still.\But right now, I'm walking to a distant place. response:	That's right, ever since I met you on this road.
context: I had lost my way during my journey.\Only my soul was wandering, while I stood still.\But right now, I'm walking to a distant place.\That's right, ever since I met you on this road. response:	The travellers witnessed the song, the forbidden song,
context: I had lost my way during my journey.\Only my soul was wandering, while I stood still.\But right now, I'm walking to a distant place.\That's right, ever since I met you on this road.\The travellers witnessed the song, the forbidden song, response:	And I became attached to it as I heard it alone with you.
context: I had lost my way during my journey.\Only my soul was wandering, while I stood still.\But right now, I'm walking to a distant place.\That's right, ever since I met you on this road.\The travellers witnessed the song, the forbidden song,\And I became attached to it as I heard it alone with you. response:	If the world I saw in my dreams exists somewhere,
context: I had lost my way during my journey.\Only my soul was wandering, while I stood still.\But right now, I'm walking to a distant place.\That's right, ever since I met you on this road.\The travellers witnessed the song, the forbidden song,\And I became attached to it as I heard it alone with you.\If the world I saw in my dreams exists somewhere, response:	Let's go search for it, beyond the winds.
context: I had lost my way during my journey.\Only my soul was wandering, while I stood still.\But right now, I'm walking to a distant place.\That's right, ever since I met you on this road.\The travellers witnessed the song, the forbidden song,\And I became attached to it as I heard it alone with you.\If the world I saw in my dreams exists somewhere,\Let's go search for it, beyond the winds. response:	Whether it's a freezing dawn,
context: Only my soul was wandering, while I stood still.\But right now, I'm walking to a distant place.\That's right, ever since I met you on this road.\The travellers witnessed the song, the forbidden song,\And I became attached to it as I heard it alone with you.\If the world I saw in my dreams exists somewhere,\Let's go search for it, beyond the winds.\Whether it's a freezing dawn, response:	A dry midday,
context: But right now, I'm walking to a distant place.\That's right, ever since I met you on this road.\The travellers witnessed the song, the forbidden song,\And I became attached to it as I heard it alone with you.\If the world I saw in my dreams exists somewhere,\Let's go search for it, beyond the winds.\Whether it's a freezing dawn,\A dry midday, response:	A shivering night,
context: That's right, ever since I met you on this road.\The travellers witnessed the song, the forbidden song,\And I became attached to it as I heard it alone with you.\If the world I saw in my dreams exists somewhere,\Let's go search for it, beyond the winds.\Whether it's a freezing dawn,\A dry midday,\A shivering night, response:	or the ends of the Earth, let's go and see it.
context: The travellers witnessed the song, the forbidden song,\And I became attached to it as I heard it alone with you.\If the world I saw in my dreams exists somewhere,\Let's go search for it, beyond the winds.\Whether it's a freezing dawn,\A dry midday,\A shivering night,\or the ends of the Earth, let's go and see it. response:	Wolf and Lovers Quarrel
context: And I became attached to it as I heard it alone with you.\If the world I saw in my dreams exists somewhere,\Let's go search for it, beyond the winds.\Whether it's a freezing dawn,\A dry midday,\A shivering night,\or the ends of the Earth, let's go and see it.\Wolf and Lovers Quarrel response:	T-The wolf?!
context: If the world I saw in my dreams exists somewhere,\Let's go search for it, beyond the winds.\Whether it's a freezing dawn,\A dry midday,\A shivering night,\or the ends of the Earth, let's go and see it.\Wolf and Lovers Quarrel\T-The wolf?! response:	If that's true, then this is a threat from the Medioh Company.
context: Let's go search for it, beyond the winds.\Whether it's a freezing dawn,\A dry midday,\A shivering night,\or the ends of the Earth, let's go and see it.\Wolf and Lovers Quarrel\T-The wolf?!\If that's true, then this is a threat from the Medioh Company. response:	They're telling us to stay put until the dealings are complete,
context: Whether it's a freezing dawn,\A dry midday,\A shivering night,\or the ends of the Earth, let's go and see it.\Wolf and Lovers Quarrel\T-The wolf?!\If that's true, then this is a threat from the Medioh Company.\They're telling us to stay put until the dealings are complete, response:	or else they'll take her to the church.
context: A dry midday,\A shivering night,\or the ends of the Earth, let's go and see it.\Wolf and Lovers Quarrel\T-The wolf?!\If that's true, then this is a threat from the Medioh Company.\They're telling us to stay put until the dealings are complete,\or else they'll take her to the church. response:	However, there's no guarantee that they won't take her there when they're done.
context: A shivering night,\or the ends of the Earth, let's go and see it.\Wolf and Lovers Quarrel\T-The wolf?!\If that's true, then this is a threat from the Medioh Company.\They're telling us to stay put until the dealings are complete,\or else they'll take her to the church.\However, there's no guarantee that they won't take her there when they're done. response:	And on top of that, we have already invested greatly in the weakening Thoreni silver coins.
context: or the ends of the Earth, let's go and see it.\Wolf and Lovers Quarrel\T-The wolf?!\If that's true, then this is a threat from the Medioh Company.\They're telling us to stay put until the dealings are complete,\or else they'll take her to the church.\However, there's no guarantee that they won't take her there when they're done.\And on top of that, we have already invested greatly in the weakening Thoreni silver coins. response:	We'll be at a serious loss if we drop out now.
context: Wolf and Lovers Quarrel\T-The wolf?!\If that's true, then this is a threat from the Medioh Company.\They're telling us to stay put until the dealings are complete,\or else they'll take her to the church.\However, there's no guarantee that they won't take her there when they're done.\And on top of that, we have already invested greatly in the weakening Thoreni silver coins.\We'll be at a serious loss if we drop out now. response:	We have to make the first move!
context: T-The wolf?!\If that's true, then this is a threat from the Medioh Company.\They're telling us to stay put until the dealings are complete,\or else they'll take her to the church.\However, there's no guarantee that they won't take her there when they're done.\And on top of that, we have already invested greatly in the weakening Thoreni silver coins.\We'll be at a serious loss if we drop out now.\We have to make the first move! response:	Let us rescue your companion, and have you go into hiding.
context: If that's true, then this is a threat from the Medioh Company.\They're telling us to stay put until the dealings are complete,\or else they'll take her to the church.\However, there's no guarantee that they won't take her there when they're done.\And on top of that, we have already invested greatly in the weakening Thoreni silver coins.\We'll be at a serious loss if we drop out now.\We have to make the first move!\Let us rescue your companion, and have you go into hiding. response:	If the church steps in and prosecutes us,
context: They're telling us to stay put until the dealings are complete,\or else they'll take her to the church.\However, there's no guarantee that they won't take her there when they're done.\And on top of that, we have already invested greatly in the weakening Thoreni silver coins.\We'll be at a serious loss if we drop out now.\We have to make the first move!\Let us rescue your companion, and have you go into hiding.\If the church steps in and prosecutes us, response:	we cannot do anything but act like docile sheep.
context: or else they'll take her to the church.\However, there's no guarantee that they won't take her there when they're done.\And on top of that, we have already invested greatly in the weakening Thoreni silver coins.\We'll be at a serious loss if we drop out now.\We have to make the first move!\Let us rescue your companion, and have you go into hiding.\If the church steps in and prosecutes us,\we cannot do anything but act like docile sheep. response:	You cannot hide as long as you remain in this city.
context: However, there's no guarantee that they won't take her there when they're done.\And on top of that, we have already invested greatly in the weakening Thoreni silver coins.\We'll be at a serious loss if we drop out now.\We have to make the first move!\Let us rescue your companion, and have you go into hiding.\If the church steps in and prosecutes us,\we cannot do anything but act like docile sheep.\You cannot hide as long as you remain in this city. response:	Then I'll escape with her outside the city!
context: And on top of that, we have already invested greatly in the weakening Thoreni silver coins.\We'll be at a serious loss if we drop out now.\We have to make the first move!\Let us rescue your companion, and have you go into hiding.\If the church steps in and prosecutes us,\we cannot do anything but act like docile sheep.\You cannot hide as long as you remain in this city.\Then I'll escape with her outside the city! response:	Unless you're really lucky, you'll be captured.
context: We'll be at a serious loss if we drop out now.\We have to make the first move!\Let us rescue your companion, and have you go into hiding.\If the church steps in and prosecutes us,\we cannot do anything but act like docile sheep.\You cannot hide as long as you remain in this city.\Then I'll escape with her outside the city!\Unless you're really lucky, you'll be captured. response:	You may be prosecuted even if you take her to a different city.
