context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	Vetto of the Third Eye, a part of the organization known as
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Vetto of the Third Eye, a part of the organization known as response:	the Eye of the Midnight Sun that seeks to destroy the Clover Kingdom,
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Vetto of the Third Eye, a part of the organization known as\the Eye of the Midnight Sun that seeks to destroy the Clover Kingdom, response:	infiltrated the Underwater Temple.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Vetto of the Third Eye, a part of the organization known as\the Eye of the Midnight Sun that seeks to destroy the Clover Kingdom,\infiltrated the Underwater Temple. response:	His power was so great that Asta and the others fell to him, one after another.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Vetto of the Third Eye, a part of the organization known as\the Eye of the Midnight Sun that seeks to destroy the Clover Kingdom,\infiltrated the Underwater Temple.\His power was so great that Asta and the others fell to him, one after another. response:	Kahono!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Vetto of the Third Eye, a part of the organization known as\the Eye of the Midnight Sun that seeks to destroy the Clover Kingdom,\infiltrated the Underwater Temple.\His power was so great that Asta and the others fell to him, one after another.\Kahono! response:	Let her go!
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Vetto of the Third Eye, a part of the organization known as\the Eye of the Midnight Sun that seeks to destroy the Clover Kingdom,\infiltrated the Underwater Temple.\His power was so great that Asta and the others fell to him, one after another.\Kahono!\Let her go! response:	But Noelle diligently faced off with Vetto
context: He was called the Wizard King, and he became a legend.\Vetto of the Third Eye, a part of the organization known as\the Eye of the Midnight Sun that seeks to destroy the Clover Kingdom,\infiltrated the Underwater Temple.\His power was so great that Asta and the others fell to him, one after another.\Kahono!\Let her go!\But Noelle diligently faced off with Vetto response:	in order to protect her friends!
context: Vetto of the Third Eye, a part of the organization known as\the Eye of the Midnight Sun that seeks to destroy the Clover Kingdom,\infiltrated the Underwater Temple.\His power was so great that Asta and the others fell to him, one after another.\Kahono!\Let her go!\But Noelle diligently faced off with Vetto\in order to protect her friends! response:	I'm Noelle Silva of the Black Bulls!
context: the Eye of the Midnight Sun that seeks to destroy the Clover Kingdom,\infiltrated the Underwater Temple.\His power was so great that Asta and the others fell to him, one after another.\Kahono!\Let her go!\But Noelle diligently faced off with Vetto\in order to protect her friends!\I'm Noelle Silva of the Black Bulls! response:	How dare you hurt my friends and comrades?!
