context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	Asta visited Nean, the town where Rebecca and her siblings lived,
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Asta visited Nean, the town where Rebecca and her siblings lived, response:	but it turned out to be where Gauche's beloved little sister Marie lived, as well.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Asta visited Nean, the town where Rebecca and her siblings lived,\but it turned out to be where Gauche's beloved little sister Marie lived, as well. response:	All right! Are you read
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Asta visited Nean, the town where Rebecca and her siblings lived,\but it turned out to be where Gauche's beloved little sister Marie lived, as well.\All right! Are you read response:	Huh? What?
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Asta visited Nean, the town where Rebecca and her siblings lived,\but it turned out to be where Gauche's beloved little sister Marie lived, as well.\All right! Are you read\Huh? What? response:	Get away from her this instant, you trash!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Asta visited Nean, the town where Rebecca and her siblings lived,\but it turned out to be where Gauche's beloved little sister Marie lived, as well.\All right! Are you read\Huh? What?\Get away from her this instant, you trash! response:	That night, a certain incident struck Nean.
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Asta visited Nean, the town where Rebecca and her siblings lived,\but it turned out to be where Gauche's beloved little sister Marie lived, as well.\All right! Are you read\Huh? What?\Get away from her this instant, you trash!\That night, a certain incident struck Nean. response:	Die, Asta.
context: He was called the Wizard King, and he became a legend.\Asta visited Nean, the town where Rebecca and her siblings lived,\but it turned out to be where Gauche's beloved little sister Marie lived, as well.\All right! Are you read\Huh? What?\Get away from her this instant, you trash!\That night, a certain incident struck Nean.\Die, Asta. response:	That's not even your house!
context: Asta visited Nean, the town where Rebecca and her siblings lived,\but it turned out to be where Gauche's beloved little sister Marie lived, as well.\All right! Are you read\Huh? What?\Get away from her this instant, you trash!\That night, a certain incident struck Nean.\Die, Asta.\That's not even your house! response:	Snow? When did it pile up so much?
