context: Piercing through the Macro sky, response:	a thunderbolt strikes the Earth
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth response:	To awaken us, the young mankind,
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind, response:	the Light struck
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck response:	Macross! Macross!
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross! response:	The brave youths who arise
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise response:	and fight to protect their loved ones
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones response:	Will set out on their journey as the war rages on.
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on. response:	Will you love me tomorrow?
context: a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow? response:	Slicing through the darkness they fly toward
context: To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward response:	That blue planet that shines in the distance
context: the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance response:	Macross! Macross!
context: Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross! response:	Macross!
context: The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross! response:	Major Focker has died in battle.
context: and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\Major Focker has died in battle. response:	The shock of this has pierced the hearts of Claudia and those around her,
context: Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\Major Focker has died in battle.\The shock of this has pierced the hearts of Claudia and those around her, response:	including Hikaru Ichijo, whose injuries prevented him from participating in the battle.
context: Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\Major Focker has died in battle.\The shock of this has pierced the hearts of Claudia and those around her,\including Hikaru Ichijo, whose injuries prevented him from participating in the battle. response:	BURST POINT
context: Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\Major Focker has died in battle.\The shock of this has pierced the hearts of Claudia and those around her,\including Hikaru Ichijo, whose injuries prevented him from participating in the battle.\BURST POINT response:	Captain Global!
context: That blue planet that shines in the distance\Macross! Macross!\Macross!\Major Focker has died in battle.\The shock of this has pierced the hearts of Claudia and those around her,\including Hikaru Ichijo, whose injuries prevented him from participating in the battle.\BURST POINT\Captain Global! response:	Low-level flights over urban areas are prohibited except in emergencies!
context: Macross! Macross!\Macross!\Major Focker has died in battle.\The shock of this has pierced the hearts of Claudia and those around her,\including Hikaru Ichijo, whose injuries prevented him from participating in the battle.\BURST POINT\Captain Global!\Low-level flights over urban areas are prohibited except in emergencies! response:	Increase altitude and go out over the sea at once!
context: Macross!\Major Focker has died in battle.\The shock of this has pierced the hearts of Claudia and those around her,\including Hikaru Ichijo, whose injuries prevented him from participating in the battle.\BURST POINT\Captain Global!\Low-level flights over urban areas are prohibited except in emergencies!\Increase altitude and go out over the sea at once! response:	This is an emergency.
context: Major Focker has died in battle.\The shock of this has pierced the hearts of Claudia and those around her,\including Hikaru Ichijo, whose injuries prevented him from participating in the battle.\BURST POINT\Captain Global!\Low-level flights over urban areas are prohibited except in emergencies!\Increase altitude and go out over the sea at once!\This is an emergency. response:	With 56,000 civilians on board we can't use the Macross to its full potential.
context: The shock of this has pierced the hearts of Claudia and those around her,\including Hikaru Ichijo, whose injuries prevented him from participating in the battle.\BURST POINT\Captain Global!\Low-level flights over urban areas are prohibited except in emergencies!\Increase altitude and go out over the sea at once!\This is an emergency.\With 56,000 civilians on board we can't use the Macross to its full potential. response:	Request authorization to let the civilians disembark.
context: including Hikaru Ichijo, whose injuries prevented him from participating in the battle.\BURST POINT\Captain Global!\Low-level flights over urban areas are prohibited except in emergencies!\Increase altitude and go out over the sea at once!\This is an emergency.\With 56,000 civilians on board we can't use the Macross to its full potential.\Request authorization to let the civilians disembark. response:	Not one of those passengers must set foot on the surface.
context: BURST POINT\Captain Global!\Low-level flights over urban areas are prohibited except in emergencies!\Increase altitude and go out over the sea at once!\This is an emergency.\With 56,000 civilians on board we can't use the Macross to its full potential.\Request authorization to let the civilians disembark.\Not one of those passengers must set foot on the surface. response:	That was the decision of High Command!
context: Captain Global!\Low-level flights over urban areas are prohibited except in emergencies!\Increase altitude and go out over the sea at once!\This is an emergency.\With 56,000 civilians on board we can't use the Macross to its full potential.\Request authorization to let the civilians disembark.\Not one of those passengers must set foot on the surface.\That was the decision of High Command! response:	Global, you aren't trying to oppose that decision, are you?
context: Low-level flights over urban areas are prohibited except in emergencies!\Increase altitude and go out over the sea at once!\This is an emergency.\With 56,000 civilians on board we can't use the Macross to its full potential.\Request authorization to let the civilians disembark.\Not one of those passengers must set foot on the surface.\That was the decision of High Command!\Global, you aren't trying to oppose that decision, are you? response:	That is not what I'm saying!
context: Increase altitude and go out over the sea at once!\This is an emergency.\With 56,000 civilians on board we can't use the Macross to its full potential.\Request authorization to let the civilians disembark.\Not one of those passengers must set foot on the surface.\That was the decision of High Command!\Global, you aren't trying to oppose that decision, are you?\That is not what I'm saying! response:	It's just that our gravity control system still isn't perfected,
context: This is an emergency.\With 56,000 civilians on board we can't use the Macross to its full potential.\Request authorization to let the civilians disembark.\Not one of those passengers must set foot on the surface.\That was the decision of High Command!\Global, you aren't trying to oppose that decision, are you?\That is not what I'm saying!\It's just that our gravity control system still isn't perfected, response:	and if it were to malfunction...
context: With 56,000 civilians on board we can't use the Macross to its full potential.\Request authorization to let the civilians disembark.\Not one of those passengers must set foot on the surface.\That was the decision of High Command!\Global, you aren't trying to oppose that decision, are you?\That is not what I'm saying!\It's just that our gravity control system still isn't perfected,\and if it were to malfunction... response:	What?!
context: Request authorization to let the civilians disembark.\Not one of those passengers must set foot on the surface.\That was the decision of High Command!\Global, you aren't trying to oppose that decision, are you?\That is not what I'm saying!\It's just that our gravity control system still isn't perfected,\and if it were to malfunction...\What?! response:	Surely you know what would happen if the Macross crashed?!
context: Not one of those passengers must set foot on the surface.\That was the decision of High Command!\Global, you aren't trying to oppose that decision, are you?\That is not what I'm saying!\It's just that our gravity control system still isn't perfected,\and if it were to malfunction...\What?!\Surely you know what would happen if the Macross crashed?! response:	I request authorization to let the refugees disembark.
context: That was the decision of High Command!\Global, you aren't trying to oppose that decision, are you?\That is not what I'm saying!\It's just that our gravity control system still isn't perfected,\and if it were to malfunction...\What?!\Surely you know what would happen if the Macross crashed?!\I request authorization to let the refugees disembark. response:	We can't do that! Reconsider, Global!
context: Global, you aren't trying to oppose that decision, are you?\That is not what I'm saying!\It's just that our gravity control system still isn't perfected,\and if it were to malfunction...\What?!\Surely you know what would happen if the Macross crashed?!\I request authorization to let the refugees disembark.\We can't do that! Reconsider, Global! response:	Is it all right for us to be making threats like that?
context: That is not what I'm saying!\It's just that our gravity control system still isn't perfected,\and if it were to malfunction...\What?!\Surely you know what would happen if the Macross crashed?!\I request authorization to let the refugees disembark.\We can't do that! Reconsider, Global!\Is it all right for us to be making threats like that? response:	The Macross is the symbol of the UN Government.
context: It's just that our gravity control system still isn't perfected,\and if it were to malfunction...\What?!\Surely you know what would happen if the Macross crashed?!\I request authorization to let the refugees disembark.\We can't do that! Reconsider, Global!\Is it all right for us to be making threats like that?\The Macross is the symbol of the UN Government. response:	If the captain of the Macross were to rebel, the people would lose all confidence in them.
context: and if it were to malfunction...\What?!\Surely you know what would happen if the Macross crashed?!\I request authorization to let the refugees disembark.\We can't do that! Reconsider, Global!\Is it all right for us to be making threats like that?\The Macross is the symbol of the UN Government.\If the captain of the Macross were to rebel, the people would lose all confidence in them. response:	But UN High Command can't afford to make matters any worse.
context: What?!\Surely you know what would happen if the Macross crashed?!\I request authorization to let the refugees disembark.\We can't do that! Reconsider, Global!\Is it all right for us to be making threats like that?\The Macross is the symbol of the UN Government.\If the captain of the Macross were to rebel, the people would lose all confidence in them.\But UN High Command can't afford to make matters any worse. response:	Isn't that right, Captain?
context: Surely you know what would happen if the Macross crashed?!\I request authorization to let the refugees disembark.\We can't do that! Reconsider, Global!\Is it all right for us to be making threats like that?\The Macross is the symbol of the UN Government.\If the captain of the Macross were to rebel, the people would lose all confidence in them.\But UN High Command can't afford to make matters any worse.\Isn't that right, Captain? response:	That's right. But if they do decide to make an example of us,
context: I request authorization to let the refugees disembark.\We can't do that! Reconsider, Global!\Is it all right for us to be making threats like that?\The Macross is the symbol of the UN Government.\If the captain of the Macross were to rebel, the people would lose all confidence in them.\But UN High Command can't afford to make matters any worse.\Isn't that right, Captain?\That's right. But if they do decide to make an example of us, response:	I will take full responsibility.
context: We can't do that! Reconsider, Global!\Is it all right for us to be making threats like that?\The Macross is the symbol of the UN Government.\If the captain of the Macross were to rebel, the people would lose all confidence in them.\But UN High Command can't afford to make matters any worse.\Isn't that right, Captain?\That's right. But if they do decide to make an example of us,\I will take full responsibility. response:	Do you suppose that High Command will change their decision?
context: Is it all right for us to be making threats like that?\The Macross is the symbol of the UN Government.\If the captain of the Macross were to rebel, the people would lose all confidence in them.\But UN High Command can't afford to make matters any worse.\Isn't that right, Captain?\That's right. But if they do decide to make an example of us,\I will take full responsibility.\Do you suppose that High Command will change their decision? response:	Probably not.
context: The Macross is the symbol of the UN Government.\If the captain of the Macross were to rebel, the people would lose all confidence in them.\But UN High Command can't afford to make matters any worse.\Isn't that right, Captain?\That's right. But if they do decide to make an example of us,\I will take full responsibility.\Do you suppose that High Command will change their decision?\Probably not. response:	Then why have we...
context: If the captain of the Macross were to rebel, the people would lose all confidence in them.\But UN High Command can't afford to make matters any worse.\Isn't that right, Captain?\That's right. But if they do decide to make an example of us,\I will take full responsibility.\Do you suppose that High Command will change their decision?\Probably not.\Then why have we... response:	Even if High Command refuses authorization to release the refugees,
context: But UN High Command can't afford to make matters any worse.\Isn't that right, Captain?\That's right. But if they do decide to make an example of us,\I will take full responsibility.\Do you suppose that High Command will change their decision?\Probably not.\Then why have we...\Even if High Command refuses authorization to release the refugees, response:	some autonomous government may intercept our transmission and agree to take them in.
context: Isn't that right, Captain?\That's right. But if they do decide to make an example of us,\I will take full responsibility.\Do you suppose that High Command will change their decision?\Probably not.\Then why have we...\Even if High Command refuses authorization to release the refugees,\some autonomous government may intercept our transmission and agree to take them in. response:	I certainly hope they can find somewhere to go.
context: That's right. But if they do decide to make an example of us,\I will take full responsibility.\Do you suppose that High Command will change their decision?\Probably not.\Then why have we...\Even if High Command refuses authorization to release the refugees,\some autonomous government may intercept our transmission and agree to take them in.\I certainly hope they can find somewhere to go. response:	You said it.
context: I will take full responsibility.\Do you suppose that High Command will change their decision?\Probably not.\Then why have we...\Even if High Command refuses authorization to release the refugees,\some autonomous government may intercept our transmission and agree to take them in.\I certainly hope they can find somewhere to go.\You said it. response:	Well, until we do find somewhere for them to go, I'm heading out for a cup of coffee.
context: Do you suppose that High Command will change their decision?\Probably not.\Then why have we...\Even if High Command refuses authorization to release the refugees,\some autonomous government may intercept our transmission and agree to take them in.\I certainly hope they can find somewhere to go.\You said it.\Well, until we do find somewhere for them to go, I'm heading out for a cup of coffee. response:	Oh, what kind of cake should I have with it?
context: Probably not.\Then why have we...\Even if High Command refuses authorization to release the refugees,\some autonomous government may intercept our transmission and agree to take them in.\I certainly hope they can find somewhere to go.\You said it.\Well, until we do find somewhere for them to go, I'm heading out for a cup of coffee.\Oh, what kind of cake should I have with it? response:	Cake, she says...
context: Then why have we...\Even if High Command refuses authorization to release the refugees,\some autonomous government may intercept our transmission and agree to take them in.\I certainly hope they can find somewhere to go.\You said it.\Well, until we do find somewhere for them to go, I'm heading out for a cup of coffee.\Oh, what kind of cake should I have with it?\Cake, she says... response:	She's really pushing herself.
context: Even if High Command refuses authorization to release the refugees,\some autonomous government may intercept our transmission and agree to take them in.\I certainly hope they can find somewhere to go.\You said it.\Well, until we do find somewhere for them to go, I'm heading out for a cup of coffee.\Oh, what kind of cake should I have with it?\Cake, she says...\She's really pushing herself. response:	Yeah...
context: some autonomous government may intercept our transmission and agree to take them in.\I certainly hope they can find somewhere to go.\You said it.\Well, until we do find somewhere for them to go, I'm heading out for a cup of coffee.\Oh, what kind of cake should I have with it?\Cake, she says...\She's really pushing herself.\Yeah... response:	If I lost somebody I loved, I'd lose my appetite right away.
context: I certainly hope they can find somewhere to go.\You said it.\Well, until we do find somewhere for them to go, I'm heading out for a cup of coffee.\Oh, what kind of cake should I have with it?\Cake, she says...\She's really pushing herself.\Yeah...\If I lost somebody I loved, I'd lose my appetite right away. response:	On the cafe terrace, dyed crimson with the sunset,
context: You said it.\Well, until we do find somewhere for them to go, I'm heading out for a cup of coffee.\Oh, what kind of cake should I have with it?\Cake, she says...\She's really pushing herself.\Yeah...\If I lost somebody I loved, I'd lose my appetite right away.\On the cafe terrace, dyed crimson with the sunset, response:	The fragrance of Turkish coffee fills the air
