context: J To catch them is my real test To train them is my cause J response:	J I will travel across the land Searching far and wide J
context: J To catch them is my real test To train them is my cause J\J I will travel across the land Searching far and wide J response:	J Teach Pokemon to understand The power that's inside J
context: J To catch them is my real test To train them is my cause J\J I will travel across the land Searching far and wide J\J Teach Pokemon to understand The power that's inside J response:	J Pokemon! Gotta catch'em all J
context: J To catch them is my real test To train them is my cause J\J I will travel across the land Searching far and wide J\J Teach Pokemon to understand The power that's inside J\J Pokemon! Gotta catch'em all J response:	J It's you and me I know it's my destiny J
context: J To catch them is my real test To train them is my cause J\J I will travel across the land Searching far and wide J\J Teach Pokemon to understand The power that's inside J\J Pokemon! Gotta catch'em all J\J It's you and me I know it's my destiny J response:	J Pokemon! Oh, you're my best friend In a world we must defend J
context: J To catch them is my real test To train them is my cause J\J I will travel across the land Searching far and wide J\J Teach Pokemon to understand The power that's inside J\J Pokemon! Gotta catch'em all J\J It's you and me I know it's my destiny J\J Pokemon! Oh, you're my best friend In a world we must defend J response:	J Pokemon! Gotta catch'em all J
context: J To catch them is my real test To train them is my cause J\J I will travel across the land Searching far and wide J\J Teach Pokemon to understand The power that's inside J\J Pokemon! Gotta catch'em all J\J It's you and me I know it's my destiny J\J Pokemon! Oh, you're my best friend In a world we must defend J\J Pokemon! Gotta catch'em all J response:	J A heart so true Our courage will pull us through J
context: J To catch them is my real test To train them is my cause J\J I will travel across the land Searching far and wide J\J Teach Pokemon to understand The power that's inside J\J Pokemon! Gotta catch'em all J\J It's you and me I know it's my destiny J\J Pokemon! Oh, you're my best friend In a world we must defend J\J Pokemon! Gotta catch'em all J\J A heart so true Our courage will pull us through J response:	J You teach me and I'll teach you J Pokemon! J
context: J I will travel across the land Searching far and wide J\J Teach Pokemon to understand The power that's inside J\J Pokemon! Gotta catch'em all J\J It's you and me I know it's my destiny J\J Pokemon! Oh, you're my best friend In a world we must defend J\J Pokemon! Gotta catch'em all J\J A heart so true Our courage will pull us through J\J You teach me and I'll teach you J Pokemon! J response:	J Gotta catch'em all, gotta catch'em all Pokemon! J
context: J Teach Pokemon to understand The power that's inside J\J Pokemon! Gotta catch'em all J\J It's you and me I know it's my destiny J\J Pokemon! Oh, you're my best friend In a world we must defend J\J Pokemon! Gotta catch'em all J\J A heart so true Our courage will pull us through J\J You teach me and I'll teach you J Pokemon! J\J Gotta catch'em all, gotta catch'em all Pokemon! J response:	As our heroes travel onward, a new challenge awaits them,
context: J Pokemon! Gotta catch'em all J\J It's you and me I know it's my destiny J\J Pokemon! Oh, you're my best friend In a world we must defend J\J Pokemon! Gotta catch'em all J\J A heart so true Our courage will pull us through J\J You teach me and I'll teach you J Pokemon! J\J Gotta catch'em all, gotta catch'em all Pokemon! J\As our heroes travel onward, a new challenge awaits them, response:	and so do many new and unusual Pokemon.
context: J It's you and me I know it's my destiny J\J Pokemon! Oh, you're my best friend In a world we must defend J\J Pokemon! Gotta catch'em all J\J A heart so true Our courage will pull us through J\J You teach me and I'll teach you J Pokemon! J\J Gotta catch'em all, gotta catch'em all Pokemon! J\As our heroes travel onward, a new challenge awaits them,\and so do many new and unusual Pokemon. response:	-Pi? -Huh? What's the matter, Pikachu?
context: J Pokemon! Oh, you're my best friend In a world we must defend J\J Pokemon! Gotta catch'em all J\J A heart so true Our courage will pull us through J\J You teach me and I'll teach you J Pokemon! J\J Gotta catch'em all, gotta catch'em all Pokemon! J\As our heroes travel onward, a new challenge awaits them,\and so do many new and unusual Pokemon.\-Pi? -Huh? What's the matter, Pikachu? response:	-Pika-pi! -Hey! Pikachu!
context: J Pokemon! Gotta catch'em all J\J A heart so true Our courage will pull us through J\J You teach me and I'll teach you J Pokemon! J\J Gotta catch'em all, gotta catch'em all Pokemon! J\As our heroes travel onward, a new challenge awaits them,\and so do many new and unusual Pokemon.\-Pi? -Huh? What's the matter, Pikachu?\-Pika-pi! -Hey! Pikachu! response:	-Pikachu. - Huh?
context: J A heart so true Our courage will pull us through J\J You teach me and I'll teach you J Pokemon! J\J Gotta catch'em all, gotta catch'em all Pokemon! J\As our heroes travel onward, a new challenge awaits them,\and so do many new and unusual Pokemon.\-Pi? -Huh? What's the matter, Pikachu?\-Pika-pi! -Hey! Pikachu!\-Pikachu. - Huh? response:	-Why's it tied up like that? -It's been abandoned.
context: J You teach me and I'll teach you J Pokemon! J\J Gotta catch'em all, gotta catch'em all Pokemon! J\As our heroes travel onward, a new challenge awaits them,\and so do many new and unusual Pokemon.\-Pi? -Huh? What's the matter, Pikachu?\-Pika-pi! -Hey! Pikachu!\-Pikachu. - Huh?\-Why's it tied up like that? -It's been abandoned. response:	-What? -No way.
context: J Gotta catch'em all, gotta catch'em all Pokemon! J\As our heroes travel onward, a new challenge awaits them,\and so do many new and unusual Pokemon.\-Pi? -Huh? What's the matter, Pikachu?\-Pika-pi! -Hey! Pikachu!\-Pikachu. - Huh?\-Why's it tied up like that? -It's been abandoned.\-What? -No way. response:	You mean that someone just left it here alone?
context: As our heroes travel onward, a new challenge awaits them,\and so do many new and unusual Pokemon.\-Pi? -Huh? What's the matter, Pikachu?\-Pika-pi! -Hey! Pikachu!\-Pikachu. - Huh?\-Why's it tied up like that? -It's been abandoned.\-What? -No way.\You mean that someone just left it here alone? response:	That's cruel.
context: and so do many new and unusual Pokemon.\-Pi? -Huh? What's the matter, Pikachu?\-Pika-pi! -Hey! Pikachu!\-Pikachu. - Huh?\-Why's it tied up like that? -It's been abandoned.\-What? -No way.\You mean that someone just left it here alone?\That's cruel. response:	Eevee. The evolution Pokemon.
context: -Pi? -Huh? What's the matter, Pikachu?\-Pika-pi! -Hey! Pikachu!\-Pikachu. - Huh?\-Why's it tied up like that? -It's been abandoned.\-What? -No way.\You mean that someone just left it here alone?\That's cruel.\Eevee. The evolution Pokemon. response:	It has the potential to evolve into any one of three different Pokemon.
context: -Pika-pi! -Hey! Pikachu!\-Pikachu. - Huh?\-Why's it tied up like that? -It's been abandoned.\-What? -No way.\You mean that someone just left it here alone?\That's cruel.\Eevee. The evolution Pokemon.\It has the potential to evolve into any one of three different Pokemon. response:	Whoa! Then I want one.
