context: nakushita yakusoku wa hoshi ni response:	Send the lost promises to the stars
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars response:	omoide wa tokenai
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai response:	My memories won't fade away
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away response:	yotsuba no clover sagashinagara kimi no kao
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao response:	I steal a glance at you as we look for four-leaf clovers,
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers, response:	chirari nusumi mite wa me o sorasu
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu response:	But then divert my eyes
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes response:	yasashii ame wa furu watashitachi no ue ni
context: Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni response:	The gentle rain falls above our heads
context: omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads response:	surechigau hito no kazu dake dramatic ni naru no
context: My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no response:	as it becomes as dramatic as the number of people passing by
context: yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by response:	kowareta taisetsu na mono to
context: I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to response:	I wonder if we'll ever be able to
context: chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to response:	itsuka mata aeru hi ga kurukashira
context: But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira response:	reunite with those precious things that were broken
context: yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken response:	nokoshita kizuato ga kienai
context: The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai response:	The scars that were left behind won't go away
context: surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away response:	sorezore no basho made
context: as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made response:	Now we must depart
context: kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart response:	mou ikanakucha
context: I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha response:	To our own separate ways
context: itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways response:	It seems the map I borrowed from Shin-san had been rained on many times.
context: reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\It seems the map I borrowed from Shin-san had been rained on many times. response:	It was damaged and yellowed, and when I opened it, the scotch tape that was placed everywhere made a cracking noise.
context: nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\It seems the map I borrowed from Shin-san had been rained on many times.\It was damaged and yellowed, and when I opened it, the scotch tape that was placed everywhere made a cracking noise. response:	It looks like an ancient scroll.
context: The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\It seems the map I borrowed from Shin-san had been rained on many times.\It was damaged and yellowed, and when I opened it, the scotch tape that was placed everywhere made a cracking noise.\It looks like an ancient scroll. response:	So it's been that long since then...
context: sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\It seems the map I borrowed from Shin-san had been rained on many times.\It was damaged and yellowed, and when I opened it, the scotch tape that was placed everywhere made a cracking noise.\It looks like an ancient scroll.\So it's been that long since then... response:	Map of Japan
context: Now we must depart\mou ikanakucha\To our own separate ways\It seems the map I borrowed from Shin-san had been rained on many times.\It was damaged and yellowed, and when I opened it, the scotch tape that was placed everywhere made a cracking noise.\It looks like an ancient scroll.\So it's been that long since then...\Map of Japan response:	Map of Japan
context: mou ikanakucha\To our own separate ways\It seems the map I borrowed from Shin-san had been rained on many times.\It was damaged and yellowed, and when I opened it, the scotch tape that was placed everywhere made a cracking noise.\It looks like an ancient scroll.\So it's been that long since then...\Map of Japan\Map of Japan response:	Map of Japan
context: To our own separate ways\It seems the map I borrowed from Shin-san had been rained on many times.\It was damaged and yellowed, and when I opened it, the scotch tape that was placed everywhere made a cracking noise.\It looks like an ancient scroll.\So it's been that long since then...\Map of Japan\Map of Japan\Map of Japan response:	Map of Japan
context: It seems the map I borrowed from Shin-san had been rained on many times.\It was damaged and yellowed, and when I opened it, the scotch tape that was placed everywhere made a cracking noise.\It looks like an ancient scroll.\So it's been that long since then...\Map of Japan\Map of Japan\Map of Japan\Map of Japan response:	Map of Japan
context: It was damaged and yellowed, and when I opened it, the scotch tape that was placed everywhere made a cracking noise.\It looks like an ancient scroll.\So it's been that long since then...\Map of Japan\Map of Japan\Map of Japan\Map of Japan\Map of Japan response:	Map of Japan
context: It looks like an ancient scroll.\So it's been that long since then...\Map of Japan\Map of Japan\Map of Japan\Map of Japan\Map of Japan\Map of Japan response:	Takemoto-kun, don't push yourself too hard once you enter Hokkaido.
context: So it's been that long since then...\Map of Japan\Map of Japan\Map of Japan\Map of Japan\Map of Japan\Map of Japan\Takemoto-kun, don't push yourself too hard once you enter Hokkaido. response:	It's just vast and little to no street lamps, so make sure to find a place to sleep before sundown.
context: Map of Japan\Map of Japan\Map of Japan\Map of Japan\Map of Japan\Map of Japan\Takemoto-kun, don't push yourself too hard once you enter Hokkaido.\It's just vast and little to no street lamps, so make sure to find a place to sleep before sundown. response:	And you should take the ferry when crossing over from Honshu to Hokkaido.
context: Map of Japan\Map of Japan\Map of Japan\Map of Japan\Map of Japan\Takemoto-kun, don't push yourself too hard once you enter Hokkaido.\It's just vast and little to no street lamps, so make sure to find a place to sleep before sundown.\And you should take the ferry when crossing over from Honshu to Hokkaido. response:	You'll be impressed to see Hokkaido approaching after you've been on the ship for about four hours.
context: Map of Japan\Map of Japan\Map of Japan\Map of Japan\Takemoto-kun, don't push yourself too hard once you enter Hokkaido.\It's just vast and little to no street lamps, so make sure to find a place to sleep before sundown.\And you should take the ferry when crossing over from Honshu to Hokkaido.\You'll be impressed to see Hokkaido approaching after you've been on the ship for about four hours. response:	Plus, it really feels like a journey when you get onto the ferry on your bicycle.
context: Map of Japan\Map of Japan\Map of Japan\Takemoto-kun, don't push yourself too hard once you enter Hokkaido.\It's just vast and little to no street lamps, so make sure to find a place to sleep before sundown.\And you should take the ferry when crossing over from Honshu to Hokkaido.\You'll be impressed to see Hokkaido approaching after you've been on the ship for about four hours.\Plus, it really feels like a journey when you get onto the ferry on your bicycle. response:	This red line is the path of Shin-san's journey...
context: Map of Japan\Map of Japan\Takemoto-kun, don't push yourself too hard once you enter Hokkaido.\It's just vast and little to no street lamps, so make sure to find a place to sleep before sundown.\And you should take the ferry when crossing over from Honshu to Hokkaido.\You'll be impressed to see Hokkaido approaching after you've been on the ship for about four hours.\Plus, it really feels like a journey when you get onto the ferry on your bicycle.\This red line is the path of Shin-san's journey... response:	It looks a little like...
context: Map of Japan\Takemoto-kun, don't push yourself too hard once you enter Hokkaido.\It's just vast and little to no street lamps, so make sure to find a place to sleep before sundown.\And you should take the ferry when crossing over from Honshu to Hokkaido.\You'll be impressed to see Hokkaido approaching after you've been on the ship for about four hours.\Plus, it really feels like a journey when you get onto the ferry on your bicycle.\This red line is the path of Shin-san's journey...\It looks a little like... response:	A constellation.
context: Takemoto-kun, don't push yourself too hard once you enter Hokkaido.\It's just vast and little to no street lamps, so make sure to find a place to sleep before sundown.\And you should take the ferry when crossing over from Honshu to Hokkaido.\You'll be impressed to see Hokkaido approaching after you've been on the ship for about four hours.\Plus, it really feels like a journey when you get onto the ferry on your bicycle.\This red line is the path of Shin-san's journey...\It looks a little like...\A constellation. response:	I'm hungry...
context: It's just vast and little to no street lamps, so make sure to find a place to sleep before sundown.\And you should take the ferry when crossing over from Honshu to Hokkaido.\You'll be impressed to see Hokkaido approaching after you've been on the ship for about four hours.\Plus, it really feels like a journey when you get onto the ferry on your bicycle.\This red line is the path of Shin-san's journey...\It looks a little like...\A constellation.\I'm hungry... response:	School located!
context: And you should take the ferry when crossing over from Honshu to Hokkaido.\You'll be impressed to see Hokkaido approaching after you've been on the ship for about four hours.\Plus, it really feels like a journey when you get onto the ferry on your bicycle.\This red line is the path of Shin-san's journey...\It looks a little like...\A constellation.\I'm hungry...\School located! response:	Where there's a school, there's a store!
context: You'll be impressed to see Hokkaido approaching after you've been on the ship for about four hours.\Plus, it really feels like a journey when you get onto the ferry on your bicycle.\This red line is the path of Shin-san's journey...\It looks a little like...\A constellation.\I'm hungry...\School located!\Where there's a school, there's a store! response:	Ishida Shop
context: Plus, it really feels like a journey when you get onto the ferry on your bicycle.\This red line is the path of Shin-san's journey...\It looks a little like...\A constellation.\I'm hungry...\School located!\Where there's a school, there's a store!\Ishida Shop response:	Bingo!
context: This red line is the path of Shin-san's journey...\It looks a little like...\A constellation.\I'm hungry...\School located!\Where there's a school, there's a store!\Ishida Shop\Bingo! response:	Excuse me...
context: It looks a little like...\A constellation.\I'm hungry...\School located!\Where there's a school, there's a store!\Ishida Shop\Bingo!\Excuse me... response:	Anpan (with chunks)
context: A constellation.\I'm hungry...\School located!\Where there's a school, there's a store!\Ishida Shop\Bingo!\Excuse me...\Anpan (with chunks) response:	Anpan
context: I'm hungry...\School located!\Where there's a school, there's a store!\Ishida Shop\Bingo!\Excuse me...\Anpan (with chunks)\Anpan response:	There they are!
context: School located!\Where there's a school, there's a store!\Ishida Shop\Bingo!\Excuse me...\Anpan (with chunks)\Anpan\There they are! response:	But only anpans?
context: Where there's a school, there's a store!\Ishida Shop\Bingo!\Excuse me...\Anpan (with chunks)\Anpan\There they are!\But only anpans? response:	There's no variety to choose from!
context: Ishida Shop\Bingo!\Excuse me...\Anpan (with chunks)\Anpan\There they are!\But only anpans?\There's no variety to choose from! response:	But it's an energy source I've finally come across! Of course I shall buy them all!
context: Bingo!\Excuse me...\Anpan (with chunks)\Anpan\There they are!\But only anpans?\There's no variety to choose from!\But it's an energy source I've finally come across! Of course I shall buy them all! response:	Excuse me, I'm buying these!
context: Excuse me...\Anpan (with chunks)\Anpan\There they are!\But only anpans?\There's no variety to choose from!\But it's an energy source I've finally come across! Of course I shall buy them all!\Excuse me, I'm buying these! response:	What? Is that all you're having for lunch?
context: Anpan (with chunks)\Anpan\There they are!\But only anpans?\There's no variety to choose from!\But it's an energy source I've finally come across! Of course I shall buy them all!\Excuse me, I'm buying these!\What? Is that all you're having for lunch? response:	Y-Yes.
context: Anpan\There they are!\But only anpans?\There's no variety to choose from!\But it's an energy source I've finally come across! Of course I shall buy them all!\Excuse me, I'm buying these!\What? Is that all you're having for lunch?\Y-Yes. response:	Where did you come from?
context: There they are!\But only anpans?\There's no variety to choose from!\But it's an energy source I've finally come across! Of course I shall buy them all!\Excuse me, I'm buying these!\What? Is that all you're having for lunch?\Y-Yes.\Where did you come from? response:	Tokyo.
context: But only anpans?\There's no variety to choose from!\But it's an energy source I've finally come across! Of course I shall buy them all!\Excuse me, I'm buying these!\What? Is that all you're having for lunch?\Y-Yes.\Where did you come from?\Tokyo. response:	Tokyo?!
context: There's no variety to choose from!\But it's an energy source I've finally come across! Of course I shall buy them all!\Excuse me, I'm buying these!\What? Is that all you're having for lunch?\Y-Yes.\Where did you come from?\Tokyo.\Tokyo?! response:	Want me to slice up more ham?
context: But it's an energy source I've finally come across! Of course I shall buy them all!\Excuse me, I'm buying these!\What? Is that all you're having for lunch?\Y-Yes.\Where did you come from?\Tokyo.\Tokyo?!\Want me to slice up more ham? response:	Oh, no. Thank you though.
context: Excuse me, I'm buying these!\What? Is that all you're having for lunch?\Y-Yes.\Where did you come from?\Tokyo.\Tokyo?!\Want me to slice up more ham?\Oh, no. Thank you though. response:	I'm sorry that I only have pickles ready.
context: What? Is that all you're having for lunch?\Y-Yes.\Where did you come from?\Tokyo.\Tokyo?!\Want me to slice up more ham?\Oh, no. Thank you though.\I'm sorry that I only have pickles ready. response:	And if that's not enough then I only have somen.
context: Y-Yes.\Where did you come from?\Tokyo.\Tokyo?!\Want me to slice up more ham?\Oh, no. Thank you though.\I'm sorry that I only have pickles ready.\And if that's not enough then I only have somen. response:	Note: somen - cold noodle dish
context: Where did you come from?\Tokyo.\Tokyo?!\Want me to slice up more ham?\Oh, no. Thank you though.\I'm sorry that I only have pickles ready.\And if that's not enough then I only have somen.\Note: somen - cold noodle dish response:	No, no, this is plenty!
