context: Piercing through the Macro sky, response:	A thunderbolt strikes the Earth
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth response:	To awaken us, the young mankind
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind response:	The Light struck.
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck. response:	Macross! Macross!
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck.\Macross! Macross! response:	The brave youths who arise
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck.\Macross! Macross!\The brave youths who arise response:	And fight to protect their loved ones
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck.\Macross! Macross!\The brave youths who arise\And fight to protect their loved ones response:	Will set out on their journey As the war rages on.
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck.\Macross! Macross!\The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on. response:	Will you love me tomorrow?
context: A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck.\Macross! Macross!\The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow? response:	Slicing through the darkness they fly toward
context: To awaken us, the young mankind\The Light struck.\Macross! Macross!\The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward response:	That blue planet that shines in the distance
context: The Light struck.\Macross! Macross!\The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance response:	Macross! Macross!
context: Macross! Macross!\The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross! response:	Macross!
context: The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross! response:	MISS MACROSS
context: And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\MISS MACROSS response:	Hi!
context: Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\MISS MACROSS\Hi! response:	Hi!
context: Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\MISS MACROSS\Hi!\Hi! response:	Hey!
context: Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\MISS MACROSS\Hi!\Hi!\Hey! response:	So, what's up? Why'd you ask me out here all of a sudden?
context: That blue planet that shines in the distance\Macross! Macross!\Macross!\MISS MACROSS\Hi!\Hi!\Hey!\So, what's up? Why'd you ask me out here all of a sudden? response:	Uh, I just thought I'd ask you to a movie or something.
context: Macross! Macross!\Macross!\MISS MACROSS\Hi!\Hi!\Hey!\So, what's up? Why'd you ask me out here all of a sudden?\Uh, I just thought I'd ask you to a movie or something. response:	Oh, I'm sorry. It's almost rush time at the restaurant. I can't go.
context: Macross!\MISS MACROSS\Hi!\Hi!\Hey!\So, what's up? Why'd you ask me out here all of a sudden?\Uh, I just thought I'd ask you to a movie or something.\Oh, I'm sorry. It's almost rush time at the restaurant. I can't go. response:	That's right, I forgot. I've been losing track of time lately.
context: MISS MACROSS\Hi!\Hi!\Hey!\So, what's up? Why'd you ask me out here all of a sudden?\Uh, I just thought I'd ask you to a movie or something.\Oh, I'm sorry. It's almost rush time at the restaurant. I can't go.\That's right, I forgot. I've been losing track of time lately. response:	Huh?
context: Hi!\Hi!\Hey!\So, what's up? Why'd you ask me out here all of a sudden?\Uh, I just thought I'd ask you to a movie or something.\Oh, I'm sorry. It's almost rush time at the restaurant. I can't go.\That's right, I forgot. I've been losing track of time lately.\Huh? response:	There's a sky up there!
context: Hi!\Hey!\So, what's up? Why'd you ask me out here all of a sudden?\Uh, I just thought I'd ask you to a movie or something.\Oh, I'm sorry. It's almost rush time at the restaurant. I can't go.\That's right, I forgot. I've been losing track of time lately.\Huh?\There's a sky up there! response:	You didn't know? But some military people made it.
context: Hey!\So, what's up? Why'd you ask me out here all of a sudden?\Uh, I just thought I'd ask you to a movie or something.\Oh, I'm sorry. It's almost rush time at the restaurant. I can't go.\That's right, I forgot. I've been losing track of time lately.\Huh?\There's a sky up there!\You didn't know? But some military people made it. response:	Mornings and evenings, they'll project a sky.
context: So, what's up? Why'd you ask me out here all of a sudden?\Uh, I just thought I'd ask you to a movie or something.\Oh, I'm sorry. It's almost rush time at the restaurant. I can't go.\That's right, I forgot. I've been losing track of time lately.\Huh?\There's a sky up there!\You didn't know? But some military people made it.\Mornings and evenings, they'll project a sky. response:	C'mon, isn't that a bit much?
context: Uh, I just thought I'd ask you to a movie or something.\Oh, I'm sorry. It's almost rush time at the restaurant. I can't go.\That's right, I forgot. I've been losing track of time lately.\Huh?\There's a sky up there!\You didn't know? But some military people made it.\Mornings and evenings, they'll project a sky.\C'mon, isn't that a bit much? response:	What, don't you think it's great? We can see a beautiful twilight every day.
context: Oh, I'm sorry. It's almost rush time at the restaurant. I can't go.\That's right, I forgot. I've been losing track of time lately.\Huh?\There's a sky up there!\You didn't know? But some military people made it.\Mornings and evenings, they'll project a sky.\C'mon, isn't that a bit much?\What, don't you think it's great? We can see a beautiful twilight every day. response:	Twilight...?
context: That's right, I forgot. I've been losing track of time lately.\Huh?\There's a sky up there!\You didn't know? But some military people made it.\Mornings and evenings, they'll project a sky.\C'mon, isn't that a bit much?\What, don't you think it's great? We can see a beautiful twilight every day.\Twilight...? response:	Maybe nobody even wants to go back to Earth anymore.
context: Huh?\There's a sky up there!\You didn't know? But some military people made it.\Mornings and evenings, they'll project a sky.\C'mon, isn't that a bit much?\What, don't you think it's great? We can see a beautiful twilight every day.\Twilight...?\Maybe nobody even wants to go back to Earth anymore. response:	Starting tomorrow, they're even going to start broadcasting TV.
context: There's a sky up there!\You didn't know? But some military people made it.\Mornings and evenings, they'll project a sky.\C'mon, isn't that a bit much?\What, don't you think it's great? We can see a beautiful twilight every day.\Twilight...?\Maybe nobody even wants to go back to Earth anymore.\Starting tomorrow, they're even going to start broadcasting TV. response:	Oh, that's right! Did you know Jamis Merin is entering the Miss Macross contest?
context: You didn't know? But some military people made it.\Mornings and evenings, they'll project a sky.\C'mon, isn't that a bit much?\What, don't you think it's great? We can see a beautiful twilight every day.\Twilight...?\Maybe nobody even wants to go back to Earth anymore.\Starting tomorrow, they're even going to start broadcasting TV.\Oh, that's right! Did you know Jamis Merin is entering the Miss Macross contest? response:	Huh? Jamis Merin is aboard the Macross?
context: Mornings and evenings, they'll project a sky.\C'mon, isn't that a bit much?\What, don't you think it's great? We can see a beautiful twilight every day.\Twilight...?\Maybe nobody even wants to go back to Earth anymore.\Starting tomorrow, they're even going to start broadcasting TV.\Oh, that's right! Did you know Jamis Merin is entering the Miss Macross contest?\Huh? Jamis Merin is aboard the Macross? response:	Uh-huh, she probably came for the launch ceremony. The real Jamis Merin!
context: C'mon, isn't that a bit much?\What, don't you think it's great? We can see a beautiful twilight every day.\Twilight...?\Maybe nobody even wants to go back to Earth anymore.\Starting tomorrow, they're even going to start broadcasting TV.\Oh, that's right! Did you know Jamis Merin is entering the Miss Macross contest?\Huh? Jamis Merin is aboard the Macross?\Uh-huh, she probably came for the launch ceremony. The real Jamis Merin! response:	Do you want to go? It's this Saturday night.
context: What, don't you think it's great? We can see a beautiful twilight every day.\Twilight...?\Maybe nobody even wants to go back to Earth anymore.\Starting tomorrow, they're even going to start broadcasting TV.\Oh, that's right! Did you know Jamis Merin is entering the Miss Macross contest?\Huh? Jamis Merin is aboard the Macross?\Uh-huh, she probably came for the launch ceremony. The real Jamis Merin!\Do you want to go? It's this Saturday night. response:	Sorry, I don't think Saturday's gonna work. I'm on duty all night.
context: Twilight...?\Maybe nobody even wants to go back to Earth anymore.\Starting tomorrow, they're even going to start broadcasting TV.\Oh, that's right! Did you know Jamis Merin is entering the Miss Macross contest?\Huh? Jamis Merin is aboard the Macross?\Uh-huh, she probably came for the launch ceremony. The real Jamis Merin!\Do you want to go? It's this Saturday night.\Sorry, I don't think Saturday's gonna work. I'm on duty all night. response:	Wow, military life is rough even for a 2nd Lieutenant...
context: Maybe nobody even wants to go back to Earth anymore.\Starting tomorrow, they're even going to start broadcasting TV.\Oh, that's right! Did you know Jamis Merin is entering the Miss Macross contest?\Huh? Jamis Merin is aboard the Macross?\Uh-huh, she probably came for the launch ceremony. The real Jamis Merin!\Do you want to go? It's this Saturday night.\Sorry, I don't think Saturday's gonna work. I'm on duty all night.\Wow, military life is rough even for a 2nd Lieutenant... response:	What can I get you?
context: Starting tomorrow, they're even going to start broadcasting TV.\Oh, that's right! Did you know Jamis Merin is entering the Miss Macross contest?\Huh? Jamis Merin is aboard the Macross?\Uh-huh, she probably came for the launch ceremony. The real Jamis Merin!\Do you want to go? It's this Saturday night.\Sorry, I don't think Saturday's gonna work. I'm on duty all night.\Wow, military life is rough even for a 2nd Lieutenant...\What can I get you? response:	Irish coffee.
context: Oh, that's right! Did you know Jamis Merin is entering the Miss Macross contest?\Huh? Jamis Merin is aboard the Macross?\Uh-huh, she probably came for the launch ceremony. The real Jamis Merin!\Do you want to go? It's this Saturday night.\Sorry, I don't think Saturday's gonna work. I'm on duty all night.\Wow, military life is rough even for a 2nd Lieutenant...\What can I get you?\Irish coffee. response:	Yes, Miss.
context: Huh? Jamis Merin is aboard the Macross?\Uh-huh, she probably came for the launch ceremony. The real Jamis Merin!\Do you want to go? It's this Saturday night.\Sorry, I don't think Saturday's gonna work. I'm on duty all night.\Wow, military life is rough even for a 2nd Lieutenant...\What can I get you?\Irish coffee.\Yes, Miss. response:	I know! I'll bring you some dinner!
context: Uh-huh, she probably came for the launch ceremony. The real Jamis Merin!\Do you want to go? It's this Saturday night.\Sorry, I don't think Saturday's gonna work. I'm on duty all night.\Wow, military life is rough even for a 2nd Lieutenant...\What can I get you?\Irish coffee.\Yes, Miss.\I know! I'll bring you some dinner! response:	Oh, but maybe regular people can't get in...
context: Do you want to go? It's this Saturday night.\Sorry, I don't think Saturday's gonna work. I'm on duty all night.\Wow, military life is rough even for a 2nd Lieutenant...\What can I get you?\Irish coffee.\Yes, Miss.\I know! I'll bring you some dinner!\Oh, but maybe regular people can't get in... response:	No, it's not like that at all.
context: Sorry, I don't think Saturday's gonna work. I'm on duty all night.\Wow, military life is rough even for a 2nd Lieutenant...\What can I get you?\Irish coffee.\Yes, Miss.\I know! I'll bring you some dinner!\Oh, but maybe regular people can't get in...\No, it's not like that at all. response:	It'll be fine. I'll figure something out.
context: Wow, military life is rough even for a 2nd Lieutenant...\What can I get you?\Irish coffee.\Yes, Miss.\I know! I'll bring you some dinner!\Oh, but maybe regular people can't get in...\No, it's not like that at all.\It'll be fine. I'll figure something out. response:	How many should I cook for, then?
context: What can I get you?\Irish coffee.\Yes, Miss.\I know! I'll bring you some dinner!\Oh, but maybe regular people can't get in...\No, it's not like that at all.\It'll be fine. I'll figure something out.\How many should I cook for, then? response:	Uh, for two is okay. It'll just be me.
context: Irish coffee.\Yes, Miss.\I know! I'll bring you some dinner!\Oh, but maybe regular people can't get in...\No, it's not like that at all.\It'll be fine. I'll figure something out.\How many should I cook for, then?\Uh, for two is okay. It'll just be me. response:	Hey, Max!
context: Yes, Miss.\I know! I'll bring you some dinner!\Oh, but maybe regular people can't get in...\No, it's not like that at all.\It'll be fine. I'll figure something out.\How many should I cook for, then?\Uh, for two is okay. It'll just be me.\Hey, Max! response:	Did you hear Minmay's gonna enter the Miss Macross contest?
context: I know! I'll bring you some dinner!\Oh, but maybe regular people can't get in...\No, it's not like that at all.\It'll be fine. I'll figure something out.\How many should I cook for, then?\Uh, for two is okay. It'll just be me.\Hey, Max!\Did you hear Minmay's gonna enter the Miss Macross contest? response:	Huh?
context: Oh, but maybe regular people can't get in...\No, it's not like that at all.\It'll be fine. I'll figure something out.\How many should I cook for, then?\Uh, for two is okay. It'll just be me.\Hey, Max!\Did you hear Minmay's gonna enter the Miss Macross contest?\Huh? response:	To celebrate the launch of MBS, the Macross Broadcast System,
context: No, it's not like that at all.\It'll be fine. I'll figure something out.\How many should I cook for, then?\Uh, for two is okay. It'll just be me.\Hey, Max!\Did you hear Minmay's gonna enter the Miss Macross contest?\Huh?\To celebrate the launch of MBS, the Macross Broadcast System, response:	we present the Miss Macross Contest.
context: It'll be fine. I'll figure something out.\How many should I cook for, then?\Uh, for two is okay. It'll just be me.\Hey, Max!\Did you hear Minmay's gonna enter the Miss Macross contest?\Huh?\To celebrate the launch of MBS, the Macross Broadcast System,\we present the Miss Macross Contest. response:	Twenty-eight beautiful contestants will take to the stage,
context: How many should I cook for, then?\Uh, for two is okay. It'll just be me.\Hey, Max!\Did you hear Minmay's gonna enter the Miss Macross contest?\Huh?\To celebrate the launch of MBS, the Macross Broadcast System,\we present the Miss Macross Contest.\Twenty-eight beautiful contestants will take to the stage, response:	having been selected from a total of four hundred applicants.
context: Uh, for two is okay. It'll just be me.\Hey, Max!\Did you hear Minmay's gonna enter the Miss Macross contest?\Huh?\To celebrate the launch of MBS, the Macross Broadcast System,\we present the Miss Macross Contest.\Twenty-eight beautiful contestants will take to the stage,\having been selected from a total of four hundred applicants. response:	Who will make it to the finals and win the crown?
