context: Presented by SoulEaterFan response:	Presented by SoulEaterFan
context: Presented by SoulEaterFan\Presented by SoulEaterFan response:	Hold your breath
context: Presented by SoulEaterFan\Presented by SoulEaterFan\Hold your breath response:	Deadly Night awaits us
context: Presented by SoulEaterFan\Presented by SoulEaterFan\Hold your breath\Deadly Night awaits us response:	You desired it,
context: Presented by SoulEaterFan\Presented by SoulEaterFan\Hold your breath\Deadly Night awaits us\You desired it, response:	the world like that
context: Presented by SoulEaterFan\Presented by SoulEaterFan\Hold your breath\Deadly Night awaits us\You desired it,\the world like that response:	to reflect in those eyes
context: Presented by SoulEaterFan\Presented by SoulEaterFan\Hold your breath\Deadly Night awaits us\You desired it,\the world like that\to reflect in those eyes response:	OOHO
context: Presented by SoulEaterFan\Presented by SoulEaterFan\Hold your breath\Deadly Night awaits us\You desired it,\the world like that\to reflect in those eyes\OOHO response:	Even if those dreams will be scary
context: Presented by SoulEaterFan\Hold your breath\Deadly Night awaits us\You desired it,\the world like that\to reflect in those eyes\OOHO\Even if those dreams will be scary response:	For your sake, Fairy Blue
context: Hold your breath\Deadly Night awaits us\You desired it,\the world like that\to reflect in those eyes\OOHO\Even if those dreams will be scary\For your sake, Fairy Blue response:	Breaking of stars
context: Deadly Night awaits us\You desired it,\the world like that\to reflect in those eyes\OOHO\Even if those dreams will be scary\For your sake, Fairy Blue\Breaking of stars response:	was decorated by
context: You desired it,\the world like that\to reflect in those eyes\OOHO\Even if those dreams will be scary\For your sake, Fairy Blue\Breaking of stars\was decorated by response:	So don't stop believing!
context: the world like that\to reflect in those eyes\OOHO\Even if those dreams will be scary\For your sake, Fairy Blue\Breaking of stars\was decorated by\So don't stop believing! response:	As long as I'm looking at
context: to reflect in those eyes\OOHO\Even if those dreams will be scary\For your sake, Fairy Blue\Breaking of stars\was decorated by\So don't stop believing!\As long as I'm looking at response:	the brightly shining moon.
context: OOHO\Even if those dreams will be scary\For your sake, Fairy Blue\Breaking of stars\was decorated by\So don't stop believing!\As long as I'm looking at\the brightly shining moon. response:	My dried lips
context: Even if those dreams will be scary\For your sake, Fairy Blue\Breaking of stars\was decorated by\So don't stop believing!\As long as I'm looking at\the brightly shining moon.\My dried lips response:	are exposed to
context: For your sake, Fairy Blue\Breaking of stars\was decorated by\So don't stop believing!\As long as I'm looking at\the brightly shining moon.\My dried lips\are exposed to response:	the freezing sun.
context: Breaking of stars\was decorated by\So don't stop believing!\As long as I'm looking at\the brightly shining moon.\My dried lips\are exposed to\the freezing sun. response:	Overflowing tears
context: was decorated by\So don't stop believing!\As long as I'm looking at\the brightly shining moon.\My dried lips\are exposed to\the freezing sun.\Overflowing tears response:	with its reflecting shine,
context: So don't stop believing!\As long as I'm looking at\the brightly shining moon.\My dried lips\are exposed to\the freezing sun.\Overflowing tears\with its reflecting shine, response:	keep falling down my cheeks.
context: As long as I'm looking at\the brightly shining moon.\My dried lips\are exposed to\the freezing sun.\Overflowing tears\with its reflecting shine,\keep falling down my cheeks. response:	Hoping to make up,
context: the brightly shining moon.\My dried lips\are exposed to\the freezing sun.\Overflowing tears\with its reflecting shine,\keep falling down my cheeks.\Hoping to make up, response:	I have been looking for you
context: My dried lips\are exposed to\the freezing sun.\Overflowing tears\with its reflecting shine,\keep falling down my cheeks.\Hoping to make up,\I have been looking for you response:	in dreary places.
context: are exposed to\the freezing sun.\Overflowing tears\with its reflecting shine,\keep falling down my cheeks.\Hoping to make up,\I have been looking for you\in dreary places. response:	When our fingers made contact
context: the freezing sun.\Overflowing tears\with its reflecting shine,\keep falling down my cheeks.\Hoping to make up,\I have been looking for you\in dreary places.\When our fingers made contact response:	the only thing that was scrambled
context: Overflowing tears\with its reflecting shine,\keep falling down my cheeks.\Hoping to make up,\I have been looking for you\in dreary places.\When our fingers made contact\the only thing that was scrambled response:	was your loneliness
context: with its reflecting shine,\keep falling down my cheeks.\Hoping to make up,\I have been looking for you\in dreary places.\When our fingers made contact\the only thing that was scrambled\was your loneliness response:	The wish we held on
context: keep falling down my cheeks.\Hoping to make up,\I have been looking for you\in dreary places.\When our fingers made contact\the only thing that was scrambled\was your loneliness\The wish we held on response:	in the middle of our heartbeats,
context: Hoping to make up,\I have been looking for you\in dreary places.\When our fingers made contact\the only thing that was scrambled\was your loneliness\The wish we held on\in the middle of our heartbeats, response:	if only that was our destiny...
context: I have been looking for you\in dreary places.\When our fingers made contact\the only thing that was scrambled\was your loneliness\The wish we held on\in the middle of our heartbeats,\if only that was our destiny... response:	Although I have lost you,
context: in dreary places.\When our fingers made contact\the only thing that was scrambled\was your loneliness\The wish we held on\in the middle of our heartbeats,\if only that was our destiny...\Although I have lost you, response:	the memories you left behind,
context: When our fingers made contact\the only thing that was scrambled\was your loneliness\The wish we held on\in the middle of our heartbeats,\if only that was our destiny...\Although I have lost you,\the memories you left behind, response:	along with your image,
context: the only thing that was scrambled\was your loneliness\The wish we held on\in the middle of our heartbeats,\if only that was our destiny...\Although I have lost you,\the memories you left behind,\along with your image, response:	even now
context: was your loneliness\The wish we held on\in the middle of our heartbeats,\if only that was our destiny...\Although I have lost you,\the memories you left behind,\along with your image,\even now response:	remain within' me...
context: The wish we held on\in the middle of our heartbeats,\if only that was our destiny...\Although I have lost you,\the memories you left behind,\along with your image,\even now\remain within' me... response:	Charge!
context: in the middle of our heartbeats,\if only that was our destiny...\Although I have lost you,\the memories you left behind,\along with your image,\even now\remain within' me...\Charge! response:	Baba Yaga' s
context: if only that was our destiny...\Although I have lost you,\the memories you left behind,\along with your image,\even now\remain within' me...\Charge!\Baba Yaga' s response:	Castle
context: Although I have lost you,\the memories you left behind,\along with your image,\even now\remain within' me...\Charge!\Baba Yaga' s\Castle response:	Why is Everything Suddenly so Unclear?
context: the memories you left behind,\along with your image,\even now\remain within' me...\Charge!\Baba Yaga' s\Castle\Why is Everything Suddenly so Unclear? response:	The Last Demon Tool
context: along with your image,\even now\remain within' me...\Charge!\Baba Yaga' s\Castle\Why is Everything Suddenly so Unclear?\The Last Demon Tool response:	The Weaponless Kid' s Impossible Mission?
context: even now\remain within' me...\Charge!\Baba Yaga' s\Castle\Why is Everything Suddenly so Unclear?\The Last Demon Tool\The Weaponless Kid' s Impossible Mission? response:	It's alright, Asura.
context: remain within' me...\Charge!\Baba Yaga' s\Castle\Why is Everything Suddenly so Unclear?\The Last Demon Tool\The Weaponless Kid' s Impossible Mission?\It's alright, Asura. response:	I'll protect you...
context: Charge!\Baba Yaga' s\Castle\Why is Everything Suddenly so Unclear?\The Last Demon Tool\The Weaponless Kid' s Impossible Mission?\It's alright, Asura.\I'll protect you... response:	Always...
context: Baba Yaga' s\Castle\Why is Everything Suddenly so Unclear?\The Last Demon Tool\The Weaponless Kid' s Impossible Mission?\It's alright, Asura.\I'll protect you...\Always... response:	Always.
context: Castle\Why is Everything Suddenly so Unclear?\The Last Demon Tool\The Weaponless Kid' s Impossible Mission?\It's alright, Asura.\I'll protect you...\Always...\Always. response:	Everything is so confusing.
context: Why is Everything Suddenly so Unclear?\The Last Demon Tool\The Weaponless Kid' s Impossible Mission?\It's alright, Asura.\I'll protect you...\Always...\Always.\Everything is so confusing. response:	Too many things have happened.
context: The Last Demon Tool\The Weaponless Kid' s Impossible Mission?\It's alright, Asura.\I'll protect you...\Always...\Always.\Everything is so confusing.\Too many things have happened. response:	Everything just seemed to happen all at once.
context: The Weaponless Kid' s Impossible Mission?\It's alright, Asura.\I'll protect you...\Always...\Always.\Everything is so confusing.\Too many things have happened.\Everything just seemed to happen all at once. response:	But right now,
context: It's alright, Asura.\I'll protect you...\Always...\Always.\Everything is so confusing.\Too many things have happened.\Everything just seemed to happen all at once.\But right now, response:	Shibusen is ignoring all those matters.
context: I'll protect you...\Always...\Always.\Everything is so confusing.\Too many things have happened.\Everything just seemed to happen all at once.\But right now,\Shibusen is ignoring all those matters. response:	The world is about to be consumed by madness.
context: Always...\Always.\Everything is so confusing.\Too many things have happened.\Everything just seemed to happen all at once.\But right now,\Shibusen is ignoring all those matters.\The world is about to be consumed by madness. response:	It's only reasonable that they're focusing on that.
context: Always.\Everything is so confusing.\Too many things have happened.\Everything just seemed to happen all at once.\But right now,\Shibusen is ignoring all those matters.\The world is about to be consumed by madness.\It's only reasonable that they're focusing on that. response:	After all, Shibusen was founded for the purpose of stopping the Kishin.
context: Everything is so confusing.\Too many things have happened.\Everything just seemed to happen all at once.\But right now,\Shibusen is ignoring all those matters.\The world is about to be consumed by madness.\It's only reasonable that they're focusing on that.\After all, Shibusen was founded for the purpose of stopping the Kishin. response:	I understand that...
context: Too many things have happened.\Everything just seemed to happen all at once.\But right now,\Shibusen is ignoring all those matters.\The world is about to be consumed by madness.\It's only reasonable that they're focusing on that.\After all, Shibusen was founded for the purpose of stopping the Kishin.\I understand that... response:	As well as the current situation.
