context: Piercing through the Macro sky, response:	a thunderbolt strikes the Earth
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth response:	To awaken us, the young mankind,
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind, response:	the Light struck
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck response:	Macross! Macross!
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross! response:	The brave youths who arise
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise response:	and fight to protect their loved ones
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones response:	will set out on their journey as the war rages on
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\will set out on their journey as the war rages on response:	Will you love me tomorrow?
context: a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\will set out on their journey as the war rages on\Will you love me tomorrow? response:	Slicing through the darkness, they fly toward
context: To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\will set out on their journey as the war rages on\Will you love me tomorrow?\Slicing through the darkness, they fly toward response:	that blue planet that shines in the distance
context: the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\will set out on their journey as the war rages on\Will you love me tomorrow?\Slicing through the darkness, they fly toward\that blue planet that shines in the distance response:	Macross! Macross! Macross!
context: Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\will set out on their journey as the war rages on\Will you love me tomorrow?\Slicing through the darkness, they fly toward\that blue planet that shines in the distance\Macross! Macross! Macross! response:	Two months have passed since the Macross, just prior to its launch ceremony,
context: The brave youths who arise\and fight to protect their loved ones\will set out on their journey as the war rages on\Will you love me tomorrow?\Slicing through the darkness, they fly toward\that blue planet that shines in the distance\Macross! Macross! Macross!\Two months have passed since the Macross, just prior to its launch ceremony, response:	executed a sudden space fold and was instantly transported inside the orbit of Pluto.
context: and fight to protect their loved ones\will set out on their journey as the war rages on\Will you love me tomorrow?\Slicing through the darkness, they fly toward\that blue planet that shines in the distance\Macross! Macross! Macross!\Two months have passed since the Macross, just prior to its launch ceremony,\executed a sudden space fold and was instantly transported inside the orbit of Pluto. response:	The Macross is currently headed back to Earth.
context: will set out on their journey as the war rages on\Will you love me tomorrow?\Slicing through the darkness, they fly toward\that blue planet that shines in the distance\Macross! Macross! Macross!\Two months have passed since the Macross, just prior to its launch ceremony,\executed a sudden space fold and was instantly transported inside the orbit of Pluto.\The Macross is currently headed back to Earth. response:	It fended off a Zentradi attack by making a transformation,
context: Will you love me tomorrow?\Slicing through the darkness, they fly toward\that blue planet that shines in the distance\Macross! Macross! Macross!\Two months have passed since the Macross, just prior to its launch ceremony,\executed a sudden space fold and was instantly transported inside the orbit of Pluto.\The Macross is currently headed back to Earth.\It fended off a Zentradi attack by making a transformation, response:	but the change in the ship's structure
context: Slicing through the darkness, they fly toward\that blue planet that shines in the distance\Macross! Macross! Macross!\Two months have passed since the Macross, just prior to its launch ceremony,\executed a sudden space fold and was instantly transported inside the orbit of Pluto.\The Macross is currently headed back to Earth.\It fended off a Zentradi attack by making a transformation,\but the change in the ship's structure response:	caused a great deal of casualties among the refugees on board.
context: that blue planet that shines in the distance\Macross! Macross! Macross!\Two months have passed since the Macross, just prior to its launch ceremony,\executed a sudden space fold and was instantly transported inside the orbit of Pluto.\The Macross is currently headed back to Earth.\It fended off a Zentradi attack by making a transformation,\but the change in the ship's structure\caused a great deal of casualties among the refugees on board. response:	However, the people have since rebuilt their city,
context: Macross! Macross! Macross!\Two months have passed since the Macross, just prior to its launch ceremony,\executed a sudden space fold and was instantly transported inside the orbit of Pluto.\The Macross is currently headed back to Earth.\It fended off a Zentradi attack by making a transformation,\but the change in the ship's structure\caused a great deal of casualties among the refugees on board.\However, the people have since rebuilt their city, response:	DAEDALUS ATTACK
context: Two months have passed since the Macross, just prior to its launch ceremony,\executed a sudden space fold and was instantly transported inside the orbit of Pluto.\The Macross is currently headed back to Earth.\It fended off a Zentradi attack by making a transformation,\but the change in the ship's structure\caused a great deal of casualties among the refugees on board.\However, the people have since rebuilt their city,\DAEDALUS ATTACK response:	and for the moment, things are peaceful once again.
context: executed a sudden space fold and was instantly transported inside the orbit of Pluto.\The Macross is currently headed back to Earth.\It fended off a Zentradi attack by making a transformation,\but the change in the ship's structure\caused a great deal of casualties among the refugees on board.\However, the people have since rebuilt their city,\DAEDALUS ATTACK\and for the moment, things are peaceful once again. response:	Meanwhile, having volunteered for military service,
context: The Macross is currently headed back to Earth.\It fended off a Zentradi attack by making a transformation,\but the change in the ship's structure\caused a great deal of casualties among the refugees on board.\However, the people have since rebuilt their city,\DAEDALUS ATTACK\and for the moment, things are peaceful once again.\Meanwhile, having volunteered for military service, response:	Hikaru Ichijo has been undergoing the rigorous training of a new recruit.
context: It fended off a Zentradi attack by making a transformation,\but the change in the ship's structure\caused a great deal of casualties among the refugees on board.\However, the people have since rebuilt their city,\DAEDALUS ATTACK\and for the moment, things are peaceful once again.\Meanwhile, having volunteered for military service,\Hikaru Ichijo has been undergoing the rigorous training of a new recruit. response:	Then, at last, came the day of his first leave.
context: but the change in the ship's structure\caused a great deal of casualties among the refugees on board.\However, the people have since rebuilt their city,\DAEDALUS ATTACK\and for the moment, things are peaceful once again.\Meanwhile, having volunteered for military service,\Hikaru Ichijo has been undergoing the rigorous training of a new recruit.\Then, at last, came the day of his first leave. response:	Here, let me carry that.
context: caused a great deal of casualties among the refugees on board.\However, the people have since rebuilt their city,\DAEDALUS ATTACK\and for the moment, things are peaceful once again.\Meanwhile, having volunteered for military service,\Hikaru Ichijo has been undergoing the rigorous training of a new recruit.\Then, at last, came the day of his first leave.\Here, let me carry that. response:	No, I've got it!
context: However, the people have since rebuilt their city,\DAEDALUS ATTACK\and for the moment, things are peaceful once again.\Meanwhile, having volunteered for military service,\Hikaru Ichijo has been undergoing the rigorous training of a new recruit.\Then, at last, came the day of his first leave.\Here, let me carry that.\No, I've got it! response:	But, it looks bad.
context: DAEDALUS ATTACK\and for the moment, things are peaceful once again.\Meanwhile, having volunteered for military service,\Hikaru Ichijo has been undergoing the rigorous training of a new recruit.\Then, at last, came the day of his first leave.\Here, let me carry that.\No, I've got it!\But, it looks bad. response:	Makes no difference to me.
context: and for the moment, things are peaceful once again.\Meanwhile, having volunteered for military service,\Hikaru Ichijo has been undergoing the rigorous training of a new recruit.\Then, at last, came the day of his first leave.\Here, let me carry that.\No, I've got it!\But, it looks bad.\Makes no difference to me. response:	Sorry...
context: Meanwhile, having volunteered for military service,\Hikaru Ichijo has been undergoing the rigorous training of a new recruit.\Then, at last, came the day of his first leave.\Here, let me carry that.\No, I've got it!\But, it looks bad.\Makes no difference to me.\Sorry... response:	Wow, they're so pretty!
context: Hikaru Ichijo has been undergoing the rigorous training of a new recruit.\Then, at last, came the day of his first leave.\Here, let me carry that.\No, I've got it!\But, it looks bad.\Makes no difference to me.\Sorry...\Wow, they're so pretty! response:	Hang on a second!
context: Then, at last, came the day of his first leave.\Here, let me carry that.\No, I've got it!\But, it looks bad.\Makes no difference to me.\Sorry...\Wow, they're so pretty!\Hang on a second! response:	Would you come look at them with me?
context: Here, let me carry that.\No, I've got it!\But, it looks bad.\Makes no difference to me.\Sorry...\Wow, they're so pretty!\Hang on a second!\Would you come look at them with me? response:	Huh? You want me to go in THAT store?!
context: No, I've got it!\But, it looks bad.\Makes no difference to me.\Sorry...\Wow, they're so pretty!\Hang on a second!\Would you come look at them with me?\Huh? You want me to go in THAT store?! response:	Well, do what you like.
context: But, it looks bad.\Makes no difference to me.\Sorry...\Wow, they're so pretty!\Hang on a second!\Would you come look at them with me?\Huh? You want me to go in THAT store?!\Well, do what you like. response:	No choice, huh?
context: Makes no difference to me.\Sorry...\Wow, they're so pretty!\Hang on a second!\Would you come look at them with me?\Huh? You want me to go in THAT store?!\Well, do what you like.\No choice, huh? response:	No peeking.
context: Sorry...\Wow, they're so pretty!\Hang on a second!\Would you come look at them with me?\Huh? You want me to go in THAT store?!\Well, do what you like.\No choice, huh?\No peeking. response:	Come right in!
context: Wow, they're so pretty!\Hang on a second!\Would you come look at them with me?\Huh? You want me to go in THAT store?!\Well, do what you like.\No choice, huh?\No peeking.\Come right in! response:	Thanks, we will.
context: Hang on a second!\Would you come look at them with me?\Huh? You want me to go in THAT store?!\Well, do what you like.\No choice, huh?\No peeking.\Come right in!\Thanks, we will. response:	Um, where's your lingerie corner?
context: Would you come look at them with me?\Huh? You want me to go in THAT store?!\Well, do what you like.\No choice, huh?\No peeking.\Come right in!\Thanks, we will.\Um, where's your lingerie corner? response:	Right this way, please.
context: Huh? You want me to go in THAT store?!\Well, do what you like.\No choice, huh?\No peeking.\Come right in!\Thanks, we will.\Um, where's your lingerie corner?\Right this way, please. response:	For crying out loud... Huh?
context: Well, do what you like.\No choice, huh?\No peeking.\Come right in!\Thanks, we will.\Um, where's your lingerie corner?\Right this way, please.\For crying out loud... Huh? response:	Wow, this is cute! What do you think?
context: No choice, huh?\No peeking.\Come right in!\Thanks, we will.\Um, where's your lingerie corner?\Right this way, please.\For crying out loud... Huh?\Wow, this is cute! What do you think? response:	It looks great!
context: No peeking.\Come right in!\Thanks, we will.\Um, where's your lingerie corner?\Right this way, please.\For crying out loud... Huh?\Wow, this is cute! What do you think?\It looks great! response:	Let's come back some other time.
context: Come right in!\Thanks, we will.\Um, where's your lingerie corner?\Right this way, please.\For crying out loud... Huh?\Wow, this is cute! What do you think?\It looks great!\Let's come back some other time. response:	Come back any time!
context: Thanks, we will.\Um, where's your lingerie corner?\Right this way, please.\For crying out loud... Huh?\Wow, this is cute! What do you think?\It looks great!\Let's come back some other time.\Come back any time! response:	What do you think, Hikaru?
context: Um, where's your lingerie corner?\Right this way, please.\For crying out loud... Huh?\Wow, this is cute! What do you think?\It looks great!\Let's come back some other time.\Come back any time!\What do you think, Hikaru? response:	What are you doing?
context: Right this way, please.\For crying out loud... Huh?\Wow, this is cute! What do you think?\It looks great!\Let's come back some other time.\Come back any time!\What do you think, Hikaru?\What are you doing? response:	Oh! I think it really suits you.
context: For crying out loud... Huh?\Wow, this is cute! What do you think?\It looks great!\Let's come back some other time.\Come back any time!\What do you think, Hikaru?\What are you doing?\Oh! I think it really suits you. response:	This is it? That abnormal energy reaction you mentioned?
context: Wow, this is cute! What do you think?\It looks great!\Let's come back some other time.\Come back any time!\What do you think, Hikaru?\What are you doing?\Oh! I think it really suits you.\This is it? That abnormal energy reaction you mentioned? response:	Yes, Captain. It's a phenomenon we haven't seen before.
context: It looks great!\Let's come back some other time.\Come back any time!\What do you think, Hikaru?\What are you doing?\Oh! I think it really suits you.\This is it? That abnormal energy reaction you mentioned?\Yes, Captain. It's a phenomenon we haven't seen before. response:	This is where the Fold System used to be, isn't it?
context: Let's come back some other time.\Come back any time!\What do you think, Hikaru?\What are you doing?\Oh! I think it really suits you.\This is it? That abnormal energy reaction you mentioned?\Yes, Captain. It's a phenomenon we haven't seen before.\This is where the Fold System used to be, isn't it? response:	Could there be some connection between the two?
context: Come back any time!\What do you think, Hikaru?\What are you doing?\Oh! I think it really suits you.\This is it? That abnormal energy reaction you mentioned?\Yes, Captain. It's a phenomenon we haven't seen before.\This is where the Fold System used to be, isn't it?\Could there be some connection between the two? response:	Sir. It's possible that the disappearance of the Fold System resulted in
context: What do you think, Hikaru?\What are you doing?\Oh! I think it really suits you.\This is it? That abnormal energy reaction you mentioned?\Yes, Captain. It's a phenomenon we haven't seen before.\This is where the Fold System used to be, isn't it?\Could there be some connection between the two?\Sir. It's possible that the disappearance of the Fold System resulted in response:	a distortion of the space-time continuum.
context: What are you doing?\Oh! I think it really suits you.\This is it? That abnormal energy reaction you mentioned?\Yes, Captain. It's a phenomenon we haven't seen before.\This is where the Fold System used to be, isn't it?\Could there be some connection between the two?\Sir. It's possible that the disappearance of the Fold System resulted in\a distortion of the space-time continuum. response:	Well? Is it interfering with any of the ship's systems?
context: Oh! I think it really suits you.\This is it? That abnormal energy reaction you mentioned?\Yes, Captain. It's a phenomenon we haven't seen before.\This is where the Fold System used to be, isn't it?\Could there be some connection between the two?\Sir. It's possible that the disappearance of the Fold System resulted in\a distortion of the space-time continuum.\Well? Is it interfering with any of the ship's systems? response:	Not at the moment, no.
context: This is it? That abnormal energy reaction you mentioned?\Yes, Captain. It's a phenomenon we haven't seen before.\This is where the Fold System used to be, isn't it?\Could there be some connection between the two?\Sir. It's possible that the disappearance of the Fold System resulted in\a distortion of the space-time continuum.\Well? Is it interfering with any of the ship's systems?\Not at the moment, no. response:	Very well. Continue with your analysis.
context: Yes, Captain. It's a phenomenon we haven't seen before.\This is where the Fold System used to be, isn't it?\Could there be some connection between the two?\Sir. It's possible that the disappearance of the Fold System resulted in\a distortion of the space-time continuum.\Well? Is it interfering with any of the ship's systems?\Not at the moment, no.\Very well. Continue with your analysis. response:	Captain.
context: This is where the Fold System used to be, isn't it?\Could there be some connection between the two?\Sir. It's possible that the disappearance of the Fold System resulted in\a distortion of the space-time continuum.\Well? Is it interfering with any of the ship's systems?\Not at the moment, no.\Very well. Continue with your analysis.\Captain. response:	If we can harness this energy, I believe we could create some kind of barrier.
context: Could there be some connection between the two?\Sir. It's possible that the disappearance of the Fold System resulted in\a distortion of the space-time continuum.\Well? Is it interfering with any of the ship's systems?\Not at the moment, no.\Very well. Continue with your analysis.\Captain.\If we can harness this energy, I believe we could create some kind of barrier. response:	Is that possible?
