context: OP response:	ED
context: OP\ED response:	Faceless One
context: OP\ED\Faceless One response:	The blue moon illuminated
context: OP\ED\Faceless One\The blue moon illuminated response:	your wandering shadow.
context: OP\ED\Faceless One\The blue moon illuminated\your wandering shadow. response:	I could never tell you all I wanted to say.
context: OP\ED\Faceless One\The blue moon illuminated\your wandering shadow.\I could never tell you all I wanted to say. response:	It was so very frustrating.
context: OP\ED\Faceless One\The blue moon illuminated\your wandering shadow.\I could never tell you all I wanted to say.\It was so very frustrating. response:	I think about your faked smile,
context: OP\ED\Faceless One\The blue moon illuminated\your wandering shadow.\I could never tell you all I wanted to say.\It was so very frustrating.\I think about your faked smile, response:	and forget all the hot tears we shed.
context: ED\Faceless One\The blue moon illuminated\your wandering shadow.\I could never tell you all I wanted to say.\It was so very frustrating.\I think about your faked smile,\and forget all the hot tears we shed. response:	What do these empty husks,
context: Faceless One\The blue moon illuminated\your wandering shadow.\I could never tell you all I wanted to say.\It was so very frustrating.\I think about your faked smile,\and forget all the hot tears we shed.\What do these empty husks, response:	those empty eyes of yours, reflect, my dear?
context: The blue moon illuminated\your wandering shadow.\I could never tell you all I wanted to say.\It was so very frustrating.\I think about your faked smile,\and forget all the hot tears we shed.\What do these empty husks,\those empty eyes of yours, reflect, my dear? response:	The transient quarter moon
context: your wandering shadow.\I could never tell you all I wanted to say.\It was so very frustrating.\I think about your faked smile,\and forget all the hot tears we shed.\What do these empty husks,\those empty eyes of yours, reflect, my dear?\The transient quarter moon response:	hides in a rift in the clouds,
context: I could never tell you all I wanted to say.\It was so very frustrating.\I think about your faked smile,\and forget all the hot tears we shed.\What do these empty husks,\those empty eyes of yours, reflect, my dear?\The transient quarter moon\hides in a rift in the clouds, response:	as darkness seeps up from the ground.
context: It was so very frustrating.\I think about your faked smile,\and forget all the hot tears we shed.\What do these empty husks,\those empty eyes of yours, reflect, my dear?\The transient quarter moon\hides in a rift in the clouds,\as darkness seeps up from the ground. response:	Tell me the truth, please.
context: I think about your faked smile,\and forget all the hot tears we shed.\What do these empty husks,\those empty eyes of yours, reflect, my dear?\The transient quarter moon\hides in a rift in the clouds,\as darkness seeps up from the ground.\Tell me the truth, please. response:	Are you so despondent
context: and forget all the hot tears we shed.\What do these empty husks,\those empty eyes of yours, reflect, my dear?\The transient quarter moon\hides in a rift in the clouds,\as darkness seeps up from the ground.\Tell me the truth, please.\Are you so despondent response:	that you still sit alone, sighing?
context: What do these empty husks,\those empty eyes of yours, reflect, my dear?\The transient quarter moon\hides in a rift in the clouds,\as darkness seeps up from the ground.\Tell me the truth, please.\Are you so despondent\that you still sit alone, sighing? response:	Part the Second
context: those empty eyes of yours, reflect, my dear?\The transient quarter moon\hides in a rift in the clouds,\as darkness seeps up from the ground.\Tell me the truth, please.\Are you so despondent\that you still sit alone, sighing?\Part the Second response:	The End
context: The transient quarter moon\hides in a rift in the clouds,\as darkness seeps up from the ground.\Tell me the truth, please.\Are you so despondent\that you still sit alone, sighing?\Part the Second\The End response:	Feelings and memories
context: hides in a rift in the clouds,\as darkness seeps up from the ground.\Tell me the truth, please.\Are you so despondent\that you still sit alone, sighing?\Part the Second\The End\Feelings and memories response:	They exist only within my heart.
context: as darkness seeps up from the ground.\Tell me the truth, please.\Are you so despondent\that you still sit alone, sighing?\Part the Second\The End\Feelings and memories\They exist only within my heart. response:	Though we may pass the same time, or see the same sights,
context: Tell me the truth, please.\Are you so despondent\that you still sit alone, sighing?\Part the Second\The End\Feelings and memories\They exist only within my heart.\Though we may pass the same time, or see the same sights, response:	what we hold within our hearts can never be the same.
context: Are you so despondent\that you still sit alone, sighing?\Part the Second\The End\Feelings and memories\They exist only within my heart.\Though we may pass the same time, or see the same sights,\what we hold within our hearts can never be the same. response:	Your face, your voice,
context: that you still sit alone, sighing?\Part the Second\The End\Feelings and memories\They exist only within my heart.\Though we may pass the same time, or see the same sights,\what we hold within our hearts can never be the same.\Your face, your voice, response:	the image of you, which exists only within me
context: Part the Second\The End\Feelings and memories\They exist only within my heart.\Though we may pass the same time, or see the same sights,\what we hold within our hearts can never be the same.\Your face, your voice,\the image of you, which exists only within me response:	Who are you?
context: The End\Feelings and memories\They exist only within my heart.\Though we may pass the same time, or see the same sights,\what we hold within our hearts can never be the same.\Your face, your voice,\the image of you, which exists only within me\Who are you? response:	Im afraid I wont bend to your will.
context: Feelings and memories\They exist only within my heart.\Though we may pass the same time, or see the same sights,\what we hold within our hearts can never be the same.\Your face, your voice,\the image of you, which exists only within me\Who are you?\Im afraid I wont bend to your will. response:	If you will not show me your true Form, then at least
context: They exist only within my heart.\Though we may pass the same time, or see the same sights,\what we hold within our hearts can never be the same.\Your face, your voice,\the image of you, which exists only within me\Who are you?\Im afraid I wont bend to your will.\If you will not show me your true Form, then at least response:	be quiet
context: Though we may pass the same time, or see the same sights,\what we hold within our hearts can never be the same.\Your face, your voice,\the image of you, which exists only within me\Who are you?\Im afraid I wont bend to your will.\If you will not show me your true Form, then at least\be quiet response:	for a while.
context: what we hold within our hearts can never be the same.\Your face, your voice,\the image of you, which exists only within me\Who are you?\Im afraid I wont bend to your will.\If you will not show me your true Form, then at least\be quiet\for a while. response:	What?
context: Your face, your voice,\the image of you, which exists only within me\Who are you?\Im afraid I wont bend to your will.\If you will not show me your true Form, then at least\be quiet\for a while.\What? response:	Please.
context: the image of you, which exists only within me\Who are you?\Im afraid I wont bend to your will.\If you will not show me your true Form, then at least\be quiet\for a while.\What?\Please. response:	What are you doing?
context: Who are you?\Im afraid I wont bend to your will.\If you will not show me your true Form, then at least\be quiet\for a while.\What?\Please.\What are you doing? response:	Stop it!
context: Im afraid I wont bend to your will.\If you will not show me your true Form, then at least\be quiet\for a while.\What?\Please.\What are you doing?\Stop it! response:	My, my.
context: If you will not show me your true Form, then at least\be quiet\for a while.\What?\Please.\What are you doing?\Stop it!\My, my. response:	Such a contrary thing.
context: be quiet\for a while.\What?\Please.\What are you doing?\Stop it!\My, my.\Such a contrary thing. response:	Well then, shall we restart our little play?
context: for a while.\What?\Please.\What are you doing?\Stop it!\My, my.\Such a contrary thing.\Well then, shall we restart our little play? response:	Play?
context: What?\Please.\What are you doing?\Stop it!\My, my.\Such a contrary thing.\Well then, shall we restart our little play?\Play? response:	The intertwined fates of men give the Mononoke its Form.
context: Please.\What are you doing?\Stop it!\My, my.\Such a contrary thing.\Well then, shall we restart our little play?\Play?\The intertwined fates of men give the Mononoke its Form. response:	When an Ayakashi clings onto a persons thoughts and feelings,
context: What are you doing?\Stop it!\My, my.\Such a contrary thing.\Well then, shall we restart our little play?\Play?\The intertwined fates of men give the Mononoke its Form.\When an Ayakashi clings onto a persons thoughts and feelings, response:	it becomes a Mononoke.
context: Stop it!\My, my.\Such a contrary thing.\Well then, shall we restart our little play?\Play?\The intertwined fates of men give the Mononoke its Form.\When an Ayakashi clings onto a persons thoughts and feelings,\it becomes a Mononoke. response:	I see. You came here to kill the Mononoke.
context: My, my.\Such a contrary thing.\Well then, shall we restart our little play?\Play?\The intertwined fates of men give the Mononoke its Form.\When an Ayakashi clings onto a persons thoughts and feelings,\it becomes a Mononoke.\I see. You came here to kill the Mononoke. response:	I see. You came here to kill the Mononoke.
context: Such a contrary thing.\Well then, shall we restart our little play?\Play?\The intertwined fates of men give the Mononoke its Form.\When an Ayakashi clings onto a persons thoughts and feelings,\it becomes a Mononoke.\I see. You came here to kill the Mononoke.\I see. You came here to kill the Mononoke. response:	If I could kill it now, my work would be easy.
context: Well then, shall we restart our little play?\Play?\The intertwined fates of men give the Mononoke its Form.\When an Ayakashi clings onto a persons thoughts and feelings,\it becomes a Mononoke.\I see. You came here to kill the Mononoke.\I see. You came here to kill the Mononoke.\If I could kill it now, my work would be easy. response:	I must discover the Mononokes Truth and Regret,
context: Play?\The intertwined fates of men give the Mononoke its Form.\When an Ayakashi clings onto a persons thoughts and feelings,\it becomes a Mononoke.\I see. You came here to kill the Mononoke.\I see. You came here to kill the Mononoke.\If I could kill it now, my work would be easy.\I must discover the Mononokes Truth and Regret, response:	and without its Form,
context: The intertwined fates of men give the Mononoke its Form.\When an Ayakashi clings onto a persons thoughts and feelings,\it becomes a Mononoke.\I see. You came here to kill the Mononoke.\I see. You came here to kill the Mononoke.\If I could kill it now, my work would be easy.\I must discover the Mononokes Truth and Regret,\and without its Form, response:	I cannot draw the Sword of Exorcism.
context: When an Ayakashi clings onto a persons thoughts and feelings,\it becomes a Mononoke.\I see. You came here to kill the Mononoke.\I see. You came here to kill the Mononoke.\If I could kill it now, my work would be easy.\I must discover the Mononokes Truth and Regret,\and without its Form,\I cannot draw the Sword of Exorcism. response:	This is a troublesome Mononoke, indeed.
context: it becomes a Mononoke.\I see. You came here to kill the Mononoke.\I see. You came here to kill the Mononoke.\If I could kill it now, my work would be easy.\I must discover the Mononokes Truth and Regret,\and without its Form,\I cannot draw the Sword of Exorcism.\This is a troublesome Mononoke, indeed. response:	Truth is a physical state,
context: I see. You came here to kill the Mononoke.\I see. You came here to kill the Mononoke.\If I could kill it now, my work would be easy.\I must discover the Mononokes Truth and Regret,\and without its Form,\I cannot draw the Sword of Exorcism.\This is a troublesome Mononoke, indeed.\Truth is a physical state, response:	and Regret is a state of mind.
context: I see. You came here to kill the Mononoke.\If I could kill it now, my work would be easy.\I must discover the Mononokes Truth and Regret,\and without its Form,\I cannot draw the Sword of Exorcism.\This is a troublesome Mononoke, indeed.\Truth is a physical state,\and Regret is a state of mind. response:	If the Mononoke will not show me its Form,
context: If I could kill it now, my work would be easy.\I must discover the Mononokes Truth and Regret,\and without its Form,\I cannot draw the Sword of Exorcism.\This is a troublesome Mononoke, indeed.\Truth is a physical state,\and Regret is a state of mind.\If the Mononoke will not show me its Form, response:	I will have to make it tell me
context: I must discover the Mononokes Truth and Regret,\and without its Form,\I cannot draw the Sword of Exorcism.\This is a troublesome Mononoke, indeed.\Truth is a physical state,\and Regret is a state of mind.\If the Mononoke will not show me its Form,\I will have to make it tell me response:	its Truth and Regret.
context: and without its Form,\I cannot draw the Sword of Exorcism.\This is a troublesome Mononoke, indeed.\Truth is a physical state,\and Regret is a state of mind.\If the Mononoke will not show me its Form,\I will have to make it tell me\its Truth and Regret. response:	Ochous life,
context: I cannot draw the Sword of Exorcism.\This is a troublesome Mononoke, indeed.\Truth is a physical state,\and Regret is a state of mind.\If the Mononoke will not show me its Form,\I will have to make it tell me\its Truth and Regret.\Ochous life, response:	Part the First.
context: This is a troublesome Mononoke, indeed.\Truth is a physical state,\and Regret is a state of mind.\If the Mononoke will not show me its Form,\I will have to make it tell me\its Truth and Regret.\Ochous life,\Part the First. response:	My life?
context: Truth is a physical state,\and Regret is a state of mind.\If the Mononoke will not show me its Form,\I will have to make it tell me\its Truth and Regret.\Ochous life,\Part the First.\My life? response:	My life?
context: and Regret is a state of mind.\If the Mononoke will not show me its Form,\I will have to make it tell me\its Truth and Regret.\Ochous life,\Part the First.\My life?\My life? response:	Sake! Sake!
context: If the Mononoke will not show me its Form,\I will have to make it tell me\its Truth and Regret.\Ochous life,\Part the First.\My life?\My life?\Sake! Sake! response:	I need more sake!
context: I will have to make it tell me\its Truth and Regret.\Ochous life,\Part the First.\My life?\My life?\Sake! Sake!\I need more sake! response:	I told you to bring me more sake! What are you doing?
context: its Truth and Regret.\Ochous life,\Part the First.\My life?\My life?\Sake! Sake!\I need more sake!\I told you to bring me more sake! What are you doing? response:	What a worthless wife you have.
context: Ochous life,\Part the First.\My life?\My life?\Sake! Sake!\I need more sake!\I told you to bring me more sake! What are you doing?\What a worthless wife you have. response:	Im sorry!
context: Part the First.\My life?\My life?\Sake! Sake!\I need more sake!\I told you to bring me more sake! What are you doing?\What a worthless wife you have.\Im sorry! response:	The Mononoke is showing me what you feel.
context: My life?\My life?\Sake! Sake!\I need more sake!\I told you to bring me more sake! What are you doing?\What a worthless wife you have.\Im sorry!\The Mononoke is showing me what you feel. response:	The perfect feelings for a Mononoke to leech.
context: My life?\Sake! Sake!\I need more sake!\I told you to bring me more sake! What are you doing?\What a worthless wife you have.\Im sorry!\The Mononoke is showing me what you feel.\The perfect feelings for a Mononoke to leech. response:	This is not a laughing matter!
context: Sake! Sake!\I need more sake!\I told you to bring me more sake! What are you doing?\What a worthless wife you have.\Im sorry!\The Mononoke is showing me what you feel.\The perfect feelings for a Mononoke to leech.\This is not a laughing matter! response:	Yes it is. Quite funny, indeed.
context: I need more sake!\I told you to bring me more sake! What are you doing?\What a worthless wife you have.\Im sorry!\The Mononoke is showing me what you feel.\The perfect feelings for a Mononoke to leech.\This is not a laughing matter!\Yes it is. Quite funny, indeed. response:	With such a laughable situation as an excuse,
context: I told you to bring me more sake! What are you doing?\What a worthless wife you have.\Im sorry!\The Mononoke is showing me what you feel.\The perfect feelings for a Mononoke to leech.\This is not a laughing matter!\Yes it is. Quite funny, indeed.\With such a laughable situation as an excuse, response:	how many did you kill?
context: What a worthless wife you have.\Im sorry!\The Mononoke is showing me what you feel.\The perfect feelings for a Mononoke to leech.\This is not a laughing matter!\Yes it is. Quite funny, indeed.\With such a laughable situation as an excuse,\how many did you kill? response:	how many did you kill?
context: Im sorry!\The Mononoke is showing me what you feel.\The perfect feelings for a Mononoke to leech.\This is not a laughing matter!\Yes it is. Quite funny, indeed.\With such a laughable situation as an excuse,\how many did you kill?\how many did you kill? response:	This is the result of relying on the Mononokes strength.
context: The Mononoke is showing me what you feel.\The perfect feelings for a Mononoke to leech.\This is not a laughing matter!\Yes it is. Quite funny, indeed.\With such a laughable situation as an excuse,\how many did you kill?\how many did you kill?\This is the result of relying on the Mononokes strength. response:	Relying on
context: The perfect feelings for a Mononoke to leech.\This is not a laughing matter!\Yes it is. Quite funny, indeed.\With such a laughable situation as an excuse,\how many did you kill?\how many did you kill?\This is the result of relying on the Mononokes strength.\Relying on response:	Do you remember that?
context: This is not a laughing matter!\Yes it is. Quite funny, indeed.\With such a laughable situation as an excuse,\how many did you kill?\how many did you kill?\This is the result of relying on the Mononokes strength.\Relying on\Do you remember that? response:	Do you remember that?
