context: OP response:	ED
context: OP\ED response:	Log on to www.ruri-subs.com or visit us at
context: OP\ED\Log on to www.ruri-subs.com or visit us at response:	Fansubbed by Ruri Subs
context: OP\ED\Log on to www.ruri-subs.com or visit us at\Fansubbed by Ruri Subs response:	The Princess's concert held in Grana was really exciting.
context: OP\ED\Log on to www.ruri-subs.com or visit us at\Fansubbed by Ruri Subs\The Princess's concert held in Grana was really exciting. response:	Of course, it wasn't only at the venue.
context: OP\ED\Log on to www.ruri-subs.com or visit us at\Fansubbed by Ruri Subs\The Princess's concert held in Grana was really exciting.\Of course, it wasn't only at the venue. response:	Those who watched the live telecast enjoyed themselves too.
context: OP\ED\Log on to www.ruri-subs.com or visit us at\Fansubbed by Ruri Subs\The Princess's concert held in Grana was really exciting.\Of course, it wasn't only at the venue.\Those who watched the live telecast enjoyed themselves too. response:	Everyone! Thank you for your time tonight!
context: OP\ED\Log on to www.ruri-subs.com or visit us at\Fansubbed by Ruri Subs\The Princess's concert held in Grana was really exciting.\Of course, it wasn't only at the venue.\Those who watched the live telecast enjoyed themselves too.\Everyone! Thank you for your time tonight! response:	Everyone's smiles and rising applause greeted the end of the concert,
context: ED\Log on to www.ruri-subs.com or visit us at\Fansubbed by Ruri Subs\The Princess's concert held in Grana was really exciting.\Of course, it wasn't only at the venue.\Those who watched the live telecast enjoyed themselves too.\Everyone! Thank you for your time tonight!\Everyone's smiles and rising applause greeted the end of the concert, response:	and, together with the dawn, the citizens of Galette started heading back to Galette.
context: Log on to www.ruri-subs.com or visit us at\Fansubbed by Ruri Subs\The Princess's concert held in Grana was really exciting.\Of course, it wasn't only at the venue.\Those who watched the live telecast enjoyed themselves too.\Everyone! Thank you for your time tonight!\Everyone's smiles and rising applause greeted the end of the concert,\and, together with the dawn, the citizens of Galette started heading back to Galette. response:	The citizens of Biscotti also returned to the land of Biscotti. Each went their own way.
context: Fansubbed by Ruri Subs\The Princess's concert held in Grana was really exciting.\Of course, it wasn't only at the venue.\Those who watched the live telecast enjoyed themselves too.\Everyone! Thank you for your time tonight!\Everyone's smiles and rising applause greeted the end of the concert,\and, together with the dawn, the citizens of Galette started heading back to Galette.\The citizens of Biscotti also returned to the land of Biscotti. Each went their own way. response:	The Four Conditions
context: The Princess's concert held in Grana was really exciting.\Of course, it wasn't only at the venue.\Those who watched the live telecast enjoyed themselves too.\Everyone! Thank you for your time tonight!\Everyone's smiles and rising applause greeted the end of the concert,\and, together with the dawn, the citizens of Galette started heading back to Galette.\The citizens of Biscotti also returned to the land of Biscotti. Each went their own way.\The Four Conditions response:	Indeed!
context: Of course, it wasn't only at the venue.\Those who watched the live telecast enjoyed themselves too.\Everyone! Thank you for your time tonight!\Everyone's smiles and rising applause greeted the end of the concert,\and, together with the dawn, the citizens of Galette started heading back to Galette.\The citizens of Biscotti also returned to the land of Biscotti. Each went their own way.\The Four Conditions\Indeed! response:	Sir Hero, Yuki, I would like to excuse myself and then head to the institute.
context: Those who watched the live telecast enjoyed themselves too.\Everyone! Thank you for your time tonight!\Everyone's smiles and rising applause greeted the end of the concert,\and, together with the dawn, the citizens of Galette started heading back to Galette.\The citizens of Biscotti also returned to the land of Biscotti. Each went their own way.\The Four Conditions\Indeed!\Sir Hero, Yuki, I would like to excuse myself and then head to the institute. response:	Really?
context: Everyone! Thank you for your time tonight!\Everyone's smiles and rising applause greeted the end of the concert,\and, together with the dawn, the citizens of Galette started heading back to Galette.\The citizens of Biscotti also returned to the land of Biscotti. Each went their own way.\The Four Conditions\Indeed!\Sir Hero, Yuki, I would like to excuse myself and then head to the institute.\Really? response:	Well then, do say hello to everyone on my behalf.
context: Everyone's smiles and rising applause greeted the end of the concert,\and, together with the dawn, the citizens of Galette started heading back to Galette.\The citizens of Biscotti also returned to the land of Biscotti. Each went their own way.\The Four Conditions\Indeed!\Sir Hero, Yuki, I would like to excuse myself and then head to the institute.\Really?\Well then, do say hello to everyone on my behalf. response:	Thanks!
context: and, together with the dawn, the citizens of Galette started heading back to Galette.\The citizens of Biscotti also returned to the land of Biscotti. Each went their own way.\The Four Conditions\Indeed!\Sir Hero, Yuki, I would like to excuse myself and then head to the institute.\Really?\Well then, do say hello to everyone on my behalf.\Thanks! response:	Everyone, I'm back.
context: The citizens of Biscotti also returned to the land of Biscotti. Each went their own way.\The Four Conditions\Indeed!\Sir Hero, Yuki, I would like to excuse myself and then head to the institute.\Really?\Well then, do say hello to everyone on my behalf.\Thanks!\Everyone, I'm back. response:	How does the issue of the deportation ceremony look?
context: The Four Conditions\Indeed!\Sir Hero, Yuki, I would like to excuse myself and then head to the institute.\Really?\Well then, do say hello to everyone on my behalf.\Thanks!\Everyone, I'm back.\How does the issue of the deportation ceremony look? response:	Well, the equation for the ritual was resolved this morning.
context: Indeed!\Sir Hero, Yuki, I would like to excuse myself and then head to the institute.\Really?\Well then, do say hello to everyone on my behalf.\Thanks!\Everyone, I'm back.\How does the issue of the deportation ceremony look?\Well, the equation for the ritual was resolved this morning. response:	Once we're ready, we can start the deportation at any time, but...
context: Sir Hero, Yuki, I would like to excuse myself and then head to the institute.\Really?\Well then, do say hello to everyone on my behalf.\Thanks!\Everyone, I'm back.\How does the issue of the deportation ceremony look?\Well, the equation for the ritual was resolved this morning.\Once we're ready, we can start the deportation at any time, but... response:	One, the person who summoned him needs to perform the deportation ceremony.
context: Really?\Well then, do say hello to everyone on my behalf.\Thanks!\Everyone, I'm back.\How does the issue of the deportation ceremony look?\Well, the equation for the ritual was resolved this morning.\Once we're ready, we can start the deportation at any time, but...\One, the person who summoned him needs to perform the deportation ceremony. response:	Two, the period between the summoning and the deportation needs to be within sixteen days.
context: Well then, do say hello to everyone on my behalf.\Thanks!\Everyone, I'm back.\How does the issue of the deportation ceremony look?\Well, the equation for the ritual was resolved this morning.\Once we're ready, we can start the deportation at any time, but...\One, the person who summoned him needs to perform the deportation ceremony.\Two, the period between the summoning and the deportation needs to be within sixteen days. response:	Three, the summoned hero is not allowed to take anything he received or achieved from Flonyard.
context: Thanks!\Everyone, I'm back.\How does the issue of the deportation ceremony look?\Well, the equation for the ritual was resolved this morning.\Once we're ready, we can start the deportation at any time, but...\One, the person who summoned him needs to perform the deportation ceremony.\Two, the period between the summoning and the deportation needs to be within sixteen days.\Three, the summoned hero is not allowed to take anything he received or achieved from Flonyard. response:	Four, once the hero is deported, he will never be able to return to Flonyard.
context: Everyone, I'm back.\How does the issue of the deportation ceremony look?\Well, the equation for the ritual was resolved this morning.\Once we're ready, we can start the deportation at any time, but...\One, the person who summoned him needs to perform the deportation ceremony.\Two, the period between the summoning and the deportation needs to be within sixteen days.\Three, the summoned hero is not allowed to take anything he received or achieved from Flonyard.\Four, once the hero is deported, he will never be able to return to Flonyard. response:	Does anyone else know about this?
context: How does the issue of the deportation ceremony look?\Well, the equation for the ritual was resolved this morning.\Once we're ready, we can start the deportation at any time, but...\One, the person who summoned him needs to perform the deportation ceremony.\Two, the period between the summoning and the deportation needs to be within sixteen days.\Three, the summoned hero is not allowed to take anything he received or achieved from Flonyard.\Four, once the hero is deported, he will never be able to return to Flonyard.\Does anyone else know about this? response:	We haven't told anyone.
context: Well, the equation for the ritual was resolved this morning.\Once we're ready, we can start the deportation at any time, but...\One, the person who summoned him needs to perform the deportation ceremony.\Two, the period between the summoning and the deportation needs to be within sixteen days.\Three, the summoned hero is not allowed to take anything he received or achieved from Flonyard.\Four, once the hero is deported, he will never be able to return to Flonyard.\Does anyone else know about this?\We haven't told anyone. response:	The final date of deportation is... three days from now.
context: Once we're ready, we can start the deportation at any time, but...\One, the person who summoned him needs to perform the deportation ceremony.\Two, the period between the summoning and the deportation needs to be within sixteen days.\Three, the summoned hero is not allowed to take anything he received or achieved from Flonyard.\Four, once the hero is deported, he will never be able to return to Flonyard.\Does anyone else know about this?\We haven't told anyone.\The final date of deportation is... three days from now. response:	I'm so tired!
context: One, the person who summoned him needs to perform the deportation ceremony.\Two, the period between the summoning and the deportation needs to be within sixteen days.\Three, the summoned hero is not allowed to take anything he received or achieved from Flonyard.\Four, once the hero is deported, he will never be able to return to Flonyard.\Does anyone else know about this?\We haven't told anyone.\The final date of deportation is... three days from now.\I'm so tired! response:	Coming.
context: Two, the period between the summoning and the deportation needs to be within sixteen days.\Three, the summoned hero is not allowed to take anything he received or achieved from Flonyard.\Four, once the hero is deported, he will never be able to return to Flonyard.\Does anyone else know about this?\We haven't told anyone.\The final date of deportation is... three days from now.\I'm so tired!\Coming. response:	Good evening!
context: Three, the summoned hero is not allowed to take anything he received or achieved from Flonyard.\Four, once the hero is deported, he will never be able to return to Flonyard.\Does anyone else know about this?\We haven't told anyone.\The final date of deportation is... three days from now.\I'm so tired!\Coming.\Good evening! response:	Rico, what's up?
context: Four, once the hero is deported, he will never be able to return to Flonyard.\Does anyone else know about this?\We haven't told anyone.\The final date of deportation is... three days from now.\I'm so tired!\Coming.\Good evening!\Rico, what's up? response:	We've managed to come up with a way for you to return home.
context: Does anyone else know about this?\We haven't told anyone.\The final date of deportation is... three days from now.\I'm so tired!\Coming.\Good evening!\Rico, what's up?\We've managed to come up with a way for you to return home. response:	According to the plan, you'll be able to return home the morning of three days from now.
context: We haven't told anyone.\The final date of deportation is... three days from now.\I'm so tired!\Coming.\Good evening!\Rico, what's up?\We've managed to come up with a way for you to return home.\According to the plan, you'll be able to return home the morning of three days from now. response:	That's great! Well, that's what I want to say, but...
context: The final date of deportation is... three days from now.\I'm so tired!\Coming.\Good evening!\Rico, what's up?\We've managed to come up with a way for you to return home.\According to the plan, you'll be able to return home the morning of three days from now.\That's great! Well, that's what I want to say, but... response:	is there a catch to it?
context: I'm so tired!\Coming.\Good evening!\Rico, what's up?\We've managed to come up with a way for you to return home.\According to the plan, you'll be able to return home the morning of three days from now.\That's great! Well, that's what I want to say, but...\is there a catch to it? response:	A hero who has been summoned before
context: Coming.\Good evening!\Rico, what's up?\We've managed to come up with a way for you to return home.\According to the plan, you'll be able to return home the morning of three days from now.\That's great! Well, that's what I want to say, but...\is there a catch to it?\A hero who has been summoned before response:	will never be able to come back to Flonyard.
context: Good evening!\Rico, what's up?\We've managed to come up with a way for you to return home.\According to the plan, you'll be able to return home the morning of three days from now.\That's great! Well, that's what I want to say, but...\is there a catch to it?\A hero who has been summoned before\will never be able to come back to Flonyard. response:	I see.
context: Rico, what's up?\We've managed to come up with a way for you to return home.\According to the plan, you'll be able to return home the morning of three days from now.\That's great! Well, that's what I want to say, but...\is there a catch to it?\A hero who has been summoned before\will never be able to come back to Flonyard.\I see. response:	And there is also the condition that you're not allowed to take anything you received in Flonyard.
context: We've managed to come up with a way for you to return home.\According to the plan, you'll be able to return home the morning of three days from now.\That's great! Well, that's what I want to say, but...\is there a catch to it?\A hero who has been summoned before\will never be able to come back to Flonyard.\I see.\And there is also the condition that you're not allowed to take anything you received in Flonyard. response:	This refers not only to material things but also includes knowledge and experience.
context: According to the plan, you'll be able to return home the morning of three days from now.\That's great! Well, that's what I want to say, but...\is there a catch to it?\A hero who has been summoned before\will never be able to come back to Flonyard.\I see.\And there is also the condition that you're not allowed to take anything you received in Flonyard.\This refers not only to material things but also includes knowledge and experience. response:	Even the memories of your time in Flonyard will be erased when you're deported.
context: That's great! Well, that's what I want to say, but...\is there a catch to it?\A hero who has been summoned before\will never be able to come back to Flonyard.\I see.\And there is also the condition that you're not allowed to take anything you received in Flonyard.\This refers not only to material things but also includes knowledge and experience.\Even the memories of your time in Flonyard will be erased when you're deported. response:	I see.
context: is there a catch to it?\A hero who has been summoned before\will never be able to come back to Flonyard.\I see.\And there is also the condition that you're not allowed to take anything you received in Flonyard.\This refers not only to material things but also includes knowledge and experience.\Even the memories of your time in Flonyard will be erased when you're deported.\I see. response:	So this is why... you've looked pale since yesterday.
context: A hero who has been summoned before\will never be able to come back to Flonyard.\I see.\And there is also the condition that you're not allowed to take anything you received in Flonyard.\This refers not only to material things but also includes knowledge and experience.\Even the memories of your time in Flonyard will be erased when you're deported.\I see.\So this is why... you've looked pale since yesterday. response:	I'm just too worthless to be chief of the research institute.
context: will never be able to come back to Flonyard.\I see.\And there is also the condition that you're not allowed to take anything you received in Flonyard.\This refers not only to material things but also includes knowledge and experience.\Even the memories of your time in Flonyard will be erased when you're deported.\I see.\So this is why... you've looked pale since yesterday.\I'm just too worthless to be chief of the research institute. response:	I must have assumed things to be too simple.
context: I see.\And there is also the condition that you're not allowed to take anything you received in Flonyard.\This refers not only to material things but also includes knowledge and experience.\Even the memories of your time in Flonyard will be erased when you're deported.\I see.\So this is why... you've looked pale since yesterday.\I'm just too worthless to be chief of the research institute.\I must have assumed things to be too simple. response:	I thought I could do it, no matter how difficult it was.
context: And there is also the condition that you're not allowed to take anything you received in Flonyard.\This refers not only to material things but also includes knowledge and experience.\Even the memories of your time in Flonyard will be erased when you're deported.\I see.\So this is why... you've looked pale since yesterday.\I'm just too worthless to be chief of the research institute.\I must have assumed things to be too simple.\I thought I could do it, no matter how difficult it was. response:	I was so sure something this depressing wouldn't happen.
context: This refers not only to material things but also includes knowledge and experience.\Even the memories of your time in Flonyard will be erased when you're deported.\I see.\So this is why... you've looked pale since yesterday.\I'm just too worthless to be chief of the research institute.\I must have assumed things to be too simple.\I thought I could do it, no matter how difficult it was.\I was so sure something this depressing wouldn't happen. response:	Rico...
context: Even the memories of your time in Flonyard will be erased when you're deported.\I see.\So this is why... you've looked pale since yesterday.\I'm just too worthless to be chief of the research institute.\I must have assumed things to be too simple.\I thought I could do it, no matter how difficult it was.\I was so sure something this depressing wouldn't happen.\Rico... response:	This isn't your fault, Rico.
context: I see.\So this is why... you've looked pale since yesterday.\I'm just too worthless to be chief of the research institute.\I must have assumed things to be too simple.\I thought I could do it, no matter how difficult it was.\I was so sure something this depressing wouldn't happen.\Rico...\This isn't your fault, Rico. response:	Positive thinking is one of your good points.
context: So this is why... you've looked pale since yesterday.\I'm just too worthless to be chief of the research institute.\I must have assumed things to be too simple.\I thought I could do it, no matter how difficult it was.\I was so sure something this depressing wouldn't happen.\Rico...\This isn't your fault, Rico.\Positive thinking is one of your good points. response:	But... But...
context: I'm just too worthless to be chief of the research institute.\I must have assumed things to be too simple.\I thought I could do it, no matter how difficult it was.\I was so sure something this depressing wouldn't happen.\Rico...\This isn't your fault, Rico.\Positive thinking is one of your good points.\But... But... response:	You've been getting along so well with the princess and everyone here,
context: I must have assumed things to be too simple.\I thought I could do it, no matter how difficult it was.\I was so sure something this depressing wouldn't happen.\Rico...\This isn't your fault, Rico.\Positive thinking is one of your good points.\But... But...\You've been getting along so well with the princess and everyone here, response:	and you've always been hanging out with me.
context: I thought I could do it, no matter how difficult it was.\I was so sure something this depressing wouldn't happen.\Rico...\This isn't your fault, Rico.\Positive thinking is one of your good points.\But... But...\You've been getting along so well with the princess and everyone here,\and you've always been hanging out with me. response:	We were all getting along so well.
context: I was so sure something this depressing wouldn't happen.\Rico...\This isn't your fault, Rico.\Positive thinking is one of your good points.\But... But...\You've been getting along so well with the princess and everyone here,\and you've always been hanging out with me.\We were all getting along so well. response:	I don't want this to end!
context: Rico...\This isn't your fault, Rico.\Positive thinking is one of your good points.\But... But...\You've been getting along so well with the princess and everyone here,\and you've always been hanging out with me.\We were all getting along so well.\I don't want this to end! response:	Rico...
context: This isn't your fault, Rico.\Positive thinking is one of your good points.\But... But...\You've been getting along so well with the princess and everyone here,\and you've always been hanging out with me.\We were all getting along so well.\I don't want this to end!\Rico... response:	I don't want you to forget
context: Positive thinking is one of your good points.\But... But...\You've been getting along so well with the princess and everyone here,\and you've always been hanging out with me.\We were all getting along so well.\I don't want this to end!\Rico...\I don't want you to forget response:	about Flonyard and everyone here!
