context: Piercing through the Macro sky, response:	A thunderbolt strikes the Earth
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth response:	To awaken us, the young mankind
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind response:	The Light struck.
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck. response:	Macross! Macross!
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck.\Macross! Macross! response:	The brave youths who arise
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck.\Macross! Macross!\The brave youths who arise response:	And fight to protect their loved ones
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck.\Macross! Macross!\The brave youths who arise\And fight to protect their loved ones response:	Will set out on their journey As the war rages on.
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck.\Macross! Macross!\The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on. response:	Will you love me tomorrow?
context: A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck.\Macross! Macross!\The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow? response:	Slicing through the darkness they fly toward
context: To awaken us, the young mankind\The Light struck.\Macross! Macross!\The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward response:	That blue planet that shines in the distance
context: The Light struck.\Macross! Macross!\The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance response:	Macross! Macross!
context: Macross! Macross!\The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross! response:	Macross!
context: The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross! response:	Having been made the target of the Zentradi forces and been effectively banished from the Earth,
context: And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\Having been made the target of the Zentradi forces and been effectively banished from the Earth, response:	the Macross continues to wander our solar system aimlessly.
context: Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\Having been made the target of the Zentradi forces and been effectively banished from the Earth,\the Macross continues to wander our solar system aimlessly. response:	Meanwhile, Max, who met Milia thanks to a video game got her to agree to see him again.
context: Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\Having been made the target of the Zentradi forces and been effectively banished from the Earth,\the Macross continues to wander our solar system aimlessly.\Meanwhile, Max, who met Milia thanks to a video game got her to agree to see him again. response:	He is off to meet her with a heart filled with hope.
context: Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\Having been made the target of the Zentradi forces and been effectively banished from the Earth,\the Macross continues to wander our solar system aimlessly.\Meanwhile, Max, who met Milia thanks to a video game got her to agree to see him again.\He is off to meet her with a heart filled with hope. response:	VIRGIN ROAD
context: That blue planet that shines in the distance\Macross! Macross!\Macross!\Having been made the target of the Zentradi forces and been effectively banished from the Earth,\the Macross continues to wander our solar system aimlessly.\Meanwhile, Max, who met Milia thanks to a video game got her to agree to see him again.\He is off to meet her with a heart filled with hope.\VIRGIN ROAD response:	She sure is late. I wonder if she'll show?
context: Macross! Macross!\Macross!\Having been made the target of the Zentradi forces and been effectively banished from the Earth,\the Macross continues to wander our solar system aimlessly.\Meanwhile, Max, who met Milia thanks to a video game got her to agree to see him again.\He is off to meet her with a heart filled with hope.\VIRGIN ROAD\She sure is late. I wonder if she'll show? response:	Why'd I ask her to meet me in a park at night? Maybe she got spooked.
context: Macross!\Having been made the target of the Zentradi forces and been effectively banished from the Earth,\the Macross continues to wander our solar system aimlessly.\Meanwhile, Max, who met Milia thanks to a video game got her to agree to see him again.\He is off to meet her with a heart filled with hope.\VIRGIN ROAD\She sure is late. I wonder if she'll show?\Why'd I ask her to meet me in a park at night? Maybe she got spooked. response:	I guess I should have suggested somewhere more conventional, like a coffee shop.
context: Having been made the target of the Zentradi forces and been effectively banished from the Earth,\the Macross continues to wander our solar system aimlessly.\Meanwhile, Max, who met Milia thanks to a video game got her to agree to see him again.\He is off to meet her with a heart filled with hope.\VIRGIN ROAD\She sure is late. I wonder if she'll show?\Why'd I ask her to meet me in a park at night? Maybe she got spooked.\I guess I should have suggested somewhere more conventional, like a coffee shop. response:	Maximilian Jenius!
context: the Macross continues to wander our solar system aimlessly.\Meanwhile, Max, who met Milia thanks to a video game got her to agree to see him again.\He is off to meet her with a heart filled with hope.\VIRGIN ROAD\She sure is late. I wonder if she'll show?\Why'd I ask her to meet me in a park at night? Maybe she got spooked.\I guess I should have suggested somewhere more conventional, like a coffee shop.\Maximilian Jenius! response:	Milia! I just got here myself...
context: Meanwhile, Max, who met Milia thanks to a video game got her to agree to see him again.\He is off to meet her with a heart filled with hope.\VIRGIN ROAD\She sure is late. I wonder if she'll show?\Why'd I ask her to meet me in a park at night? Maybe she got spooked.\I guess I should have suggested somewhere more conventional, like a coffee shop.\Maximilian Jenius!\Milia! I just got here myself... response:	What the...?!
context: He is off to meet her with a heart filled with hope.\VIRGIN ROAD\She sure is late. I wonder if she'll show?\Why'd I ask her to meet me in a park at night? Maybe she got spooked.\I guess I should have suggested somewhere more conventional, like a coffee shop.\Maximilian Jenius!\Milia! I just got here myself...\What the...?! response:	I am a Zentradi soldier, Queadluun-Rau Flight Commander Milia Fallyna!
context: VIRGIN ROAD\She sure is late. I wonder if she'll show?\Why'd I ask her to meet me in a park at night? Maybe she got spooked.\I guess I should have suggested somewhere more conventional, like a coffee shop.\Maximilian Jenius!\Milia! I just got here myself...\What the...?!\I am a Zentradi soldier, Queadluun-Rau Flight Commander Milia Fallyna! response:	Zentradi soldier?!
context: She sure is late. I wonder if she'll show?\Why'd I ask her to meet me in a park at night? Maybe she got spooked.\I guess I should have suggested somewhere more conventional, like a coffee shop.\Maximilian Jenius!\Milia! I just got here myself...\What the...?!\I am a Zentradi soldier, Queadluun-Rau Flight Commander Milia Fallyna!\Zentradi soldier?! response:	Take the knife! This is a duel!
context: Why'd I ask her to meet me in a park at night? Maybe she got spooked.\I guess I should have suggested somewhere more conventional, like a coffee shop.\Maximilian Jenius!\Milia! I just got here myself...\What the...?!\I am a Zentradi soldier, Queadluun-Rau Flight Commander Milia Fallyna!\Zentradi soldier?!\Take the knife! This is a duel! response:	A duel? With me? Why?
context: I guess I should have suggested somewhere more conventional, like a coffee shop.\Maximilian Jenius!\Milia! I just got here myself...\What the...?!\I am a Zentradi soldier, Queadluun-Rau Flight Commander Milia Fallyna!\Zentradi soldier?!\Take the knife! This is a duel!\A duel? With me? Why? response:	Take the knife! This is revenge!
context: Maximilian Jenius!\Milia! I just got here myself...\What the...?!\I am a Zentradi soldier, Queadluun-Rau Flight Commander Milia Fallyna!\Zentradi soldier?!\Take the knife! This is a duel!\A duel? With me? Why?\Take the knife! This is revenge! response:	If it's revenge, I guess I don't have much choice.
context: Milia! I just got here myself...\What the...?!\I am a Zentradi soldier, Queadluun-Rau Flight Commander Milia Fallyna!\Zentradi soldier?!\Take the knife! This is a duel!\A duel? With me? Why?\Take the knife! This is revenge!\If it's revenge, I guess I don't have much choice. response:	Wait, revenge? For who? Your father?
context: What the...?!\I am a Zentradi soldier, Queadluun-Rau Flight Commander Milia Fallyna!\Zentradi soldier?!\Take the knife! This is a duel!\A duel? With me? Why?\Take the knife! This is revenge!\If it's revenge, I guess I don't have much choice.\Wait, revenge? For who? Your father? response:	Your brother? Your lover?
context: I am a Zentradi soldier, Queadluun-Rau Flight Commander Milia Fallyna!\Zentradi soldier?!\Take the knife! This is a duel!\A duel? With me? Why?\Take the knife! This is revenge!\If it's revenge, I guess I don't have much choice.\Wait, revenge? For who? Your father?\Your brother? Your lover? response:	Don't play dumb!
context: Zentradi soldier?!\Take the knife! This is a duel!\A duel? With me? Why?\Take the knife! This is revenge!\If it's revenge, I guess I don't have much choice.\Wait, revenge? For who? Your father?\Your brother? Your lover?\Don't play dumb! response:	Have you forgotten? This is for me!
context: Take the knife! This is a duel!\A duel? With me? Why?\Take the knife! This is revenge!\If it's revenge, I guess I don't have much choice.\Wait, revenge? For who? Your father?\Your brother? Your lover?\Don't play dumb!\Have you forgotten? This is for me! response:	What are you talking about?
context: A duel? With me? Why?\Take the knife! This is revenge!\If it's revenge, I guess I don't have much choice.\Wait, revenge? For who? Your father?\Your brother? Your lover?\Don't play dumb!\Have you forgotten? This is for me!\What are you talking about? response:	Among the Zentradi, I have enjoyed the reputation of being the deadliest of pilots,
context: Take the knife! This is revenge!\If it's revenge, I guess I don't have much choice.\Wait, revenge? For who? Your father?\Your brother? Your lover?\Don't play dumb!\Have you forgotten? This is for me!\What are you talking about?\Among the Zentradi, I have enjoyed the reputation of being the deadliest of pilots, response:	and I cannot forgive this humiliation!
context: If it's revenge, I guess I don't have much choice.\Wait, revenge? For who? Your father?\Your brother? Your lover?\Don't play dumb!\Have you forgotten? This is for me!\What are you talking about?\Among the Zentradi, I have enjoyed the reputation of being the deadliest of pilots,\and I cannot forgive this humiliation! response:	Not once but twice,
context: Wait, revenge? For who? Your father?\Your brother? Your lover?\Don't play dumb!\Have you forgotten? This is for me!\What are you talking about?\Among the Zentradi, I have enjoyed the reputation of being the deadliest of pilots,\and I cannot forgive this humiliation!\Not once but twice, response:	you have forced me to know
context: Your brother? Your lover?\Don't play dumb!\Have you forgotten? This is for me!\What are you talking about?\Among the Zentradi, I have enjoyed the reputation of being the deadliest of pilots,\and I cannot forgive this humiliation!\Not once but twice,\you have forced me to know response:	the shame of defeat.
context: Don't play dumb!\Have you forgotten? This is for me!\What are you talking about?\Among the Zentradi, I have enjoyed the reputation of being the deadliest of pilots,\and I cannot forgive this humiliation!\Not once but twice,\you have forced me to know\the shame of defeat. response:	I despise you!
context: Have you forgotten? This is for me!\What are you talking about?\Among the Zentradi, I have enjoyed the reputation of being the deadliest of pilots,\and I cannot forgive this humiliation!\Not once but twice,\you have forced me to know\the shame of defeat.\I despise you! response:	I've lost for a third time.
context: What are you talking about?\Among the Zentradi, I have enjoyed the reputation of being the deadliest of pilots,\and I cannot forgive this humiliation!\Not once but twice,\you have forced me to know\the shame of defeat.\I despise you!\I've lost for a third time. response:	So adorable...
context: Among the Zentradi, I have enjoyed the reputation of being the deadliest of pilots,\and I cannot forgive this humiliation!\Not once but twice,\you have forced me to know\the shame of defeat.\I despise you!\I've lost for a third time.\So adorable... response:	Hey, have the top brass said anything yet?
context: and I cannot forgive this humiliation!\Not once but twice,\you have forced me to know\the shame of defeat.\I despise you!\I've lost for a third time.\So adorable...\Hey, have the top brass said anything yet? response:	No, nothing.
context: Not once but twice,\you have forced me to know\the shame of defeat.\I despise you!\I've lost for a third time.\So adorable...\Hey, have the top brass said anything yet?\No, nothing. response:	I wonder if we can really get formal asylum?
context: you have forced me to know\the shame of defeat.\I despise you!\I've lost for a third time.\So adorable...\Hey, have the top brass said anything yet?\No, nothing.\I wonder if we can really get formal asylum? response:	If we're can't, then we'll... we'll end up as refugees in outer space!
context: the shame of defeat.\I despise you!\I've lost for a third time.\So adorable...\Hey, have the top brass said anything yet?\No, nothing.\I wonder if we can really get formal asylum?\If we're can't, then we'll... we'll end up as refugees in outer space! response:	Oh, no! Don't cry!
context: I despise you!\I've lost for a third time.\So adorable...\Hey, have the top brass said anything yet?\No, nothing.\I wonder if we can really get formal asylum?\If we're can't, then we'll... we'll end up as refugees in outer space!\Oh, no! Don't cry! response:	That's right. Cheer up, okay? Okay?!
context: I've lost for a third time.\So adorable...\Hey, have the top brass said anything yet?\No, nothing.\I wonder if we can really get formal asylum?\If we're can't, then we'll... we'll end up as refugees in outer space!\Oh, no! Don't cry!\That's right. Cheer up, okay? Okay?! response:	Excuse me, Lieutenant.
context: So adorable...\Hey, have the top brass said anything yet?\No, nothing.\I wonder if we can really get formal asylum?\If we're can't, then we'll... we'll end up as refugees in outer space!\Oh, no! Don't cry!\That's right. Cheer up, okay? Okay?!\Excuse me, Lieutenant. response:	I request your advice.
context: Hey, have the top brass said anything yet?\No, nothing.\I wonder if we can really get formal asylum?\If we're can't, then we'll... we'll end up as refugees in outer space!\Oh, no! Don't cry!\That's right. Cheer up, okay? Okay?!\Excuse me, Lieutenant.\I request your advice. response:	Jeez, Max, why so formal?
context: No, nothing.\I wonder if we can really get formal asylum?\If we're can't, then we'll... we'll end up as refugees in outer space!\Oh, no! Don't cry!\That's right. Cheer up, okay? Okay?!\Excuse me, Lieutenant.\I request your advice.\Jeez, Max, why so formal? response:	The truth is, it concerns marriage.
context: I wonder if we can really get formal asylum?\If we're can't, then we'll... we'll end up as refugees in outer space!\Oh, no! Don't cry!\That's right. Cheer up, okay? Okay?!\Excuse me, Lieutenant.\I request your advice.\Jeez, Max, why so formal?\The truth is, it concerns marriage. response:	Marriage?!
context: If we're can't, then we'll... we'll end up as refugees in outer space!\Oh, no! Don't cry!\That's right. Cheer up, okay? Okay?!\Excuse me, Lieutenant.\I request your advice.\Jeez, Max, why so formal?\The truth is, it concerns marriage.\Marriage?! response:	You just barely had your first date with her, right?
context: Oh, no! Don't cry!\That's right. Cheer up, okay? Okay?!\Excuse me, Lieutenant.\I request your advice.\Jeez, Max, why so formal?\The truth is, it concerns marriage.\Marriage?!\You just barely had your first date with her, right? response:	Jumping straight into marriage is pretty...
