context: I had lost my way during my journey. response:	Only my soul was wandering, while I stood still.
context: I had lost my way during my journey.\Only my soul was wandering, while I stood still. response:	But right now, I'm walking to a distant place.
context: I had lost my way during my journey.\Only my soul was wandering, while I stood still.\But right now, I'm walking to a distant place. response:	That's right, ever since I met you on this road.
context: I had lost my way during my journey.\Only my soul was wandering, while I stood still.\But right now, I'm walking to a distant place.\That's right, ever since I met you on this road. response:	The travellers witnessed the song, the forbidden song,
context: I had lost my way during my journey.\Only my soul was wandering, while I stood still.\But right now, I'm walking to a distant place.\That's right, ever since I met you on this road.\The travellers witnessed the song, the forbidden song, response:	And I became attached to it as I heard it alone with you.
context: I had lost my way during my journey.\Only my soul was wandering, while I stood still.\But right now, I'm walking to a distant place.\That's right, ever since I met you on this road.\The travellers witnessed the song, the forbidden song,\And I became attached to it as I heard it alone with you. response:	If the world I saw in my dreams exists somewhere,
context: I had lost my way during my journey.\Only my soul was wandering, while I stood still.\But right now, I'm walking to a distant place.\That's right, ever since I met you on this road.\The travellers witnessed the song, the forbidden song,\And I became attached to it as I heard it alone with you.\If the world I saw in my dreams exists somewhere, response:	Let's go search for it, beyond the winds.
context: I had lost my way during my journey.\Only my soul was wandering, while I stood still.\But right now, I'm walking to a distant place.\That's right, ever since I met you on this road.\The travellers witnessed the song, the forbidden song,\And I became attached to it as I heard it alone with you.\If the world I saw in my dreams exists somewhere,\Let's go search for it, beyond the winds. response:	Whether it's a freezing dawn,
context: Only my soul was wandering, while I stood still.\But right now, I'm walking to a distant place.\That's right, ever since I met you on this road.\The travellers witnessed the song, the forbidden song,\And I became attached to it as I heard it alone with you.\If the world I saw in my dreams exists somewhere,\Let's go search for it, beyond the winds.\Whether it's a freezing dawn, response:	A dry midday,
context: But right now, I'm walking to a distant place.\That's right, ever since I met you on this road.\The travellers witnessed the song, the forbidden song,\And I became attached to it as I heard it alone with you.\If the world I saw in my dreams exists somewhere,\Let's go search for it, beyond the winds.\Whether it's a freezing dawn,\A dry midday, response:	A shivering night,
context: That's right, ever since I met you on this road.\The travellers witnessed the song, the forbidden song,\And I became attached to it as I heard it alone with you.\If the world I saw in my dreams exists somewhere,\Let's go search for it, beyond the winds.\Whether it's a freezing dawn,\A dry midday,\A shivering night, response:	or the ends of the Earth, let's go and see it.
context: The travellers witnessed the song, the forbidden song,\And I became attached to it as I heard it alone with you.\If the world I saw in my dreams exists somewhere,\Let's go search for it, beyond the winds.\Whether it's a freezing dawn,\A dry midday,\A shivering night,\or the ends of the Earth, let's go and see it. response:	Enough already!
context: And I became attached to it as I heard it alone with you.\If the world I saw in my dreams exists somewhere,\Let's go search for it, beyond the winds.\Whether it's a freezing dawn,\A dry midday,\A shivering night,\or the ends of the Earth, let's go and see it.\Enough already! response:	Even a little is okay.
context: If the world I saw in my dreams exists somewhere,\Let's go search for it, beyond the winds.\Whether it's a freezing dawn,\A dry midday,\A shivering night,\or the ends of the Earth, let's go and see it.\Enough already!\Even a little is okay. response:	Thank you.
context: Let's go search for it, beyond the winds.\Whether it's a freezing dawn,\A dry midday,\A shivering night,\or the ends of the Earth, let's go and see it.\Enough already!\Even a little is okay.\Thank you. response:	Wolf and the Great Plan
context: Whether it's a freezing dawn,\A dry midday,\A shivering night,\or the ends of the Earth, let's go and see it.\Enough already!\Even a little is okay.\Thank you.\Wolf and the Great Plan response:	You sure came back early.
context: A dry midday,\A shivering night,\or the ends of the Earth, let's go and see it.\Enough already!\Even a little is okay.\Thank you.\Wolf and the Great Plan\You sure came back early. response:	Horo...
context: A shivering night,\or the ends of the Earth, let's go and see it.\Enough already!\Even a little is okay.\Thank you.\Wolf and the Great Plan\You sure came back early.\Horo... response:	I'm sorry.
context: or the ends of the Earth, let's go and see it.\Enough already!\Even a little is okay.\Thank you.\Wolf and the Great Plan\You sure came back early.\Horo...\I'm sorry. response:	I was able to collect three Rumione.
context: Enough already!\Even a little is okay.\Thank you.\Wolf and the Great Plan\You sure came back early.\Horo...\I'm sorry.\I was able to collect three Rumione. response:	There's forty-four Rumione left, but...
context: Even a little is okay.\Thank you.\Wolf and the Great Plan\You sure came back early.\Horo...\I'm sorry.\I was able to collect three Rumione.\There's forty-four Rumione left, but... response:	I can't do anything about it.
context: Thank you.\Wolf and the Great Plan\You sure came back early.\Horo...\I'm sorry.\I was able to collect three Rumione.\There's forty-four Rumione left, but...\I can't do anything about it. response:	All I could think of was to take that money and go to a gambling den.
context: Wolf and the Great Plan\You sure came back early.\Horo...\I'm sorry.\I was able to collect three Rumione.\There's forty-four Rumione left, but...\I can't do anything about it.\All I could think of was to take that money and go to a gambling den. response:	But I'm sure you have more talent for gambling than I do.
context: You sure came back early.\Horo...\I'm sorry.\I was able to collect three Rumione.\There's forty-four Rumione left, but...\I can't do anything about it.\All I could think of was to take that money and go to a gambling den.\But I'm sure you have more talent for gambling than I do. response:	If it's not going to end well at this rate, then the person who uses it will be the winner.
context: Horo...\I'm sorry.\I was able to collect three Rumione.\There's forty-four Rumione left, but...\I can't do anything about it.\All I could think of was to take that money and go to a gambling den.\But I'm sure you have more talent for gambling than I do.\If it's not going to end well at this rate, then the person who uses it will be the winner. response:	It's not like anything will change, even if I gathered the three Rumione towards my debt.
context: I'm sorry.\I was able to collect three Rumione.\There's forty-four Rumione left, but...\I can't do anything about it.\All I could think of was to take that money and go to a gambling den.\But I'm sure you have more talent for gambling than I do.\If it's not going to end well at this rate, then the person who uses it will be the winner.\It's not like anything will change, even if I gathered the three Rumione towards my debt. response:	Fool!
context: I was able to collect three Rumione.\There's forty-four Rumione left, but...\I can't do anything about it.\All I could think of was to take that money and go to a gambling den.\But I'm sure you have more talent for gambling than I do.\If it's not going to end well at this rate, then the person who uses it will be the winner.\It's not like anything will change, even if I gathered the three Rumione towards my debt.\Fool! response:	Hurry up and come back!
context: There's forty-four Rumione left, but...\I can't do anything about it.\All I could think of was to take that money and go to a gambling den.\But I'm sure you have more talent for gambling than I do.\If it's not going to end well at this rate, then the person who uses it will be the winner.\It's not like anything will change, even if I gathered the three Rumione towards my debt.\Fool!\Hurry up and come back! response:	So, what are you going to do?
context: I can't do anything about it.\All I could think of was to take that money and go to a gambling den.\But I'm sure you have more talent for gambling than I do.\If it's not going to end well at this rate, then the person who uses it will be the winner.\It's not like anything will change, even if I gathered the three Rumione towards my debt.\Fool!\Hurry up and come back!\So, what are you going to do? response:	Sorry, I dropped this from the window.
context: All I could think of was to take that money and go to a gambling den.\But I'm sure you have more talent for gambling than I do.\If it's not going to end well at this rate, then the person who uses it will be the winner.\It's not like anything will change, even if I gathered the three Rumione towards my debt.\Fool!\Hurry up and come back!\So, what are you going to do?\Sorry, I dropped this from the window. response:	Give me a break.
context: But I'm sure you have more talent for gambling than I do.\If it's not going to end well at this rate, then the person who uses it will be the winner.\It's not like anything will change, even if I gathered the three Rumione towards my debt.\Fool!\Hurry up and come back!\So, what are you going to do?\Sorry, I dropped this from the window.\Give me a break. response:	Damn fool.
context: If it's not going to end well at this rate, then the person who uses it will be the winner.\It's not like anything will change, even if I gathered the three Rumione towards my debt.\Fool!\Hurry up and come back!\So, what are you going to do?\Sorry, I dropped this from the window.\Give me a break.\Damn fool. response:	Sorry.
