context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	As a plan to get a strategic upper hand against the Clover Kingdom,
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\As a plan to get a strategic upper hand against the Clover Kingdom, response:	the Diamond Kingdom attacked the border town of Kiten.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\As a plan to get a strategic upper hand against the Clover Kingdom,\the Diamond Kingdom attacked the border town of Kiten. response:	But the Golden Dawn arrived there before anyone else
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\As a plan to get a strategic upper hand against the Clover Kingdom,\the Diamond Kingdom attacked the border town of Kiten.\But the Golden Dawn arrived there before anyone else response:	and faced off with the Diamond army,
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\As a plan to get a strategic upper hand against the Clover Kingdom,\the Diamond Kingdom attacked the border town of Kiten.\But the Golden Dawn arrived there before anyone else\and faced off with the Diamond army, response:	quelling the situation.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\As a plan to get a strategic upper hand against the Clover Kingdom,\the Diamond Kingdom attacked the border town of Kiten.\But the Golden Dawn arrived there before anyone else\and faced off with the Diamond army,\quelling the situation. response:	Wind Magic: Swift White Bow.
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\As a plan to get a strategic upper hand against the Clover Kingdom,\the Diamond Kingdom attacked the border town of Kiten.\But the Golden Dawn arrived there before anyone else\and faced off with the Diamond army,\quelling the situation.\Wind Magic: Swift White Bow. response:	I thought I saw a familiar little speck.
context: He was called the Wizard King, and he became a legend.\As a plan to get a strategic upper hand against the Clover Kingdom,\the Diamond Kingdom attacked the border town of Kiten.\But the Golden Dawn arrived there before anyone else\and faced off with the Diamond army,\quelling the situation.\Wind Magic: Swift White Bow.\I thought I saw a familiar little speck. response:	What are you doing here, Asta?
context: As a plan to get a strategic upper hand against the Clover Kingdom,\the Diamond Kingdom attacked the border town of Kiten.\But the Golden Dawn arrived there before anyone else\and faced off with the Diamond army,\quelling the situation.\Wind Magic: Swift White Bow.\I thought I saw a familiar little speck.\What are you doing here, Asta? response:	The fact that you're so beat up means...
