context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	Hey, come on! Are you finished already, you jerk?
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Hey, come on! Are you finished already, you jerk? response:	Asta!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Hey, come on! Are you finished already, you jerk?\Asta! response:	What...
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Hey, come on! Are you finished already, you jerk?\Asta!\What... response:	are you?
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Hey, come on! Are you finished already, you jerk?\Asta!\What...\are you? response:	I'm someone who was born without any magic!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Hey, come on! Are you finished already, you jerk?\Asta!\What...\are you?\I'm someone who was born without any magic! response:	But even so, I'm going to become the Wizard King!
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Hey, come on! Are you finished already, you jerk?\Asta!\What...\are you?\I'm someone who was born without any magic!\But even so, I'm going to become the Wizard King! response:	And I'm alive...
context: He was called the Wizard King, and he became a legend.\Hey, come on! Are you finished already, you jerk?\Asta!\What...\are you?\I'm someone who was born without any magic!\But even so, I'm going to become the Wizard King!\And I'm alive... response:	to prove that!
context: Hey, come on! Are you finished already, you jerk?\Asta!\What...\are you?\I'm someone who was born without any magic!\But even so, I'm going to become the Wizard King!\And I'm alive...\to prove that! response:	Mars!
context: Asta!\What...\are you?\I'm someone who was born without any magic!\But even so, I'm going to become the Wizard King!\And I'm alive...\to prove that!\Mars! response:	What do you want to be when you grow up?
context: What...\are you?\I'm someone who was born without any magic!\But even so, I'm going to become the Wizard King!\And I'm alive...\to prove that!\Mars!\What do you want to be when you grow up? response:	I'm...
context: are you?\I'm someone who was born without any magic!\But even so, I'm going to become the Wizard King!\And I'm alive...\to prove that!\Mars!\What do you want to be when you grow up?\I'm... response:	I'm just going to destroy everything!
context: I'm someone who was born without any magic!\But even so, I'm going to become the Wizard King!\And I'm alive...\to prove that!\Mars!\What do you want to be when you grow up?\I'm...\I'm just going to destroy everything! response:	Destroy everything?
context: But even so, I'm going to become the Wizard King!\And I'm alive...\to prove that!\Mars!\What do you want to be when you grow up?\I'm...\I'm just going to destroy everything!\Destroy everything? response:	The Wizard King protects everyone!
context: And I'm alive...\to prove that!\Mars!\What do you want to be when you grow up?\I'm...\I'm just going to destroy everything!\Destroy everything?\The Wizard King protects everyone! response:	We were born to protect everyone in this country.
context: to prove that!\Mars!\What do you want to be when you grow up?\I'm...\I'm just going to destroy everything!\Destroy everything?\The Wizard King protects everyone!\We were born to protect everyone in this country. response:	Like hell I'm going to lose to someone like you!
context: Mars!\What do you want to be when you grow up?\I'm...\I'm just going to destroy everything!\Destroy everything?\The Wizard King protects everyone!\We were born to protect everyone in this country.\Like hell I'm going to lose to someone like you! response:	You're in my way...
context: What do you want to be when you grow up?\I'm...\I'm just going to destroy everything!\Destroy everything?\The Wizard King protects everyone!\We were born to protect everyone in this country.\Like hell I'm going to lose to someone like you!\You're in my way... response:	Begone, pebble!
context: I'm...\I'm just going to destroy everything!\Destroy everything?\The Wizard King protects everyone!\We were born to protect everyone in this country.\Like hell I'm going to lose to someone like you!\You're in my way...\Begone, pebble! response:	I may be just a pebble,
context: I'm just going to destroy everything!\Destroy everything?\The Wizard King protects everyone!\We were born to protect everyone in this country.\Like hell I'm going to lose to someone like you!\You're in my way...\Begone, pebble!\I may be just a pebble, response:	but I'm...
context: Destroy everything?\The Wizard King protects everyone!\We were born to protect everyone in this country.\Like hell I'm going to lose to someone like you!\You're in my way...\Begone, pebble!\I may be just a pebble,\but I'm... response:	a pebble that shatters diamonds!
context: The Wizard King protects everyone!\We were born to protect everyone in this country.\Like hell I'm going to lose to someone like you!\You're in my way...\Begone, pebble!\I may be just a pebble,\but I'm...\a pebble that shatters diamonds! response:	I would always close my eyes
context: We were born to protect everyone in this country.\Like hell I'm going to lose to someone like you!\You're in my way...\Begone, pebble!\I may be just a pebble,\but I'm...\a pebble that shatters diamonds!\I would always close my eyes response:	And cower at reality
context: Like hell I'm going to lose to someone like you!\You're in my way...\Begone, pebble!\I may be just a pebble,\but I'm...\a pebble that shatters diamonds!\I would always close my eyes\And cower at reality response:	I can't stand the idea
context: You're in my way...\Begone, pebble!\I may be just a pebble,\but I'm...\a pebble that shatters diamonds!\I would always close my eyes\And cower at reality\I can't stand the idea response:	Of just making excuses to give up
context: Begone, pebble!\I may be just a pebble,\but I'm...\a pebble that shatters diamonds!\I would always close my eyes\And cower at reality\I can't stand the idea\Of just making excuses to give up response:	Stand right there
context: I may be just a pebble,\but I'm...\a pebble that shatters diamonds!\I would always close my eyes\And cower at reality\I can't stand the idea\Of just making excuses to give up\Stand right there response:	I don't want to be near you
context: but I'm...\a pebble that shatters diamonds!\I would always close my eyes\And cower at reality\I can't stand the idea\Of just making excuses to give up\Stand right there\I don't want to be near you response:	Any minute now
context: a pebble that shatters diamonds!\I would always close my eyes\And cower at reality\I can't stand the idea\Of just making excuses to give up\Stand right there\I don't want to be near you\Any minute now response:	Just wait right there
context: I would always close my eyes\And cower at reality\I can't stand the idea\Of just making excuses to give up\Stand right there\I don't want to be near you\Any minute now\Just wait right there response:	(The decisive battle is still a long way off)
context: And cower at reality\I can't stand the idea\Of just making excuses to give up\Stand right there\I don't want to be near you\Any minute now\Just wait right there\(The decisive battle is still a long way off) response:	Black and blue
context: I can't stand the idea\Of just making excuses to give up\Stand right there\I don't want to be near you\Any minute now\Just wait right there\(The decisive battle is still a long way off)\Black and blue response:	I'll give up on giving up
context: Of just making excuses to give up\Stand right there\I don't want to be near you\Any minute now\Just wait right there\(The decisive battle is still a long way off)\Black and blue\I'll give up on giving up response:	And get the world on my side
context: Stand right there\I don't want to be near you\Any minute now\Just wait right there\(The decisive battle is still a long way off)\Black and blue\I'll give up on giving up\And get the world on my side response:	I'm looking for the reason I'm alive
context: I don't want to be near you\Any minute now\Just wait right there\(The decisive battle is still a long way off)\Black and blue\I'll give up on giving up\And get the world on my side\I'm looking for the reason I'm alive response:	Every time somewhere under this sky
