context: nakushita yakusoku wa hoshi ni response:	Send the lost promises to the stars
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars response:	omoide wa tokenai
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai response:	My memories won't fade away
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away response:	yotsuba no clover sagashinagara kimi no kao
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao response:	I steal a glance at you as we look for four-leaf clovers,
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers, response:	chirari nusumi mite wa me o sorasu
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu response:	But then divert my eyes
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes response:	yasashii ame wa furu watashitachi no ue ni
context: Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni response:	The gentle rain falls above our heads
context: omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads response:	surechigau hito no kazu dake dramatic ni naru no
context: My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no response:	as it becomes as dramatic as the number of people passing by
context: yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by response:	kowareta taisetsu na mono to
context: I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to response:	I wonder if we'll ever be able to
context: chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to response:	itsuka mata aeru hi ga kurukashira
context: But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira response:	reunite with those precious things that were broken
context: yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken response:	nokoshita kizuato ga kienai
context: The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai response:	The scars that were left behind won't go away
context: surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away response:	sorezoro no basho made
context: as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezoro no basho made response:	Now we must depart
context: kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezoro no basho made\Now we must depart response:	mou ikanakucha
context: I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezoro no basho made\Now we must depart\mou ikanakucha response:	To our own separate ways
context: itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezoro no basho made\Now we must depart\mou ikanakucha\To our own separate ways response:	T-This is...
context: reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezoro no basho made\Now we must depart\mou ikanakucha\To our own separate ways\T-This is... response:	Could this be...?
context: nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezoro no basho made\Now we must depart\mou ikanakucha\To our own separate ways\T-This is...\Could this be...? response:	Yeah.
context: The scars that were left behind won't go away\sorezoro no basho made\Now we must depart\mou ikanakucha\To our own separate ways\T-This is...\Could this be...?\Yeah. response:	Morita left it here yesterday.
context: sorezoro no basho made\Now we must depart\mou ikanakucha\To our own separate ways\T-This is...\Could this be...?\Yeah.\Morita left it here yesterday. response:	I knew it!
context: Now we must depart\mou ikanakucha\To our own separate ways\T-This is...\Could this be...?\Yeah.\Morita left it here yesterday.\I knew it! response:	And I was wondering what Morita-senpai was trying to do by taking Hagu-chan's footprint...
context: mou ikanakucha\To our own separate ways\T-This is...\Could this be...?\Yeah.\Morita left it here yesterday.\I knew it!\And I was wondering what Morita-senpai was trying to do by taking Hagu-chan's footprint... response:	But then, the other day, he...
context: To our own separate ways\T-This is...\Could this be...?\Yeah.\Morita left it here yesterday.\I knew it!\And I was wondering what Morita-senpai was trying to do by taking Hagu-chan's footprint...\But then, the other day, he... response:	Sit on this!
context: T-This is...\Could this be...?\Yeah.\Morita left it here yesterday.\I knew it!\And I was wondering what Morita-senpai was trying to do by taking Hagu-chan's footprint...\But then, the other day, he...\Sit on this! response:	No!
context: Could this be...?\Yeah.\Morita left it here yesterday.\I knew it!\And I was wondering what Morita-senpai was trying to do by taking Hagu-chan's footprint...\But then, the other day, he...\Sit on this!\No! response:	I don't wanna!
context: Yeah.\Morita left it here yesterday.\I knew it!\And I was wondering what Morita-senpai was trying to do by taking Hagu-chan's footprint...\But then, the other day, he...\Sit on this!\No!\I don't wanna! response:	I'm sick of this!
context: Morita left it here yesterday.\I knew it!\And I was wondering what Morita-senpai was trying to do by taking Hagu-chan's footprint...\But then, the other day, he...\Sit on this!\No!\I don't wanna!\I'm sick of this! response:	Help me, Shuu-chan!
context: I knew it!\And I was wondering what Morita-senpai was trying to do by taking Hagu-chan's footprint...\But then, the other day, he...\Sit on this!\No!\I don't wanna!\I'm sick of this!\Help me, Shuu-chan! response:	I feel sorry for her.
context: And I was wondering what Morita-senpai was trying to do by taking Hagu-chan's footprint...\But then, the other day, he...\Sit on this!\No!\I don't wanna!\I'm sick of this!\Help me, Shuu-chan!\I feel sorry for her. response:	Morita-san has been chasing after her quite persistently these days.
context: But then, the other day, he...\Sit on this!\No!\I don't wanna!\I'm sick of this!\Help me, Shuu-chan!\I feel sorry for her.\Morita-san has been chasing after her quite persistently these days. response:	Stop chasing after me!
context: Sit on this!\No!\I don't wanna!\I'm sick of this!\Help me, Shuu-chan!\I feel sorry for her.\Morita-san has been chasing after her quite persistently these days.\Stop chasing after me! response:	He's doing it all for his creation, right?
context: No!\I don't wanna!\I'm sick of this!\Help me, Shuu-chan!\I feel sorry for her.\Morita-san has been chasing after her quite persistently these days.\Stop chasing after me!\He's doing it all for his creation, right? response:	It only took him two or three days to come up with a new creation.
context: I don't wanna!\I'm sick of this!\Help me, Shuu-chan!\I feel sorry for her.\Morita-san has been chasing after her quite persistently these days.\Stop chasing after me!\He's doing it all for his creation, right?\It only took him two or three days to come up with a new creation. response:	But he sure did a great job with this.
context: I'm sick of this!\Help me, Shuu-chan!\I feel sorry for her.\Morita-san has been chasing after her quite persistently these days.\Stop chasing after me!\He's doing it all for his creation, right?\It only took him two or three days to come up with a new creation.\But he sure did a great job with this. response:	Why won't you apply this kind of skill to your homework, Morita?
context: Help me, Shuu-chan!\I feel sorry for her.\Morita-san has been chasing after her quite persistently these days.\Stop chasing after me!\He's doing it all for his creation, right?\It only took him two or three days to come up with a new creation.\But he sure did a great job with this.\Why won't you apply this kind of skill to your homework, Morita? response:	What's Hagu-chan doing now, Sensei?
context: I feel sorry for her.\Morita-san has been chasing after her quite persistently these days.\Stop chasing after me!\He's doing it all for his creation, right?\It only took him two or three days to come up with a new creation.\But he sure did a great job with this.\Why won't you apply this kind of skill to your homework, Morita?\What's Hagu-chan doing now, Sensei? response:	Well, Morita gave her quite a fright...
context: Morita-san has been chasing after her quite persistently these days.\Stop chasing after me!\He's doing it all for his creation, right?\It only took him two or three days to come up with a new creation.\But he sure did a great job with this.\Why won't you apply this kind of skill to your homework, Morita?\What's Hagu-chan doing now, Sensei?\Well, Morita gave her quite a fright... response:	So she's locked herself in and is now channeling her stress into her new piece.
context: Stop chasing after me!\He's doing it all for his creation, right?\It only took him two or three days to come up with a new creation.\But he sure did a great job with this.\Why won't you apply this kind of skill to your homework, Morita?\What's Hagu-chan doing now, Sensei?\Well, Morita gave her quite a fright...\So she's locked herself in and is now channeling her stress into her new piece. response:	Piece?
context: He's doing it all for his creation, right?\It only took him two or three days to come up with a new creation.\But he sure did a great job with this.\Why won't you apply this kind of skill to your homework, Morita?\What's Hagu-chan doing now, Sensei?\Well, Morita gave her quite a fright...\So she's locked herself in and is now channeling her stress into her new piece.\Piece? response:	I've never seen any of her works.
context: It only took him two or three days to come up with a new creation.\But he sure did a great job with this.\Why won't you apply this kind of skill to your homework, Morita?\What's Hagu-chan doing now, Sensei?\Well, Morita gave her quite a fright...\So she's locked herself in and is now channeling her stress into her new piece.\Piece?\I've never seen any of her works. response:	Could I take a look?
context: But he sure did a great job with this.\Why won't you apply this kind of skill to your homework, Morita?\What's Hagu-chan doing now, Sensei?\Well, Morita gave her quite a fright...\So she's locked herself in and is now channeling her stress into her new piece.\Piece?\I've never seen any of her works.\Could I take a look? response:	Sure, go ahead.
context: Why won't you apply this kind of skill to your homework, Morita?\What's Hagu-chan doing now, Sensei?\Well, Morita gave her quite a fright...\So she's locked herself in and is now channeling her stress into her new piece.\Piece?\I've never seen any of her works.\Could I take a look?\Sure, go ahead. response:	But be gentle about it, since she's concentrating.
context: What's Hagu-chan doing now, Sensei?\Well, Morita gave her quite a fright...\So she's locked herself in and is now channeling her stress into her new piece.\Piece?\I've never seen any of her works.\Could I take a look?\Sure, go ahead.\But be gentle about it, since she's concentrating. response:	I wonder what she's making.
context: Well, Morita gave her quite a fright...\So she's locked herself in and is now channeling her stress into her new piece.\Piece?\I've never seen any of her works.\Could I take a look?\Sure, go ahead.\But be gentle about it, since she's concentrating.\I wonder what she's making. response:	Let's take a look.
context: So she's locked herself in and is now channeling her stress into her new piece.\Piece?\I've never seen any of her works.\Could I take a look?\Sure, go ahead.\But be gentle about it, since she's concentrating.\I wonder what she's making.\Let's take a look. response:	A magnum opus!
context: Piece?\I've never seen any of her works.\Could I take a look?\Sure, go ahead.\But be gentle about it, since she's concentrating.\I wonder what she's making.\Let's take a look.\A magnum opus! response:	Petrified State
context: I've never seen any of her works.\Could I take a look?\Sure, go ahead.\But be gentle about it, since she's concentrating.\I wonder what she's making.\Let's take a look.\A magnum opus!\Petrified State response:	How do you like it?
context: Could I take a look?\Sure, go ahead.\But be gentle about it, since she's concentrating.\I wonder what she's making.\Let's take a look.\A magnum opus!\Petrified State\How do you like it? response:	Incredible concentration, isn't it?
context: Sure, go ahead.\But be gentle about it, since she's concentrating.\I wonder what she's making.\Let's take a look.\A magnum opus!\Petrified State\How do you like it?\Incredible concentration, isn't it? response:	She doesn't even drink water when she's like this.
context: But be gentle about it, since she's concentrating.\I wonder what she's making.\Let's take a look.\A magnum opus!\Petrified State\How do you like it?\Incredible concentration, isn't it?\She doesn't even drink water when she's like this. response:	This piece will be displayed in the lobby of a new art museum in Yokohama.
context: I wonder what she's making.\Let's take a look.\A magnum opus!\Petrified State\How do you like it?\Incredible concentration, isn't it?\She doesn't even drink water when she's like this.\This piece will be displayed in the lobby of a new art museum in Yokohama. response:	A friend of mine who owns a gallery has been looking out for Hagu ever since she entered high school.
context: Let's take a look.\A magnum opus!\Petrified State\How do you like it?\Incredible concentration, isn't it?\She doesn't even drink water when she's like this.\This piece will be displayed in the lobby of a new art museum in Yokohama.\A friend of mine who owns a gallery has been looking out for Hagu ever since she entered high school. response:	He's been asking to get Hagumi-san's work at all costs.
context: A magnum opus!\Petrified State\How do you like it?\Incredible concentration, isn't it?\She doesn't even drink water when she's like this.\This piece will be displayed in the lobby of a new art museum in Yokohama.\A friend of mine who owns a gallery has been looking out for Hagu ever since she entered high school.\He's been asking to get Hagumi-san's work at all costs. response:	Surprised?
context: Petrified State\How do you like it?\Incredible concentration, isn't it?\She doesn't even drink water when she's like this.\This piece will be displayed in the lobby of a new art museum in Yokohama.\A friend of mine who owns a gallery has been looking out for Hagu ever since she entered high school.\He's been asking to get Hagumi-san's work at all costs.\Surprised? response:	You should be.
context: How do you like it?\Incredible concentration, isn't it?\She doesn't even drink water when she's like this.\This piece will be displayed in the lobby of a new art museum in Yokohama.\A friend of mine who owns a gallery has been looking out for Hagu ever since she entered high school.\He's been asking to get Hagumi-san's work at all costs.\Surprised?\You should be. response:	I'm surprised every time I look at her works as well.
context: Incredible concentration, isn't it?\She doesn't even drink water when she's like this.\This piece will be displayed in the lobby of a new art museum in Yokohama.\A friend of mine who owns a gallery has been looking out for Hagu ever since she entered high school.\He's been asking to get Hagumi-san's work at all costs.\Surprised?\You should be.\I'm surprised every time I look at her works as well. response:	It just feels like it will come to life any moment...
context: She doesn't even drink water when she's like this.\This piece will be displayed in the lobby of a new art museum in Yokohama.\A friend of mine who owns a gallery has been looking out for Hagu ever since she entered high school.\He's been asking to get Hagumi-san's work at all costs.\Surprised?\You should be.\I'm surprised every time I look at her works as well.\It just feels like it will come to life any moment... response:	Birds, flowers, or people...
context: This piece will be displayed in the lobby of a new art museum in Yokohama.\A friend of mine who owns a gallery has been looking out for Hagu ever since she entered high school.\He's been asking to get Hagumi-san's work at all costs.\Surprised?\You should be.\I'm surprised every time I look at her works as well.\It just feels like it will come to life any moment...\Birds, flowers, or people... response:	I often talk with that gallery owner.
