context: Piercing through the Macro sky, response:	a thunderbolt strikes the Earth
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth response:	To awaken us, the young mankind,
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind, response:	the Light struck
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck response:	Macross! Macross!
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross! response:	The brave youths who arise
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise response:	and fight to protect their loved ones
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones response:	Will set out on their journey as the war rages on.
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on. response:	Will you love me tomorrow?
context: a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow? response:	Slicing through the darkness they fly toward
context: To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward response:	that blue planet that shines in the distance
context: the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\that blue planet that shines in the distance response:	Macross! Macross!
context: Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\that blue planet that shines in the distance\Macross! Macross! response:	Macross!
context: The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\that blue planet that shines in the distance\Macross! Macross!\Macross! response:	ROMANESQUE
context: and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\that blue planet that shines in the distance\Macross! Macross!\Macross!\ROMANESQUE response:	Switching over to the main power generator!
context: Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\that blue planet that shines in the distance\Macross! Macross!\Macross!\ROMANESQUE\Switching over to the main power generator! response:	Looks like it's working.
context: Will you love me tomorrow?\Slicing through the darkness they fly toward\that blue planet that shines in the distance\Macross! Macross!\Macross!\ROMANESQUE\Switching over to the main power generator!\Looks like it's working. response:	Engine room! What's the situation down there?
context: Slicing through the darkness they fly toward\that blue planet that shines in the distance\Macross! Macross!\Macross!\ROMANESQUE\Switching over to the main power generator!\Looks like it's working.\Engine room! What's the situation down there? response:	The power condenser's shot.
context: that blue planet that shines in the distance\Macross! Macross!\Macross!\ROMANESQUE\Switching over to the main power generator!\Looks like it's working.\Engine room! What's the situation down there?\The power condenser's shot. response:	And I can't replace it because I don't have the parts.
context: Macross! Macross!\Macross!\ROMANESQUE\Switching over to the main power generator!\Looks like it's working.\Engine room! What's the situation down there?\The power condenser's shot.\And I can't replace it because I don't have the parts. response:	What about the engine itself?
context: Macross!\ROMANESQUE\Switching over to the main power generator!\Looks like it's working.\Engine room! What's the situation down there?\The power condenser's shot.\And I can't replace it because I don't have the parts.\What about the engine itself? response:	I could probably have it fixed in two or three days.
context: ROMANESQUE\Switching over to the main power generator!\Looks like it's working.\Engine room! What's the situation down there?\The power condenser's shot.\And I can't replace it because I don't have the parts.\What about the engine itself?\I could probably have it fixed in two or three days. response:	But without a power condenser, it's not gonna run!
context: Switching over to the main power generator!\Looks like it's working.\Engine room! What's the situation down there?\The power condenser's shot.\And I can't replace it because I don't have the parts.\What about the engine itself?\I could probably have it fixed in two or three days.\But without a power condenser, it's not gonna run! response:	Understood. Just keep working on engine repairs for now.
context: Looks like it's working.\Engine room! What's the situation down there?\The power condenser's shot.\And I can't replace it because I don't have the parts.\What about the engine itself?\I could probably have it fixed in two or three days.\But without a power condenser, it's not gonna run!\Understood. Just keep working on engine repairs for now. response:	Switch the channel. I've got some orders for everyone.
context: Engine room! What's the situation down there?\The power condenser's shot.\And I can't replace it because I don't have the parts.\What about the engine itself?\I could probably have it fixed in two or three days.\But without a power condenser, it's not gonna run!\Understood. Just keep working on engine repairs for now.\Switch the channel. I've got some orders for everyone. response:	Turn the volume to maximum.
context: The power condenser's shot.\And I can't replace it because I don't have the parts.\What about the engine itself?\I could probably have it fixed in two or three days.\But without a power condenser, it's not gonna run!\Understood. Just keep working on engine repairs for now.\Switch the channel. I've got some orders for everyone.\Turn the volume to maximum. response:	Roger!
context: And I can't replace it because I don't have the parts.\What about the engine itself?\I could probably have it fixed in two or three days.\But without a power condenser, it's not gonna run!\Understood. Just keep working on engine repairs for now.\Switch the channel. I've got some orders for everyone.\Turn the volume to maximum.\Roger! response:	All right, you bums! Open up those ears of yours and listen!
context: What about the engine itself?\I could probably have it fixed in two or three days.\But without a power condenser, it's not gonna run!\Understood. Just keep working on engine repairs for now.\Switch the channel. I've got some orders for everyone.\Turn the volume to maximum.\Roger!\All right, you bums! Open up those ears of yours and listen! response:	Before we can get this ship running there's something we have to take care of.
context: I could probably have it fixed in two or three days.\But without a power condenser, it's not gonna run!\Understood. Just keep working on engine repairs for now.\Switch the channel. I've got some orders for everyone.\Turn the volume to maximum.\Roger!\All right, you bums! Open up those ears of yours and listen!\Before we can get this ship running there's something we have to take care of. response:	Oigur's and my platoons are going to raid an Earth people's factory
context: But without a power condenser, it's not gonna run!\Understood. Just keep working on engine repairs for now.\Switch the channel. I've got some orders for everyone.\Turn the volume to maximum.\Roger!\All right, you bums! Open up those ears of yours and listen!\Before we can get this ship running there's something we have to take care of.\Oigur's and my platoons are going to raid an Earth people's factory response:	and steal the parts for a reaction engine.
context: Understood. Just keep working on engine repairs for now.\Switch the channel. I've got some orders for everyone.\Turn the volume to maximum.\Roger!\All right, you bums! Open up those ears of yours and listen!\Before we can get this ship running there's something we have to take care of.\Oigur's and my platoons are going to raid an Earth people's factory\and steal the parts for a reaction engine. response:	Attack teams will move out as soon as preparations are complete.
context: Switch the channel. I've got some orders for everyone.\Turn the volume to maximum.\Roger!\All right, you bums! Open up those ears of yours and listen!\Before we can get this ship running there's something we have to take care of.\Oigur's and my platoons are going to raid an Earth people's factory\and steal the parts for a reaction engine.\Attack teams will move out as soon as preparations are complete. response:	That's all!
context: Turn the volume to maximum.\Roger!\All right, you bums! Open up those ears of yours and listen!\Before we can get this ship running there's something we have to take care of.\Oigur's and my platoons are going to raid an Earth people's factory\and steal the parts for a reaction engine.\Attack teams will move out as soon as preparations are complete.\That's all! response:	I'll make them regret ever giving us culture.
context: Roger!\All right, you bums! Open up those ears of yours and listen!\Before we can get this ship running there's something we have to take care of.\Oigur's and my platoons are going to raid an Earth people's factory\and steal the parts for a reaction engine.\Attack teams will move out as soon as preparations are complete.\That's all!\I'll make them regret ever giving us culture. response:	I'm going to show those bastards just how we use the repair techniques
context: All right, you bums! Open up those ears of yours and listen!\Before we can get this ship running there's something we have to take care of.\Oigur's and my platoons are going to raid an Earth people's factory\and steal the parts for a reaction engine.\Attack teams will move out as soon as preparations are complete.\That's all!\I'll make them regret ever giving us culture.\I'm going to show those bastards just how we use the repair techniques response:	that they taught us!
context: Before we can get this ship running there's something we have to take care of.\Oigur's and my platoons are going to raid an Earth people's factory\and steal the parts for a reaction engine.\Attack teams will move out as soon as preparations are complete.\That's all!\I'll make them regret ever giving us culture.\I'm going to show those bastards just how we use the repair techniques\that they taught us! response:	Planes 2 and 3, visibility is worsening so I'm going to change our return flight path.
context: Oigur's and my platoons are going to raid an Earth people's factory\and steal the parts for a reaction engine.\Attack teams will move out as soon as preparations are complete.\That's all!\I'll make them regret ever giving us culture.\I'm going to show those bastards just how we use the repair techniques\that they taught us!\Planes 2 and 3, visibility is worsening so I'm going to change our return flight path. response:	Once we're past the waypoint, move to course 1-2-0.
context: and steal the parts for a reaction engine.\Attack teams will move out as soon as preparations are complete.\That's all!\I'll make them regret ever giving us culture.\I'm going to show those bastards just how we use the repair techniques\that they taught us!\Planes 2 and 3, visibility is worsening so I'm going to change our return flight path.\Once we're past the waypoint, move to course 1-2-0. response:	Roger.
context: Attack teams will move out as soon as preparations are complete.\That's all!\I'll make them regret ever giving us culture.\I'm going to show those bastards just how we use the repair techniques\that they taught us!\Planes 2 and 3, visibility is worsening so I'm going to change our return flight path.\Once we're past the waypoint, move to course 1-2-0.\Roger. response:	Maybe asking her out for tea or something will improve her mood.
context: That's all!\I'll make them regret ever giving us culture.\I'm going to show those bastards just how we use the repair techniques\that they taught us!\Planes 2 and 3, visibility is worsening so I'm going to change our return flight path.\Once we're past the waypoint, move to course 1-2-0.\Roger.\Maybe asking her out for tea or something will improve her mood. response:	Where's Major Hayase?
context: I'll make them regret ever giving us culture.\I'm going to show those bastards just how we use the repair techniques\that they taught us!\Planes 2 and 3, visibility is worsening so I'm going to change our return flight path.\Once we're past the waypoint, move to course 1-2-0.\Roger.\Maybe asking her out for tea or something will improve her mood.\Where's Major Hayase? response:	She finished early and went home.
context: I'm going to show those bastards just how we use the repair techniques\that they taught us!\Planes 2 and 3, visibility is worsening so I'm going to change our return flight path.\Once we're past the waypoint, move to course 1-2-0.\Roger.\Maybe asking her out for tea or something will improve her mood.\Where's Major Hayase?\She finished early and went home. response:	Finished early?
context: that they taught us!\Planes 2 and 3, visibility is worsening so I'm going to change our return flight path.\Once we're past the waypoint, move to course 1-2-0.\Roger.\Maybe asking her out for tea or something will improve her mood.\Where's Major Hayase?\She finished early and went home.\Finished early? response:	I'm standing in for her!
context: Planes 2 and 3, visibility is worsening so I'm going to change our return flight path.\Once we're past the waypoint, move to course 1-2-0.\Roger.\Maybe asking her out for tea or something will improve her mood.\Where's Major Hayase?\She finished early and went home.\Finished early?\I'm standing in for her! response:	Oh... There's nothing to report in the eastern sector.
context: Once we're past the waypoint, move to course 1-2-0.\Roger.\Maybe asking her out for tea or something will improve her mood.\Where's Major Hayase?\She finished early and went home.\Finished early?\I'm standing in for her!\Oh... There's nothing to report in the eastern sector. response:	Patrol unit returning to base.
context: Roger.\Maybe asking her out for tea or something will improve her mood.\Where's Major Hayase?\She finished early and went home.\Finished early?\I'm standing in for her!\Oh... There's nothing to report in the eastern sector.\Patrol unit returning to base. response:	Roger.
context: Maybe asking her out for tea or something will improve her mood.\Where's Major Hayase?\She finished early and went home.\Finished early?\I'm standing in for her!\Oh... There's nothing to report in the eastern sector.\Patrol unit returning to base.\Roger. response:	Here's the invoice.
context: Where's Major Hayase?\She finished early and went home.\Finished early?\I'm standing in for her!\Oh... There's nothing to report in the eastern sector.\Patrol unit returning to base.\Roger.\Here's the invoice. response:	Let's see, two power condensers for a reaction engine
context: She finished early and went home.\Finished early?\I'm standing in for her!\Oh... There's nothing to report in the eastern sector.\Patrol unit returning to base.\Roger.\Here's the invoice.\Let's see, two power condensers for a reaction engine response:	plus three J-17s and two dozen PF107 supplemental parts
context: Finished early?\I'm standing in for her!\Oh... There's nothing to report in the eastern sector.\Patrol unit returning to base.\Roger.\Here's the invoice.\Let's see, two power condensers for a reaction engine\plus three J-17s and two dozen PF107 supplemental parts response:	to be loaded into Warehouse 3, huh?
context: I'm standing in for her!\Oh... There's nothing to report in the eastern sector.\Patrol unit returning to base.\Roger.\Here's the invoice.\Let's see, two power condensers for a reaction engine\plus three J-17s and two dozen PF107 supplemental parts\to be loaded into Warehouse 3, huh? response:	Thanks very much!
context: Oh... There's nothing to report in the eastern sector.\Patrol unit returning to base.\Roger.\Here's the invoice.\Let's see, two power condensers for a reaction engine\plus three J-17s and two dozen PF107 supplemental parts\to be loaded into Warehouse 3, huh?\Thanks very much! response:	Come again!
context: Patrol unit returning to base.\Roger.\Here's the invoice.\Let's see, two power condensers for a reaction engine\plus three J-17s and two dozen PF107 supplemental parts\to be loaded into Warehouse 3, huh?\Thanks very much!\Come again! response:	How are we doing on sales?
context: Roger.\Here's the invoice.\Let's see, two power condensers for a reaction engine\plus three J-17s and two dozen PF107 supplemental parts\to be loaded into Warehouse 3, huh?\Thanks very much!\Come again!\How are we doing on sales? response:	Not good. We've still only sold eight items.
context: Here's the invoice.\Let's see, two power condensers for a reaction engine\plus three J-17s and two dozen PF107 supplemental parts\to be loaded into Warehouse 3, huh?\Thanks very much!\Come again!\How are we doing on sales?\Not good. We've still only sold eight items. response:	But I heard that toys sold well at Christmas.
context: Let's see, two power condensers for a reaction engine\plus three J-17s and two dozen PF107 supplemental parts\to be loaded into Warehouse 3, huh?\Thanks very much!\Come again!\How are we doing on sales?\Not good. We've still only sold eight items.\But I heard that toys sold well at Christmas. response:	You! The boy over there! How about a model kit?
context: plus three J-17s and two dozen PF107 supplemental parts\to be loaded into Warehouse 3, huh?\Thanks very much!\Come again!\How are we doing on sales?\Not good. We've still only sold eight items.\But I heard that toys sold well at Christmas.\You! The boy over there! How about a model kit? response:	Maybe we're in a bad location.
context: to be loaded into Warehouse 3, huh?\Thanks very much!\Come again!\How are we doing on sales?\Not good. We've still only sold eight items.\But I heard that toys sold well at Christmas.\You! The boy over there! How about a model kit?\Maybe we're in a bad location. response:	You could be right.
context: Thanks very much!\Come again!\How are we doing on sales?\Not good. We've still only sold eight items.\But I heard that toys sold well at Christmas.\You! The boy over there! How about a model kit?\Maybe we're in a bad location.\You could be right. response:	Maybe we should move somewhere where there are more kids.
