context: nakushita yakusoku wa hoshi ni response:	Send the lost promises to the stars
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars response:	omoide wa tokenai
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai response:	My memories won't fade away
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away response:	yotsuba no clover sagashinagara kimi no kao
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao response:	I steal a glance at you as we look for four-leaf clovers,
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers, response:	chirari nusumi mite wa me o sorasu
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu response:	But then divert my eyes
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes response:	yasashii ame wa furu watashitachi no ue ni
context: Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni response:	The gentle rain falls above our heads
context: omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads response:	surechigau hito no kazu dake dramatic ni naru no
context: My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no response:	as it becomes as dramatic as the number of people passing by
context: yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by response:	kowareta taisetsu na mono to
context: I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to response:	I wonder if we'll ever be able to
context: chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to response:	itsuka mata aeru hi ga kurukashira
context: But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira response:	reunite with those precious things that were broken
context: yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken response:	nokoshita kizuato ga kienai
context: The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai response:	The scars that were left behind won't go away
context: surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away response:	sorezore no basho made
context: as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made response:	Now we must depart
context: kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart response:	mou ikanakucha
context: I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha response:	To our own separate ways
context: itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways response:	Do you want him to come back?
context: reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\Do you want him to come back? response:	Or do you not?
context: nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\Do you want him to come back?\Or do you not? response:	What? Morita-san went to America?!
context: The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\Do you want him to come back?\Or do you not?\What? Morita-san went to America?! response:	And you don't know when he's coming back?
context: sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\Do you want him to come back?\Or do you not?\What? Morita-san went to America?!\And you don't know when he's coming back? response:	And his room is filled with Matsumoto meters?
context: Now we must depart\mou ikanakucha\To our own separate ways\Do you want him to come back?\Or do you not?\What? Morita-san went to America?!\And you don't know when he's coming back?\And his room is filled with Matsumoto meters? response:	Note: a reference to Leiji Matsumoto's Galaxy Express 999.
context: mou ikanakucha\To our own separate ways\Do you want him to come back?\Or do you not?\What? Morita-san went to America?!\And you don't know when he's coming back?\And his room is filled with Matsumoto meters?\Note: a reference to Leiji Matsumoto's Galaxy Express 999. response:	Well... I still can't believe it myself.
context: To our own separate ways\Do you want him to come back?\Or do you not?\What? Morita-san went to America?!\And you don't know when he's coming back?\And his room is filled with Matsumoto meters?\Note: a reference to Leiji Matsumoto's Galaxy Express 999.\Well... I still can't believe it myself. response:	What is he going to do in America?
context: Do you want him to come back?\Or do you not?\What? Morita-san went to America?!\And you don't know when he's coming back?\And his room is filled with Matsumoto meters?\Note: a reference to Leiji Matsumoto's Galaxy Express 999.\Well... I still can't believe it myself.\What is he going to do in America? response:	Study? Work as a foreign laborer?
context: Or do you not?\What? Morita-san went to America?!\And you don't know when he's coming back?\And his room is filled with Matsumoto meters?\Note: a reference to Leiji Matsumoto's Galaxy Express 999.\Well... I still can't believe it myself.\What is he going to do in America?\Study? Work as a foreign laborer? response:	Can Morita-san even speak English?
context: What? Morita-san went to America?!\And you don't know when he's coming back?\And his room is filled with Matsumoto meters?\Note: a reference to Leiji Matsumoto's Galaxy Express 999.\Well... I still can't believe it myself.\What is he going to do in America?\Study? Work as a foreign laborer?\Can Morita-san even speak English? response:	I'm only interested in his room.
context: And you don't know when he's coming back?\And his room is filled with Matsumoto meters?\Note: a reference to Leiji Matsumoto's Galaxy Express 999.\Well... I still can't believe it myself.\What is he going to do in America?\Study? Work as a foreign laborer?\Can Morita-san even speak English?\I'm only interested in his room. response:	When I put it into words, the reality of the situation wore off more and more...
context: And his room is filled with Matsumoto meters?\Note: a reference to Leiji Matsumoto's Galaxy Express 999.\Well... I still can't believe it myself.\What is he going to do in America?\Study? Work as a foreign laborer?\Can Morita-san even speak English?\I'm only interested in his room.\When I put it into words, the reality of the situation wore off more and more... response:	And even I started wondering if this was really happening.
context: Note: a reference to Leiji Matsumoto's Galaxy Express 999.\Well... I still can't believe it myself.\What is he going to do in America?\Study? Work as a foreign laborer?\Can Morita-san even speak English?\I'm only interested in his room.\When I put it into words, the reality of the situation wore off more and more...\And even I started wondering if this was really happening. response:	But...
context: Well... I still can't believe it myself.\What is he going to do in America?\Study? Work as a foreign laborer?\Can Morita-san even speak English?\I'm only interested in his room.\When I put it into words, the reality of the situation wore off more and more...\And even I started wondering if this was really happening.\But... response:	He's not kidding.
context: What is he going to do in America?\Study? Work as a foreign laborer?\Can Morita-san even speak English?\I'm only interested in his room.\When I put it into words, the reality of the situation wore off more and more...\And even I started wondering if this was really happening.\But...\He's not kidding. response:	Did Morita-san really go?
context: Study? Work as a foreign laborer?\Can Morita-san even speak English?\I'm only interested in his room.\When I put it into words, the reality of the situation wore off more and more...\And even I started wondering if this was really happening.\But...\He's not kidding.\Did Morita-san really go? response:	Without telling us anything?
context: Can Morita-san even speak English?\I'm only interested in his room.\When I put it into words, the reality of the situation wore off more and more...\And even I started wondering if this was really happening.\But...\He's not kidding.\Did Morita-san really go?\Without telling us anything? response:	On top of that, he suddenly went off to America and we don't even know when he's coming back?
context: I'm only interested in his room.\When I put it into words, the reality of the situation wore off more and more...\And even I started wondering if this was really happening.\But...\He's not kidding.\Did Morita-san really go?\Without telling us anything?\On top of that, he suddenly went off to America and we don't even know when he's coming back? response:	Well, he did disappear randomly a lot, so maybe this is expected of him.
context: When I put it into words, the reality of the situation wore off more and more...\And even I started wondering if this was really happening.\But...\He's not kidding.\Did Morita-san really go?\Without telling us anything?\On top of that, he suddenly went off to America and we don't even know when he's coming back?\Well, he did disappear randomly a lot, so maybe this is expected of him. response:	What about his tuition and visa?
context: And even I started wondering if this was really happening.\But...\He's not kidding.\Did Morita-san really go?\Without telling us anything?\On top of that, he suddenly went off to America and we don't even know when he's coming back?\Well, he did disappear randomly a lot, so maybe this is expected of him.\What about his tuition and visa? response:	We need to pay rent to our landlord in person. What will he do now?
context: But...\He's not kidding.\Did Morita-san really go?\Without telling us anything?\On top of that, he suddenly went off to America and we don't even know when he's coming back?\Well, he did disappear randomly a lot, so maybe this is expected of him.\What about his tuition and visa?\We need to pay rent to our landlord in person. What will he do now? response:	What about his notice of absence for school?
context: He's not kidding.\Did Morita-san really go?\Without telling us anything?\On top of that, he suddenly went off to America and we don't even know when he's coming back?\Well, he did disappear randomly a lot, so maybe this is expected of him.\What about his tuition and visa?\We need to pay rent to our landlord in person. What will he do now?\What about his notice of absence for school? response:	Oh, but I guess he might not need one since he only has his graduate thesis left.
context: Did Morita-san really go?\Without telling us anything?\On top of that, he suddenly went off to America and we don't even know when he's coming back?\Well, he did disappear randomly a lot, so maybe this is expected of him.\What about his tuition and visa?\We need to pay rent to our landlord in person. What will he do now?\What about his notice of absence for school?\Oh, but I guess he might not need one since he only has his graduate thesis left. response:	I couldn't gather anything from the expression on her small and still feverish face.
context: Without telling us anything?\On top of that, he suddenly went off to America and we don't even know when he's coming back?\Well, he did disappear randomly a lot, so maybe this is expected of him.\What about his tuition and visa?\We need to pay rent to our landlord in person. What will he do now?\What about his notice of absence for school?\Oh, but I guess he might not need one since he only has his graduate thesis left.\I couldn't gather anything from the expression on her small and still feverish face. response:	Do you want him to come back? Or do you not?
context: On top of that, he suddenly went off to America and we don't even know when he's coming back?\Well, he did disappear randomly a lot, so maybe this is expected of him.\What about his tuition and visa?\We need to pay rent to our landlord in person. What will he do now?\What about his notice of absence for school?\Oh, but I guess he might not need one since he only has his graduate thesis left.\I couldn't gather anything from the expression on her small and still feverish face.\Do you want him to come back? Or do you not? response:	I wonder what that was supposed to mean...
context: Well, he did disappear randomly a lot, so maybe this is expected of him.\What about his tuition and visa?\We need to pay rent to our landlord in person. What will he do now?\What about his notice of absence for school?\Oh, but I guess he might not need one since he only has his graduate thesis left.\I couldn't gather anything from the expression on her small and still feverish face.\Do you want him to come back? Or do you not?\I wonder what that was supposed to mean... response:	Why did he ask me something like that?
context: What about his tuition and visa?\We need to pay rent to our landlord in person. What will he do now?\What about his notice of absence for school?\Oh, but I guess he might not need one since he only has his graduate thesis left.\I couldn't gather anything from the expression on her small and still feverish face.\Do you want him to come back? Or do you not?\I wonder what that was supposed to mean...\Why did he ask me something like that? response:	Will Morita-san come back right away if I told him that I wanted him to?
context: We need to pay rent to our landlord in person. What will he do now?\What about his notice of absence for school?\Oh, but I guess he might not need one since he only has his graduate thesis left.\I couldn't gather anything from the expression on her small and still feverish face.\Do you want him to come back? Or do you not?\I wonder what that was supposed to mean...\Why did he ask me something like that?\Will Morita-san come back right away if I told him that I wanted him to? response:	If that's the case, that question isn't for me.
context: What about his notice of absence for school?\Oh, but I guess he might not need one since he only has his graduate thesis left.\I couldn't gather anything from the expression on her small and still feverish face.\Do you want him to come back? Or do you not?\I wonder what that was supposed to mean...\Why did he ask me something like that?\Will Morita-san come back right away if I told him that I wanted him to?\If that's the case, that question isn't for me. response:	Not for me, but...
context: Oh, but I guess he might not need one since he only has his graduate thesis left.\I couldn't gather anything from the expression on her small and still feverish face.\Do you want him to come back? Or do you not?\I wonder what that was supposed to mean...\Why did he ask me something like that?\Will Morita-san come back right away if I told him that I wanted him to?\If that's the case, that question isn't for me.\Not for me, but... response:	Hagu-chan, do you want Morita-san to come back?
context: I couldn't gather anything from the expression on her small and still feverish face.\Do you want him to come back? Or do you not?\I wonder what that was supposed to mean...\Why did he ask me something like that?\Will Morita-san come back right away if I told him that I wanted him to?\If that's the case, that question isn't for me.\Not for me, but...\Hagu-chan, do you want Morita-san to come back? response:	Or do you not?
context: Do you want him to come back? Or do you not?\I wonder what that was supposed to mean...\Why did he ask me something like that?\Will Morita-san come back right away if I told him that I wanted him to?\If that's the case, that question isn't for me.\Not for me, but...\Hagu-chan, do you want Morita-san to come back?\Or do you not? response:	What's wrong, Takemoto-kun?
context: I wonder what that was supposed to mean...\Why did he ask me something like that?\Will Morita-san come back right away if I told him that I wanted him to?\If that's the case, that question isn't for me.\Not for me, but...\Hagu-chan, do you want Morita-san to come back?\Or do you not?\What's wrong, Takemoto-kun? response:	Hey, what good will asking her that do?
context: Why did he ask me something like that?\Will Morita-san come back right away if I told him that I wanted him to?\If that's the case, that question isn't for me.\Not for me, but...\Hagu-chan, do you want Morita-san to come back?\Or do you not?\What's wrong, Takemoto-kun?\Hey, what good will asking her that do? response:	Please tell me.
context: Will Morita-san come back right away if I told him that I wanted him to?\If that's the case, that question isn't for me.\Not for me, but...\Hagu-chan, do you want Morita-san to come back?\Or do you not?\What's wrong, Takemoto-kun?\Hey, what good will asking her that do?\Please tell me. response:	I don't want him to.
context: If that's the case, that question isn't for me.\Not for me, but...\Hagu-chan, do you want Morita-san to come back?\Or do you not?\What's wrong, Takemoto-kun?\Hey, what good will asking her that do?\Please tell me.\I don't want him to. response:	I don't want him to come back.
context: Not for me, but...\Hagu-chan, do you want Morita-san to come back?\Or do you not?\What's wrong, Takemoto-kun?\Hey, what good will asking her that do?\Please tell me.\I don't want him to.\I don't want him to come back. response:	I think it's good to keep trying until you've tried everything you've wanted to do.
