context: Hey, all you viewers out there! response:	When you're watchin' Fairy Tail, make sure to keep the room nice and bright,
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright, response:	and sit back from the screen,'kay?
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay? response:	Previously on Fairy Tail!
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\Previously on Fairy Tail! response:	Amazingly, it turns out Lucy is the daughter of the Heartfilia Konzern!
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\Previously on Fairy Tail!\Amazingly, it turns out Lucy is the daughter of the Heartfilia Konzern! response:	How surprising...
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\Previously on Fairy Tail!\Amazingly, it turns out Lucy is the daughter of the Heartfilia Konzern!\How surprising... response:	Phantom Lord was after her, but thanks to the master invoking Fairy Law, our battle with them is finally over.
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\Previously on Fairy Tail!\Amazingly, it turns out Lucy is the daughter of the Heartfilia Konzern!\How surprising...\Phantom Lord was after her, but thanks to the master invoking Fairy Law, our battle with them is finally over. response:	However...
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\Previously on Fairy Tail!\Amazingly, it turns out Lucy is the daughter of the Heartfilia Konzern!\How surprising...\Phantom Lord was after her, but thanks to the master invoking Fairy Law, our battle with them is finally over.\However... response:	It'll be all right! I'll yell it out countless times.
context: When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\Previously on Fairy Tail!\Amazingly, it turns out Lucy is the daughter of the Heartfilia Konzern!\How surprising...\Phantom Lord was after her, but thanks to the master invoking Fairy Law, our battle with them is finally over.\However...\It'll be all right! I'll yell it out countless times. response:	I believe your every tomorrow will be shining.
context: and sit back from the screen,'kay?\Previously on Fairy Tail!\Amazingly, it turns out Lucy is the daughter of the Heartfilia Konzern!\How surprising...\Phantom Lord was after her, but thanks to the master invoking Fairy Law, our battle with them is finally over.\However...\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining. response:	The intersection of all people
context: Previously on Fairy Tail!\Amazingly, it turns out Lucy is the daughter of the Heartfilia Konzern!\How surprising...\Phantom Lord was after her, but thanks to the master invoking Fairy Law, our battle with them is finally over.\However...\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people response:	Never giving up. And that's why we're not gonna lose!
