context: Water. response:	Earth.
context: Water.\Earth. response:	Fire.
context: Water.\Earth.\Fire. response:	Air.
context: Water.\Earth.\Fire.\Air. response:	Long ago, the four nations lived together in harmony.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony. response:	Then, everything changed when the Fire Nation attacked.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked. response:	Only the Avatar, master of all four elements, could stop them.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them. response:	But when the world needed him most, he vanished.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished. response:	A hundred years passed, and my brother and I discovered the new Avatar...
context: Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar... response:	And although his airbending skills are great.
context: Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great. response:	He has a lot to learn before he's ready to save anyone.
context: Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone. response:	But I believe Aang can save the world.
context: Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world. response:	Would you sit down? If we hit a bump you'll go flying off! What's bugging you anyway?
context: Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Would you sit down? If we hit a bump you'll go flying off! What's bugging you anyway? response:	It's what Avatar Roku said.
context: Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Would you sit down? If we hit a bump you'll go flying off! What's bugging you anyway?\It's what Avatar Roku said. response:	I'm supposed to master all four elements before that comet arrives.
context: But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Would you sit down? If we hit a bump you'll go flying off! What's bugging you anyway?\It's what Avatar Roku said.\I'm supposed to master all four elements before that comet arrives. response:	Well, let's see,...
context: A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Would you sit down? If we hit a bump you'll go flying off! What's bugging you anyway?\It's what Avatar Roku said.\I'm supposed to master all four elements before that comet arrives.\Well, let's see,... response:	I haven't even started waterbending and we're still weeks away from the North Pole!
context: And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Would you sit down? If we hit a bump you'll go flying off! What's bugging you anyway?\It's what Avatar Roku said.\I'm supposed to master all four elements before that comet arrives.\Well, let's see,...\I haven't even started waterbending and we're still weeks away from the North Pole! response:	What am I gonna do!?
context: He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Would you sit down? If we hit a bump you'll go flying off! What's bugging you anyway?\It's what Avatar Roku said.\I'm supposed to master all four elements before that comet arrives.\Well, let's see,...\I haven't even started waterbending and we're still weeks away from the North Pole!\What am I gonna do!? response:	Calm down. It's going to be okay.
context: But I believe Aang can save the world.\Would you sit down? If we hit a bump you'll go flying off! What's bugging you anyway?\It's what Avatar Roku said.\I'm supposed to master all four elements before that comet arrives.\Well, let's see,...\I haven't even started waterbending and we're still weeks away from the North Pole!\What am I gonna do!?\Calm down. It's going to be okay. response:	If you want, I can try and teach you some of the stuff I know.
context: Would you sit down? If we hit a bump you'll go flying off! What's bugging you anyway?\It's what Avatar Roku said.\I'm supposed to master all four elements before that comet arrives.\Well, let's see,...\I haven't even started waterbending and we're still weeks away from the North Pole!\What am I gonna do!?\Calm down. It's going to be okay.\If you want, I can try and teach you some of the stuff I know. response:	You'd do that?
context: It's what Avatar Roku said.\I'm supposed to master all four elements before that comet arrives.\Well, let's see,...\I haven't even started waterbending and we're still weeks away from the North Pole!\What am I gonna do!?\Calm down. It's going to be okay.\If you want, I can try and teach you some of the stuff I know.\You'd do that? response:	We'll need to find a good source of water first.
context: I'm supposed to master all four elements before that comet arrives.\Well, let's see,...\I haven't even started waterbending and we're still weeks away from the North Pole!\What am I gonna do!?\Calm down. It's going to be okay.\If you want, I can try and teach you some of the stuff I know.\You'd do that?\We'll need to find a good source of water first. response:	Maybe we can find a puddle for you to splash in.
context: Well, let's see,...\I haven't even started waterbending and we're still weeks away from the North Pole!\What am I gonna do!?\Calm down. It's going to be okay.\If you want, I can try and teach you some of the stuff I know.\You'd do that?\We'll need to find a good source of water first.\Maybe we can find a puddle for you to splash in. response:	Nice puddle.
context: I haven't even started waterbending and we're still weeks away from the North Pole!\What am I gonna do!?\Calm down. It's going to be okay.\If you want, I can try and teach you some of the stuff I know.\You'd do that?\We'll need to find a good source of water first.\Maybe we can find a puddle for you to splash in.\Nice puddle. response:	Yehhh! Don't start without me, boy!
context: What am I gonna do!?\Calm down. It's going to be okay.\If you want, I can try and teach you some of the stuff I know.\You'd do that?\We'll need to find a good source of water first.\Maybe we can find a puddle for you to splash in.\Nice puddle.\Yehhh! Don't start without me, boy! response:	Remember the reason we're here.
context: Calm down. It's going to be okay.\If you want, I can try and teach you some of the stuff I know.\You'd do that?\We'll need to find a good source of water first.\Maybe we can find a puddle for you to splash in.\Nice puddle.\Yehhh! Don't start without me, boy!\Remember the reason we're here. response:	Oh right, time to practice waterbending.
context: If you want, I can try and teach you some of the stuff I know.\You'd do that?\We'll need to find a good source of water first.\Maybe we can find a puddle for you to splash in.\Nice puddle.\Yehhh! Don't start without me, boy!\Remember the reason we're here.\Oh right, time to practice waterbending. response:	Great. So what am I supposed to do?
context: You'd do that?\We'll need to find a good source of water first.\Maybe we can find a puddle for you to splash in.\Nice puddle.\Yehhh! Don't start without me, boy!\Remember the reason we're here.\Oh right, time to practice waterbending.\Great. So what am I supposed to do? response:	You could... clean the gunk out of Appa's toes?
context: We'll need to find a good source of water first.\Maybe we can find a puddle for you to splash in.\Nice puddle.\Yehhh! Don't start without me, boy!\Remember the reason we're here.\Oh right, time to practice waterbending.\Great. So what am I supposed to do?\You could... clean the gunk out of Appa's toes? response:	So, while you guys are playing in the water,...
context: Maybe we can find a puddle for you to splash in.\Nice puddle.\Yehhh! Don't start without me, boy!\Remember the reason we're here.\Oh right, time to practice waterbending.\Great. So what am I supposed to do?\You could... clean the gunk out of Appa's toes?\So, while you guys are playing in the water,... response:	Mud and bugs!
context: Nice puddle.\Yehhh! Don't start without me, boy!\Remember the reason we're here.\Oh right, time to practice waterbending.\Great. So what am I supposed to do?\You could... clean the gunk out of Appa's toes?\So, while you guys are playing in the water,...\Mud and bugs! response:	Okay.
context: Yehhh! Don't start without me, boy!\Remember the reason we're here.\Oh right, time to practice waterbending.\Great. So what am I supposed to do?\You could... clean the gunk out of Appa's toes?\So, while you guys are playing in the water,...\Mud and bugs!\Okay. response:	Someone's changing our course!
context: Remember the reason we're here.\Oh right, time to practice waterbending.\Great. So what am I supposed to do?\You could... clean the gunk out of Appa's toes?\So, while you guys are playing in the water,...\Mud and bugs!\Okay.\Someone's changing our course! response:	What's the meaning of this mutiny? No one told you to change course!
context: Oh right, time to practice waterbending.\Great. So what am I supposed to do?\You could... clean the gunk out of Appa's toes?\So, while you guys are playing in the water,...\Mud and bugs!\Okay.\Someone's changing our course!\What's the meaning of this mutiny? No one told you to change course! response:	Actually, someone did. I assure you it is a matter of utmost importance, Prince Zuko.
context: Great. So what am I supposed to do?\You could... clean the gunk out of Appa's toes?\So, while you guys are playing in the water,...\Mud and bugs!\Okay.\Someone's changing our course!\What's the meaning of this mutiny? No one told you to change course!\Actually, someone did. I assure you it is a matter of utmost importance, Prince Zuko. response:	Is it something to do with the Avatar?
