context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	The Royal Capital of the Clover Kingdom
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Royal Capital of the Clover Kingdom response:	Time passed, and the title of Wizard King has been passed down to the present day,
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Royal Capital of the Clover Kingdom\Time passed, and the title of Wizard King has been passed down to the present day, response:	where the Wizard King still protects this kingdom
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Royal Capital of the Clover Kingdom\Time passed, and the title of Wizard King has been passed down to the present day,\where the Wizard King still protects this kingdom response:	along with his Magic Knights.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Royal Capital of the Clover Kingdom\Time passed, and the title of Wizard King has been passed down to the present day,\where the Wizard King still protects this kingdom\along with his Magic Knights. response:	The Magic Knights have a total of nine squads under the Wizard King.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Royal Capital of the Clover Kingdom\Time passed, and the title of Wizard King has been passed down to the present day,\where the Wizard King still protects this kingdom\along with his Magic Knights.\The Magic Knights have a total of nine squads under the Wizard King. response:	They are squads of mages trained in combat.
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Royal Capital of the Clover Kingdom\Time passed, and the title of Wizard King has been passed down to the present day,\where the Wizard King still protects this kingdom\along with his Magic Knights.\The Magic Knights have a total of nine squads under the Wizard King.\They are squads of mages trained in combat. response:	The band of heroes who risk their lives to protect the kingdom,
context: He was called the Wizard King, and he became a legend.\The Royal Capital of the Clover Kingdom\Time passed, and the title of Wizard King has been passed down to the present day,\where the Wizard King still protects this kingdom\along with his Magic Knights.\The Magic Knights have a total of nine squads under the Wizard King.\They are squads of mages trained in combat.\The band of heroes who risk their lives to protect the kingdom, response:	the Wizard King and the Magic Knights,
context: The Royal Capital of the Clover Kingdom\Time passed, and the title of Wizard King has been passed down to the present day,\where the Wizard King still protects this kingdom\along with his Magic Knights.\The Magic Knights have a total of nine squads under the Wizard King.\They are squads of mages trained in combat.\The band of heroes who risk their lives to protect the kingdom,\the Wizard King and the Magic Knights, response:	are what all citizens of the Clover Kingdom aspire to be.
context: Time passed, and the title of Wizard King has been passed down to the present day,\where the Wizard King still protects this kingdom\along with his Magic Knights.\The Magic Knights have a total of nine squads under the Wizard King.\They are squads of mages trained in combat.\The band of heroes who risk their lives to protect the kingdom,\the Wizard King and the Magic Knights,\are what all citizens of the Clover Kingdom aspire to be. response:	Path
context: where the Wizard King still protects this kingdom\along with his Magic Knights.\The Magic Knights have a total of nine squads under the Wizard King.\They are squads of mages trained in combat.\The band of heroes who risk their lives to protect the kingdom,\the Wizard King and the Magic Knights,\are what all citizens of the Clover Kingdom aspire to be.\Path response:	Black Bulls' Base
context: along with his Magic Knights.\The Magic Knights have a total of nine squads under the Wizard King.\They are squads of mages trained in combat.\The band of heroes who risk their lives to protect the kingdom,\the Wizard King and the Magic Knights,\are what all citizens of the Clover Kingdom aspire to be.\Path\Black Bulls' Base response:	Two thousand nine hundred and ninety-six... Two thousand nine hundred and ninety-seven...
context: The Magic Knights have a total of nine squads under the Wizard King.\They are squads of mages trained in combat.\The band of heroes who risk their lives to protect the kingdom,\the Wizard King and the Magic Knights,\are what all citizens of the Clover Kingdom aspire to be.\Path\Black Bulls' Base\Two thousand nine hundred and ninety-six... Two thousand nine hundred and ninety-seven... response:	Two thousand nine hundred and ninety-eight... Two thousand nine hundred and ninety-nine...
context: They are squads of mages trained in combat.\The band of heroes who risk their lives to protect the kingdom,\the Wizard King and the Magic Knights,\are what all citizens of the Clover Kingdom aspire to be.\Path\Black Bulls' Base\Two thousand nine hundred and ninety-six... Two thousand nine hundred and ninety-seven...\Two thousand nine hundred and ninety-eight... Two thousand nine hundred and ninety-nine... response:	Three thousand!
