context: Piercing through the Macro sky, response:	a thunderbolt strikes the Earth
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth response:	To awaken us, the young mankind,
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind, response:	the Light struck
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck response:	Macross! Macross!
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross! response:	The brave youths who arise
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise response:	and fight to protect their loved ones
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones response:	Will set out on their journey as the war rages on.
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on. response:	Will you love me tomorrow?
context: a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow? response:	Slicing through the darkness they fly toward
context: To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward response:	that blue planet that shines in the distance
context: the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\that blue planet that shines in the distance response:	Macross! Macross!
context: Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\that blue planet that shines in the distance\Macross! Macross! response:	Macross!
context: The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\that blue planet that shines in the distance\Macross! Macross!\Macross! response:	CHINA TOWN
context: and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\that blue planet that shines in the distance\Macross! Macross!\Macross!\CHINA TOWN response:	Well, there they go.
context: Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\that blue planet that shines in the distance\Macross! Macross!\Macross!\CHINA TOWN\Well, there they go. response:	Must be nice. I wanna go too!
context: Will you love me tomorrow?\Slicing through the darkness they fly toward\that blue planet that shines in the distance\Macross! Macross!\Macross!\CHINA TOWN\Well, there they go.\Must be nice. I wanna go too! response:	What are you saying?
context: Slicing through the darkness they fly toward\that blue planet that shines in the distance\Macross! Macross!\Macross!\CHINA TOWN\Well, there they go.\Must be nice. I wanna go too!\What are you saying? response:	They're going to UN Forces High Command in Alaska,
context: that blue planet that shines in the distance\Macross! Macross!\Macross!\CHINA TOWN\Well, there they go.\Must be nice. I wanna go too!\What are you saying?\They're going to UN Forces High Command in Alaska, response:	and it's not going to be fun.
context: Macross! Macross!\Macross!\CHINA TOWN\Well, there they go.\Must be nice. I wanna go too!\What are you saying?\They're going to UN Forces High Command in Alaska,\and it's not going to be fun. response:	You're a lot better off staying here.
context: Macross!\CHINA TOWN\Well, there they go.\Must be nice. I wanna go too!\What are you saying?\They're going to UN Forces High Command in Alaska,\and it's not going to be fun.\You're a lot better off staying here. response:	Yeah, but...
context: CHINA TOWN\Well, there they go.\Must be nice. I wanna go too!\What are you saying?\They're going to UN Forces High Command in Alaska,\and it's not going to be fun.\You're a lot better off staying here.\Yeah, but... response:	I'd like to get off the ship, too.
context: Well, there they go.\Must be nice. I wanna go too!\What are you saying?\They're going to UN Forces High Command in Alaska,\and it's not going to be fun.\You're a lot better off staying here.\Yeah, but...\I'd like to get off the ship, too. response:	Ow!
context: Must be nice. I wanna go too!\What are you saying?\They're going to UN Forces High Command in Alaska,\and it's not going to be fun.\You're a lot better off staying here.\Yeah, but...\I'd like to get off the ship, too.\Ow! response:	Be careful, Colonel Maistroff. That doorway's a little low.
context: What are you saying?\They're going to UN Forces High Command in Alaska,\and it's not going to be fun.\You're a lot better off staying here.\Yeah, but...\I'd like to get off the ship, too.\Ow!\Be careful, Colonel Maistroff. That doorway's a little low. response:	Thanks for the warning.
context: They're going to UN Forces High Command in Alaska,\and it's not going to be fun.\You're a lot better off staying here.\Yeah, but...\I'd like to get off the ship, too.\Ow!\Be careful, Colonel Maistroff. That doorway's a little low.\Thanks for the warning. response:	It's a little late though.
context: and it's not going to be fun.\You're a lot better off staying here.\Yeah, but...\I'd like to get off the ship, too.\Ow!\Be careful, Colonel Maistroff. That doorway's a little low.\Thanks for the warning.\It's a little late though. response:	I'll be assuming command in Captain Global's absence.
context: You're a lot better off staying here.\Yeah, but...\I'd like to get off the ship, too.\Ow!\Be careful, Colonel Maistroff. That doorway's a little low.\Thanks for the warning.\It's a little late though.\I'll be assuming command in Captain Global's absence. response:	I was informed, sir.
context: Yeah, but...\I'd like to get off the ship, too.\Ow!\Be careful, Colonel Maistroff. That doorway's a little low.\Thanks for the warning.\It's a little late though.\I'll be assuming command in Captain Global's absence.\I was informed, sir. response:	Colonel! No smoking is allowed on the bridge!
context: I'd like to get off the ship, too.\Ow!\Be careful, Colonel Maistroff. That doorway's a little low.\Thanks for the warning.\It's a little late though.\I'll be assuming command in Captain Global's absence.\I was informed, sir.\Colonel! No smoking is allowed on the bridge! response:	Well, Colonel, if you'll excuse me.
context: Ow!\Be careful, Colonel Maistroff. That doorway's a little low.\Thanks for the warning.\It's a little late though.\I'll be assuming command in Captain Global's absence.\I was informed, sir.\Colonel! No smoking is allowed on the bridge!\Well, Colonel, if you'll excuse me. response:	My watch is over, sir.
context: Be careful, Colonel Maistroff. That doorway's a little low.\Thanks for the warning.\It's a little late though.\I'll be assuming command in Captain Global's absence.\I was informed, sir.\Colonel! No smoking is allowed on the bridge!\Well, Colonel, if you'll excuse me.\My watch is over, sir. response:	Ah, very well, then.
context: Thanks for the warning.\It's a little late though.\I'll be assuming command in Captain Global's absence.\I was informed, sir.\Colonel! No smoking is allowed on the bridge!\Well, Colonel, if you'll excuse me.\My watch is over, sir.\Ah, very well, then. response:	See you.
context: It's a little late though.\I'll be assuming command in Captain Global's absence.\I was informed, sir.\Colonel! No smoking is allowed on the bridge!\Well, Colonel, if you'll excuse me.\My watch is over, sir.\Ah, very well, then.\See you. response:	You're going off to the Macross's return celebration by yourself, aren't you, Lieutenant?
context: I'll be assuming command in Captain Global's absence.\I was informed, sir.\Colonel! No smoking is allowed on the bridge!\Well, Colonel, if you'll excuse me.\My watch is over, sir.\Ah, very well, then.\See you.\You're going off to the Macross's return celebration by yourself, aren't you, Lieutenant? response:	Well, who can say?
context: I was informed, sir.\Colonel! No smoking is allowed on the bridge!\Well, Colonel, if you'll excuse me.\My watch is over, sir.\Ah, very well, then.\See you.\You're going off to the Macross's return celebration by yourself, aren't you, Lieutenant?\Well, who can say? response:	All right! For the next three days and nights, everyone, live it up!
context: Colonel! No smoking is allowed on the bridge!\Well, Colonel, if you'll excuse me.\My watch is over, sir.\Ah, very well, then.\See you.\You're going off to the Macross's return celebration by yourself, aren't you, Lieutenant?\Well, who can say?\All right! For the next three days and nights, everyone, live it up! response:	But Mr. Mayor, shouldn't we use that time to pack?
context: Well, Colonel, if you'll excuse me.\My watch is over, sir.\Ah, very well, then.\See you.\You're going off to the Macross's return celebration by yourself, aren't you, Lieutenant?\Well, who can say?\All right! For the next three days and nights, everyone, live it up!\But Mr. Mayor, shouldn't we use that time to pack? response:	What're ya talkin' about?! We can do that soon enough!
context: My watch is over, sir.\Ah, very well, then.\See you.\You're going off to the Macross's return celebration by yourself, aren't you, Lieutenant?\Well, who can say?\All right! For the next three days and nights, everyone, live it up!\But Mr. Mayor, shouldn't we use that time to pack?\What're ya talkin' about?! We can do that soon enough! response:	The Macross has been our home for a while now,
context: Ah, very well, then.\See you.\You're going off to the Macross's return celebration by yourself, aren't you, Lieutenant?\Well, who can say?\All right! For the next three days and nights, everyone, live it up!\But Mr. Mayor, shouldn't we use that time to pack?\What're ya talkin' about?! We can do that soon enough!\The Macross has been our home for a while now, response:	and soon it'll just be a nice memory!
context: See you.\You're going off to the Macross's return celebration by yourself, aren't you, Lieutenant?\Well, who can say?\All right! For the next three days and nights, everyone, live it up!\But Mr. Mayor, shouldn't we use that time to pack?\What're ya talkin' about?! We can do that soon enough!\The Macross has been our home for a while now,\and soon it'll just be a nice memory! response:	Well, I guess we do have a few days before we leave.
context: You're going off to the Macross's return celebration by yourself, aren't you, Lieutenant?\Well, who can say?\All right! For the next three days and nights, everyone, live it up!\But Mr. Mayor, shouldn't we use that time to pack?\What're ya talkin' about?! We can do that soon enough!\The Macross has been our home for a while now,\and soon it'll just be a nice memory!\Well, I guess we do have a few days before we leave. response:	'Sright!
context: Well, who can say?\All right! For the next three days and nights, everyone, live it up!\But Mr. Mayor, shouldn't we use that time to pack?\What're ya talkin' about?! We can do that soon enough!\The Macross has been our home for a while now,\and soon it'll just be a nice memory!\Well, I guess we do have a few days before we leave.\'Sright! response:	So ya gotta party! PARTY!
context: All right! For the next three days and nights, everyone, live it up!\But Mr. Mayor, shouldn't we use that time to pack?\What're ya talkin' about?! We can do that soon enough!\The Macross has been our home for a while now,\and soon it'll just be a nice memory!\Well, I guess we do have a few days before we leave.\'Sright!\So ya gotta party! PARTY! response:	Why are these guys so happy just to land on a planet?
context: But Mr. Mayor, shouldn't we use that time to pack?\What're ya talkin' about?! We can do that soon enough!\The Macross has been our home for a while now,\and soon it'll just be a nice memory!\Well, I guess we do have a few days before we leave.\'Sright!\So ya gotta party! PARTY!\Why are these guys so happy just to land on a planet? response:	Who cares?Anyway, thish booze they got ish great!
context: What're ya talkin' about?! We can do that soon enough!\The Macross has been our home for a while now,\and soon it'll just be a nice memory!\Well, I guess we do have a few days before we leave.\'Sright!\So ya gotta party! PARTY!\Why are these guys so happy just to land on a planet?\Who cares?Anyway, thish booze they got ish great! response:	Start drinkin'.
context: The Macross has been our home for a while now,\and soon it'll just be a nice memory!\Well, I guess we do have a few days before we leave.\'Sright!\So ya gotta party! PARTY!\Why are these guys so happy just to land on a planet?\Who cares?Anyway, thish booze they got ish great!\Start drinkin'. response:	Hey, you can really put that stuff away!
context: and soon it'll just be a nice memory!\Well, I guess we do have a few days before we leave.\'Sright!\So ya gotta party! PARTY!\Why are these guys so happy just to land on a planet?\Who cares?Anyway, thish booze they got ish great!\Start drinkin'.\Hey, you can really put that stuff away! response:	And that's bad...
context: Well, I guess we do have a few days before we leave.\'Sright!\So ya gotta party! PARTY!\Why are these guys so happy just to land on a planet?\Who cares?Anyway, thish booze they got ish great!\Start drinkin'.\Hey, you can really put that stuff away!\And that's bad... response:	Ah, hell! We're takin' the day off!
context: 'Sright!\So ya gotta party! PARTY!\Why are these guys so happy just to land on a planet?\Who cares?Anyway, thish booze they got ish great!\Start drinkin'.\Hey, you can really put that stuff away!\And that's bad...\Ah, hell! We're takin' the day off! response:	Great. An unrivaled beauty enters his room, and he just...
context: So ya gotta party! PARTY!\Why are these guys so happy just to land on a planet?\Who cares?Anyway, thish booze they got ish great!\Start drinkin'.\Hey, you can really put that stuff away!\And that's bad...\Ah, hell! We're takin' the day off!\Great. An unrivaled beauty enters his room, and he just... response:	You're cute when you're asleep, Mr. Invincible Focker.
context: Why are these guys so happy just to land on a planet?\Who cares?Anyway, thish booze they got ish great!\Start drinkin'.\Hey, you can really put that stuff away!\And that's bad...\Ah, hell! We're takin' the day off!\Great. An unrivaled beauty enters his room, and he just...\You're cute when you're asleep, Mr. Invincible Focker. response:	Well, I guess I'll go take a shower.
context: Who cares?Anyway, thish booze they got ish great!\Start drinkin'.\Hey, you can really put that stuff away!\And that's bad...\Ah, hell! We're takin' the day off!\Great. An unrivaled beauty enters his room, and he just...\You're cute when you're asleep, Mr. Invincible Focker.\Well, I guess I'll go take a shower. response:	Still got those lovely curves, I see.
context: Start drinkin'.\Hey, you can really put that stuff away!\And that's bad...\Ah, hell! We're takin' the day off!\Great. An unrivaled beauty enters his room, and he just...\You're cute when you're asleep, Mr. Invincible Focker.\Well, I guess I'll go take a shower.\Still got those lovely curves, I see. response:	Maybe a little worse for the wear though.
context: Hey, you can really put that stuff away!\And that's bad...\Ah, hell! We're takin' the day off!\Great. An unrivaled beauty enters his room, and he just...\You're cute when you're asleep, Mr. Invincible Focker.\Well, I guess I'll go take a shower.\Still got those lovely curves, I see.\Maybe a little worse for the wear though. response:	What was that again?
context: And that's bad...\Ah, hell! We're takin' the day off!\Great. An unrivaled beauty enters his room, and he just...\You're cute when you're asleep, Mr. Invincible Focker.\Well, I guess I'll go take a shower.\Still got those lovely curves, I see.\Maybe a little worse for the wear though.\What was that again? response:	Minmay!
context: Ah, hell! We're takin' the day off!\Great. An unrivaled beauty enters his room, and he just...\You're cute when you're asleep, Mr. Invincible Focker.\Well, I guess I'll go take a shower.\Still got those lovely curves, I see.\Maybe a little worse for the wear though.\What was that again?\Minmay! response:	Minmay!
context: Great. An unrivaled beauty enters his room, and he just...\You're cute when you're asleep, Mr. Invincible Focker.\Well, I guess I'll go take a shower.\Still got those lovely curves, I see.\Maybe a little worse for the wear though.\What was that again?\Minmay!\Minmay! response:	Come on, outta the way!
context: You're cute when you're asleep, Mr. Invincible Focker.\Well, I guess I'll go take a shower.\Still got those lovely curves, I see.\Maybe a little worse for the wear though.\What was that again?\Minmay!\Minmay!\Come on, outta the way! response:	I can't even stop by my uncle's to say hi anymore.
