context: Water. response:	Earth.
context: Water.\Earth. response:	Fire.
context: Water.\Earth.\Fire. response:	Air.
context: Water.\Earth.\Fire.\Air. response:	Long ago, the four nations lived together in harmony.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony. response:	Then, everything changed when the Fire Nation attacked.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked. response:	Only the Avatar, master of all four elements, could stop them.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them. response:	But when the world needed him most, he vanished.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished. response:	A hundred years passed, and my brother and I discovered the new Avatar...
context: Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar... response:	And although his airbending skills are great.
context: Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great. response:	He has a lot to learn before he's ready to save anyone.
context: Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone. response:	But I believe Aang can save the world.
context: Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world. response:	This should give us a good idea of what's around here.
context: Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\This should give us a good idea of what's around here. response:	See if you can find a menu, I'm starving.
context: Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\This should give us a good idea of what's around here.\See if you can find a menu, I'm starving. response:	I bet we'll find something to eat here! The Fire Days Festival.
context: But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\This should give us a good idea of what's around here.\See if you can find a menu, I'm starving.\I bet we'll find something to eat here! The Fire Days Festival. response:	Fire Nation cultural exhibits... jugglers, benders, magicians.
context: A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\This should give us a good idea of what's around here.\See if you can find a menu, I'm starving.\I bet we'll find something to eat here! The Fire Days Festival.\Fire Nation cultural exhibits... jugglers, benders, magicians. response:	This'd be a great place for me to study some real firebenders!
context: And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\This should give us a good idea of what's around here.\See if you can find a menu, I'm starving.\I bet we'll find something to eat here! The Fire Days Festival.\Fire Nation cultural exhibits... jugglers, benders, magicians.\This'd be a great place for me to study some real firebenders! response:	You might wanna rethink that. Look at this.
context: He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\This should give us a good idea of what's around here.\See if you can find a menu, I'm starving.\I bet we'll find something to eat here! The Fire Days Festival.\Fire Nation cultural exhibits... jugglers, benders, magicians.\This'd be a great place for me to study some real firebenders!\You might wanna rethink that. Look at this. response:	Hey, a poster of me!
context: But I believe Aang can save the world.\This should give us a good idea of what's around here.\See if you can find a menu, I'm starving.\I bet we'll find something to eat here! The Fire Days Festival.\Fire Nation cultural exhibits... jugglers, benders, magicians.\This'd be a great place for me to study some real firebenders!\You might wanna rethink that. Look at this.\Hey, a poster of me! response:	A wanted poster. This is bad.
context: This should give us a good idea of what's around here.\See if you can find a menu, I'm starving.\I bet we'll find something to eat here! The Fire Days Festival.\Fire Nation cultural exhibits... jugglers, benders, magicians.\This'd be a great place for me to study some real firebenders!\You might wanna rethink that. Look at this.\Hey, a poster of me!\A wanted poster. This is bad. response:	I think we better keep moving.
context: See if you can find a menu, I'm starving.\I bet we'll find something to eat here! The Fire Days Festival.\Fire Nation cultural exhibits... jugglers, benders, magicians.\This'd be a great place for me to study some real firebenders!\You might wanna rethink that. Look at this.\Hey, a poster of me!\A wanted poster. This is bad.\I think we better keep moving. response:	I have to learn firebending at some point,...
context: I bet we'll find something to eat here! The Fire Days Festival.\Fire Nation cultural exhibits... jugglers, benders, magicians.\This'd be a great place for me to study some real firebenders!\You might wanna rethink that. Look at this.\Hey, a poster of me!\A wanted poster. This is bad.\I think we better keep moving.\I have to learn firebending at some point,... response:	I guess we could check it out.
context: Fire Nation cultural exhibits... jugglers, benders, magicians.\This'd be a great place for me to study some real firebenders!\You might wanna rethink that. Look at this.\Hey, a poster of me!\A wanted poster. This is bad.\I think we better keep moving.\I have to learn firebending at some point,...\I guess we could check it out. response:	What!? You want to walk into a Fire Nation town...
context: This'd be a great place for me to study some real firebenders!\You might wanna rethink that. Look at this.\Hey, a poster of me!\A wanted poster. This is bad.\I think we better keep moving.\I have to learn firebending at some point,...\I guess we could check it out.\What!? You want to walk into a Fire Nation town... response:	We'll wear disguises and if it looks like trouble, we'll leave.
context: You might wanna rethink that. Look at this.\Hey, a poster of me!\A wanted poster. This is bad.\I think we better keep moving.\I have to learn firebending at some point,...\I guess we could check it out.\What!? You want to walk into a Fire Nation town...\We'll wear disguises and if it looks like trouble, we'll leave. response:	Yeh, because we always leave before we get into trouble.
context: Hey, a poster of me!\A wanted poster. This is bad.\I think we better keep moving.\I have to learn firebending at some point,...\I guess we could check it out.\What!? You want to walk into a Fire Nation town...\We'll wear disguises and if it looks like trouble, we'll leave.\Yeh, because we always leave before we get into trouble. response:	You guys stay out of sight here while we go to the festival.
context: A wanted poster. This is bad.\I think we better keep moving.\I have to learn firebending at some point,...\I guess we could check it out.\What!? You want to walk into a Fire Nation town...\We'll wear disguises and if it looks like trouble, we'll leave.\Yeh, because we always leave before we get into trouble.\You guys stay out of sight here while we go to the festival. response:	Ready disguises!
context: I think we better keep moving.\I have to learn firebending at some point,...\I guess we could check it out.\What!? You want to walk into a Fire Nation town...\We'll wear disguises and if it looks like trouble, we'll leave.\Yeh, because we always leave before we get into trouble.\You guys stay out of sight here while we go to the festival.\Ready disguises! response:	It's like you're a whole different person.
context: I have to learn firebending at some point,...\I guess we could check it out.\What!? You want to walk into a Fire Nation town...\We'll wear disguises and if it looks like trouble, we'll leave.\Yeh, because we always leave before we get into trouble.\You guys stay out of sight here while we go to the festival.\Ready disguises!\It's like you're a whole different person. response:	Let's go.
context: I guess we could check it out.\What!? You want to walk into a Fire Nation town...\We'll wear disguises and if it looks like trouble, we'll leave.\Yeh, because we always leave before we get into trouble.\You guys stay out of sight here while we go to the festival.\Ready disguises!\It's like you're a whole different person.\Let's go. response:	I think we need some new disguises.
context: What!? You want to walk into a Fire Nation town...\We'll wear disguises and if it looks like trouble, we'll leave.\Yeh, because we always leave before we get into trouble.\You guys stay out of sight here while we go to the festival.\Ready disguises!\It's like you're a whole different person.\Let's go.\I think we need some new disguises. response:	Where are we gonna get masks like that?
context: We'll wear disguises and if it looks like trouble, we'll leave.\Yeh, because we always leave before we get into trouble.\You guys stay out of sight here while we go to the festival.\Ready disguises!\It's like you're a whole different person.\Let's go.\I think we need some new disguises.\Where are we gonna get masks like that? response:	Get your genu-ine Fire Festival masks here!
context: Yeh, because we always leave before we get into trouble.\You guys stay out of sight here while we go to the festival.\Ready disguises!\It's like you're a whole different person.\Let's go.\I think we need some new disguises.\Where are we gonna get masks like that?\Get your genu-ine Fire Festival masks here! response:	That was surprisingly easy.
context: You guys stay out of sight here while we go to the festival.\Ready disguises!\It's like you're a whole different person.\Let's go.\I think we need some new disguises.\Where are we gonna get masks like that?\Get your genu-ine Fire Festival masks here!\That was surprisingly easy. response:	Hey, there's some food.
context: Ready disguises!\It's like you're a whole different person.\Let's go.\I think we need some new disguises.\Where are we gonna get masks like that?\Get your genu-ine Fire Festival masks here!\That was surprisingly easy.\Hey, there's some food. response:	Finally! What do you have?
