context: Piercing through the Macro sky, response:	A thunderbolt strikes the Earth
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth response:	To awaken us, the young mankind
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind response:	The Light struck.
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck. response:	Macross! Macross!
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck.\Macross! Macross! response:	The brave youths who arise
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck.\Macross! Macross!\The brave youths who arise response:	And fight to protect their loved ones
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck.\Macross! Macross!\The brave youths who arise\And fight to protect their loved ones response:	Will set out on their journey As the war rages on.
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck.\Macross! Macross!\The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on. response:	Will you love me tomorrow?
context: A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck.\Macross! Macross!\The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow? response:	Slicing through the darkness they fly toward
context: To awaken us, the young mankind\The Light struck.\Macross! Macross!\The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward response:	That blue planet that shines in the distance
context: The Light struck.\Macross! Macross!\The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance response:	Macross! Macross!
context: Macross! Macross!\The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross! response:	Macross!
context: The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross! response:	Hikaru and his team, having stolen aboard an enemy ship, are in pursuit of the captured Misa Hayase,
context: And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\Hikaru and his team, having stolen aboard an enemy ship, are in pursuit of the captured Misa Hayase, response:	when Britai suddenly launches an unexpected attack.
context: Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\Hikaru and his team, having stolen aboard an enemy ship, are in pursuit of the captured Misa Hayase,\when Britai suddenly launches an unexpected attack. response:	FIRST CONTACT
context: Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\Hikaru and his team, having stolen aboard an enemy ship, are in pursuit of the captured Misa Hayase,\when Britai suddenly launches an unexpected attack.\FIRST CONTACT response:	Kakizaki!
context: Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\Hikaru and his team, having stolen aboard an enemy ship, are in pursuit of the captured Misa Hayase,\when Britai suddenly launches an unexpected attack.\FIRST CONTACT\Kakizaki! response:	That's impossible!
context: That blue planet that shines in the distance\Macross! Macross!\Macross!\Hikaru and his team, having stolen aboard an enemy ship, are in pursuit of the captured Misa Hayase,\when Britai suddenly launches an unexpected attack.\FIRST CONTACT\Kakizaki!\That's impossible! response:	I threw him into space! How could he still be alive?
context: Macross! Macross!\Macross!\Hikaru and his team, having stolen aboard an enemy ship, are in pursuit of the captured Misa Hayase,\when Britai suddenly launches an unexpected attack.\FIRST CONTACT\Kakizaki!\That's impossible!\I threw him into space! How could he still be alive? response:	Lieutenant!
context: Macross!\Hikaru and his team, having stolen aboard an enemy ship, are in pursuit of the captured Misa Hayase,\when Britai suddenly launches an unexpected attack.\FIRST CONTACT\Kakizaki!\That's impossible!\I threw him into space! How could he still be alive?\Lieutenant! response:	Now!
context: Hikaru and his team, having stolen aboard an enemy ship, are in pursuit of the captured Misa Hayase,\when Britai suddenly launches an unexpected attack.\FIRST CONTACT\Kakizaki!\That's impossible!\I threw him into space! How could he still be alive?\Lieutenant!\Now! response:	Th... This guy's a monster!
context: when Britai suddenly launches an unexpected attack.\FIRST CONTACT\Kakizaki!\That's impossible!\I threw him into space! How could he still be alive?\Lieutenant!\Now!\Th... This guy's a monster! response:	Leader!
context: FIRST CONTACT\Kakizaki!\That's impossible!\I threw him into space! How could he still be alive?\Lieutenant!\Now!\Th... This guy's a monster!\Leader! response:	Are you all right, sir?
context: Kakizaki!\That's impossible!\I threw him into space! How could he still be alive?\Lieutenant!\Now!\Th... This guy's a monster!\Leader!\Are you all right, sir? response:	Are you hurt?
context: That's impossible!\I threw him into space! How could he still be alive?\Lieutenant!\Now!\Th... This guy's a monster!\Leader!\Are you all right, sir?\Are you hurt? response:	I'm not built like any of you.
context: I threw him into space! How could he still be alive?\Lieutenant!\Now!\Th... This guy's a monster!\Leader!\Are you all right, sir?\Are you hurt?\I'm not built like any of you. response:	But of course, sir!
context: Lieutenant!\Now!\Th... This guy's a monster!\Leader!\Are you all right, sir?\Are you hurt?\I'm not built like any of you.\But of course, sir! response:	So these are the miclones from the enemy ship...
context: Now!\Th... This guy's a monster!\Leader!\Are you all right, sir?\Are you hurt?\I'm not built like any of you.\But of course, sir!\So these are the miclones from the enemy ship... response:	It certainly appears to be female.
context: Th... This guy's a monster!\Leader!\Are you all right, sir?\Are you hurt?\I'm not built like any of you.\But of course, sir!\So these are the miclones from the enemy ship...\It certainly appears to be female. response:	Yes, sir. Our genetic analysis indicates that this is definitely the case.
context: Leader!\Are you all right, sir?\Are you hurt?\I'm not built like any of you.\But of course, sir!\So these are the miclones from the enemy ship...\It certainly appears to be female.\Yes, sir. Our genetic analysis indicates that this is definitely the case. response:	What's more, the prisoners' skeleton, cells and even genes aren't appreciably different from our own miclones.
context: Are you all right, sir?\Are you hurt?\I'm not built like any of you.\But of course, sir!\So these are the miclones from the enemy ship...\It certainly appears to be female.\Yes, sir. Our genetic analysis indicates that this is definitely the case.\What's more, the prisoners' skeleton, cells and even genes aren't appreciably different from our own miclones. response:	This is horrible...
context: Are you hurt?\I'm not built like any of you.\But of course, sir!\So these are the miclones from the enemy ship...\It certainly appears to be female.\Yes, sir. Our genetic analysis indicates that this is definitely the case.\What's more, the prisoners' skeleton, cells and even genes aren't appreciably different from our own miclones.\This is horrible... response:	Ah, it seems one of them has regained consciousness.
context: I'm not built like any of you.\But of course, sir!\So these are the miclones from the enemy ship...\It certainly appears to be female.\Yes, sir. Our genetic analysis indicates that this is definitely the case.\What's more, the prisoners' skeleton, cells and even genes aren't appreciably different from our own miclones.\This is horrible...\Ah, it seems one of them has regained consciousness. response:	Kakizaki! Kakizaki!
context: But of course, sir!\So these are the miclones from the enemy ship...\It certainly appears to be female.\Yes, sir. Our genetic analysis indicates that this is definitely the case.\What's more, the prisoners' skeleton, cells and even genes aren't appreciably different from our own miclones.\This is horrible...\Ah, it seems one of them has regained consciousness.\Kakizaki! Kakizaki! response:	Leader, I'm still eatin' here.
context: So these are the miclones from the enemy ship...\It certainly appears to be female.\Yes, sir. Our genetic analysis indicates that this is definitely the case.\What's more, the prisoners' skeleton, cells and even genes aren't appreciably different from our own miclones.\This is horrible...\Ah, it seems one of them has regained consciousness.\Kakizaki! Kakizaki!\Leader, I'm still eatin' here. response:	Jeez!
context: It certainly appears to be female.\Yes, sir. Our genetic analysis indicates that this is definitely the case.\What's more, the prisoners' skeleton, cells and even genes aren't appreciably different from our own miclones.\This is horrible...\Ah, it seems one of them has regained consciousness.\Kakizaki! Kakizaki!\Leader, I'm still eatin' here.\Jeez! response:	Ichijo!
context: Yes, sir. Our genetic analysis indicates that this is definitely the case.\What's more, the prisoners' skeleton, cells and even genes aren't appreciably different from our own miclones.\This is horrible...\Ah, it seems one of them has regained consciousness.\Kakizaki! Kakizaki!\Leader, I'm still eatin' here.\Jeez!\Ichijo! response:	It looks like we've been captured by the giants.
context: What's more, the prisoners' skeleton, cells and even genes aren't appreciably different from our own miclones.\This is horrible...\Ah, it seems one of them has regained consciousness.\Kakizaki! Kakizaki!\Leader, I'm still eatin' here.\Jeez!\Ichijo!\It looks like we've been captured by the giants. response:	Yeah...
context: This is horrible...\Ah, it seems one of them has regained consciousness.\Kakizaki! Kakizaki!\Leader, I'm still eatin' here.\Jeez!\Ichijo!\It looks like we've been captured by the giants.\Yeah... response:	So we're prisoners.
context: Ah, it seems one of them has regained consciousness.\Kakizaki! Kakizaki!\Leader, I'm still eatin' here.\Jeez!\Ichijo!\It looks like we've been captured by the giants.\Yeah...\So we're prisoners. response:	You just had to go out on recon, didn't you?
context: Kakizaki! Kakizaki!\Leader, I'm still eatin' here.\Jeez!\Ichijo!\It looks like we've been captured by the giants.\Yeah...\So we're prisoners.\You just had to go out on recon, didn't you? response:	What!?
context: Leader, I'm still eatin' here.\Jeez!\Ichijo!\It looks like we've been captured by the giants.\Yeah...\So we're prisoners.\You just had to go out on recon, didn't you?\What!? response:	What happened to the pilot of the Cat's Eye?
context: Jeez!\Ichijo!\It looks like we've been captured by the giants.\Yeah...\So we're prisoners.\You just had to go out on recon, didn't you?\What!?\What happened to the pilot of the Cat's Eye? response:	He died.
context: Ichijo!\It looks like we've been captured by the giants.\Yeah...\So we're prisoners.\You just had to go out on recon, didn't you?\What!?\What happened to the pilot of the Cat's Eye?\He died. response:	We hit an asteroid fragment.
context: It looks like we've been captured by the giants.\Yeah...\So we're prisoners.\You just had to go out on recon, didn't you?\What!?\What happened to the pilot of the Cat's Eye?\He died.\We hit an asteroid fragment. response:	That's what happens when you underestimate outer space.
context: Yeah...\So we're prisoners.\You just had to go out on recon, didn't you?\What!?\What happened to the pilot of the Cat's Eye?\He died.\We hit an asteroid fragment.\That's what happens when you underestimate outer space. response:	Women shouldn't be soldiers.
context: So we're prisoners.\You just had to go out on recon, didn't you?\What!?\What happened to the pilot of the Cat's Eye?\He died.\We hit an asteroid fragment.\That's what happens when you underestimate outer space.\Women shouldn't be soldiers. response:	They're a lot cuter when they're just cooking or singing or something.
context: You just had to go out on recon, didn't you?\What!?\What happened to the pilot of the Cat's Eye?\He died.\We hit an asteroid fragment.\That's what happens when you underestimate outer space.\Women shouldn't be soldiers.\They're a lot cuter when they're just cooking or singing or something. response:	Watch how you talk to a superior officer!
context: What!?\What happened to the pilot of the Cat's Eye?\He died.\We hit an asteroid fragment.\That's what happens when you underestimate outer space.\Women shouldn't be soldiers.\They're a lot cuter when they're just cooking or singing or something.\Watch how you talk to a superior officer! response:	I can do those things too!
context: What happened to the pilot of the Cat's Eye?\He died.\We hit an asteroid fragment.\That's what happens when you underestimate outer space.\Women shouldn't be soldiers.\They're a lot cuter when they're just cooking or singing or something.\Watch how you talk to a superior officer!\I can do those things too! response:	Oh? Will wonders never cease?
context: He died.\We hit an asteroid fragment.\That's what happens when you underestimate outer space.\Women shouldn't be soldiers.\They're a lot cuter when they're just cooking or singing or something.\Watch how you talk to a superior officer!\I can do those things too!\Oh? Will wonders never cease? response:	Now look here, Mister!
context: We hit an asteroid fragment.\That's what happens when you underestimate outer space.\Women shouldn't be soldiers.\They're a lot cuter when they're just cooking or singing or something.\Watch how you talk to a superior officer!\I can do those things too!\Oh? Will wonders never cease?\Now look here, Mister! response:	They appear to be fighting.
context: That's what happens when you underestimate outer space.\Women shouldn't be soldiers.\They're a lot cuter when they're just cooking or singing or something.\Watch how you talk to a superior officer!\I can do those things too!\Oh? Will wonders never cease?\Now look here, Mister!\They appear to be fighting. response:	Yes, it is said that when men and women are together in one place, disaster will inevitably follow.
context: Women shouldn't be soldiers.\They're a lot cuter when they're just cooking or singing or something.\Watch how you talk to a superior officer!\I can do those things too!\Oh? Will wonders never cease?\Now look here, Mister!\They appear to be fighting.\Yes, it is said that when men and women are together in one place, disaster will inevitably follow. response:	This may be the early stages.
context: They're a lot cuter when they're just cooking or singing or something.\Watch how you talk to a superior officer!\I can do those things too!\Oh? Will wonders never cease?\Now look here, Mister!\They appear to be fighting.\Yes, it is said that when men and women are together in one place, disaster will inevitably follow.\This may be the early stages. response:	Disaster, eh? That may be.
context: Watch how you talk to a superior officer!\I can do those things too!\Oh? Will wonders never cease?\Now look here, Mister!\They appear to be fighting.\Yes, it is said that when men and women are together in one place, disaster will inevitably follow.\This may be the early stages.\Disaster, eh? That may be. response:	Enough, turn it off!
context: I can do those things too!\Oh? Will wonders never cease?\Now look here, Mister!\They appear to be fighting.\Yes, it is said that when men and women are together in one place, disaster will inevitably follow.\This may be the early stages.\Disaster, eh? That may be.\Enough, turn it off! response:	Just looking at them makes my head hurt.
context: Oh? Will wonders never cease?\Now look here, Mister!\They appear to be fighting.\Yes, it is said that when men and women are together in one place, disaster will inevitably follow.\This may be the early stages.\Disaster, eh? That may be.\Enough, turn it off!\Just looking at them makes my head hurt. response:	I share your sentiment.
context: Now look here, Mister!\They appear to be fighting.\Yes, it is said that when men and women are together in one place, disaster will inevitably follow.\This may be the early stages.\Disaster, eh? That may be.\Enough, turn it off!\Just looking at them makes my head hurt.\I share your sentiment. response:	This may no longer be a problem we can manage alone.
context: They appear to be fighting.\Yes, it is said that when men and women are together in one place, disaster will inevitably follow.\This may be the early stages.\Disaster, eh? That may be.\Enough, turn it off!\Just looking at them makes my head hurt.\I share your sentiment.\This may no longer be a problem we can manage alone. response:	Perhaps we should contact the main fleet.
context: Yes, it is said that when men and women are together in one place, disaster will inevitably follow.\This may be the early stages.\Disaster, eh? That may be.\Enough, turn it off!\Just looking at them makes my head hurt.\I share your sentiment.\This may no longer be a problem we can manage alone.\Perhaps we should contact the main fleet. response:	Lord Bodolzaa is a cautious individual.
