context: nakushita yakusoku wa hoshi ni response:	Send the lost promises to the stars
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars response:	omoide wa tokenai
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai response:	My memories won't fade away
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away response:	yotsuba no clover sagashinagara kimi no kao
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao response:	I steal a glance at you as we look for four-leaf clovers,
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers, response:	chirari nusumi mite wa me o sorasu
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu response:	But then divert my eyes
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes response:	yasashii ame wa furu watashitachi no ue ni
context: Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni response:	The gentle rain falls above our heads
context: omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads response:	surechigau hito no kazu dake dramatic ni naru no
context: My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no response:	as it becomes as dramatic as the number of people passing by
context: yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by response:	kowareta taisetsu na mono to
context: I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to response:	I wonder if we'll ever be able to
context: chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to response:	itsuka mata aeru hi ga kurukashira
context: But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira response:	reunite with those precious things that were broken
context: yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken response:	nokoshita kizuato ga kienai
context: The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai response:	The scars that were left behind won't go away
context: surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away response:	sorezore no basho made
context: as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made response:	Now we must depart
context: kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart response:	mou ikanakucha
context: I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha response:	To our own separate ways
context: itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways response:	Hey, Mayama...
context: reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\Hey, Mayama... response:	P-Please...
context: nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\Hey, Mayama...\P-Please... response:	Show us how to do this!
context: The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\Hey, Mayama...\P-Please...\Show us how to do this! response:	There's nothing to be afraid of.
context: sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\Hey, Mayama...\P-Please...\Show us how to do this!\There's nothing to be afraid of. response:	They wouldn't let us feed it like this if it easily bit people.
context: Now we must depart\mou ikanakucha\To our own separate ways\Hey, Mayama...\P-Please...\Show us how to do this!\There's nothing to be afraid of.\They wouldn't let us feed it like this if it easily bit people. response:	But either way...
context: mou ikanakucha\To our own separate ways\Hey, Mayama...\P-Please...\Show us how to do this!\There's nothing to be afraid of.\They wouldn't let us feed it like this if it easily bit people.\But either way... response:	This thing sure is huge.
context: To our own separate ways\Hey, Mayama...\P-Please...\Show us how to do this!\There's nothing to be afraid of.\They wouldn't let us feed it like this if it easily bit people.\But either way...\This thing sure is huge. response:	I wonder if dinosaurs were like this...
context: Hey, Mayama...\P-Please...\Show us how to do this!\There's nothing to be afraid of.\They wouldn't let us feed it like this if it easily bit people.\But either way...\This thing sure is huge.\I wonder if dinosaurs were like this... response:	Sheesh. There you go talking like a child again while trying to act cool!
context: P-Please...\Show us how to do this!\There's nothing to be afraid of.\They wouldn't let us feed it like this if it easily bit people.\But either way...\This thing sure is huge.\I wonder if dinosaurs were like this...\Sheesh. There you go talking like a child again while trying to act cool! response:	What is it?
context: Show us how to do this!\There's nothing to be afraid of.\They wouldn't let us feed it like this if it easily bit people.\But either way...\This thing sure is huge.\I wonder if dinosaurs were like this...\Sheesh. There you go talking like a child again while trying to act cool!\What is it? response:	Nothing.
context: There's nothing to be afraid of.\They wouldn't let us feed it like this if it easily bit people.\But either way...\This thing sure is huge.\I wonder if dinosaurs were like this...\Sheesh. There you go talking like a child again while trying to act cool!\What is it?\Nothing. response:	But this place is so empty that it's almost uncomfortable.
context: They wouldn't let us feed it like this if it easily bit people.\But either way...\This thing sure is huge.\I wonder if dinosaurs were like this...\Sheesh. There you go talking like a child again while trying to act cool!\What is it?\Nothing.\But this place is so empty that it's almost uncomfortable. response:	Actually, could it be that we have this place all to ourselves today?
context: But either way...\This thing sure is huge.\I wonder if dinosaurs were like this...\Sheesh. There you go talking like a child again while trying to act cool!\What is it?\Nothing.\But this place is so empty that it's almost uncomfortable.\Actually, could it be that we have this place all to ourselves today? response:	Can they keep operating like this, considering the cost of the feed and such?
context: This thing sure is huge.\I wonder if dinosaurs were like this...\Sheesh. There you go talking like a child again while trying to act cool!\What is it?\Nothing.\But this place is so empty that it's almost uncomfortable.\Actually, could it be that we have this place all to ourselves today?\Can they keep operating like this, considering the cost of the feed and such? response:	Hey now, Mayama...
context: I wonder if dinosaurs were like this...\Sheesh. There you go talking like a child again while trying to act cool!\What is it?\Nothing.\But this place is so empty that it's almost uncomfortable.\Actually, could it be that we have this place all to ourselves today?\Can they keep operating like this, considering the cost of the feed and such?\Hey now, Mayama... response:	It's actually from a warm country, but it's been brought to such a cold place.
context: Sheesh. There you go talking like a child again while trying to act cool!\What is it?\Nothing.\But this place is so empty that it's almost uncomfortable.\Actually, could it be that we have this place all to ourselves today?\Can they keep operating like this, considering the cost of the feed and such?\Hey now, Mayama...\It's actually from a warm country, but it's been brought to such a cold place. response:	There's a good number of giraffes in Japan, but it's not like it'll ever meet another of its kind...
context: What is it?\Nothing.\But this place is so empty that it's almost uncomfortable.\Actually, could it be that we have this place all to ourselves today?\Can they keep operating like this, considering the cost of the feed and such?\Hey now, Mayama...\It's actually from a warm country, but it's been brought to such a cold place.\There's a good number of giraffes in Japan, but it's not like it'll ever meet another of its kind... response:	No!
context: Nothing.\But this place is so empty that it's almost uncomfortable.\Actually, could it be that we have this place all to ourselves today?\Can they keep operating like this, considering the cost of the feed and such?\Hey now, Mayama...\It's actually from a warm country, but it's been brought to such a cold place.\There's a good number of giraffes in Japan, but it's not like it'll ever meet another of its kind...\No! response:	Why did Mister Giraffe have to be brought to a place like this?!
context: But this place is so empty that it's almost uncomfortable.\Actually, could it be that we have this place all to ourselves today?\Can they keep operating like this, considering the cost of the feed and such?\Hey now, Mayama...\It's actually from a warm country, but it's been brought to such a cold place.\There's a good number of giraffes in Japan, but it's not like it'll ever meet another of its kind...\No!\Why did Mister Giraffe have to be brought to a place like this?! response:	Probably so kids in countries where giraffes can't normally be seen can see them.
context: Actually, could it be that we have this place all to ourselves today?\Can they keep operating like this, considering the cost of the feed and such?\Hey now, Mayama...\It's actually from a warm country, but it's been brought to such a cold place.\There's a good number of giraffes in Japan, but it's not like it'll ever meet another of its kind...\No!\Why did Mister Giraffe have to be brought to a place like this?!\Probably so kids in countries where giraffes can't normally be seen can see them. response:	Then why isn't anyone here?!
context: Can they keep operating like this, considering the cost of the feed and such?\Hey now, Mayama...\It's actually from a warm country, but it's been brought to such a cold place.\There's a good number of giraffes in Japan, but it's not like it'll ever meet another of its kind...\No!\Why did Mister Giraffe have to be brought to a place like this?!\Probably so kids in countries where giraffes can't normally be seen can see them.\Then why isn't anyone here?! response:	Here, look! You're a kid!
context: Hey now, Mayama...\It's actually from a warm country, but it's been brought to such a cold place.\There's a good number of giraffes in Japan, but it's not like it'll ever meet another of its kind...\No!\Why did Mister Giraffe have to be brought to a place like this?!\Probably so kids in countries where giraffes can't normally be seen can see them.\Then why isn't anyone here?!\Here, look! You're a kid! response:	Mayama, wake up!
context: It's actually from a warm country, but it's been brought to such a cold place.\There's a good number of giraffes in Japan, but it's not like it'll ever meet another of its kind...\No!\Why did Mister Giraffe have to be brought to a place like this?!\Probably so kids in countries where giraffes can't normally be seen can see them.\Then why isn't anyone here?!\Here, look! You're a kid!\Mayama, wake up! response:	Seeing her face and her unblinking eyes, I realize that she was sketching with her eyes, ears, nose, and brain.
context: There's a good number of giraffes in Japan, but it's not like it'll ever meet another of its kind...\No!\Why did Mister Giraffe have to be brought to a place like this?!\Probably so kids in countries where giraffes can't normally be seen can see them.\Then why isn't anyone here?!\Here, look! You're a kid!\Mayama, wake up!\Seeing her face and her unblinking eyes, I realize that she was sketching with her eyes, ears, nose, and brain. response:	After memorizing this whole scene with the giraffe, she'll probably spit it all out onto a canvas back in Tokyo...
context: No!\Why did Mister Giraffe have to be brought to a place like this?!\Probably so kids in countries where giraffes can't normally be seen can see them.\Then why isn't anyone here?!\Here, look! You're a kid!\Mayama, wake up!\Seeing her face and her unblinking eyes, I realize that she was sketching with her eyes, ears, nose, and brain.\After memorizing this whole scene with the giraffe, she'll probably spit it all out onto a canvas back in Tokyo... response:	Are you done?
context: Why did Mister Giraffe have to be brought to a place like this?!\Probably so kids in countries where giraffes can't normally be seen can see them.\Then why isn't anyone here?!\Here, look! You're a kid!\Mayama, wake up!\Seeing her face and her unblinking eyes, I realize that she was sketching with her eyes, ears, nose, and brain.\After memorizing this whole scene with the giraffe, she'll probably spit it all out onto a canvas back in Tokyo...\Are you done? response:	Oh, it's nothing.
context: Probably so kids in countries where giraffes can't normally be seen can see them.\Then why isn't anyone here?!\Here, look! You're a kid!\Mayama, wake up!\Seeing her face and her unblinking eyes, I realize that she was sketching with her eyes, ears, nose, and brain.\After memorizing this whole scene with the giraffe, she'll probably spit it all out onto a canvas back in Tokyo...\Are you done?\Oh, it's nothing. response:	It seems she's done memorizing it all.
context: Then why isn't anyone here?!\Here, look! You're a kid!\Mayama, wake up!\Seeing her face and her unblinking eyes, I realize that she was sketching with her eyes, ears, nose, and brain.\After memorizing this whole scene with the giraffe, she'll probably spit it all out onto a canvas back in Tokyo...\Are you done?\Oh, it's nothing.\It seems she's done memorizing it all. response:	Want to try giving it a carrot?
context: Here, look! You're a kid!\Mayama, wake up!\Seeing her face and her unblinking eyes, I realize that she was sketching with her eyes, ears, nose, and brain.\After memorizing this whole scene with the giraffe, she'll probably spit it all out onto a canvas back in Tokyo...\Are you done?\Oh, it's nothing.\It seems she's done memorizing it all.\Want to try giving it a carrot? response:	Yeah!
context: Mayama, wake up!\Seeing her face and her unblinking eyes, I realize that she was sketching with her eyes, ears, nose, and brain.\After memorizing this whole scene with the giraffe, she'll probably spit it all out onto a canvas back in Tokyo...\Are you done?\Oh, it's nothing.\It seems she's done memorizing it all.\Want to try giving it a carrot?\Yeah! response:	Here.
context: Seeing her face and her unblinking eyes, I realize that she was sketching with her eyes, ears, nose, and brain.\After memorizing this whole scene with the giraffe, she'll probably spit it all out onto a canvas back in Tokyo...\Are you done?\Oh, it's nothing.\It seems she's done memorizing it all.\Want to try giving it a carrot?\Yeah!\Here. response:	M-Morita-san...
context: After memorizing this whole scene with the giraffe, she'll probably spit it all out onto a canvas back in Tokyo...\Are you done?\Oh, it's nothing.\It seems she's done memorizing it all.\Want to try giving it a carrot?\Yeah!\Here.\M-Morita-san... response:	You're going to get an upset stomach.
context: Are you done?\Oh, it's nothing.\It seems she's done memorizing it all.\Want to try giving it a carrot?\Yeah!\Here.\M-Morita-san...\You're going to get an upset stomach. response:	Hagu-chan, get a hold of yourself!
context: Oh, it's nothing.\It seems she's done memorizing it all.\Want to try giving it a carrot?\Yeah!\Here.\M-Morita-san...\You're going to get an upset stomach.\Hagu-chan, get a hold of yourself! response:	Hold on a second, I'll go buy another one!
context: It seems she's done memorizing it all.\Want to try giving it a carrot?\Yeah!\Here.\M-Morita-san...\You're going to get an upset stomach.\Hagu-chan, get a hold of yourself!\Hold on a second, I'll go buy another one! response:	I'm sorry... Really.
context: Want to try giving it a carrot?\Yeah!\Here.\M-Morita-san...\You're going to get an upset stomach.\Hagu-chan, get a hold of yourself!\Hold on a second, I'll go buy another one!\I'm sorry... Really. response:	It's nothing. It's just that your kick seems to have gotten even sharper.
