context: = LOGO START = response:	= LOGO END =
context: = LOGO START =\= LOGO END = response:	= OP START =
context: = LOGO START =\= LOGO END =\= OP START = response:	= MAIN START =
context: = LOGO START =\= LOGO END =\= OP START =\= MAIN START = response:	= MAIN END =
context: = LOGO START =\= LOGO END =\= OP START =\= MAIN START =\= MAIN END = response:	= ED START =
context: = LOGO START =\= LOGO END =\= OP START =\= MAIN START =\= MAIN END =\= ED START = response:	neiki yori sotto yoake ga kuru
context: = LOGO START =\= LOGO END =\= OP START =\= MAIN START =\= MAIN END =\= ED START =\neiki yori sotto yoake ga kuru response:	kimi no yume wa ima mori wo kakeru
context: = LOGO START =\= LOGO END =\= OP START =\= MAIN START =\= MAIN END =\= ED START =\neiki yori sotto yoake ga kuru\kimi no yume wa ima mori wo kakeru response:	mezamete akari wo sagasu shigusa
context: = LOGO END =\= OP START =\= MAIN START =\= MAIN END =\= ED START =\neiki yori sotto yoake ga kuru\kimi no yume wa ima mori wo kakeru\mezamete akari wo sagasu shigusa response:	nakushita nara mitsuketeageyou
context: = OP START =\= MAIN START =\= MAIN END =\= ED START =\neiki yori sotto yoake ga kuru\kimi no yume wa ima mori wo kakeru\mezamete akari wo sagasu shigusa\nakushita nara mitsuketeageyou response:	kimi to boku no mirai ni kakureteiru
context: = MAIN START =\= MAIN END =\= ED START =\neiki yori sotto yoake ga kuru\kimi no yume wa ima mori wo kakeru\mezamete akari wo sagasu shigusa\nakushita nara mitsuketeageyou\kimi to boku no mirai ni kakureteiru response:	saa koko he te wo tsunaidara
context: = MAIN END =\= ED START =\neiki yori sotto yoake ga kuru\kimi no yume wa ima mori wo kakeru\mezamete akari wo sagasu shigusa\nakushita nara mitsuketeageyou\kimi to boku no mirai ni kakureteiru\saa koko he te wo tsunaidara response:	hodokenai yo kimi to tooku he
context: = ED START =\neiki yori sotto yoake ga kuru\kimi no yume wa ima mori wo kakeru\mezamete akari wo sagasu shigusa\nakushita nara mitsuketeageyou\kimi to boku no mirai ni kakureteiru\saa koko he te wo tsunaidara\hodokenai yo kimi to tooku he response:	haruka na hi no kioku ni saita
context: neiki yori sotto yoake ga kuru\kimi no yume wa ima mori wo kakeru\mezamete akari wo sagasu shigusa\nakushita nara mitsuketeageyou\kimi to boku no mirai ni kakureteiru\saa koko he te wo tsunaidara\hodokenai yo kimi to tooku he\haruka na hi no kioku ni saita response:	aoi kuni no miru story
context: kimi no yume wa ima mori wo kakeru\mezamete akari wo sagasu shigusa\nakushita nara mitsuketeageyou\kimi to boku no mirai ni kakureteiru\saa koko he te wo tsunaidara\hodokenai yo kimi to tooku he\haruka na hi no kioku ni saita\aoi kuni no miru story response:	kagayaku hitomi
context: mezamete akari wo sagasu shigusa\nakushita nara mitsuketeageyou\kimi to boku no mirai ni kakureteiru\saa koko he te wo tsunaidara\hodokenai yo kimi to tooku he\haruka na hi no kioku ni saita\aoi kuni no miru story\kagayaku hitomi response:	sono utagoe
context: nakushita nara mitsuketeageyou\kimi to boku no mirai ni kakureteiru\saa koko he te wo tsunaidara\hodokenai yo kimi to tooku he\haruka na hi no kioku ni saita\aoi kuni no miru story\kagayaku hitomi\sono utagoe response:	tsutaeyou
context: kimi to boku no mirai ni kakureteiru\saa koko he te wo tsunaidara\hodokenai yo kimi to tooku he\haruka na hi no kioku ni saita\aoi kuni no miru story\kagayaku hitomi\sono utagoe\tsutaeyou response:	Dawn comes softer than a sleeping breath
context: saa koko he te wo tsunaidara\hodokenai yo kimi to tooku he\haruka na hi no kioku ni saita\aoi kuni no miru story\kagayaku hitomi\sono utagoe\tsutaeyou\Dawn comes softer than a sleeping breath response:	Your dream runs through the forest now
context: hodokenai yo kimi to tooku he\haruka na hi no kioku ni saita\aoi kuni no miru story\kagayaku hitomi\sono utagoe\tsutaeyou\Dawn comes softer than a sleeping breath\Your dream runs through the forest now response:	You wake up and stir to find the light
context: haruka na hi no kioku ni saita\aoi kuni no miru story\kagayaku hitomi\sono utagoe\tsutaeyou\Dawn comes softer than a sleeping breath\Your dream runs through the forest now\You wake up and stir to find the light response:	If you've lost it, I'll find it for you
context: aoi kuni no miru story\kagayaku hitomi\sono utagoe\tsutaeyou\Dawn comes softer than a sleeping breath\Your dream runs through the forest now\You wake up and stir to find the light\If you've lost it, I'll find it for you response:	It's hidden in our future
context: kagayaku hitomi\sono utagoe\tsutaeyou\Dawn comes softer than a sleeping breath\Your dream runs through the forest now\You wake up and stir to find the light\If you've lost it, I'll find it for you\It's hidden in our future response:	Now if we joined hands
context: sono utagoe\tsutaeyou\Dawn comes softer than a sleeping breath\Your dream runs through the forest now\You wake up and stir to find the light\If you've lost it, I'll find it for you\It's hidden in our future\Now if we joined hands response:	we would go far away without letting go
context: tsutaeyou\Dawn comes softer than a sleeping breath\Your dream runs through the forest now\You wake up and stir to find the light\If you've lost it, I'll find it for you\It's hidden in our future\Now if we joined hands\we would go far away without letting go response:	In the memory of a far off day
context: Dawn comes softer than a sleeping breath\Your dream runs through the forest now\You wake up and stir to find the light\If you've lost it, I'll find it for you\It's hidden in our future\Now if we joined hands\we would go far away without letting go\In the memory of a far off day response:	the story of the blue country bloomed
context: Your dream runs through the forest now\You wake up and stir to find the light\If you've lost it, I'll find it for you\It's hidden in our future\Now if we joined hands\we would go far away without letting go\In the memory of a far off day\the story of the blue country bloomed response:	Shining eyes
context: You wake up and stir to find the light\If you've lost it, I'll find it for you\It's hidden in our future\Now if we joined hands\we would go far away without letting go\In the memory of a far off day\the story of the blue country bloomed\Shining eyes response:	Your singing voice
context: If you've lost it, I'll find it for you\It's hidden in our future\Now if we joined hands\we would go far away without letting go\In the memory of a far off day\the story of the blue country bloomed\Shining eyes\Your singing voice response:	Let's share it
context: It's hidden in our future\Now if we joined hands\we would go far away without letting go\In the memory of a far off day\the story of the blue country bloomed\Shining eyes\Your singing voice\Let's share it response:	Wolf and Playful Days
context: Now if we joined hands\we would go far away without letting go\In the memory of a far off day\the story of the blue country bloomed\Shining eyes\Your singing voice\Let's share it\Wolf and Playful Days response:	This is nice.
context: we would go far away without letting go\In the memory of a far off day\the story of the blue country bloomed\Shining eyes\Your singing voice\Let's share it\Wolf and Playful Days\This is nice. response:	You're awake?
context: In the memory of a far off day\the story of the blue country bloomed\Shining eyes\Your singing voice\Let's share it\Wolf and Playful Days\This is nice.\You're awake? response:	This is too nice.
context: the story of the blue country bloomed\Shining eyes\Your singing voice\Let's share it\Wolf and Playful Days\This is nice.\You're awake?\This is too nice. response:	I think I'll get by without freezing like this.
context: Shining eyes\Your singing voice\Let's share it\Wolf and Playful Days\This is nice.\You're awake?\This is too nice.\I think I'll get by without freezing like this. response:	You can talk.
context: Your singing voice\Let's share it\Wolf and Playful Days\This is nice.\You're awake?\This is too nice.\I think I'll get by without freezing like this.\You can talk. response:	I'm cold, after all.
context: Let's share it\Wolf and Playful Days\This is nice.\You're awake?\This is too nice.\I think I'll get by without freezing like this.\You can talk.\I'm cold, after all. response:	I need to be heated.
context: Wolf and Playful Days\This is nice.\You're awake?\This is too nice.\I think I'll get by without freezing like this.\You can talk.\I'm cold, after all.\I need to be heated. response:	Jeez.
context: This is nice.\You're awake?\This is too nice.\I think I'll get by without freezing like this.\You can talk.\I'm cold, after all.\I need to be heated.\Jeez. response:	Burnt rice!
context: You're awake?\This is too nice.\I think I'll get by without freezing like this.\You can talk.\I'm cold, after all.\I need to be heated.\Jeez.\Burnt rice! response:	That looks like burnt rice you see floating in stews!
context: This is too nice.\I think I'll get by without freezing like this.\You can talk.\I'm cold, after all.\I need to be heated.\Jeez.\Burnt rice!\That looks like burnt rice you see floating in stews! response:	You said Renose has lots of different kinds of strong liquor, right?
context: I think I'll get by without freezing like this.\You can talk.\I'm cold, after all.\I need to be heated.\Jeez.\Burnt rice!\That looks like burnt rice you see floating in stews!\You said Renose has lots of different kinds of strong liquor, right? response:	Yeah,
context: You can talk.\I'm cold, after all.\I need to be heated.\Jeez.\Burnt rice!\That looks like burnt rice you see floating in stews!\You said Renose has lots of different kinds of strong liquor, right?\Yeah, response:	we'll probably be fine even if we get held up by a blizzard.
context: I'm cold, after all.\I need to be heated.\Jeez.\Burnt rice!\That looks like burnt rice you see floating in stews!\You said Renose has lots of different kinds of strong liquor, right?\Yeah,\we'll probably be fine even if we get held up by a blizzard. response:	I hope one comes.
context: I need to be heated.\Jeez.\Burnt rice!\That looks like burnt rice you see floating in stews!\You said Renose has lots of different kinds of strong liquor, right?\Yeah,\we'll probably be fine even if we get held up by a blizzard.\I hope one comes. response:	Hey hey.
context: Jeez.\Burnt rice!\That looks like burnt rice you see floating in stews!\You said Renose has lots of different kinds of strong liquor, right?\Yeah,\we'll probably be fine even if we get held up by a blizzard.\I hope one comes.\Hey hey. response:	Just so you know...
context: Burnt rice!\That looks like burnt rice you see floating in stews!\You said Renose has lots of different kinds of strong liquor, right?\Yeah,\we'll probably be fine even if we get held up by a blizzard.\I hope one comes.\Hey hey.\Just so you know... response:	Renose is famous for its lumber and furs.
context: That looks like burnt rice you see floating in stews!\You said Renose has lots of different kinds of strong liquor, right?\Yeah,\we'll probably be fine even if we get held up by a blizzard.\I hope one comes.\Hey hey.\Just so you know...\Renose is famous for its lumber and furs. response:	Right.
context: You said Renose has lots of different kinds of strong liquor, right?\Yeah,\we'll probably be fine even if we get held up by a blizzard.\I hope one comes.\Hey hey.\Just so you know...\Renose is famous for its lumber and furs.\Right. response:	Don't get upset if you see wolves pelts among those furs.
context: Yeah,\we'll probably be fine even if we get held up by a blizzard.\I hope one comes.\Hey hey.\Just so you know...\Renose is famous for its lumber and furs.\Right.\Don't get upset if you see wolves pelts among those furs. response:	I get eaten by wolves,
context: we'll probably be fine even if we get held up by a blizzard.\I hope one comes.\Hey hey.\Just so you know...\Renose is famous for its lumber and furs.\Right.\Don't get upset if you see wolves pelts among those furs.\I get eaten by wolves, response:	but mice get eaten by me.
context: I hope one comes.\Hey hey.\Just so you know...\Renose is famous for its lumber and furs.\Right.\Don't get upset if you see wolves pelts among those furs.\I get eaten by wolves,\but mice get eaten by me. response:	In our world, it's normal to hunt and be hunted.
context: Hey hey.\Just so you know...\Renose is famous for its lumber and furs.\Right.\Don't get upset if you see wolves pelts among those furs.\I get eaten by wolves,\but mice get eaten by me.\In our world, it's normal to hunt and be hunted. response:	I won't complain.
