context: nakushita yakusoku wa hoshi ni response:	Send the lost promises to the stars
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars response:	omoide wa tokenai
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai response:	My memories won't fade away
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away response:	yotsuba no clover sagashinagara kimi no kao
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao response:	I steal a glance at you as we look for four-leaf clovers,
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers, response:	chirari nusumi mite wa me o sorasu
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu response:	But then divert my eyes
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes response:	yasashii ame wa furu watashitachi no ue ni
context: Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni response:	The gentle rain falls above our heads
context: omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads response:	surechigau hito no kazu dake dramatic ni naru no
context: My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no response:	as it becomes as dramatic as the number of people passing by
context: yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by response:	kowareta taisetsu na mono to
context: I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to response:	I wonder if we'll ever be able to
context: chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to response:	itsuka mata aeru hi ga kurukashira
context: But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira response:	reunite with those precious things that were broken
context: yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken response:	nokoshita kizuato ga kienai
context: The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai response:	The scars that were left behind won't go away
context: surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away response:	sorezore no basho made
context: as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made response:	Now we must depart
context: kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart response:	mou ikanakucha
context: I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha response:	To our own separate ways
context: itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways response:	I wonder why?
context: reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\I wonder why? response:	Until now, I'd thought that a grown-up woman would no longer sing songs for herself.
context: nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\I wonder why?\Until now, I'd thought that a grown-up woman would no longer sing songs for herself. response:	Oh, right. We were celebrating the end of our assignment...
context: The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\I wonder why?\Until now, I'd thought that a grown-up woman would no longer sing songs for herself.\Oh, right. We were celebrating the end of our assignment... response:	Blanket?
context: sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\I wonder why?\Until now, I'd thought that a grown-up woman would no longer sing songs for herself.\Oh, right. We were celebrating the end of our assignment...\Blanket? response:	It was a song from an old movie that I'd seen on video before.
context: Now we must depart\mou ikanakucha\To our own separate ways\I wonder why?\Until now, I'd thought that a grown-up woman would no longer sing songs for herself.\Oh, right. We were celebrating the end of our assignment...\Blanket?\It was a song from an old movie that I'd seen on video before. response:	I held my breath and listened to that voice...
context: mou ikanakucha\To our own separate ways\I wonder why?\Until now, I'd thought that a grown-up woman would no longer sing songs for herself.\Oh, right. We were celebrating the end of our assignment...\Blanket?\It was a song from an old movie that I'd seen on video before.\I held my breath and listened to that voice... response:	Why can't you just tell her that you like her?
context: To our own separate ways\I wonder why?\Until now, I'd thought that a grown-up woman would no longer sing songs for herself.\Oh, right. We were celebrating the end of our assignment...\Blanket?\It was a song from an old movie that I'd seen on video before.\I held my breath and listened to that voice...\Why can't you just tell her that you like her? response:	You should stop looking at me.
context: I wonder why?\Until now, I'd thought that a grown-up woman would no longer sing songs for herself.\Oh, right. We were celebrating the end of our assignment...\Blanket?\It was a song from an old movie that I'd seen on video before.\I held my breath and listened to that voice...\Why can't you just tell her that you like her?\You should stop looking at me. response:	thump
context: Until now, I'd thought that a grown-up woman would no longer sing songs for herself.\Oh, right. We were celebrating the end of our assignment...\Blanket?\It was a song from an old movie that I'd seen on video before.\I held my breath and listened to that voice...\Why can't you just tell her that you like her?\You should stop looking at me.\thump response:	thump
context: Oh, right. We were celebrating the end of our assignment...\Blanket?\It was a song from an old movie that I'd seen on video before.\I held my breath and listened to that voice...\Why can't you just tell her that you like her?\You should stop looking at me.\thump\thump response:	I can see you, you idiot!
context: Blanket?\It was a song from an old movie that I'd seen on video before.\I held my breath and listened to that voice...\Why can't you just tell her that you like her?\You should stop looking at me.\thump\thump\I can see you, you idiot! response:	Morita-san!
context: It was a song from an old movie that I'd seen on video before.\I held my breath and listened to that voice...\Why can't you just tell her that you like her?\You should stop looking at me.\thump\thump\I can see you, you idiot!\Morita-san! response:	Hello?
context: I held my breath and listened to that voice...\Why can't you just tell her that you like her?\You should stop looking at me.\thump\thump\I can see you, you idiot!\Morita-san!\Hello? response:	You're here right now?
context: Why can't you just tell her that you like her?\You should stop looking at me.\thump\thump\I can see you, you idiot!\Morita-san!\Hello?\You're here right now? response:	Yeah. Can you come over? I've brought back the chair.
context: You should stop looking at me.\thump\thump\I can see you, you idiot!\Morita-san!\Hello?\You're here right now?\Yeah. Can you come over? I've brought back the chair. response:	I'll carry it. It goes to the archives, right?
context: thump\thump\I can see you, you idiot!\Morita-san!\Hello?\You're here right now?\Yeah. Can you come over? I've brought back the chair.\I'll carry it. It goes to the archives, right? response:	Thank you.
context: thump\I can see you, you idiot!\Morita-san!\Hello?\You're here right now?\Yeah. Can you come over? I've brought back the chair.\I'll carry it. It goes to the archives, right?\Thank you. response:	And please hand this to Tsukamoto-sensei.
context: I can see you, you idiot!\Morita-san!\Hello?\You're here right now?\Yeah. Can you come over? I've brought back the chair.\I'll carry it. It goes to the archives, right?\Thank you.\And please hand this to Tsukamoto-sensei. response:	I'm going to go stop by Hanamoto-kun's now.
context: Morita-san!\Hello?\You're here right now?\Yeah. Can you come over? I've brought back the chair.\I'll carry it. It goes to the archives, right?\Thank you.\And please hand this to Tsukamoto-sensei.\I'm going to go stop by Hanamoto-kun's now. response:	Rika-san, um...
context: Hello?\You're here right now?\Yeah. Can you come over? I've brought back the chair.\I'll carry it. It goes to the archives, right?\Thank you.\And please hand this to Tsukamoto-sensei.\I'm going to go stop by Hanamoto-kun's now.\Rika-san, um... response:	Thank you for the other day. I've added a 30 bonus to your wage.
context: You're here right now?\Yeah. Can you come over? I've brought back the chair.\I'll carry it. It goes to the archives, right?\Thank you.\And please hand this to Tsukamoto-sensei.\I'm going to go stop by Hanamoto-kun's now.\Rika-san, um...\Thank you for the other day. I've added a 30 bonus to your wage. response:	Thanks to you, we'll be okay for a while.
context: Yeah. Can you come over? I've brought back the chair.\I'll carry it. It goes to the archives, right?\Thank you.\And please hand this to Tsukamoto-sensei.\I'm going to go stop by Hanamoto-kun's now.\Rika-san, um...\Thank you for the other day. I've added a 30 bonus to your wage.\Thanks to you, we'll be okay for a while. response:	Good luck with your graduation.
context: I'll carry it. It goes to the archives, right?\Thank you.\And please hand this to Tsukamoto-sensei.\I'm going to go stop by Hanamoto-kun's now.\Rika-san, um...\Thank you for the other day. I've added a 30 bonus to your wage.\Thanks to you, we'll be okay for a while.\Good luck with your graduation. response:	See you.
context: Thank you.\And please hand this to Tsukamoto-sensei.\I'm going to go stop by Hanamoto-kun's now.\Rika-san, um...\Thank you for the other day. I've added a 30 bonus to your wage.\Thanks to you, we'll be okay for a while.\Good luck with your graduation.\See you. response:	So you're not coming to the ceremony?
context: And please hand this to Tsukamoto-sensei.\I'm going to go stop by Hanamoto-kun's now.\Rika-san, um...\Thank you for the other day. I've added a 30 bonus to your wage.\Thanks to you, we'll be okay for a while.\Good luck with your graduation.\See you.\So you're not coming to the ceremony? response:	Right...
context: I'm going to go stop by Hanamoto-kun's now.\Rika-san, um...\Thank you for the other day. I've added a 30 bonus to your wage.\Thanks to you, we'll be okay for a while.\Good luck with your graduation.\See you.\So you're not coming to the ceremony?\Right... response:	May I ask you to hand this to Kyoko?
context: Rika-san, um...\Thank you for the other day. I've added a 30 bonus to your wage.\Thanks to you, we'll be okay for a while.\Good luck with your graduation.\See you.\So you're not coming to the ceremony?\Right...\May I ask you to hand this to Kyoko? response:	Please give it to her along with the card.
context: Thank you for the other day. I've added a 30 bonus to your wage.\Thanks to you, we'll be okay for a while.\Good luck with your graduation.\See you.\So you're not coming to the ceremony?\Right...\May I ask you to hand this to Kyoko?\Please give it to her along with the card. response:	And please congratulate Hashimoto-kun for me.
context: Thanks to you, we'll be okay for a while.\Good luck with your graduation.\See you.\So you're not coming to the ceremony?\Right...\May I ask you to hand this to Kyoko?\Please give it to her along with the card.\And please congratulate Hashimoto-kun for me. response:	All right.
context: Good luck with your graduation.\See you.\So you're not coming to the ceremony?\Right...\May I ask you to hand this to Kyoko?\Please give it to her along with the card.\And please congratulate Hashimoto-kun for me.\All right. response:	It's so strange that you're teaching here now.
context: See you.\So you're not coming to the ceremony?\Right...\May I ask you to hand this to Kyoko?\Please give it to her along with the card.\And please congratulate Hashimoto-kun for me.\All right.\It's so strange that you're teaching here now. response:	When I'm speaking face to face with you like this...
context: So you're not coming to the ceremony?\Right...\May I ask you to hand this to Kyoko?\Please give it to her along with the card.\And please congratulate Hashimoto-kun for me.\All right.\It's so strange that you're teaching here now.\When I'm speaking face to face with you like this... response:	I can't believe it's been so many years since then.
context: Right...\May I ask you to hand this to Kyoko?\Please give it to her along with the card.\And please congratulate Hashimoto-kun for me.\All right.\It's so strange that you're teaching here now.\When I'm speaking face to face with you like this...\I can't believe it's been so many years since then. response:	This room still has the same sunlight and scent...
context: May I ask you to hand this to Kyoko?\Please give it to her along with the card.\And please congratulate Hashimoto-kun for me.\All right.\It's so strange that you're teaching here now.\When I'm speaking face to face with you like this...\I can't believe it's been so many years since then.\This room still has the same sunlight and scent... response:	It feels as if everyone is still here.
context: Please give it to her along with the card.\And please congratulate Hashimoto-kun for me.\All right.\It's so strange that you're teaching here now.\When I'm speaking face to face with you like this...\I can't believe it's been so many years since then.\This room still has the same sunlight and scent...\It feels as if everyone is still here. response:	Yeah.
context: And please congratulate Hashimoto-kun for me.\All right.\It's so strange that you're teaching here now.\When I'm speaking face to face with you like this...\I can't believe it's been so many years since then.\This room still has the same sunlight and scent...\It feels as if everyone is still here.\Yeah. response:	Say, Rika, what are you going to do from now on?
context: All right.\It's so strange that you're teaching here now.\When I'm speaking face to face with you like this...\I can't believe it's been so many years since then.\This room still has the same sunlight and scent...\It feels as if everyone is still here.\Yeah.\Say, Rika, what are you going to do from now on? response:	Who knows. I haven't decided yet.
context: It's so strange that you're teaching here now.\When I'm speaking face to face with you like this...\I can't believe it's been so many years since then.\This room still has the same sunlight and scent...\It feels as if everyone is still here.\Yeah.\Say, Rika, what are you going to do from now on?\Who knows. I haven't decided yet. response:	Hey, isn't he waiting for you?
context: When I'm speaking face to face with you like this...\I can't believe it's been so many years since then.\This room still has the same sunlight and scent...\It feels as if everyone is still here.\Yeah.\Say, Rika, what are you going to do from now on?\Who knows. I haven't decided yet.\Hey, isn't he waiting for you? response:	Are you going out?
context: I can't believe it's been so many years since then.\This room still has the same sunlight and scent...\It feels as if everyone is still here.\Yeah.\Say, Rika, what are you going to do from now on?\Who knows. I haven't decided yet.\Hey, isn't he waiting for you?\Are you going out? response:	Yes, Hanamoto-kun offered me a ride.
context: This room still has the same sunlight and scent...\It feels as if everyone is still here.\Yeah.\Say, Rika, what are you going to do from now on?\Who knows. I haven't decided yet.\Hey, isn't he waiting for you?\Are you going out?\Yes, Hanamoto-kun offered me a ride. response:	I'm going to get a new pattern book for wallpapers.
context: It feels as if everyone is still here.\Yeah.\Say, Rika, what are you going to do from now on?\Who knows. I haven't decided yet.\Hey, isn't he waiting for you?\Are you going out?\Yes, Hanamoto-kun offered me a ride.\I'm going to get a new pattern book for wallpapers. response:	Oh, and I've been forgetting to tell you this...
