context: There you go, making that face again, response:	biting onto your lips.
context: There you go, making that face again,\biting onto your lips. response:	You're hiding your weak side,
context: There you go, making that face again,\biting onto your lips.\You're hiding your weak side, response:	but deep in those eyes,
context: There you go, making that face again,\biting onto your lips.\You're hiding your weak side,\but deep in those eyes, response:	I can see you cowering.
context: There you go, making that face again,\biting onto your lips.\You're hiding your weak side,\but deep in those eyes,\I can see you cowering. response:	If you had a true heart,
context: There you go, making that face again,\biting onto your lips.\You're hiding your weak side,\but deep in those eyes,\I can see you cowering.\If you had a true heart, response:	you would care, cry, feel lonely and worry.
context: There you go, making that face again,\biting onto your lips.\You're hiding your weak side,\but deep in those eyes,\I can see you cowering.\If you had a true heart,\you would care, cry, feel lonely and worry. response:	Why are you holding onto all of the pain?
context: There you go, making that face again,\biting onto your lips.\You're hiding your weak side,\but deep in those eyes,\I can see you cowering.\If you had a true heart,\you would care, cry, feel lonely and worry.\Why are you holding onto all of the pain? response:	Share some of it with me.
context: biting onto your lips.\You're hiding your weak side,\but deep in those eyes,\I can see you cowering.\If you had a true heart,\you would care, cry, feel lonely and worry.\Why are you holding onto all of the pain?\Share some of it with me. response:	If you don't think it's possible right away,
context: You're hiding your weak side,\but deep in those eyes,\I can see you cowering.\If you had a true heart,\you would care, cry, feel lonely and worry.\Why are you holding onto all of the pain?\Share some of it with me.\If you don't think it's possible right away, response:	you can do it slowly, bit by bit.
context: but deep in those eyes,\I can see you cowering.\If you had a true heart,\you would care, cry, feel lonely and worry.\Why are you holding onto all of the pain?\Share some of it with me.\If you don't think it's possible right away,\you can do it slowly, bit by bit. response:	We don't have wings,
context: I can see you cowering.\If you had a true heart,\you would care, cry, feel lonely and worry.\Why are you holding onto all of the pain?\Share some of it with me.\If you don't think it's possible right away,\you can do it slowly, bit by bit.\We don't have wings, response:	but it's only because we think we can't fly.
context: If you had a true heart,\you would care, cry, feel lonely and worry.\Why are you holding onto all of the pain?\Share some of it with me.\If you don't think it's possible right away,\you can do it slowly, bit by bit.\We don't have wings,\but it's only because we think we can't fly. response:	So, I'll call for you to the limits of my voice
context: you would care, cry, feel lonely and worry.\Why are you holding onto all of the pain?\Share some of it with me.\If you don't think it's possible right away,\you can do it slowly, bit by bit.\We don't have wings,\but it's only because we think we can't fly.\So, I'll call for you to the limits of my voice response:	so that you won't get lost.
context: Why are you holding onto all of the pain?\Share some of it with me.\If you don't think it's possible right away,\you can do it slowly, bit by bit.\We don't have wings,\but it's only because we think we can't fly.\So, I'll call for you to the limits of my voice\so that you won't get lost. response:	Soar up to the sky with your gentle heart,
context: Share some of it with me.\If you don't think it's possible right away,\you can do it slowly, bit by bit.\We don't have wings,\but it's only because we think we can't fly.\So, I'll call for you to the limits of my voice\so that you won't get lost.\Soar up to the sky with your gentle heart, response:	ride on that wind, and spread your wings.
context: If you don't think it's possible right away,\you can do it slowly, bit by bit.\We don't have wings,\but it's only because we think we can't fly.\So, I'll call for you to the limits of my voice\so that you won't get lost.\Soar up to the sky with your gentle heart,\ride on that wind, and spread your wings. response:	Try to act like a real cat, sensei.
context: you can do it slowly, bit by bit.\We don't have wings,\but it's only because we think we can't fly.\So, I'll call for you to the limits of my voice\so that you won't get lost.\Soar up to the sky with your gentle heart,\ride on that wind, and spread your wings.\Try to act like a real cat, sensei. response:	Geez, why do we have to go so far?
context: We don't have wings,\but it's only because we think we can't fly.\So, I'll call for you to the limits of my voice\so that you won't get lost.\Soar up to the sky with your gentle heart,\ride on that wind, and spread your wings.\Try to act like a real cat, sensei.\Geez, why do we have to go so far? response:	What are you talking about?
context: but it's only because we think we can't fly.\So, I'll call for you to the limits of my voice\so that you won't get lost.\Soar up to the sky with your gentle heart,\ride on that wind, and spread your wings.\Try to act like a real cat, sensei.\Geez, why do we have to go so far?\What are you talking about? response:	You've gotten fat recently, so I'm taking you on a walk.
context: So, I'll call for you to the limits of my voice\so that you won't get lost.\Soar up to the sky with your gentle heart,\ride on that wind, and spread your wings.\Try to act like a real cat, sensei.\Geez, why do we have to go so far?\What are you talking about?\You've gotten fat recently, so I'm taking you on a walk. response:	Oh? Is it an earthquake?
context: so that you won't get lost.\Soar up to the sky with your gentle heart,\ride on that wind, and spread your wings.\Try to act like a real cat, sensei.\Geez, why do we have to go so far?\What are you talking about?\You've gotten fat recently, so I'm taking you on a walk.\Oh? Is it an earthquake? response:	It's gotten cooler, so my fur just sticks out more.
context: Soar up to the sky with your gentle heart,\ride on that wind, and spread your wings.\Try to act like a real cat, sensei.\Geez, why do we have to go so far?\What are you talking about?\You've gotten fat recently, so I'm taking you on a walk.\Oh? Is it an earthquake?\It's gotten cooler, so my fur just sticks out more. response:	It's a grasshopper! A grasshopper!
context: ride on that wind, and spread your wings.\Try to act like a real cat, sensei.\Geez, why do we have to go so far?\What are you talking about?\You've gotten fat recently, so I'm taking you on a walk.\Oh? Is it an earthquake?\It's gotten cooler, so my fur just sticks out more.\It's a grasshopper! A grasshopper! response:	The grasshopper's moving! The grasshopper!
