context: Water. response:	Earth.
context: Water.\Earth. response:	Fire.
context: Water.\Earth.\Fire. response:	Air.
context: Water.\Earth.\Fire.\Air. response:	My grandmother used to tell me stories about the old days.
context: Water.\Earth.\Fire.\Air.\My grandmother used to tell me stories about the old days. response:	A time of peace.
context: Water.\Earth.\Fire.\Air.\My grandmother used to tell me stories about the old days.\A time of peace. response:	When the Avatar kept balance between the Water Tribes, Earth Kingdom,...
context: Water.\Earth.\Fire.\Air.\My grandmother used to tell me stories about the old days.\A time of peace.\When the Avatar kept balance between the Water Tribes, Earth Kingdom,... response:	But that all changed when the Fire Nation attacked.
context: Water.\Earth.\Fire.\Air.\My grandmother used to tell me stories about the old days.\A time of peace.\When the Avatar kept balance between the Water Tribes, Earth Kingdom,...\But that all changed when the Fire Nation attacked. response:	Only the Avatar mastered all four elements.
context: Earth.\Fire.\Air.\My grandmother used to tell me stories about the old days.\A time of peace.\When the Avatar kept balance between the Water Tribes, Earth Kingdom,...\But that all changed when the Fire Nation attacked.\Only the Avatar mastered all four elements. response:	Only he could stop the ruthless firebenders.
context: Fire.\Air.\My grandmother used to tell me stories about the old days.\A time of peace.\When the Avatar kept balance between the Water Tribes, Earth Kingdom,...\But that all changed when the Fire Nation attacked.\Only the Avatar mastered all four elements.\Only he could stop the ruthless firebenders. response:	But when the world needed him most, he vanished.
context: Air.\My grandmother used to tell me stories about the old days.\A time of peace.\When the Avatar kept balance between the Water Tribes, Earth Kingdom,...\But that all changed when the Fire Nation attacked.\Only the Avatar mastered all four elements.\Only he could stop the ruthless firebenders.\But when the world needed him most, he vanished. response:	A hundred years have passed and the Fire Nation is nearing victory in the war.
context: My grandmother used to tell me stories about the old days.\A time of peace.\When the Avatar kept balance between the Water Tribes, Earth Kingdom,...\But that all changed when the Fire Nation attacked.\Only the Avatar mastered all four elements.\Only he could stop the ruthless firebenders.\But when the world needed him most, he vanished.\A hundred years have passed and the Fire Nation is nearing victory in the war. response:	Two years ago, my father and the men of my tribe...
context: A time of peace.\When the Avatar kept balance between the Water Tribes, Earth Kingdom,...\But that all changed when the Fire Nation attacked.\Only the Avatar mastered all four elements.\Only he could stop the ruthless firebenders.\But when the world needed him most, he vanished.\A hundred years have passed and the Fire Nation is nearing victory in the war.\Two years ago, my father and the men of my tribe... response:	Leaving me and my brother to look after our tribe.
context: When the Avatar kept balance between the Water Tribes, Earth Kingdom,...\But that all changed when the Fire Nation attacked.\Only the Avatar mastered all four elements.\Only he could stop the ruthless firebenders.\But when the world needed him most, he vanished.\A hundred years have passed and the Fire Nation is nearing victory in the war.\Two years ago, my father and the men of my tribe...\Leaving me and my brother to look after our tribe. response:	Some people believe that the Avatar was never reborn into the Air Nomads.
context: But that all changed when the Fire Nation attacked.\Only the Avatar mastered all four elements.\Only he could stop the ruthless firebenders.\But when the world needed him most, he vanished.\A hundred years have passed and the Fire Nation is nearing victory in the war.\Two years ago, my father and the men of my tribe...\Leaving me and my brother to look after our tribe.\Some people believe that the Avatar was never reborn into the Air Nomads. response:	And that the cycle is broken, but I haven't lost hope.
context: Only the Avatar mastered all four elements.\Only he could stop the ruthless firebenders.\But when the world needed him most, he vanished.\A hundred years have passed and the Fire Nation is nearing victory in the war.\Two years ago, my father and the men of my tribe...\Leaving me and my brother to look after our tribe.\Some people believe that the Avatar was never reborn into the Air Nomads.\And that the cycle is broken, but I haven't lost hope. response:	I still believe that somehow the Avatar will return to save the world.
context: Only he could stop the ruthless firebenders.\But when the world needed him most, he vanished.\A hundred years have passed and the Fire Nation is nearing victory in the war.\Two years ago, my father and the men of my tribe...\Leaving me and my brother to look after our tribe.\Some people believe that the Avatar was never reborn into the Air Nomads.\And that the cycle is broken, but I haven't lost hope.\I still believe that somehow the Avatar will return to save the world. response:	Book One: Water Chapter One: The Boy in The Iceberg
context: But when the world needed him most, he vanished.\A hundred years have passed and the Fire Nation is nearing victory in the war.\Two years ago, my father and the men of my tribe...\Leaving me and my brother to look after our tribe.\Some people believe that the Avatar was never reborn into the Air Nomads.\And that the cycle is broken, but I haven't lost hope.\I still believe that somehow the Avatar will return to save the world.\Book One: Water Chapter One: The Boy in The Iceberg response:	It's not getting away from me this time.
context: A hundred years have passed and the Fire Nation is nearing victory in the war.\Two years ago, my father and the men of my tribe...\Leaving me and my brother to look after our tribe.\Some people believe that the Avatar was never reborn into the Air Nomads.\And that the cycle is broken, but I haven't lost hope.\I still believe that somehow the Avatar will return to save the world.\Book One: Water Chapter One: The Boy in The Iceberg\It's not getting away from me this time. response:	Watch and learn, Katara. This is how you catch a fish.
context: Two years ago, my father and the men of my tribe...\Leaving me and my brother to look after our tribe.\Some people believe that the Avatar was never reborn into the Air Nomads.\And that the cycle is broken, but I haven't lost hope.\I still believe that somehow the Avatar will return to save the world.\Book One: Water Chapter One: The Boy in The Iceberg\It's not getting away from me this time.\Watch and learn, Katara. This is how you catch a fish. response:	Sokka, look!
context: Leaving me and my brother to look after our tribe.\Some people believe that the Avatar was never reborn into the Air Nomads.\And that the cycle is broken, but I haven't lost hope.\I still believe that somehow the Avatar will return to save the world.\Book One: Water Chapter One: The Boy in The Iceberg\It's not getting away from me this time.\Watch and learn, Katara. This is how you catch a fish.\Sokka, look! response:	Shhh Katara, you're gonna scare it away.
context: Some people believe that the Avatar was never reborn into the Air Nomads.\And that the cycle is broken, but I haven't lost hope.\I still believe that somehow the Avatar will return to save the world.\Book One: Water Chapter One: The Boy in The Iceberg\It's not getting away from me this time.\Watch and learn, Katara. This is how you catch a fish.\Sokka, look!\Shhh Katara, you're gonna scare it away. response:	MMM, I can already smell it cookin'!
context: And that the cycle is broken, but I haven't lost hope.\I still believe that somehow the Avatar will return to save the world.\Book One: Water Chapter One: The Boy in The Iceberg\It's not getting away from me this time.\Watch and learn, Katara. This is how you catch a fish.\Sokka, look!\Shhh Katara, you're gonna scare it away.\MMM, I can already smell it cookin'! response:	But Sokka! I caught one!
context: I still believe that somehow the Avatar will return to save the world.\Book One: Water Chapter One: The Boy in The Iceberg\It's not getting away from me this time.\Watch and learn, Katara. This is how you catch a fish.\Sokka, look!\Shhh Katara, you're gonna scare it away.\MMM, I can already smell it cookin'!\But Sokka! I caught one! response:	Hey!
context: Book One: Water Chapter One: The Boy in The Iceberg\It's not getting away from me this time.\Watch and learn, Katara. This is how you catch a fish.\Sokka, look!\Shhh Katara, you're gonna scare it away.\MMM, I can already smell it cookin'!\But Sokka! I caught one!\Hey! response:	Ugh!
context: It's not getting away from me this time.\Watch and learn, Katara. This is how you catch a fish.\Sokka, look!\Shhh Katara, you're gonna scare it away.\MMM, I can already smell it cookin'!\But Sokka! I caught one!\Hey!\Ugh! response:	Why is it that every time you play with magic water, I get soaked?
context: Watch and learn, Katara. This is how you catch a fish.\Sokka, look!\Shhh Katara, you're gonna scare it away.\MMM, I can already smell it cookin'!\But Sokka! I caught one!\Hey!\Ugh!\Why is it that every time you play with magic water, I get soaked? response:	Ah It's not magic. It's waterbending, and it's...
context: Sokka, look!\Shhh Katara, you're gonna scare it away.\MMM, I can already smell it cookin'!\But Sokka! I caught one!\Hey!\Ugh!\Why is it that every time you play with magic water, I get soaked?\Ah It's not magic. It's waterbending, and it's... response:	Yeah, yeah, an ancient art unique to our culture, blah blah blah...
context: Shhh Katara, you're gonna scare it away.\MMM, I can already smell it cookin'!\But Sokka! I caught one!\Hey!\Ugh!\Why is it that every time you play with magic water, I get soaked?\Ah It's not magic. It's waterbending, and it's...\Yeah, yeah, an ancient art unique to our culture, blah blah blah... response:	Look, I'm just saying that if I had weird powers, I'd keep my weirdness to myself.
context: MMM, I can already smell it cookin'!\But Sokka! I caught one!\Hey!\Ugh!\Why is it that every time you play with magic water, I get soaked?\Ah It's not magic. It's waterbending, and it's...\Yeah, yeah, an ancient art unique to our culture, blah blah blah...\Look, I'm just saying that if I had weird powers, I'd keep my weirdness to myself. response:	You're calling me weird?
context: But Sokka! I caught one!\Hey!\Ugh!\Why is it that every time you play with magic water, I get soaked?\Ah It's not magic. It's waterbending, and it's...\Yeah, yeah, an ancient art unique to our culture, blah blah blah...\Look, I'm just saying that if I had weird powers, I'd keep my weirdness to myself.\You're calling me weird? response:	I'm not the one who makes muscles at myself...
context: Hey!\Ugh!\Why is it that every time you play with magic water, I get soaked?\Ah It's not magic. It's waterbending, and it's...\Yeah, yeah, an ancient art unique to our culture, blah blah blah...\Look, I'm just saying that if I had weird powers, I'd keep my weirdness to myself.\You're calling me weird?\I'm not the one who makes muscles at myself... response:	Watch out!
context: Ugh!\Why is it that every time you play with magic water, I get soaked?\Ah It's not magic. It's waterbending, and it's...\Yeah, yeah, an ancient art unique to our culture, blah blah blah...\Look, I'm just saying that if I had weird powers, I'd keep my weirdness to myself.\You're calling me weird?\I'm not the one who makes muscles at myself...\Watch out! response:	Go left! Go left!
