context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	The One I've Set My Heart On
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The One I've Set My Heart On response:	Finral Roulacase, a member of the Black Bulls Magic Knights Squad, was troubled.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The One I've Set My Heart On\Finral Roulacase, a member of the Black Bulls Magic Knights Squad, was troubled. response:	It was a very important matter.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The One I've Set My Heart On\Finral Roulacase, a member of the Black Bulls Magic Knights Squad, was troubled.\It was a very important matter. response:	What do I do? What should I do?
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The One I've Set My Heart On\Finral Roulacase, a member of the Black Bulls Magic Knights Squad, was troubled.\It was a very important matter.\What do I do? What should I do? response:	Finral's troubles had nothing to do with a mission...
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The One I've Set My Heart On\Finral Roulacase, a member of the Black Bulls Magic Knights Squad, was troubled.\It was a very important matter.\What do I do? What should I do?\Finral's troubles had nothing to do with a mission... response:	A mixer, meaning a gathering between men and women.
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The One I've Set My Heart On\Finral Roulacase, a member of the Black Bulls Magic Knights Squad, was troubled.\It was a very important matter.\What do I do? What should I do?\Finral's troubles had nothing to do with a mission...\A mixer, meaning a gathering between men and women. response:	It is a dinner intended to help men and women get acquainted.
context: He was called the Wizard King, and he became a legend.\The One I've Set My Heart On\Finral Roulacase, a member of the Black Bulls Magic Knights Squad, was troubled.\It was a very important matter.\What do I do? What should I do?\Finral's troubles had nothing to do with a mission...\A mixer, meaning a gathering between men and women.\It is a dinner intended to help men and women get acquainted. response:	When I set this up, three girls agreed to come, and that's great!
context: The One I've Set My Heart On\Finral Roulacase, a member of the Black Bulls Magic Knights Squad, was troubled.\It was a very important matter.\What do I do? What should I do?\Finral's troubles had nothing to do with a mission...\A mixer, meaning a gathering between men and women.\It is a dinner intended to help men and women get acquainted.\When I set this up, three girls agreed to come, and that's great! response:	The more girls, the merrier!
context: Finral Roulacase, a member of the Black Bulls Magic Knights Squad, was troubled.\It was a very important matter.\What do I do? What should I do?\Finral's troubles had nothing to do with a mission...\A mixer, meaning a gathering between men and women.\It is a dinner intended to help men and women get acquainted.\When I set this up, three girls agreed to come, and that's great!\The more girls, the merrier! response:	But the problem is who else I'm going to bring.
context: It was a very important matter.\What do I do? What should I do?\Finral's troubles had nothing to do with a mission...\A mixer, meaning a gathering between men and women.\It is a dinner intended to help men and women get acquainted.\When I set this up, three girls agreed to come, and that's great!\The more girls, the merrier!\But the problem is who else I'm going to bring. response:	Asta's a delight, so I'm bringing him for sure. I just need one more...
context: What do I do? What should I do?\Finral's troubles had nothing to do with a mission...\A mixer, meaning a gathering between men and women.\It is a dinner intended to help men and women get acquainted.\When I set this up, three girls agreed to come, and that's great!\The more girls, the merrier!\But the problem is who else I'm going to bring.\Asta's a delight, so I'm bringing him for sure. I just need one more... response:	Hup!
context: Finral's troubles had nothing to do with a mission...\A mixer, meaning a gathering between men and women.\It is a dinner intended to help men and women get acquainted.\When I set this up, three girls agreed to come, and that's great!\The more girls, the merrier!\But the problem is who else I'm going to bring.\Asta's a delight, so I'm bringing him for sure. I just need one more...\Hup! response:	Exploding...
context: A mixer, meaning a gathering between men and women.\It is a dinner intended to help men and women get acquainted.\When I set this up, three girls agreed to come, and that's great!\The more girls, the merrier!\But the problem is who else I'm going to bring.\Asta's a delight, so I'm bringing him for sure. I just need one more...\Hup!\Exploding... response:	Fireball!
context: It is a dinner intended to help men and women get acquainted.\When I set this up, three girls agreed to come, and that's great!\The more girls, the merrier!\But the problem is who else I'm going to bring.\Asta's a delight, so I'm bringing him for sure. I just need one more...\Hup!\Exploding...\Fireball! response:	Home run!
context: When I set this up, three girls agreed to come, and that's great!\The more girls, the merrier!\But the problem is who else I'm going to bring.\Asta's a delight, so I'm bringing him for sure. I just need one more...\Hup!\Exploding...\Fireball!\Home run! response:	Didja see that?
context: The more girls, the merrier!\But the problem is who else I'm going to bring.\Asta's a delight, so I'm bringing him for sure. I just need one more...\Hup!\Exploding...\Fireball!\Home run!\Didja see that? response:	This is what truly makes a man!
context: But the problem is who else I'm going to bring.\Asta's a delight, so I'm bringing him for sure. I just need one more...\Hup!\Exploding...\Fireball!\Home run!\Didja see that?\This is what truly makes a man! response:	Yeah, no. I know there are girls who like delinquents, but...
context: Asta's a delight, so I'm bringing him for sure. I just need one more...\Hup!\Exploding...\Fireball!\Home run!\Didja see that?\This is what truly makes a man!\Yeah, no. I know there are girls who like delinquents, but... response:	Pleased to meet ya! My Crazy Cyclone's on fire!
context: Hup!\Exploding...\Fireball!\Home run!\Didja see that?\This is what truly makes a man!\Yeah, no. I know there are girls who like delinquents, but...\Pleased to meet ya! My Crazy Cyclone's on fire! response:	This is what truly makes a man! Brr-r-r-rm, brr-r-r-rm!
context: Exploding...\Fireball!\Home run!\Didja see that?\This is what truly makes a man!\Yeah, no. I know there are girls who like delinquents, but...\Pleased to meet ya! My Crazy Cyclone's on fire!\This is what truly makes a man! Brr-r-r-rm, brr-r-r-rm! response:	Magna's too much of a delinquent. He'd just scare them off.
context: Fireball!\Home run!\Didja see that?\This is what truly makes a man!\Yeah, no. I know there are girls who like delinquents, but...\Pleased to meet ya! My Crazy Cyclone's on fire!\This is what truly makes a man! Brr-r-r-rm, brr-r-r-rm!\Magna's too much of a delinquent. He'd just scare them off. response:	Almost... I'm almost done
context: Home run!\Didja see that?\This is what truly makes a man!\Yeah, no. I know there are girls who like delinquents, but...\Pleased to meet ya! My Crazy Cyclone's on fire!\This is what truly makes a man! Brr-r-r-rm, brr-r-r-rm!\Magna's too much of a delinquent. He'd just scare them off.\Almost... I'm almost done response:	with my life-size statue of Marie.
context: Didja see that?\This is what truly makes a man!\Yeah, no. I know there are girls who like delinquents, but...\Pleased to meet ya! My Crazy Cyclone's on fire!\This is what truly makes a man! Brr-r-r-rm, brr-r-r-rm!\Magna's too much of a delinquent. He'd just scare them off.\Almost... I'm almost done\with my life-size statue of Marie. response:	Ah, Marie. It feels like you're right next to me!
context: This is what truly makes a man!\Yeah, no. I know there are girls who like delinquents, but...\Pleased to meet ya! My Crazy Cyclone's on fire!\This is what truly makes a man! Brr-r-r-rm, brr-r-r-rm!\Magna's too much of a delinquent. He'd just scare them off.\Almost... I'm almost done\with my life-size statue of Marie.\Ah, Marie. It feels like you're right next to me! response:	My beloved little sister, Marie!
context: Yeah, no. I know there are girls who like delinquents, but...\Pleased to meet ya! My Crazy Cyclone's on fire!\This is what truly makes a man! Brr-r-r-rm, brr-r-r-rm!\Magna's too much of a delinquent. He'd just scare them off.\Almost... I'm almost done\with my life-size statue of Marie.\Ah, Marie. It feels like you're right next to me!\My beloved little sister, Marie! response:	Ah, you truly are an angel!
context: Pleased to meet ya! My Crazy Cyclone's on fire!\This is what truly makes a man! Brr-r-r-rm, brr-r-r-rm!\Magna's too much of a delinquent. He'd just scare them off.\Almost... I'm almost done\with my life-size statue of Marie.\Ah, Marie. It feels like you're right next to me!\My beloved little sister, Marie!\Ah, you truly are an angel! response:	Yeah, no. Even if I took him to a mixer...
context: This is what truly makes a man! Brr-r-r-rm, brr-r-r-rm!\Magna's too much of a delinquent. He'd just scare them off.\Almost... I'm almost done\with my life-size statue of Marie.\Ah, Marie. It feels like you're right next to me!\My beloved little sister, Marie!\Ah, you truly are an angel!\Yeah, no. Even if I took him to a mixer... response:	Marie's more of an angel than any of you.
context: Magna's too much of a delinquent. He'd just scare them off.\Almost... I'm almost done\with my life-size statue of Marie.\Ah, Marie. It feels like you're right next to me!\My beloved little sister, Marie!\Ah, you truly are an angel!\Yeah, no. Even if I took him to a mixer...\Marie's more of an angel than any of you. response:	I want to have a mixer with a hundred Maries.
context: Almost... I'm almost done\with my life-size statue of Marie.\Ah, Marie. It feels like you're right next to me!\My beloved little sister, Marie!\Ah, you truly are an angel!\Yeah, no. Even if I took him to a mixer...\Marie's more of an angel than any of you.\I want to have a mixer with a hundred Maries. response:	Yes. Marie was already an angel before she was even born.
context: with my life-size statue of Marie.\Ah, Marie. It feels like you're right next to me!\My beloved little sister, Marie!\Ah, you truly are an angel!\Yeah, no. Even if I took him to a mixer...\Marie's more of an angel than any of you.\I want to have a mixer with a hundred Maries.\Yes. Marie was already an angel before she was even born. response:	Ugh... A sister complex?
context: Ah, Marie. It feels like you're right next to me!\My beloved little sister, Marie!\Ah, you truly are an angel!\Yeah, no. Even if I took him to a mixer...\Marie's more of an angel than any of you.\I want to have a mixer with a hundred Maries.\Yes. Marie was already an angel before she was even born.\Ugh... A sister complex? response:	Really?
context: My beloved little sister, Marie!\Ah, you truly are an angel!\Yeah, no. Even if I took him to a mixer...\Marie's more of an angel than any of you.\I want to have a mixer with a hundred Maries.\Yes. Marie was already an angel before she was even born.\Ugh... A sister complex?\Really? response:	He'd definitely scare them away!
context: Ah, you truly are an angel!\Yeah, no. Even if I took him to a mixer...\Marie's more of an angel than any of you.\I want to have a mixer with a hundred Maries.\Yes. Marie was already an angel before she was even born.\Ugh... A sister complex?\Really?\He'd definitely scare them away! response:	I heard that you were having a mixer.
context: Yeah, no. Even if I took him to a mixer...\Marie's more of an angel than any of you.\I want to have a mixer with a hundred Maries.\Yes. Marie was already an angel before she was even born.\Ugh... A sister complex?\Really?\He'd definitely scare them away!\I heard that you were having a mixer. response:	You want me to come with you?
context: Marie's more of an angel than any of you.\I want to have a mixer with a hundred Maries.\Yes. Marie was already an angel before she was even born.\Ugh... A sister complex?\Really?\He'd definitely scare them away!\I heard that you were having a mixer.\You want me to come with you? response:	Yeah, I have no idea what Gordon's thinking, so that's not happening.
context: I want to have a mixer with a hundred Maries.\Yes. Marie was already an angel before she was even born.\Ugh... A sister complex?\Really?\He'd definitely scare them away!\I heard that you were having a mixer.\You want me to come with you?\Yeah, I have no idea what Gordon's thinking, so that's not happening. response:	No, really. You don't need to hold back. It's not as if I don't like girls.
context: Yes. Marie was already an angel before she was even born.\Ugh... A sister complex?\Really?\He'd definitely scare them away!\I heard that you were having a mixer.\You want me to come with you?\Yeah, I have no idea what Gordon's thinking, so that's not happening.\No, really. You don't need to hold back. It's not as if I don't like girls. response:	It might be fun to bring Charmy along, since she's sort of like a mascot character.
context: Ugh... A sister complex?\Really?\He'd definitely scare them away!\I heard that you were having a mixer.\You want me to come with you?\Yeah, I have no idea what Gordon's thinking, so that's not happening.\No, really. You don't need to hold back. It's not as if I don't like girls.\It might be fun to bring Charmy along, since she's sort of like a mascot character. response:	But...
context: Really?\He'd definitely scare them away!\I heard that you were having a mixer.\You want me to come with you?\Yeah, I have no idea what Gordon's thinking, so that's not happening.\No, really. You don't need to hold back. It's not as if I don't like girls.\It might be fun to bring Charmy along, since she's sort of like a mascot character.\But... response:	Munchy, munchy, munchy, munchy...
context: He'd definitely scare them away!\I heard that you were having a mixer.\You want me to come with you?\Yeah, I have no idea what Gordon's thinking, so that's not happening.\No, really. You don't need to hold back. It's not as if I don't like girls.\It might be fun to bring Charmy along, since she's sort of like a mascot character.\But...\Munchy, munchy, munchy, munchy... response:	This is so yummy, too!
context: I heard that you were having a mixer.\You want me to come with you?\Yeah, I have no idea what Gordon's thinking, so that's not happening.\No, really. You don't need to hold back. It's not as if I don't like girls.\It might be fun to bring Charmy along, since she's sort of like a mascot character.\But...\Munchy, munchy, munchy, munchy...\This is so yummy, too! response:	Excuse me, could I get seconds?
context: You want me to come with you?\Yeah, I have no idea what Gordon's thinking, so that's not happening.\No, really. You don't need to hold back. It's not as if I don't like girls.\It might be fun to bring Charmy along, since she's sort of like a mascot character.\But...\Munchy, munchy, munchy, munchy...\This is so yummy, too!\Excuse me, could I get seconds? response:	I do apologize. It's only been five minutes since we opened,
context: Yeah, I have no idea what Gordon's thinking, so that's not happening.\No, really. You don't need to hold back. It's not as if I don't like girls.\It might be fun to bring Charmy along, since she's sort of like a mascot character.\But...\Munchy, munchy, munchy, munchy...\This is so yummy, too!\Excuse me, could I get seconds?\I do apologize. It's only been five minutes since we opened, response:	but we're out of ingredients, so we must close for the day.
