context: nakushita yakusoku wa hoshi ni response:	Send the lost promises to the stars
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars response:	omoide wa tokenai
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai response:	My memories won't fade away
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away response:	yotsuba no clover sagashinagara kimi no kao
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao response:	I steal a glance at you as we look for four-leaf clovers,
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers, response:	chirari nusumi mite wa me o sorasu
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu response:	But then divert my eyes
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes response:	yasashii ame wa furu watashitachi no ue ni
context: Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni response:	The gentle rain falls above our heads
context: omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads response:	surechigau hito no kazu dake dramatic ni naru no
context: My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no response:	as it becomes as dramatic as the number of people passing by
context: yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by response:	kowareta taisetsu na mono to
context: I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to response:	I wonder if we'll ever be able to
context: chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to response:	itsuka mata aeru hi ga kurukashira
context: But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira response:	reunite with those precious things that were broken
context: yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken response:	nokoshita kizuato ga kienai
context: The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai response:	The scars that were left behind won't go away
context: surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away response:	sorezore no basho made
context: as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made response:	Now we must depart
context: kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart response:	mou ikanakucha
context: I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha response:	To our own separate ways
context: itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways response:	The work's cheap and tough.
context: reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\The work's cheap and tough. response:	Shin-san told me that with a smile...
context: nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\The work's cheap and tough.\Shin-san told me that with a smile... response:	But 4,200 yen a day really was cheap.
context: The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\The work's cheap and tough.\Shin-san told me that with a smile...\But 4,200 yen a day really was cheap. response:	Note: 4,200 yen = approx. S36.89 USD
context: sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\The work's cheap and tough.\Shin-san told me that with a smile...\But 4,200 yen a day really was cheap.\Note: 4,200 yen = approx. S36.89 USD response:	On top of that, I have to wake up at 5:30 AM for cooking duty.
context: Now we must depart\mou ikanakucha\To our own separate ways\The work's cheap and tough.\Shin-san told me that with a smile...\But 4,200 yen a day really was cheap.\Note: 4,200 yen = approx. S36.89 USD\On top of that, I have to wake up at 5:30 AM for cooking duty. response:	Since I had to clean up after dinner, the work day's actually longer than sixteen hours.
context: mou ikanakucha\To our own separate ways\The work's cheap and tough.\Shin-san told me that with a smile...\But 4,200 yen a day really was cheap.\Note: 4,200 yen = approx. S36.89 USD\On top of that, I have to wake up at 5:30 AM for cooking duty.\Since I had to clean up after dinner, the work day's actually longer than sixteen hours. response:	However, being able to eat three meals a day and to sleep on a futon...
context: To our own separate ways\The work's cheap and tough.\Shin-san told me that with a smile...\But 4,200 yen a day really was cheap.\Note: 4,200 yen = approx. S36.89 USD\On top of that, I have to wake up at 5:30 AM for cooking duty.\Since I had to clean up after dinner, the work day's actually longer than sixteen hours.\However, being able to eat three meals a day and to sleep on a futon... response:	Cooking duty aside, I've only been getting in their way in terms of reconstruction work.
context: The work's cheap and tough.\Shin-san told me that with a smile...\But 4,200 yen a day really was cheap.\Note: 4,200 yen = approx. S36.89 USD\On top of that, I have to wake up at 5:30 AM for cooking duty.\Since I had to clean up after dinner, the work day's actually longer than sixteen hours.\However, being able to eat three meals a day and to sleep on a futon...\Cooking duty aside, I've only been getting in their way in terms of reconstruction work. response:	Have you ever built a scaffold?
context: Shin-san told me that with a smile...\But 4,200 yen a day really was cheap.\Note: 4,200 yen = approx. S36.89 USD\On top of that, I have to wake up at 5:30 AM for cooking duty.\Since I had to clean up after dinner, the work day's actually longer than sixteen hours.\However, being able to eat three meals a day and to sleep on a futon...\Cooking duty aside, I've only been getting in their way in terms of reconstruction work.\Have you ever built a scaffold? response:	I haven't.
context: But 4,200 yen a day really was cheap.\Note: 4,200 yen = approx. S36.89 USD\On top of that, I have to wake up at 5:30 AM for cooking duty.\Since I had to clean up after dinner, the work day's actually longer than sixteen hours.\However, being able to eat three meals a day and to sleep on a futon...\Cooking duty aside, I've only been getting in their way in terms of reconstruction work.\Have you ever built a scaffold?\I haven't. response:	Then... can you get the silguard out and knead it?
context: Note: 4,200 yen = approx. S36.89 USD\On top of that, I have to wake up at 5:30 AM for cooking duty.\Since I had to clean up after dinner, the work day's actually longer than sixteen hours.\However, being able to eat three meals a day and to sleep on a futon...\Cooking duty aside, I've only been getting in their way in terms of reconstruction work.\Have you ever built a scaffold?\I haven't.\Then... can you get the silguard out and knead it? response:	I'm sorry... but what's a silguard?
context: On top of that, I have to wake up at 5:30 AM for cooking duty.\Since I had to clean up after dinner, the work day's actually longer than sixteen hours.\However, being able to eat three meals a day and to sleep on a futon...\Cooking duty aside, I've only been getting in their way in terms of reconstruction work.\Have you ever built a scaffold?\I haven't.\Then... can you get the silguard out and knead it?\I'm sorry... but what's a silguard? response:	You're so useless!
context: Since I had to clean up after dinner, the work day's actually longer than sixteen hours.\However, being able to eat three meals a day and to sleep on a futon...\Cooking duty aside, I've only been getting in their way in terms of reconstruction work.\Have you ever built a scaffold?\I haven't.\Then... can you get the silguard out and knead it?\I'm sorry... but what's a silguard?\You're so useless! response:	I'd heard from many seniors who'd gotten jobs that what you learn in school won't help at all...
context: However, being able to eat three meals a day and to sleep on a futon...\Cooking duty aside, I've only been getting in their way in terms of reconstruction work.\Have you ever built a scaffold?\I haven't.\Then... can you get the silguard out and knead it?\I'm sorry... but what's a silguard?\You're so useless!\I'd heard from many seniors who'd gotten jobs that what you learn in school won't help at all... response:	Then go move some rubble.
context: Cooking duty aside, I've only been getting in their way in terms of reconstruction work.\Have you ever built a scaffold?\I haven't.\Then... can you get the silguard out and knead it?\I'm sorry... but what's a silguard?\You're so useless!\I'd heard from many seniors who'd gotten jobs that what you learn in school won't help at all...\Then go move some rubble. response:	But I never expected it to be this useless.
context: Have you ever built a scaffold?\I haven't.\Then... can you get the silguard out and knead it?\I'm sorry... but what's a silguard?\You're so useless!\I'd heard from many seniors who'd gotten jobs that what you learn in school won't help at all...\Then go move some rubble.\But I never expected it to be this useless. response:	That's why, at the very least...
context: I haven't.\Then... can you get the silguard out and knead it?\I'm sorry... but what's a silguard?\You're so useless!\I'd heard from many seniors who'd gotten jobs that what you learn in school won't help at all...\Then go move some rubble.\But I never expected it to be this useless.\That's why, at the very least... response:	This is good!
context: Then... can you get the silguard out and knead it?\I'm sorry... but what's a silguard?\You're so useless!\I'd heard from many seniors who'd gotten jobs that what you learn in school won't help at all...\Then go move some rubble.\But I never expected it to be this useless.\That's why, at the very least...\This is good! response:	It tastes great!
context: I'm sorry... but what's a silguard?\You're so useless!\I'd heard from many seniors who'd gotten jobs that what you learn in school won't help at all...\Then go move some rubble.\But I never expected it to be this useless.\That's why, at the very least...\This is good!\It tastes great! response:	This is great. It's really delicious.
context: You're so useless!\I'd heard from many seniors who'd gotten jobs that what you learn in school won't help at all...\Then go move some rubble.\But I never expected it to be this useless.\That's why, at the very least...\This is good!\It tastes great!\This is great. It's really delicious. response:	You're good, young fellow.
context: I'd heard from many seniors who'd gotten jobs that what you learn in school won't help at all...\Then go move some rubble.\But I never expected it to be this useless.\That's why, at the very least...\This is good!\It tastes great!\This is great. It's really delicious.\You're good, young fellow. response:	Delish...
context: Then go move some rubble.\But I never expected it to be this useless.\That's why, at the very least...\This is good!\It tastes great!\This is great. It's really delicious.\You're good, young fellow.\Delish... response:	Oh, you got Kamekichi-san's approval!
context: But I never expected it to be this useless.\That's why, at the very least...\This is good!\It tastes great!\This is great. It's really delicious.\You're good, young fellow.\Delish...\Oh, you got Kamekichi-san's approval! response:	really happy-looking
context: That's why, at the very least...\This is good!\It tastes great!\This is great. It's really delicious.\You're good, young fellow.\Delish...\Oh, you got Kamekichi-san's approval!\really happy-looking response:	T-Thank you very much.
context: This is good!\It tastes great!\This is great. It's really delicious.\You're good, young fellow.\Delish...\Oh, you got Kamekichi-san's approval!\really happy-looking\T-Thank you very much. response:	What? Don't get all conceited.
context: It tastes great!\This is great. It's really delicious.\You're good, young fellow.\Delish...\Oh, you got Kamekichi-san's approval!\really happy-looking\T-Thank you very much.\What? Don't get all conceited. response:	You can't even plane a board!
context: This is great. It's really delicious.\You're good, young fellow.\Delish...\Oh, you got Kamekichi-san's approval!\really happy-looking\T-Thank you very much.\What? Don't get all conceited.\You can't even plane a board! response:	You still have a long way to go, too.
context: You're good, young fellow.\Delish...\Oh, you got Kamekichi-san's approval!\really happy-looking\T-Thank you very much.\What? Don't get all conceited.\You can't even plane a board!\You still have a long way to go, too. response:	Talk about how useless you were when you first joined!
context: Delish...\Oh, you got Kamekichi-san's approval!\really happy-looking\T-Thank you very much.\What? Don't get all conceited.\You can't even plane a board!\You still have a long way to go, too.\Talk about how useless you were when you first joined! response:	How mean!
context: Oh, you got Kamekichi-san's approval!\really happy-looking\T-Thank you very much.\What? Don't get all conceited.\You can't even plane a board!\You still have a long way to go, too.\Talk about how useless you were when you first joined!\How mean! response:	So you cooked your own meals all this way?
context: really happy-looking\T-Thank you very much.\What? Don't get all conceited.\You can't even plane a board!\You still have a long way to go, too.\Talk about how useless you were when you first joined!\How mean!\So you cooked your own meals all this way? response:	Y-Yes, but I didn't have any money so it was always instant ramen.
context: T-Thank you very much.\What? Don't get all conceited.\You can't even plane a board!\You still have a long way to go, too.\Talk about how useless you were when you first joined!\How mean!\So you cooked your own meals all this way?\Y-Yes, but I didn't have any money so it was always instant ramen. response:	It's good.
context: What? Don't get all conceited.\You can't even plane a board!\You still have a long way to go, too.\Talk about how useless you were when you first joined!\How mean!\So you cooked your own meals all this way?\Y-Yes, but I didn't have any money so it was always instant ramen.\It's good. response:	Yeah, it's really delicious.
context: You can't even plane a board!\You still have a long way to go, too.\Talk about how useless you were when you first joined!\How mean!\So you cooked your own meals all this way?\Y-Yes, but I didn't have any money so it was always instant ramen.\It's good.\Yeah, it's really delicious. response:	To be honest, you saved us.
context: You still have a long way to go, too.\Talk about how useless you were when you first joined!\How mean!\So you cooked your own meals all this way?\Y-Yes, but I didn't have any money so it was always instant ramen.\It's good.\Yeah, it's really delicious.\To be honest, you saved us. response:	D-Delish...
context: Talk about how useless you were when you first joined!\How mean!\So you cooked your own meals all this way?\Y-Yes, but I didn't have any money so it was always instant ramen.\It's good.\Yeah, it's really delicious.\To be honest, you saved us.\D-Delish... response:	I'm glad.
context: How mean!\So you cooked your own meals all this way?\Y-Yes, but I didn't have any money so it was always instant ramen.\It's good.\Yeah, it's really delicious.\To be honest, you saved us.\D-Delish...\I'm glad. response:	It looks like I won't just be in the way...
context: So you cooked your own meals all this way?\Y-Yes, but I didn't have any money so it was always instant ramen.\It's good.\Yeah, it's really delicious.\To be honest, you saved us.\D-Delish...\I'm glad.\It looks like I won't just be in the way... response:	boku wa ima BEDDO de maruku natte
context: Y-Yes, but I didn't have any money so it was always instant ramen.\It's good.\Yeah, it's really delicious.\To be honest, you saved us.\D-Delish...\I'm glad.\It looks like I won't just be in the way...\boku wa ima BEDDO de maruku natte response:	I'm now curled up in my bed
context: It's good.\Yeah, it's really delicious.\To be honest, you saved us.\D-Delish...\I'm glad.\It looks like I won't just be in the way...\boku wa ima BEDDO de maruku natte\I'm now curled up in my bed response:	tsumaranai koto kangaeteru
