context: nakushita yakusoku wa hoshi ni response:	Send the lost promises to the stars
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars response:	omoide wa tokenai
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai response:	My memories won't fade away
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away response:	yotsuba no clover sagashinagara kimi no kao
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao response:	I steal a glance at you as we look for four-leaf clovers,
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers, response:	chirari nusumi mite wa me o sorasu
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu response:	But then divert my eyes
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes response:	yasashii ame wa furu watashitachi no ue ni
context: Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni response:	The gentle rain falls above our heads
context: omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads response:	surechigau hito no kazu dake dramatic ni naru no
context: My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no response:	as it becomes as dramatic as the number of people passing by
context: yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by response:	kowareta taisetsu na mono to
context: I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to response:	I wonder if we'll ever be able to
context: chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to response:	itsuka mata aeru hi ga kurukashira
context: But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira response:	reunite with those precious things that were broken
context: yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken response:	nokoshita kizuato ga kienai
context: The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai response:	The scars that were left behind won't go away
context: surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away response:	sorezore no basho made
context: as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made response:	Now we must depart
context: kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart response:	mou ikanakucha
context: I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha response:	To our own separate ways
context: itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways response:	Ugh! She reeks of alcohol!
context: reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\Ugh! She reeks of alcohol! response:	I'm sorry for calling you up on the morning of your day off, Big Sis.
context: nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\Ugh! She reeks of alcohol!\I'm sorry for calling you up on the morning of your day off, Big Sis. response:	I'm sorry...
context: The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\Ugh! She reeks of alcohol!\I'm sorry for calling you up on the morning of your day off, Big Sis.\I'm sorry... response:	Alcohol
context: sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\Ugh! She reeks of alcohol!\I'm sorry for calling you up on the morning of your day off, Big Sis.\I'm sorry...\Alcohol response:	Wafting
context: Now we must depart\mou ikanakucha\To our own separate ways\Ugh! She reeks of alcohol!\I'm sorry for calling you up on the morning of your day off, Big Sis.\I'm sorry...\Alcohol\Wafting response:	To think a day would come when Nomiya would ask me to do something like this...
context: mou ikanakucha\To our own separate ways\Ugh! She reeks of alcohol!\I'm sorry for calling you up on the morning of your day off, Big Sis.\I'm sorry...\Alcohol\Wafting\To think a day would come when Nomiya would ask me to do something like this... response:	But you... just how much did you drink to smell like this?
context: To our own separate ways\Ugh! She reeks of alcohol!\I'm sorry for calling you up on the morning of your day off, Big Sis.\I'm sorry...\Alcohol\Wafting\To think a day would come when Nomiya would ask me to do something like this...\But you... just how much did you drink to smell like this? response:	For a moment I thought a huge Nara pickle came in!
context: Ugh! She reeks of alcohol!\I'm sorry for calling you up on the morning of your day off, Big Sis.\I'm sorry...\Alcohol\Wafting\To think a day would come when Nomiya would ask me to do something like this...\But you... just how much did you drink to smell like this?\For a moment I thought a huge Nara pickle came in! response:	Note: Nara pickles are pickled in sake.
context: I'm sorry for calling you up on the morning of your day off, Big Sis.\I'm sorry...\Alcohol\Wafting\To think a day would come when Nomiya would ask me to do something like this...\But you... just how much did you drink to smell like this?\For a moment I thought a huge Nara pickle came in!\Note: Nara pickles are pickled in sake. response:	Nara Pickles
context: I'm sorry...\Alcohol\Wafting\To think a day would come when Nomiya would ask me to do something like this...\But you... just how much did you drink to smell like this?\For a moment I thought a huge Nara pickle came in!\Note: Nara pickles are pickled in sake.\Nara Pickles response:	I'm sorry...
context: Alcohol\Wafting\To think a day would come when Nomiya would ask me to do something like this...\But you... just how much did you drink to smell like this?\For a moment I thought a huge Nara pickle came in!\Note: Nara pickles are pickled in sake.\Nara Pickles\I'm sorry... response:	Were you guys drinking here as well?
context: Wafting\To think a day would come when Nomiya would ask me to do something like this...\But you... just how much did you drink to smell like this?\For a moment I thought a huge Nara pickle came in!\Note: Nara pickles are pickled in sake.\Nara Pickles\I'm sorry...\Were you guys drinking here as well? response:	Yeah, Mayama and his friend were here...
context: To think a day would come when Nomiya would ask me to do something like this...\But you... just how much did you drink to smell like this?\For a moment I thought a huge Nara pickle came in!\Note: Nara pickles are pickled in sake.\Nara Pickles\I'm sorry...\Were you guys drinking here as well?\Yeah, Mayama and his friend were here... response:	They were here... until... a few... minutes... ago...
context: But you... just how much did you drink to smell like this?\For a moment I thought a huge Nara pickle came in!\Note: Nara pickles are pickled in sake.\Nara Pickles\I'm sorry...\Were you guys drinking here as well?\Yeah, Mayama and his friend were here...\They were here... until... a few... minutes... ago... response:	Nomiya, you seem sleepy.
context: For a moment I thought a huge Nara pickle came in!\Note: Nara pickles are pickled in sake.\Nara Pickles\I'm sorry...\Were you guys drinking here as well?\Yeah, Mayama and his friend were here...\They were here... until... a few... minutes... ago...\Nomiya, you seem sleepy. response:	Do you want me to drive?
context: Note: Nara pickles are pickled in sake.\Nara Pickles\I'm sorry...\Were you guys drinking here as well?\Yeah, Mayama and his friend were here...\They were here... until... a few... minutes... ago...\Nomiya, you seem sleepy.\Do you want me to drive? response:	I'm sorry...
context: Nara Pickles\I'm sorry...\Were you guys drinking here as well?\Yeah, Mayama and his friend were here...\They were here... until... a few... minutes... ago...\Nomiya, you seem sleepy.\Do you want me to drive?\I'm sorry... response:	Please.
context: I'm sorry...\Were you guys drinking here as well?\Yeah, Mayama and his friend were here...\They were here... until... a few... minutes... ago...\Nomiya, you seem sleepy.\Do you want me to drive?\I'm sorry...\Please. response:	Yamada Liquor
context: Were you guys drinking here as well?\Yeah, Mayama and his friend were here...\They were here... until... a few... minutes... ago...\Nomiya, you seem sleepy.\Do you want me to drive?\I'm sorry...\Please.\Yamada Liquor response:	Damn it, Ayu!
context: Yeah, Mayama and his friend were here...\They were here... until... a few... minutes... ago...\Nomiya, you seem sleepy.\Do you want me to drive?\I'm sorry...\Please.\Yamada Liquor\Damn it, Ayu! response:	Where the hell were you last night?!
context: They were here... until... a few... minutes... ago...\Nomiya, you seem sleepy.\Do you want me to drive?\I'm sorry...\Please.\Yamada Liquor\Damn it, Ayu!\Where the hell were you last night?! response:	You didn't even call!
context: Nomiya, you seem sleepy.\Do you want me to drive?\I'm sorry...\Please.\Yamada Liquor\Damn it, Ayu!\Where the hell were you last night?!\You didn't even call! response:	Um, excuse me...
context: Do you want me to drive?\I'm sorry...\Please.\Yamada Liquor\Damn it, Ayu!\Where the hell were you last night?!\You didn't even call!\Um, excuse me... response:	Are you Yamada-san's father?
context: I'm sorry...\Please.\Yamada Liquor\Damn it, Ayu!\Where the hell were you last night?!\You didn't even call!\Um, excuse me...\Are you Yamada-san's father? response:	I'm Teshigawara from Fujiwara Design Office. It's nice to meet you.
context: Please.\Yamada Liquor\Damn it, Ayu!\Where the hell were you last night?!\You didn't even call!\Um, excuse me...\Are you Yamada-san's father?\I'm Teshigawara from Fujiwara Design Office. It's nice to meet you. response:	Hello
context: Yamada Liquor\Damn it, Ayu!\Where the hell were you last night?!\You didn't even call!\Um, excuse me...\Are you Yamada-san's father?\I'm Teshigawara from Fujiwara Design Office. It's nice to meet you.\Hello response:	I really must apologize...
context: Damn it, Ayu!\Where the hell were you last night?!\You didn't even call!\Um, excuse me...\Are you Yamada-san's father?\I'm Teshigawara from Fujiwara Design Office. It's nice to meet you.\Hello\I really must apologize... response:	We apparently allowed your daughter to drink a little too much at the flower viewing last night.
context: Where the hell were you last night?!\You didn't even call!\Um, excuse me...\Are you Yamada-san's father?\I'm Teshigawara from Fujiwara Design Office. It's nice to meet you.\Hello\I really must apologize...\We apparently allowed your daughter to drink a little too much at the flower viewing last night. response:	Here's some sweet red bean rice that I made.
context: You didn't even call!\Um, excuse me...\Are you Yamada-san's father?\I'm Teshigawara from Fujiwara Design Office. It's nice to meet you.\Hello\I really must apologize...\We apparently allowed your daughter to drink a little too much at the flower viewing last night.\Here's some sweet red bean rice that I made. response:	Please have some.
context: Um, excuse me...\Are you Yamada-san's father?\I'm Teshigawara from Fujiwara Design Office. It's nice to meet you.\Hello\I really must apologize...\We apparently allowed your daughter to drink a little too much at the flower viewing last night.\Here's some sweet red bean rice that I made.\Please have some. response:	Thank you for your generosity...
context: Are you Yamada-san's father?\I'm Teshigawara from Fujiwara Design Office. It's nice to meet you.\Hello\I really must apologize...\We apparently allowed your daughter to drink a little too much at the flower viewing last night.\Here's some sweet red bean rice that I made.\Please have some.\Thank you for your generosity... response:	You've taken good care of my daughter...
context: I'm Teshigawara from Fujiwara Design Office. It's nice to meet you.\Hello\I really must apologize...\We apparently allowed your daughter to drink a little too much at the flower viewing last night.\Here's some sweet red bean rice that I made.\Please have some.\Thank you for your generosity...\You've taken good care of my daughter... response:	I'm sure you were worried.
context: Hello\I really must apologize...\We apparently allowed your daughter to drink a little too much at the flower viewing last night.\Here's some sweet red bean rice that I made.\Please have some.\Thank you for your generosity...\You've taken good care of my daughter...\I'm sure you were worried. response:	I'm really sorry, we tried to have her call home...
context: I really must apologize...\We apparently allowed your daughter to drink a little too much at the flower viewing last night.\Here's some sweet red bean rice that I made.\Please have some.\Thank you for your generosity...\You've taken good care of my daughter...\I'm sure you were worried.\I'm really sorry, we tried to have her call home... response:	But she threw up, collapsed,
context: We apparently allowed your daughter to drink a little too much at the flower viewing last night.\Here's some sweet red bean rice that I made.\Please have some.\Thank you for your generosity...\You've taken good care of my daughter...\I'm sure you were worried.\I'm really sorry, we tried to have her call home...\But she threw up, collapsed, response:	threw up
context: Here's some sweet red bean rice that I made.\Please have some.\Thank you for your generosity...\You've taken good care of my daughter...\I'm sure you were worried.\I'm really sorry, we tried to have her call home...\But she threw up, collapsed,\threw up response:	collapsed
context: Please have some.\Thank you for your generosity...\You've taken good care of my daughter...\I'm sure you were worried.\I'm really sorry, we tried to have her call home...\But she threw up, collapsed,\threw up\collapsed response:	and then passed out...
context: Thank you for your generosity...\You've taken good care of my daughter...\I'm sure you were worried.\I'm really sorry, we tried to have her call home...\But she threw up, collapsed,\threw up\collapsed\and then passed out... response:	passed out
context: You've taken good care of my daughter...\I'm sure you were worried.\I'm really sorry, we tried to have her call home...\But she threw up, collapsed,\threw up\collapsed\and then passed out...\passed out response:	(All the truth)
context: I'm sure you were worried.\I'm really sorry, we tried to have her call home...\But she threw up, collapsed,\threw up\collapsed\and then passed out...\passed out\(All the truth) response:	T-That must have been a lot of trouble...
context: I'm really sorry, we tried to have her call home...\But she threw up, collapsed,\threw up\collapsed\and then passed out...\passed out\(All the truth)\T-That must have been a lot of trouble... response:	You good-for-nothing daughter!
context: But she threw up, collapsed,\threw up\collapsed\and then passed out...\passed out\(All the truth)\T-That must have been a lot of trouble...\You good-for-nothing daughter! response:	So, was that passable?
context: threw up\collapsed\and then passed out...\passed out\(All the truth)\T-That must have been a lot of trouble...\You good-for-nothing daughter!\So, was that passable? response:	It was magnificient.
context: collapsed\and then passed out...\passed out\(All the truth)\T-That must have been a lot of trouble...\You good-for-nothing daughter!\So, was that passable?\It was magnificient. response:	I'm in your debt.
context: and then passed out...\passed out\(All the truth)\T-That must have been a lot of trouble...\You good-for-nothing daughter!\So, was that passable?\It was magnificient.\I'm in your debt. response:	But the stench sure was powerful...
