context: nakushita yakusoku wa hoshi ni response:	Send the lost promises to the stars
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars response:	omoide wa tokenai
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai response:	My memories won't fade away
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away response:	yotsuba no clover sagashinagara kimi no kao
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao response:	I steal a glance at you as we look for four-leaf clovers,
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers, response:	chirari nusumi mite wa me o sorasu
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu response:	But then divert my eyes
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes response:	yasashii ame wa furu watashitachi no ue ni
context: Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni response:	The gentle rain falls above our heads
context: omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads response:	surechigau hito no kazu dake dramatic ni naru no
context: My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no response:	as it becomes as dramatic as the number of people passing by
context: yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by response:	kowareta taisetsu na mono to
context: I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to response:	I wonder if we'll ever be able to
context: chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to response:	itsuka mata aeru hi ga kurukashira
context: But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira response:	reunite with those precious things that were broken
context: yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken response:	nokoshita kizuato ga kienai
context: The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai response:	The scars that were left behind won't go away
context: surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away response:	sorezore no basho made
context: as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made response:	Now we must depart
context: kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart response:	mou ikanakucha
context: I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha response:	To our own separate ways
context: itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways response:	The cicadas and the crickets are crying together...
context: reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\The cicadas and the crickets are crying together... response:	At ten o'clock at night, too.
context: nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\The cicadas and the crickets are crying together...\At ten o'clock at night, too. response:	Is this summer or fall?
context: The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\The cicadas and the crickets are crying together...\At ten o'clock at night, too.\Is this summer or fall? response:	Which is it?
context: sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\The cicadas and the crickets are crying together...\At ten o'clock at night, too.\Is this summer or fall?\Which is it? response:	Do cicadas usually cry this late at night?
context: Now we must depart\mou ikanakucha\To our own separate ways\The cicadas and the crickets are crying together...\At ten o'clock at night, too.\Is this summer or fall?\Which is it?\Do cicadas usually cry this late at night? response:	Hold up, summer's over already?
context: mou ikanakucha\To our own separate ways\The cicadas and the crickets are crying together...\At ten o'clock at night, too.\Is this summer or fall?\Which is it?\Do cicadas usually cry this late at night?\Hold up, summer's over already? response:	I didn't get to go anywhere yet...
context: To our own separate ways\The cicadas and the crickets are crying together...\At ten o'clock at night, too.\Is this summer or fall?\Which is it?\Do cicadas usually cry this late at night?\Hold up, summer's over already?\I didn't get to go anywhere yet... response:	And this is supposed to be the last summer break of my student days.
context: The cicadas and the crickets are crying together...\At ten o'clock at night, too.\Is this summer or fall?\Which is it?\Do cicadas usually cry this late at night?\Hold up, summer's over already?\I didn't get to go anywhere yet...\And this is supposed to be the last summer break of my student days. response:	It's almost been a month, hasn't it?
context: At ten o'clock at night, too.\Is this summer or fall?\Which is it?\Do cicadas usually cry this late at night?\Hold up, summer's over already?\I didn't get to go anywhere yet...\And this is supposed to be the last summer break of my student days.\It's almost been a month, hasn't it? response:	Since what?
context: Is this summer or fall?\Which is it?\Do cicadas usually cry this late at night?\Hold up, summer's over already?\I didn't get to go anywhere yet...\And this is supposed to be the last summer break of my student days.\It's almost been a month, hasn't it?\Since what? response:	Since Hagu-chan went back home.
context: Which is it?\Do cicadas usually cry this late at night?\Hold up, summer's over already?\I didn't get to go anywhere yet...\And this is supposed to be the last summer break of my student days.\It's almost been a month, hasn't it?\Since what?\Since Hagu-chan went back home. response:	Hagu-chan's home is in Nagano, right?
context: Do cicadas usually cry this late at night?\Hold up, summer's over already?\I didn't get to go anywhere yet...\And this is supposed to be the last summer break of my student days.\It's almost been a month, hasn't it?\Since what?\Since Hagu-chan went back home.\Hagu-chan's home is in Nagano, right? response:	I wonder what she'll bring us back...
context: Hold up, summer's over already?\I didn't get to go anywhere yet...\And this is supposed to be the last summer break of my student days.\It's almost been a month, hasn't it?\Since what?\Since Hagu-chan went back home.\Hagu-chan's home is in Nagano, right?\I wonder what she'll bring us back... response:	She'll probably bring back some nozawana...
context: I didn't get to go anywhere yet...\And this is supposed to be the last summer break of my student days.\It's almost been a month, hasn't it?\Since what?\Since Hagu-chan went back home.\Hagu-chan's home is in Nagano, right?\I wonder what she'll bring us back...\She'll probably bring back some nozawana... response:	Nozawana: prickled turnip leaves, soba: buckwheat noodles.
context: And this is supposed to be the last summer break of my student days.\It's almost been a month, hasn't it?\Since what?\Since Hagu-chan went back home.\Hagu-chan's home is in Nagano, right?\I wonder what she'll bring us back...\She'll probably bring back some nozawana...\Nozawana: prickled turnip leaves, soba: buckwheat noodles. response:	Or maybe some soba...
context: It's almost been a month, hasn't it?\Since what?\Since Hagu-chan went back home.\Hagu-chan's home is in Nagano, right?\I wonder what she'll bring us back...\She'll probably bring back some nozawana...\Nozawana: prickled turnip leaves, soba: buckwheat noodles.\Or maybe some soba... response:	Area code 0263?
context: Since what?\Since Hagu-chan went back home.\Hagu-chan's home is in Nagano, right?\I wonder what she'll bring us back...\She'll probably bring back some nozawana...\Nozawana: prickled turnip leaves, soba: buckwheat noodles.\Or maybe some soba...\Area code 0263? response:	Who is it?
context: Since Hagu-chan went back home.\Hagu-chan's home is in Nagano, right?\I wonder what she'll bring us back...\She'll probably bring back some nozawana...\Nozawana: prickled turnip leaves, soba: buckwheat noodles.\Or maybe some soba...\Area code 0263?\Who is it? response:	Hello?
context: Hagu-chan's home is in Nagano, right?\I wonder what she'll bring us back...\She'll probably bring back some nozawana...\Nozawana: prickled turnip leaves, soba: buckwheat noodles.\Or maybe some soba...\Area code 0263?\Who is it?\Hello? response:	Hello?
context: I wonder what she'll bring us back...\She'll probably bring back some nozawana...\Nozawana: prickled turnip leaves, soba: buckwheat noodles.\Or maybe some soba...\Area code 0263?\Who is it?\Hello?\Hello? response:	H-Hagu-chan?
context: She'll probably bring back some nozawana...\Nozawana: prickled turnip leaves, soba: buckwheat noodles.\Or maybe some soba...\Area code 0263?\Who is it?\Hello?\Hello?\H-Hagu-chan? response:	No, that's okay.
context: Nozawana: prickled turnip leaves, soba: buckwheat noodles.\Or maybe some soba...\Area code 0263?\Who is it?\Hello?\Hello?\H-Hagu-chan?\No, that's okay. response:	We're just on our way back from the bath.
context: Or maybe some soba...\Area code 0263?\Who is it?\Hello?\Hello?\H-Hagu-chan?\No, that's okay.\We're just on our way back from the bath. response:	Yeah.
context: Area code 0263?\Who is it?\Hello?\Hello?\H-Hagu-chan?\No, that's okay.\We're just on our way back from the bath.\Yeah. response:	Yeah.
context: Who is it?\Hello?\Hello?\H-Hagu-chan?\No, that's okay.\We're just on our way back from the bath.\Yeah.\Yeah. response:	That's sweet...
context: Hello?\Hello?\H-Hagu-chan?\No, that's okay.\We're just on our way back from the bath.\Yeah.\Yeah.\That's sweet... response:	Really?
context: Hello?\H-Hagu-chan?\No, that's okay.\We're just on our way back from the bath.\Yeah.\Yeah.\That's sweet...\Really? response:	That's sweet and sour at the same time, Takemoto.
context: H-Hagu-chan?\No, that's okay.\We're just on our way back from the bath.\Yeah.\Yeah.\That's sweet...\Really?\That's sweet and sour at the same time, Takemoto. response:	Yeah.
context: No, that's okay.\We're just on our way back from the bath.\Yeah.\Yeah.\That's sweet...\Really?\That's sweet and sour at the same time, Takemoto.\Yeah. response:	Yeah.
context: We're just on our way back from the bath.\Yeah.\Yeah.\That's sweet...\Really?\That's sweet and sour at the same time, Takemoto.\Yeah.\Yeah. response:	Oh?
context: Yeah.\Yeah.\That's sweet...\Really?\That's sweet and sour at the same time, Takemoto.\Yeah.\Yeah.\Oh? response:	What do we want?
context: Yeah.\That's sweet...\Really?\That's sweet and sour at the same time, Takemoto.\Yeah.\Yeah.\Oh?\What do we want? response:	Yeah. Shuu-chan-sensei is asking whether you want some nozawana or some soba.
context: That's sweet...\Really?\That's sweet and sour at the same time, Takemoto.\Yeah.\Yeah.\Oh?\What do we want?\Yeah. Shuu-chan-sensei is asking whether you want some nozawana or some soba. response:	Senpai, she wants to know whether we want some nozawana or some soba.
context: Really?\That's sweet and sour at the same time, Takemoto.\Yeah.\Yeah.\Oh?\What do we want?\Yeah. Shuu-chan-sensei is asking whether you want some nozawana or some soba.\Senpai, she wants to know whether we want some nozawana or some soba. response:	Meat!
context: That's sweet and sour at the same time, Takemoto.\Yeah.\Yeah.\Oh?\What do we want?\Yeah. Shuu-chan-sensei is asking whether you want some nozawana or some soba.\Senpai, she wants to know whether we want some nozawana or some soba.\Meat! response:	They want meat.
context: Yeah.\Yeah.\Oh?\What do we want?\Yeah. Shuu-chan-sensei is asking whether you want some nozawana or some soba.\Senpai, she wants to know whether we want some nozawana or some soba.\Meat!\They want meat. response:	Then soba it is!
context: Yeah.\Oh?\What do we want?\Yeah. Shuu-chan-sensei is asking whether you want some nozawana or some soba.\Senpai, she wants to know whether we want some nozawana or some soba.\Meat!\They want meat.\Then soba it is! response:	She wants us to come have soba for dinner, since they're coming back tomorrow.
context: Oh?\What do we want?\Yeah. Shuu-chan-sensei is asking whether you want some nozawana or some soba.\Senpai, she wants to know whether we want some nozawana or some soba.\Meat!\They want meat.\Then soba it is!\She wants us to come have soba for dinner, since they're coming back tomorrow. response:	Soba?
context: What do we want?\Yeah. Shuu-chan-sensei is asking whether you want some nozawana or some soba.\Senpai, she wants to know whether we want some nozawana or some soba.\Meat!\They want meat.\Then soba it is!\She wants us to come have soba for dinner, since they're coming back tomorrow.\Soba? response:	But I guess...
context: Yeah. Shuu-chan-sensei is asking whether you want some nozawana or some soba.\Senpai, she wants to know whether we want some nozawana or some soba.\Meat!\They want meat.\Then soba it is!\She wants us to come have soba for dinner, since they're coming back tomorrow.\Soba?\But I guess... response:	Hello?
context: Senpai, she wants to know whether we want some nozawana or some soba.\Meat!\They want meat.\Then soba it is!\She wants us to come have soba for dinner, since they're coming back tomorrow.\Soba?\But I guess...\Hello? response:	I've never heard her voice over the phone before.
context: Meat!\They want meat.\Then soba it is!\She wants us to come have soba for dinner, since they're coming back tomorrow.\Soba?\But I guess...\Hello?\I've never heard her voice over the phone before. response:	If feels like my ears keep tingling...
context: They want meat.\Then soba it is!\She wants us to come have soba for dinner, since they're coming back tomorrow.\Soba?\But I guess...\Hello?\I've never heard her voice over the phone before.\If feels like my ears keep tingling... response:	Hello?
context: Then soba it is!\She wants us to come have soba for dinner, since they're coming back tomorrow.\Soba?\But I guess...\Hello?\I've never heard her voice over the phone before.\If feels like my ears keep tingling...\Hello? response:	Huh?
context: She wants us to come have soba for dinner, since they're coming back tomorrow.\Soba?\But I guess...\Hello?\I've never heard her voice over the phone before.\If feels like my ears keep tingling...\Hello?\Huh? response:	What was that ring tone just now, Mayama-san?
context: Soba?\But I guess...\Hello?\I've never heard her voice over the phone before.\If feels like my ears keep tingling...\Hello?\Huh?\What was that ring tone just now, Mayama-san? response:	Wasn't it from a movie?
context: But I guess...\Hello?\I've never heard her voice over the phone before.\If feels like my ears keep tingling...\Hello?\Huh?\What was that ring tone just now, Mayama-san?\Wasn't it from a movie? response:	Oh yeah, it's Moon River.
