context: Late Night Show response:	Late Night Show
context: Late Night Show\Late Night Show response:	Bones 10th anniversary project
context: Late Night Show\Late Night Show\Bones 10th anniversary project response:	A healthy soul...
context: Late Night Show\Late Night Show\Bones 10th anniversary project\A healthy soul... response:	Where... am I?
context: Late Night Show\Late Night Show\Bones 10th anniversary project\A healthy soul...\Where... am I? response:	Where... am I?
context: Late Night Show\Late Night Show\Bones 10th anniversary project\A healthy soul...\Where... am I?\Where... am I? response:	It's dark...
context: Late Night Show\Late Night Show\Bones 10th anniversary project\A healthy soul...\Where... am I?\Where... am I?\It's dark... response:	I can't even see my own body.
context: Late Night Show\Late Night Show\Bones 10th anniversary project\A healthy soul...\Where... am I?\Where... am I?\It's dark...\I can't even see my own body. response:	It's painful.
context: Late Night Show\Bones 10th anniversary project\A healthy soul...\Where... am I?\Where... am I?\It's dark...\I can't even see my own body.\It's painful. response:	Which way is up? Which way is down?
context: Bones 10th anniversary project\A healthy soul...\Where... am I?\Where... am I?\It's dark...\I can't even see my own body.\It's painful.\Which way is up? Which way is down? response:	Which way is up? Which way is down?
context: A healthy soul...\Where... am I?\Where... am I?\It's dark...\I can't even see my own body.\It's painful.\Which way is up? Which way is down?\Which way is up? Which way is down? response:	Which way should I go...?
context: Where... am I?\Where... am I?\It's dark...\I can't even see my own body.\It's painful.\Which way is up? Which way is down?\Which way is up? Which way is down?\Which way should I go...? response:	Help me...
context: Where... am I?\It's dark...\I can't even see my own body.\It's painful.\Which way is up? Which way is down?\Which way is up? Which way is down?\Which way should I go...?\Help me... response:	A light?
context: It's dark...\I can't even see my own body.\It's painful.\Which way is up? Which way is down?\Which way is up? Which way is down?\Which way should I go...?\Help me...\A light? response:	An exit?
context: I can't even see my own body.\It's painful.\Which way is up? Which way is down?\Which way is up? Which way is down?\Which way should I go...?\Help me...\A light?\An exit? response:	No! Stop!
context: It's painful.\Which way is up? Which way is down?\Which way is up? Which way is down?\Which way should I go...?\Help me...\A light?\An exit?\No! Stop! response:	No! Stop!
context: Which way is up? Which way is down?\Which way is up? Which way is down?\Which way should I go...?\Help me...\A light?\An exit?\No! Stop!\No! Stop! response:	A voice... Maka.
context: Which way is up? Which way is down?\Which way should I go...?\Help me...\A light?\An exit?\No! Stop!\No! Stop!\A voice... Maka. response:	A voice... Maka.
context: Which way should I go...?\Help me...\A light?\An exit?\No! Stop!\No! Stop!\A voice... Maka.\A voice... Maka. response:	That's Maka's voice!
context: Help me...\A light?\An exit?\No! Stop!\No! Stop!\A voice... Maka.\A voice... Maka.\That's Maka's voice! response:	Wait! I'm coming!
context: A light?\An exit?\No! Stop!\No! Stop!\A voice... Maka.\A voice... Maka.\That's Maka's voice!\Wait! I'm coming! response:	Soul!
context: An exit?\No! Stop!\No! Stop!\A voice... Maka.\A voice... Maka.\That's Maka's voice!\Wait! I'm coming!\Soul! response:	Soul!
context: No! Stop!\No! Stop!\A voice... Maka.\A voice... Maka.\That's Maka's voice!\Wait! I'm coming!\Soul!\Soul! response:	Soul!
context: No! Stop!\A voice... Maka.\A voice... Maka.\That's Maka's voice!\Wait! I'm coming!\Soul!\Soul!\Soul! response:	What's wrong?
context: A voice... Maka.\A voice... Maka.\That's Maka's voice!\Wait! I'm coming!\Soul!\Soul!\Soul!\What's wrong? response:	Medusa-sensei, Soul is...
context: A voice... Maka.\That's Maka's voice!\Wait! I'm coming!\Soul!\Soul!\Soul!\What's wrong?\Medusa-sensei, Soul is... response:	Soul?
context: That's Maka's voice!\Wait! I'm coming!\Soul!\Soul!\Soul!\What's wrong?\Medusa-sensei, Soul is...\Soul? response:	It's all right.
context: Wait! I'm coming!\Soul!\Soul!\Soul!\What's wrong?\Medusa-sensei, Soul is...\Soul?\It's all right. response:	I'm fine.
context: Soul!\Soul!\Soul!\What's wrong?\Medusa-sensei, Soul is...\Soul?\It's all right.\I'm fine. response:	It was only a nightmare.
