context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	The mysterious enemy,
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The mysterious enemy, response:	controlling an army of the dead to attack the royal capital,
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The mysterious enemy,\controlling an army of the dead to attack the royal capital, response:	was restrained by Fuegoleon, along with Asta's help.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The mysterious enemy,\controlling an army of the dead to attack the royal capital,\was restrained by Fuegoleon, along with Asta's help. response:	Couldn't you think of any other way to get people to acknowledge your power?
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The mysterious enemy,\controlling an army of the dead to attack the royal capital,\was restrained by Fuegoleon, along with Asta's help.\Couldn't you think of any other way to get people to acknowledge your power? response:	What?
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The mysterious enemy,\controlling an army of the dead to attack the royal capital,\was restrained by Fuegoleon, along with Asta's help.\Couldn't you think of any other way to get people to acknowledge your power?\What? response:	Well done, Magic Knights.
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The mysterious enemy,\controlling an army of the dead to attack the royal capital,\was restrained by Fuegoleon, along with Asta's help.\Couldn't you think of any other way to get people to acknowledge your power?\What?\Well done, Magic Knights. response:	No
context: He was called the Wizard King, and he became a legend.\The mysterious enemy,\controlling an army of the dead to attack the royal capital,\was restrained by Fuegoleon, along with Asta's help.\Couldn't you think of any other way to get people to acknowledge your power?\What?\Well done, Magic Knights.\No response:	Most of the Magic Knights were sent
context: The mysterious enemy,\controlling an army of the dead to attack the royal capital,\was restrained by Fuegoleon, along with Asta's help.\Couldn't you think of any other way to get people to acknowledge your power?\What?\Well done, Magic Knights.\No\Most of the Magic Knights were sent response:	far away from the royal capital with spatial magic.
context: controlling an army of the dead to attack the royal capital,\was restrained by Fuegoleon, along with Asta's help.\Couldn't you think of any other way to get people to acknowledge your power?\What?\Well done, Magic Knights.\No\Most of the Magic Knights were sent\far away from the royal capital with spatial magic. response:	I figured they must've had a rather skilled spatial magic user, but...
context: was restrained by Fuegoleon, along with Asta's help.\Couldn't you think of any other way to get people to acknowledge your power?\What?\Well done, Magic Knights.\No\Most of the Magic Knights were sent\far away from the royal capital with spatial magic.\I figured they must've had a rather skilled spatial magic user, but... response:	To think they were able to send us all this far.
context: Couldn't you think of any other way to get people to acknowledge your power?\What?\Well done, Magic Knights.\No\Most of the Magic Knights were sent\far away from the royal capital with spatial magic.\I figured they must've had a rather skilled spatial magic user, but...\To think they were able to send us all this far. response:	This is spatial magic.
context: What?\Well done, Magic Knights.\No\Most of the Magic Knights were sent\far away from the royal capital with spatial magic.\I figured they must've had a rather skilled spatial magic user, but...\To think they were able to send us all this far.\This is spatial magic. response:	Very well. Nothing ventured, nothing gained.
context: Well done, Magic Knights.\No\Most of the Magic Knights were sent\far away from the royal capital with spatial magic.\I figured they must've had a rather skilled spatial magic user, but...\To think they were able to send us all this far.\This is spatial magic.\Very well. Nothing ventured, nothing gained. response:	The captain of the Crimson Lion Kings,
context: No\Most of the Magic Knights were sent\far away from the royal capital with spatial magic.\I figured they must've had a rather skilled spatial magic user, but...\To think they were able to send us all this far.\This is spatial magic.\Very well. Nothing ventured, nothing gained.\The captain of the Crimson Lion Kings, response:	Fuegoleon Vermillion, was also sent away somewhere.
context: Most of the Magic Knights were sent\far away from the royal capital with spatial magic.\I figured they must've had a rather skilled spatial magic user, but...\To think they were able to send us all this far.\This is spatial magic.\Very well. Nothing ventured, nothing gained.\The captain of the Crimson Lion Kings,\Fuegoleon Vermillion, was also sent away somewhere. response:	You're...
context: far away from the royal capital with spatial magic.\I figured they must've had a rather skilled spatial magic user, but...\To think they were able to send us all this far.\This is spatial magic.\Very well. Nothing ventured, nothing gained.\The captain of the Crimson Lion Kings,\Fuegoleon Vermillion, was also sent away somewhere.\You're... response:	Meanwhile, Yuno was able to escape the spatial magic attack,
